Orthogroup	Stichodactyla_haddoni_longest_pep	Heterodactyla_longest_pep
OG0000016	Shad_tr13915_c1_g1_i1.p3	Hetdac_DN6170_c0_g1_i1.p1
OG0000016	Shad_tr13915_c1_g4_i2.p1	Hetdac_DN6170_c2_g1_i5.p2
OG0000016	Shad_tr5656_c0_g1_i7.p1	Hetdac_DN9507_c0_g1_i2.p1
OG0000016	Shad_tr30195_c0_g1_i1.p1	Hetdac_DN78775_c0_g1_i1.p1
OG0000016	Shad_tr14208_c0_g2_i2.p1	Hetdac_DN8708_c0_g1_i1.p1
OG0000016	Shad_tr20659_c0_g1_i29.p1	Hetdac_DN14612_c0_g1_i4.p1
OG0000016	Shad_tr56139_c0_g1_i5.p1	Hetdac_DN3600_c0_g1_i1.p1
OG0000016	Shad_tr63013_c0_g1_i1.p1	Hetdac_DN88778_c0_g1_i1.p1, Hetdac_DN43511_c0_g1_i1.p1
OG0000017	Shad_tr12711_c0_g1_i1.p2	Hetdac_DN18522_c0_g1_i1.p1
OG0000018	Shad_tr33408_c0_g1_i1.p1, Shad_tr4944_c1_g1_i16.p1	Hetdac_DN18318_c0_g1_i3.p1
OG0000018	Shad_tr27589_c1_g1_i2.p1, Shad_tr27589_c0_g4_i1.p1, Shad_tr27589_c0_g1_i2.p1	Hetdac_DN40032_c0_g1_i1.p1
OG0000018	Shad_tr22586_c2_g3_i1.p1	Hetdac_DN7556_c1_g1_i1.p1
OG0000018	Shad_tr42991_c0_g1_i10.p1	Hetdac_DN18538_c1_g1_i1.p1, Hetdac_DN18538_c0_g1_i1.p1
OG0000018	Shad_tr28733_c0_g3_i3.p1	Hetdac_DN31837_c0_g1_i1.p1
OG0000018	Shad_tr28733_c0_g1_i2.p1	Hetdac_DN16984_c0_g1_i1.p1
OG0000018	Shad_tr41369_c0_g1_i3.p1, Shad_tr40675_c0_g1_i2.p1	Hetdac_DN43631_c0_g1_i1.p1
OG0000018	Shad_tr40314_c0_g1_i1.p1	Hetdac_DN74317_c0_g1_i1.p1
OG0000018	Shad_tr36296_c0_g1_i3.p1	Hetdac_DN144_c0_g1_i1.p1
OG0000018	Shad_tr21895_c0_g1_i19.p1, Shad_tr4352_c1_g1_i6.p1	Hetdac_DN4298_c0_g1_i3.p1
OG0000018	Shad_tr84814_c0_g1_i1.p1	Hetdac_DN46227_c2_g1_i1.p1
OG0000018	Shad_tr34599_c1_g1_i2.p1, Shad_tr34599_c0_g1_i12.p1	Hetdac_DN26475_c0_g1_i4.p1
OG0000018	Shad_tr97856_c0_g1_i1.p1, Shad_tr40347_c0_g1_i1.p1	Hetdac_DN62733_c0_g1_i1.p1
OG0000018	Shad_tr34599_c0_g2_i1.p1	Hetdac_DN39398_c0_g1_i1.p1
OG0000018	Shad_tr177_c0_g1_i2.p1	Hetdac_DN46227_c0_g1_i10.p1
OG0000019	Shad_tr11011_c1_g1_i8.p1, Shad_tr29516_c3_g1_i10.p1	Hetdac_DN6400_c0_g1_i3.p1
OG0000019	Shad_tr40870_c0_g2_i1.p1	Hetdac_DN62538_c0_g1_i1.p1
OG0000019	Shad_tr6656_c0_g1_i6.p1	Hetdac_DN17292_c0_g1_i1.p1
OG0000019	Shad_tr76303_c0_g1_i1.p1	Hetdac_DN17292_c1_g1_i1.p1
OG0000019	Shad_tr82909_c0_g1_i1.p1	Hetdac_DN15570_c0_g1_i1.p1
OG0000019	Shad_tr32311_c4_g1_i2.p1	Hetdac_DN16965_c0_g1_i1.p1
OG0000019	Shad_tr19126_c0_g1_i3.p1	Hetdac_DN16104_c0_g1_i1.p1
OG0000019	Shad_tr10160_c0_g1_i7.p1, Shad_tr3269_c0_g1_i19.p1, Shad_tr13445_c0_g3_i4.p1	Hetdac_DN22476_c0_g1_i1.p1
OG0000019	Shad_tr10666_c4_g1_i1.p1	Hetdac_DN21051_c0_g1_i1.p1
OG0000019	Shad_tr50567_c3_g1_i1.p1, Shad_tr28512_c2_g3_i1.p2	Hetdac_DN23304_c0_g1_i2.p1
OG0000020	Shad_tr20558_c0_g1_i2.p1	Hetdac_DN84796_c0_g1_i2.p1
OG0000020	Shad_tr6108_c0_g1_i14.p1	Hetdac_DN21308_c0_g1_i2.p1
OG0000020	Shad_tr4487_c0_g2_i2.p1	Hetdac_DN49069_c0_g1_i1.p1
OG0000020	Shad_tr4487_c0_g1_i2.p1	Hetdac_DN7623_c0_g1_i1.p1
OG0000020	Shad_tr30308_c0_g1_i14.p1	Hetdac_DN50427_c0_g1_i1.p1
OG0000020	Shad_tr21849_c0_g1_i2.p1	Hetdac_DN21901_c0_g1_i2.p1
OG0000020	Shad_tr11067_c1_g1_i1.p1	Hetdac_DN36566_c0_g1_i1.p1
OG0000020	Shad_tr17595_c0_g1_i1.p1	Hetdac_DN46303_c0_g1_i1.p1
OG0000020	Shad_tr12863_c2_g1_i1.p1	Hetdac_DN21717_c0_g1_i5.p1
OG0000020	Shad_tr19820_c0_g2_i5.p1	Hetdac_DN14896_c0_g1_i1.p1
OG0000020	Shad_tr10844_c0_g1_i2.p1	Hetdac_DN32294_c0_g1_i2.p1, Hetdac_DN54720_c0_g1_i1.p1
OG0000020	Shad_tr44275_c0_g2_i3.p1	Hetdac_DN62054_c0_g1_i1.p1
OG0000020	Shad_tr9299_c0_g1_i16.p1	Hetdac_DN20235_c0_g1_i4.p1
OG0000020	Shad_tr16412_c1_g1_i1.p1	Hetdac_DN8403_c0_g1_i1.p1
OG0000021	Shad_tr33278_c0_g3_i2.p1, Shad_tr16909_c0_g2_i3.p1, Shad_tr22117_c1_g1_i1.p1, Shad_tr29248_c3_g1_i1.p1	Hetdac_DN50089_c0_g1_i4.p1
OG0000021	Shad_tr16944_c0_g1_i4.p1, Shad_tr20461_c0_g1_i1.p1	Hetdac_DN53761_c0_g1_i1.p1
OG0000021	Shad_tr25725_c3_g1_i1.p2, Shad_tr36888_c0_g2_i1.p1, Shad_tr7792_c1_g2_i4.p1	Hetdac_DN12327_c0_g2_i1.p1
OG0000021	Shad_tr12961_c2_g2_i1.p1, Shad_tr6162_c1_g1_i2.p1	Hetdac_DN22792_c0_g1_i5.p1
OG0000022	Shad_tr47011_c0_g1_i1.p1	Hetdac_DN85517_c0_g1_i1.p1
OG0000022	Shad_tr57811_c0_g2_i1.p1	Hetdac_DN64467_c0_g1_i1.p1
OG0000022	Shad_tr6315_c0_g1_i11.p1	Hetdac_DN72276_c0_g1_i1.p1, Hetdac_DN24894_c0_g1_i1.p1
OG0000022	Shad_tr16040_c0_g1_i2.p1, Shad_tr33937_c0_g1_i2.p1	Hetdac_DN15928_c0_g1_i2.p1
OG0000022	Shad_tr4965_c0_g1_i1.p1	Hetdac_DN7894_c0_g1_i1.p1
OG0000022	Shad_tr10152_c0_g1_i5.p1	Hetdac_DN77408_c0_g1_i1.p1, Hetdac_DN71373_c0_g1_i1.p1
OG0000022	Shad_tr51852_c1_g1_i1.p1	Hetdac_DN9756_c0_g1_i1.p1
OG0000022	Shad_tr28775_c0_g1_i5.p1	Hetdac_DN45766_c0_g1_i1.p1, Hetdac_DN67677_c0_g1_i1.p1, Hetdac_DN67375_c0_g1_i1.p1
OG0000022	Shad_tr56942_c0_g3_i1.p1	Hetdac_DN71167_c0_g1_i1.p1
OG0000023	Shad_tr9054_c0_g1_i4.p1	Hetdac_DN7538_c0_g1_i1.p1
OG0000023	Shad_tr33176_c0_g1_i6.p1	Hetdac_DN24891_c0_g1_i1.p1
OG0000023	Shad_tr27564_c0_g1_i7.p1	Hetdac_DN31200_c0_g1_i2.p1
OG0000023	Shad_tr32011_c0_g1_i2.p1, Shad_tr923_c0_g1_i48.p1	Hetdac_DN8344_c0_g1_i8.p1
OG0000024	Shad_tr95185_c0_g1_i1.p1, Shad_tr114594_c0_g1_i1.p1	Hetdac_DN35207_c0_g1_i3.p1
OG0000024	Shad_tr15840_c0_g1_i2.p1, Shad_tr21228_c0_g1_i1.p1	Hetdac_DN60429_c0_g1_i1.p1
OG0000024	Shad_tr86687_c0_g1_i1.p1	Hetdac_DN45020_c0_g1_i1.p1
OG0000024	Shad_tr57496_c0_g1_i1.p1, Shad_tr51654_c0_g1_i1.p1, Shad_tr58302_c0_g1_i1.p1, Shad_tr58302_c0_g2_i1.p1	Hetdac_DN76534_c0_g1_i1.p1
OG0000025	Shad_tr19746_c0_g1_i16.p1, Shad_tr99116_c0_g1_i1.p1	Hetdac_DN84327_c0_g1_i1.p1
OG0000025	Shad_tr16656_c0_g1_i2.p1	Hetdac_DN52258_c0_g1_i1.p1
OG0000025	Shad_tr103313_c0_g1_i1.p1	Hetdac_DN17193_c0_g1_i1.p2, Hetdac_DN15305_c0_g1_i1.p1
OG0000025	Shad_tr19062_c0_g1_i1.p1	Hetdac_DN13435_c0_g1_i2.p1
OG0000025	Shad_tr114414_c0_g1_i1.p1	Hetdac_DN21888_c1_g1_i1.p1, Hetdac_DN30618_c0_g1_i2.p1
OG0000025	Shad_tr18197_c1_g1_i7.p1	Hetdac_DN72694_c0_g1_i1.p1, Hetdac_DN81958_c0_g1_i1.p1
OG0000025	Shad_tr11987_c1_g1_i1.p1	Hetdac_DN63720_c0_g1_i1.p1
OG0000025	Shad_tr43825_c0_g2_i1.p1	Hetdac_DN35985_c0_g1_i1.p1
OG0000025	Shad_tr2775_c1_g1_i3.p1	Hetdac_DN21948_c0_g1_i1.p1
OG0000025	Shad_tr84240_c0_g1_i1.p1	Hetdac_DN61669_c0_g1_i1.p1
OG0000025	Shad_tr93606_c0_g1_i1.p1	Hetdac_DN22396_c0_g1_i1.p1, Hetdac_DN32122_c0_g1_i4.p1
OG0000025	Shad_tr2428_c0_g1_i3.p1	Hetdac_DN77205_c0_g1_i1.p1
OG0000025	Shad_tr85246_c0_g1_i1.p1	Hetdac_DN5_c3_g1_i2.p1
OG0000025	Shad_tr34050_c0_g1_i7.p2	Hetdac_DN28581_c0_g1_i2.p1
OG0000025	Shad_tr35152_c0_g1_i1.p1, Shad_tr72593_c0_g1_i1.p1	Hetdac_DN77593_c0_g1_i1.p1
OG0000025	Shad_tr55_c11_g1_i1.p1	Hetdac_DN38026_c0_g1_i2.p1
OG0000025	Shad_tr62323_c0_g1_i1.p1, Shad_tr17481_c0_g2_i1.p1	Hetdac_DN35293_c0_g1_i1.p1
OG0000025	Shad_tr25003_c2_g1_i1.p1	Hetdac_DN36437_c0_g1_i2.p1
OG0000025	Shad_tr32405_c1_g1_i3.p1	Hetdac_DN19524_c0_g1_i2.p1
OG0000026	Shad_tr30931_c0_g1_i2.p1	Hetdac_DN72022_c0_g1_i1.p1
OG0000026	Shad_tr53582_c0_g1_i1.p1	Hetdac_DN1743_c5_g1_i1.p1
OG0000026	Shad_tr10368_c3_g1_i3.p1, Shad_tr29354_c0_g1_i1.p1, Shad_tr56943_c0_g1_i1.p1	Hetdac_DN17307_c0_g1_i4.p1
OG0000026	Shad_tr4413_c0_g2_i2.p1	Hetdac_DN13156_c0_g1_i1.p1
OG0000026	Shad_tr28250_c0_g1_i3.p1	Hetdac_DN7332_c1_g1_i4.p1
OG0000026	Shad_tr44288_c0_g1_i3.p1	Hetdac_DN81021_c0_g1_i1.p1
OG0000026	Shad_tr17855_c0_g1_i1.p1	Hetdac_DN38666_c0_g1_i1.p1
OG0000026	Shad_tr4067_c1_g1_i4.p1	Hetdac_DN37057_c0_g1_i4.p1
OG0000026	Shad_tr11094_c0_g2_i7.p1	Hetdac_DN27897_c0_g1_i1.p1
OG0000026	Shad_tr2382_c4_g1_i1.p1	Hetdac_DN13971_c0_g1_i1.p1
OG0000026	Shad_tr12716_c0_g2_i3.p1	Hetdac_DN8009_c0_g1_i1.p1
OG0000026	Shad_tr1062_c7_g1_i1.p1	Hetdac_DN425_c1_g1_i1.p1
OG0000026	Shad_tr35328_c0_g1_i2.p1	Hetdac_DN2845_c0_g1_i5.p1
OG0000027	Shad_tr17547_c1_g1_i3.p1, Shad_tr12194_c0_g1_i6.p1	Hetdac_DN12186_c1_g2_i1.p1
OG0000027	Shad_tr35872_c0_g1_i2.p1	Hetdac_DN15465_c0_g1_i1.p1
OG0000027	Shad_tr8525_c1_g3_i4.p1	Hetdac_DN7593_c0_g1_i7.p1
OG0000027	Shad_tr77395_c0_g1_i1.p1	Hetdac_DN29129_c0_g1_i2.p1
OG0000027	Shad_tr15717_c0_g1_i9.p1	Hetdac_DN3082_c1_g3_i1.p1
OG0000028	Shad_tr8272_c3_g3_i1.p1	Hetdac_DN3175_c0_g1_i2.p1
OG0000028	Shad_tr16010_c0_g1_i12.p1	Hetdac_DN16743_c0_g1_i1.p1
OG0000028	Shad_tr2614_c1_g1_i5.p1	Hetdac_DN3906_c0_g1_i8.p1
OG0000028	Shad_tr29221_c1_g1_i2.p1	Hetdac_DN6694_c0_g1_i2.p1
OG0000028	Shad_tr11953_c0_g1_i5.p1	Hetdac_DN3405_c0_g1_i1.p1
OG0000028	Shad_tr9089_c2_g1_i26.p1	Hetdac_DN13392_c0_g1_i2.p1
OG0000028	Shad_tr55101_c0_g1_i2.p1	Hetdac_DN59554_c0_g1_i1.p1
OG0000028	Shad_tr305_c2_g1_i2.p1	Hetdac_DN4351_c0_g1_i1.p1
OG0000028	Shad_tr26942_c0_g1_i2.p1	Hetdac_DN6457_c0_g1_i4.p1
OG0000028	Shad_tr16418_c0_g1_i5.p1	Hetdac_DN5730_c1_g1_i2.p1
OG0000029	Shad_tr21574_c0_g1_i12.p1	Hetdac_DN49073_c0_g1_i1.p1
OG0000029	Shad_tr27699_c0_g1_i2.p1	Hetdac_DN45792_c0_g1_i1.p1
OG0000029	Shad_tr31495_c0_g1_i2.p1	Hetdac_DN31887_c0_g1_i1.p1
OG0000030	Shad_tr19192_c0_g1_i1.p1	Hetdac_DN57973_c0_g1_i2.p1
OG0000030	Shad_tr2911_c0_g1_i5.p1	Hetdac_DN1566_c0_g1_i2.p1
OG0000030	Shad_tr1190_c0_g1_i33.p1	Hetdac_DN1908_c0_g1_i5.p1
OG0000030	Shad_tr3813_c0_g1_i25.p1	Hetdac_DN68030_c0_g1_i1.p1
OG0000030	Shad_tr790_c1_g1_i24.p1	Hetdac_DN8027_c0_g1_i4.p1
OG0000030	Shad_tr21741_c0_g1_i1.p1, Shad_tr2078_c0_g1_i11.p1	Hetdac_DN1050_c0_g1_i2.p1
OG0000030	Shad_tr17926_c0_g2_i1.p1	Hetdac_DN4401_c0_g1_i2.p1
OG0000030	Shad_tr40907_c0_g1_i4.p1	Hetdac_DN44716_c0_g1_i1.p1
OG0000030	Shad_tr19344_c0_g1_i6.p1	Hetdac_DN11875_c0_g1_i2.p1, Hetdac_DN25448_c0_g1_i1.p1
OG0000030	Shad_tr3121_c0_g1_i13.p1	Hetdac_DN2534_c0_g1_i1.p1
OG0000031	Shad_tr31074_c0_g1_i1.p1	Hetdac_DN89811_c0_g1_i1.p1
OG0000031	Shad_tr99599_c0_g1_i1.p1	Hetdac_DN89513_c0_g1_i1.p1
OG0000031	Shad_tr37005_c0_g1_i1.p1	Hetdac_DN40114_c0_g1_i1.p1
OG0000031	Shad_tr83610_c0_g1_i1.p1	Hetdac_DN73666_c0_g1_i1.p1
OG0000031	Shad_tr48816_c0_g1_i9.p1	Hetdac_DN25510_c0_g1_i2.p1
OG0000031	Shad_tr20673_c0_g1_i4.p1	Hetdac_DN14527_c0_g1_i1.p1
OG0000031	Shad_tr6959_c0_g2_i2.p1	Hetdac_DN7412_c3_g1_i1.p1
OG0000032	Shad_tr26311_c0_g2_i4.p1	Hetdac_DN4508_c0_g1_i1.p1
OG0000032	Shad_tr49789_c0_g1_i1.p1	Hetdac_DN20594_c0_g1_i1.p1, Hetdac_DN82578_c0_g1_i1.p1
OG0000032	Shad_tr88008_c0_g1_i1.p1	Hetdac_DN5942_c0_g1_i1.p2
OG0000032	Shad_tr39185_c0_g1_i1.p1	Hetdac_DN22390_c0_g1_i1.p1
OG0000032	Shad_tr37175_c0_g3_i1.p1	Hetdac_DN30301_c0_g1_i2.p1
OG0000032	Shad_tr114342_c0_g1_i1.p1, Shad_tr21176_c0_g2_i1.p1	Hetdac_DN83465_c0_g1_i1.p1
OG0000032	Shad_tr97982_c0_g1_i1.p1, Shad_tr30218_c1_g1_i1.p1, Shad_tr22078_c1_g3_i1.p1, Shad_tr86195_c0_g1_i1.p1	Hetdac_DN44542_c0_g1_i1.p3
OG0000032	Shad_tr48548_c0_g1_i1.p1	Hetdac_DN24758_c0_g1_i1.p1
OG0000032	Shad_tr96814_c0_g1_i1.p1	Hetdac_DN42815_c0_g1_i1.p1
OG0000032	Shad_tr25373_c0_g1_i1.p1	Hetdac_DN9433_c0_g2_i3.p2
OG0000032	Shad_tr12873_c0_g2_i4.p1	Hetdac_DN26418_c0_g1_i1.p1
OG0000032	Shad_tr1370_c0_g3_i2.p2	Hetdac_DN61141_c0_g1_i1.p1
OG0000032	Shad_tr85980_c0_g1_i1.p1	Hetdac_DN36672_c0_g1_i1.p1
OG0000033	Shad_tr38294_c0_g1_i1.p1	Hetdac_DN9424_c0_g1_i2.p1
OG0000033	Shad_tr24195_c2_g1_i8.p1	Hetdac_DN22025_c0_g1_i6.p1
OG0000033	Shad_tr14351_c0_g1_i8.p1	Hetdac_DN44920_c0_g1_i1.p1
OG0000033	Shad_tr17741_c0_g1_i1.p1, Shad_tr8546_c0_g1_i19.p1	Hetdac_DN2181_c0_g1_i17.p1
OG0000033	Shad_tr12242_c0_g1_i3.p1, Shad_tr25242_c0_g1_i4.p1	Hetdac_DN52926_c0_g1_i1.p1
OG0000033	Shad_tr2679_c0_g1_i16.p1	Hetdac_DN14366_c0_g1_i1.p1
OG0000033	Shad_tr30739_c0_g1_i2.p1, Shad_tr44173_c0_g1_i1.p1	Hetdac_DN29420_c0_g1_i5.p1
OG0000033	Shad_tr80971_c0_g1_i1.p1	Hetdac_DN83525_c0_g1_i1.p1
OG0000034	Shad_tr40984_c2_g1_i1.p1	Hetdac_DN15737_c1_g1_i1.p1
OG0000034	Shad_tr419_c2_g1_i1.p1	Hetdac_DN70676_c0_g1_i1.p1
OG0000034	Shad_tr472_c0_g3_i3.p1	Hetdac_DN1115_c0_g1_i1.p1
OG0000034	Shad_tr49991_c0_g1_i4.p1	Hetdac_DN88336_c0_g1_i1.p1
OG0000034	Shad_tr3880_c1_g1_i4.p1	Hetdac_DN263_c0_g1_i1.p1, Hetdac_DN263_c2_g1_i1.p1
OG0000035	Shad_tr25443_c1_g1_i1.p1	Hetdac_DN81074_c0_g1_i1.p1
OG0000035	Shad_tr12310_c0_g1_i2.p1	Hetdac_DN20618_c0_g1_i1.p1
OG0000035	Shad_tr2204_c1_g1_i8.p1	Hetdac_DN83622_c0_g1_i1.p1
OG0000035	Shad_tr49684_c0_g1_i1.p1	Hetdac_DN19503_c0_g1_i1.p1, Hetdac_DN22145_c0_g1_i1.p1
OG0000035	Shad_tr56743_c0_g1_i2.p1	Hetdac_DN36838_c0_g1_i1.p1
OG0000035	Shad_tr8585_c3_g1_i1.p1	Hetdac_DN32997_c0_g1_i1.p1
OG0000035	Shad_tr105102_c0_g1_i1.p1, Shad_tr54960_c0_g1_i1.p1	Hetdac_DN23287_c0_g1_i1.p1
OG0000035	Shad_tr12204_c1_g1_i4.p1	Hetdac_DN14727_c0_g1_i1.p1
OG0000035	Shad_tr36754_c0_g2_i1.p1	Hetdac_DN59161_c0_g1_i1.p1, Hetdac_DN72520_c0_g1_i1.p1, Hetdac_DN80429_c0_g1_i1.p1
OG0000035	Shad_tr8111_c1_g1_i2.p1	Hetdac_DN20116_c0_g1_i14.p1
OG0000036	Shad_tr67703_c0_g1_i1.p1	Hetdac_DN1769_c0_g1_i1.p1
OG0000036	Shad_tr6515_c0_g1_i1.p1	Hetdac_DN32927_c0_g1_i1.p1
OG0000036	Shad_tr87012_c0_g1_i1.p1	Hetdac_DN10805_c0_g1_i1.p1
OG0000036	Shad_tr15962_c0_g1_i8.p1	Hetdac_DN1722_c0_g1_i1.p1
OG0000036	Shad_tr27413_c0_g1_i2.p1	Hetdac_DN16035_c0_g1_i3.p1
OG0000036	Shad_tr52237_c0_g1_i1.p1	Hetdac_DN51510_c0_g1_i1.p1
OG0000036	Shad_tr33512_c0_g1_i3.p1	Hetdac_DN26154_c0_g2_i1.p1
OG0000036	Shad_tr29947_c0_g1_i15.p1	Hetdac_DN3583_c0_g1_i3.p1
OG0000037	Shad_tr52073_c0_g1_i1.p1, Shad_tr7981_c0_g1_i10.p1	Hetdac_DN32757_c0_g1_i1.p1
OG0000037	Shad_tr101116_c0_g1_i1.p1	Hetdac_DN6571_c0_g1_i2.p1
OG0000037	Shad_tr12865_c0_g1_i10.p1	Hetdac_DN42371_c0_g1_i1.p1
OG0000037	Shad_tr60991_c0_g1_i1.p1	Hetdac_DN17015_c0_g1_i1.p1, Hetdac_DN49079_c0_g1_i1.p1
OG0000037	Shad_tr46137_c0_g1_i2.p1	Hetdac_DN13039_c1_g2_i2.p1
OG0000037	Shad_tr48843_c0_g1_i3.p1	Hetdac_DN77327_c0_g1_i1.p1, Hetdac_DN71125_c0_g1_i1.p1, Hetdac_DN17248_c2_g1_i2.p1, Hetdac_DN17248_c1_g1_i4.p1
OG0000037	Shad_tr7495_c0_g2_i20.p1, Shad_tr15261_c0_g1_i3.p1, Shad_tr5282_c0_g1_i4.p1	Hetdac_DN38965_c0_g1_i2.p1
OG0000037	Shad_tr79351_c0_g1_i1.p1	Hetdac_DN53126_c0_g1_i1.p1, Hetdac_DN89641_c0_g1_i1.p1
OG0000037	Shad_tr35021_c0_g1_i1.p1	Hetdac_DN13039_c1_g1_i8.p1
OG0000037	Shad_tr106463_c0_g1_i1.p1	Hetdac_DN27318_c0_g1_i1.p1
OG0000037	Shad_tr35411_c0_g1_i4.p1	Hetdac_DN5124_c3_g1_i6.p1
OG0000037	Shad_tr57533_c0_g1_i2.p1	Hetdac_DN57702_c0_g1_i1.p1
OG0000038	Shad_tr7481_c0_g1_i1.p1	Hetdac_DN12990_c0_g1_i1.p1
OG0000038	Shad_tr47243_c0_g2_i5.p1	Hetdac_DN19125_c0_g1_i1.p1
OG0000038	Shad_tr23754_c0_g1_i1.p1	Hetdac_DN41614_c0_g1_i1.p1
OG0000038	Shad_tr90896_c0_g1_i1.p1	Hetdac_DN81760_c0_g1_i1.p1
OG0000038	Shad_tr14612_c0_g1_i1.p1	Hetdac_DN79833_c0_g1_i1.p1
OG0000038	Shad_tr15939_c0_g1_i1.p1	Hetdac_DN72839_c0_g1_i1.p1
OG0000038	Shad_tr42232_c0_g1_i1.p1	Hetdac_DN16967_c0_g1_i3.p1
OG0000038	Shad_tr31301_c1_g1_i2.p1	Hetdac_DN48288_c0_g1_i1.p1
OG0000038	Shad_tr11578_c0_g1_i2.p1	Hetdac_DN57928_c0_g1_i1.p1
OG0000039	Shad_tr1782_c1_g1_i22.p1	Hetdac_DN12915_c0_g2_i1.p1
OG0000039	Shad_tr7310_c0_g1_i6.p1	Hetdac_DN12915_c4_g1_i1.p1
OG0000039	Shad_tr10065_c0_g3_i1.p1	Hetdac_DN58032_c0_g1_i1.p1
OG0000039	Shad_tr58118_c0_g1_i1.p1	Hetdac_DN14712_c0_g1_i2.p1
OG0000039	Shad_tr104962_c0_g1_i1.p1	Hetdac_DN36824_c0_g1_i1.p1, Hetdac_DN27389_c0_g1_i1.p1
OG0000040	Shad_tr79784_c0_g1_i1.p1, Shad_tr6402_c0_g1_i1.p1, Shad_tr543_c1_g1_i5.p1	Hetdac_DN1174_c0_g1_i2.p1
OG0000040	Shad_tr84_c0_g1_i16.p1	Hetdac_DN308_c0_g1_i13.p1
OG0000040	Shad_tr4608_c1_g1_i5.p1	Hetdac_DN27259_c0_g1_i1.p1
OG0000040	Shad_tr261_c0_g1_i6.p1	Hetdac_DN673_c0_g1_i13.p1
OG0000041	Shad_tr36754_c1_g1_i2.p1	Hetdac_DN73821_c0_g1_i1.p1
OG0000041	Shad_tr4898_c1_g1_i2.p2	Hetdac_DN47592_c0_g1_i1.p1
OG0000041	Shad_tr8700_c0_g1_i11.p2	Hetdac_DN27838_c0_g1_i7.p1
OG0000041	Shad_tr47334_c0_g1_i3.p1	Hetdac_DN9179_c0_g1_i3.p1
OG0000041	Shad_tr23808_c1_g1_i9.p1	Hetdac_DN3294_c0_g1_i3.p1
OG0000041	Shad_tr517_c4_g1_i1.p2	Hetdac_DN4445_c0_g1_i5.p1
OG0000041	Shad_tr36987_c0_g2_i1.p1, Shad_tr32090_c1_g1_i1.p2	Hetdac_DN11542_c0_g2_i1.p1
OG0000041	Shad_tr28519_c0_g1_i14.p1	Hetdac_DN9511_c0_g1_i6.p1
OG0000041	Shad_tr28212_c2_g1_i2.p1	Hetdac_DN81140_c0_g1_i1.p1
OG0000041	Shad_tr32834_c0_g1_i1.p1	Hetdac_DN49626_c0_g1_i1.p1
OG0000042	Shad_tr72134_c0_g1_i1.p1	Hetdac_DN14330_c0_g1_i2.p1
OG0000042	Shad_tr27016_c1_g1_i1.p1	Hetdac_DN30522_c0_g1_i2.p1, Hetdac_DN37888_c0_g1_i2.p1
OG0000042	Shad_tr62590_c0_g1_i1.p1	Hetdac_DN30069_c0_g1_i1.p1
OG0000042	Shad_tr13768_c0_g1_i2.p1	Hetdac_DN37674_c0_g1_i1.p1
OG0000042	Shad_tr5115_c2_g1_i1.p1	Hetdac_DN15804_c0_g1_i4.p1
OG0000042	Shad_tr14052_c0_g1_i1.p1	Hetdac_DN7945_c0_g1_i4.p1
OG0000042	Shad_tr1281_c0_g1_i3.p1	Hetdac_DN4701_c0_g1_i3.p1
OG0000042	Shad_tr11106_c0_g1_i14.p1	Hetdac_DN15397_c0_g1_i1.p1
OG0000043	Shad_tr3171_c1_g1_i2.p1	Hetdac_DN19610_c0_g1_i1.p1
OG0000043	Shad_tr1605_c0_g2_i4.p1	Hetdac_DN914_c0_g1_i14.p1
OG0000043	Shad_tr33792_c1_g1_i1.p1	Hetdac_DN38256_c0_g1_i1.p1
OG0000044	Shad_tr5810_c0_g1_i28.p1	Hetdac_DN22953_c0_g1_i1.p1
OG0000044	Shad_tr10802_c0_g1_i3.p1	Hetdac_DN8726_c0_g1_i3.p1
OG0000044	Shad_tr23541_c0_g1_i17.p1	Hetdac_DN87706_c0_g1_i1.p1
OG0000044	Shad_tr4163_c0_g2_i3.p1	Hetdac_DN17660_c0_g1_i3.p1
OG0000044	Shad_tr17329_c0_g1_i3.p1	Hetdac_DN17804_c0_g1_i1.p1
OG0000045	Shad_tr20172_c0_g1_i1.p1	Hetdac_DN10727_c0_g1_i5.p1
OG0000045	Shad_tr44010_c1_g2_i1.p1	Hetdac_DN10278_c0_g1_i7.p1
OG0000045	Shad_tr46214_c0_g1_i7.p1	Hetdac_DN12635_c0_g1_i1.p1
OG0000045	Shad_tr15464_c1_g1_i1.p1	Hetdac_DN13517_c0_g1_i14.p1
OG0000045	Shad_tr12347_c0_g2_i2.p1	Hetdac_DN58919_c0_g1_i1.p1
OG0000045	Shad_tr6827_c2_g1_i3.p1	Hetdac_DN67828_c0_g1_i1.p1
OG0000045	Shad_tr1830_c0_g1_i5.p1	Hetdac_DN31856_c0_g1_i1.p1
OG0000045	Shad_tr89183_c0_g1_i1.p1, Shad_tr4735_c1_g1_i2.p1	Hetdac_DN13030_c0_g1_i1.p1
OG0000045	Shad_tr2168_c1_g2_i1.p1	Hetdac_DN5949_c0_g1_i1.p1
OG0000045	Shad_tr10409_c1_g1_i5.p1	Hetdac_DN57173_c0_g1_i1.p1, Hetdac_DN87370_c0_g1_i1.p1
OG0000045	Shad_tr12116_c5_g1_i1.p1	Hetdac_DN70039_c0_g1_i1.p1
OG0000045	Shad_tr16855_c0_g3_i1.p1	Hetdac_DN24056_c0_g1_i1.p1
