Orthogroup	Stichodactyla_haddoni_longest_pep	Macrodactyla_doreensis_longest_pep
OG0000023	Shad_tr27564_c0_g1_i7.p1	Macdac_DN418_c1_g1_i6.p1
OG0000023	Shad_tr20249_c0_g2_i4.p1	Macdac_DN18230_c0_g3_i1.p1
OG0000023	Shad_tr16279_c1_g3_i1.p1	Macdac_DN30338_c0_g1_i1.p1
OG0000023	Shad_tr16279_c1_g1_i5.p1	Macdac_DN33801_c0_g2_i2.p1
OG0000024	Shad_tr57338_c0_g1_i1.p1	Macdac_DN54183_c0_g1_i1.p1, Macdac_DN28885_c0_g2_i1.p1
OG0000024	Shad_tr23702_c0_g1_i2.p1	Macdac_DN42905_c1_g1_i1.p1
OG0000024	Shad_tr86687_c0_g1_i1.p1	Macdac_DN21784_c0_g4_i1.p1
OG0000024	Shad_tr57496_c0_g1_i1.p1	Macdac_DN28885_c0_g3_i1.p1
OG0000024	Shad_tr51654_c0_g1_i1.p1	Macdac_DN21784_c0_g1_i1.p1
OG0000024	Shad_tr58302_c0_g1_i1.p1, Shad_tr58302_c0_g2_i1.p1	Macdac_DN21784_c0_g3_i1.p1, Macdac_DN10829_c0_g2_i1.p1, Macdac_DN10829_c0_g4_i1.p1, Macdac_DN55808_c0_g1_i1.p1, Macdac_DN19271_c0_g1_i1.p1
OG0000025	Shad_tr19746_c0_g1_i16.p1, Shad_tr99116_c0_g1_i1.p1	Macdac_DN22062_c0_g1_i1.p1
OG0000025	Shad_tr19062_c0_g1_i1.p1	Macdac_DN35299_c0_g2_i1.p1
OG0000025	Shad_tr18197_c1_g1_i7.p1	Macdac_DN23909_c0_g3_i1.p1, Macdac_DN23909_c0_g2_i1.p1
OG0000025	Shad_tr93606_c0_g1_i1.p1	Macdac_DN6051_c0_g1_i11.p1
OG0000025	Shad_tr34050_c0_g1_i7.p2	Macdac_DN23561_c0_g1_i2.p1
OG0000025	Shad_tr62323_c0_g1_i1.p1, Shad_tr17481_c0_g2_i1.p1, Shad_tr25003_c2_g1_i1.p1, Shad_tr16009_c1_g1_i9.p1, Shad_tr32405_c1_g1_i3.p1	Macdac_DN26032_c0_g1_i1.p1
OG0000026	Shad_tr53582_c0_g1_i1.p1	Macdac_DN2986_c1_g1_i1.p1
OG0000026	Shad_tr28250_c0_g1_i3.p1	Macdac_DN36177_c0_g2_i3.p1, Macdac_DN36177_c0_g1_i1.p1
OG0000026	Shad_tr17855_c0_g1_i1.p1	Macdac_DN5630_c0_g1_i1.p1
OG0000026	Shad_tr4067_c1_g1_i4.p1	Macdac_DN14898_c0_g1_i3.p1
OG0000026	Shad_tr11094_c0_g2_i7.p1	Macdac_DN14363_c0_g1_i3.p1
OG0000026	Shad_tr12716_c0_g2_i3.p1	Macdac_DN38097_c0_g1_i1.p1
OG0000026	Shad_tr112_c31_g1_i1.p1, Shad_tr35328_c0_g1_i2.p1	Macdac_DN11841_c0_g1_i2.p1
OG0000027	Shad_tr17547_c1_g1_i3.p1	Macdac_DN54710_c0_g1_i1.p1
OG0000027	Shad_tr20640_c0_g3_i4.p1	Macdac_DN23835_c0_g1_i6.p1
OG0000027	Shad_tr77395_c0_g1_i1.p1	Macdac_DN23142_c0_g1_i1.p1
OG0000027	Shad_tr44254_c1_g1_i1.p1	Macdac_DN2851_c0_g3_i1.p1
OG0000027	Shad_tr35006_c0_g1_i1.p1	Macdac_DN2851_c0_g4_i2.p1
OG0000027	Shad_tr8439_c0_g3_i1.p1	Macdac_DN20008_c0_g1_i1.p1
OG0000028	Shad_tr99432_c0_g1_i1.p1	Macdac_DN22127_c0_g2_i1.p1
OG0000028	Shad_tr16010_c0_g1_i12.p1	Macdac_DN5555_c0_g1_i1.p1
OG0000028	Shad_tr2614_c1_g1_i5.p1	Macdac_DN4908_c0_g1_i5.p1
OG0000028	Shad_tr25188_c0_g2_i3.p1	Macdac_DN8733_c0_g1_i3.p1
OG0000028	Shad_tr29221_c1_g1_i2.p1	Macdac_DN29312_c0_g4_i1.p1
OG0000028	Shad_tr11953_c0_g1_i5.p1	Macdac_DN11158_c0_g1_i1.p1
OG0000028	Shad_tr55101_c0_g1_i2.p1	Macdac_DN47694_c0_g1_i4.p1
OG0000028	Shad_tr26942_c0_g1_i2.p1	Macdac_DN296_c0_g1_i5.p1
OG0000028	Shad_tr16418_c0_g1_i5.p1	Macdac_DN22899_c0_g1_i8.p1
OG0000029	Shad_tr28234_c0_g2_i1.p1	Macdac_DN6667_c0_g1_i9.p1
OG0000029	Shad_tr21574_c0_g1_i12.p1	Macdac_DN27932_c0_g2_i1.p1
OG0000029	Shad_tr52952_c0_g1_i1.p1	Macdac_DN23640_c0_g2_i1.p1
OG0000029	Shad_tr74827_c0_g1_i1.p1, Shad_tr32353_c0_g3_i2.p1	Macdac_DN12962_c0_g1_i4.p1
OG0000030	Shad_tr7909_c0_g1_i3.p1	Macdac_DN15288_c0_g1_i3.p1
OG0000030	Shad_tr19192_c0_g1_i1.p1	Macdac_DN6872_c0_g1_i1.p1
OG0000030	Shad_tr2911_c0_g1_i5.p1	Macdac_DN41479_c0_g1_i9.p1, Macdac_DN18094_c2_g1_i7.p1
OG0000030	Shad_tr790_c1_g1_i24.p1	Macdac_DN22693_c0_g1_i3.p1
OG0000030	Shad_tr21741_c0_g1_i1.p1, Shad_tr2078_c0_g1_i11.p1	Macdac_DN5789_c1_g1_i3.p1
OG0000030	Shad_tr17926_c0_g2_i1.p1	Macdac_DN3908_c1_g2_i1.p1, Macdac_DN3908_c1_g3_i2.p1
OG0000030	Shad_tr40907_c0_g1_i4.p1	Macdac_DN19926_c0_g4_i1.p1
OG0000030	Shad_tr19344_c0_g1_i6.p1	Macdac_DN42747_c0_g2_i2.p1
OG0000030	Shad_tr3121_c0_g2_i1.p1	Macdac_DN15300_c0_g1_i1.p1
OG0000030	Shad_tr3121_c0_g1_i13.p1	Macdac_DN1842_c0_g2_i2.p1
OG0000031	Shad_tr19004_c0_g3_i1.p1	Macdac_DN32508_c0_g1_i1.p1
OG0000031	Shad_tr20673_c0_g1_i4.p1	Macdac_DN15028_c0_g3_i1.p1
OG0000032	Shad_tr43592_c0_g2_i1.p1	Macdac_DN3069_c0_g2_i1.p1
OG0000032	Shad_tr26311_c0_g2_i4.p1	Macdac_DN40453_c0_g1_i1.p1
OG0000032	Shad_tr49789_c0_g1_i1.p1, Shad_tr95390_c0_g1_i1.p1, Shad_tr87425_c0_g1_i1.p2, Shad_tr88008_c0_g1_i1.p1, Shad_tr96296_c0_g1_i1.p1, Shad_tr39185_c0_g1_i1.p1, Shad_tr37175_c0_g3_i1.p1, Shad_tr114342_c0_g1_i1.p1, Shad_tr21176_c0_g2_i1.p1, Shad_tr92661_c0_g1_i1.p1	Macdac_DN25617_c0_g1_i1.p1
OG0000032	Shad_tr30218_c1_g1_i1.p1	Macdac_DN18031_c2_g1_i2.p1
OG0000032	Shad_tr92885_c0_g1_i1.p1	Macdac_DN4583_c1_g2_i1.p1
OG0000032	Shad_tr37600_c0_g1_i1.p1, Shad_tr96814_c0_g1_i1.p1, Shad_tr8719_c0_g3_i3.p1, Shad_tr6933_c2_g1_i1.p3, Shad_tr107295_c0_g1_i1.p1, Shad_tr25373_c0_g1_i1.p1	Macdac_DN44252_c0_g1_i1.p1
OG0000032	Shad_tr22078_c1_g2_i2.p1	Macdac_DN42380_c0_g1_i2.p1
OG0000032	Shad_tr73462_c0_g1_i1.p1	Macdac_DN31839_c0_g1_i4.p1, Macdac_DN23975_c0_g2_i1.p1
OG0000032	Shad_tr109723_c0_g1_i1.p1	Macdac_DN34185_c0_g2_i1.p1
OG0000033	Shad_tr38294_c0_g1_i1.p1	Macdac_DN7616_c0_g1_i3.p1
OG0000033	Shad_tr2679_c0_g1_i16.p1	Macdac_DN6849_c0_g1_i1.p1
OG0000033	Shad_tr30739_c0_g1_i2.p1, Shad_tr44173_c0_g1_i1.p1	Macdac_DN1140_c0_g1_i7.p1
OG0000033	Shad_tr22083_c0_g1_i5.p1	Macdac_DN23920_c1_g1_i1.p1
OG0000033	Shad_tr1724_c1_g1_i5.p1, Shad_tr59393_c0_g1_i1.p1	Macdac_DN34411_c1_g1_i1.p1
OG0000033	Shad_tr33758_c0_g1_i1.p1	Macdac_DN21825_c0_g1_i1.p1
OG0000033	Shad_tr61842_c0_g1_i1.p1	Macdac_DN29630_c0_g1_i4.p1
OG0000034	Shad_tr40984_c2_g1_i1.p1	Macdac_DN8212_c0_g1_i9.p1
OG0000034	Shad_tr472_c0_g3_i3.p1	Macdac_DN44026_c0_g1_i1.p1
OG0000034	Shad_tr16321_c0_g1_i1.p1	Macdac_DN39827_c0_g1_i1.p1
OG0000034	Shad_tr49991_c0_g1_i4.p1	Macdac_DN15914_c0_g1_i1.p1
OG0000034	Shad_tr3880_c1_g1_i4.p1	Macdac_DN2254_c0_g1_i2.p1
OG0000034	Shad_tr58980_c0_g1_i1.p1	Macdac_DN25741_c0_g3_i1.p1
OG0000035	Shad_tr77693_c0_g1_i1.p1	Macdac_DN48552_c0_g1_i1.p1
OG0000035	Shad_tr12310_c0_g1_i2.p1	Macdac_DN15480_c0_g2_i2.p3, Macdac_DN15480_c0_g3_i1.p1
OG0000035	Shad_tr2204_c1_g1_i8.p1	Macdac_DN60881_c0_g1_i1.p1
OG0000035	Shad_tr10303_c0_g1_i15.p1	Macdac_DN16747_c0_g1_i2.p1, Macdac_DN8582_c0_g2_i6.p1
OG0000035	Shad_tr49684_c0_g1_i1.p1	Macdac_DN16880_c0_g1_i3.p1
OG0000035	Shad_tr47252_c0_g3_i1.p1, Shad_tr6848_c1_g3_i1.p1	Macdac_DN16645_c0_g1_i2.p1
OG0000035	Shad_tr56743_c0_g1_i2.p1	Macdac_DN3249_c0_g1_i3.p1
OG0000035	Shad_tr105102_c0_g1_i1.p1, Shad_tr54960_c0_g1_i1.p1	Macdac_DN18884_c0_g2_i2.p1
OG0000035	Shad_tr36754_c0_g2_i1.p1	Macdac_DN20921_c0_g2_i1.p1, Macdac_DN23067_c0_g1_i1.p1
OG0000035	Shad_tr6742_c0_g2_i2.p1	Macdac_DN49507_c0_g1_i1.p1, Macdac_DN16747_c0_g2_i1.p1
OG0000035	Shad_tr1184_c1_g1_i5.p1	Macdac_DN9126_c0_g2_i2.p1
OG0000036	Shad_tr67703_c0_g1_i1.p1	Macdac_DN16687_c0_g1_i1.p1
OG0000036	Shad_tr6515_c0_g1_i1.p1	Macdac_DN14668_c0_g1_i1.p1
OG0000036	Shad_tr15962_c0_g1_i8.p1	Macdac_DN13728_c0_g1_i4.p1
OG0000037	Shad_tr29004_c0_g1_i10.p1	Macdac_DN10363_c0_g3_i1.p1
OG0000037	Shad_tr101116_c0_g1_i1.p1	Macdac_DN17574_c0_g1_i1.p1
OG0000037	Shad_tr60991_c0_g1_i1.p1	Macdac_DN4968_c0_g1_i3.p1
OG0000037	Shad_tr46137_c0_g1_i2.p1	Macdac_DN8546_c0_g1_i2.p1
OG0000037	Shad_tr106463_c0_g1_i1.p1	Macdac_DN4540_c0_g3_i2.p1, Macdac_DN18642_c0_g2_i1.p1
OG0000037	Shad_tr57533_c0_g1_i2.p1, Shad_tr94183_c0_g1_i1.p1, Shad_tr91816_c0_g1_i1.p1	Macdac_DN36305_c0_g1_i2.p1
OG0000038	Shad_tr7481_c0_g1_i1.p1	Macdac_DN44894_c0_g1_i1.p1, Macdac_DN6456_c1_g1_i1.p1
OG0000038	Shad_tr47243_c0_g2_i5.p1	Macdac_DN5146_c0_g1_i1.p1
OG0000038	Shad_tr14612_c0_g1_i1.p1	Macdac_DN33924_c0_g2_i1.p1
OG0000038	Shad_tr31301_c1_g1_i2.p1	Macdac_DN6520_c0_g4_i1.p1
OG0000038	Shad_tr11578_c0_g1_i2.p1	Macdac_DN33357_c1_g1_i1.p1
OG0000039	Shad_tr10153_c0_g1_i7.p1	Macdac_DN11742_c0_g3_i1.p1
OG0000039	Shad_tr37785_c0_g1_i1.p1	Macdac_DN14171_c0_g1_i12.p1, Macdac_DN11211_c0_g1_i6.p1
OG0000039	Shad_tr104962_c0_g1_i1.p1	Macdac_DN11742_c1_g1_i1.p1
OG0000039	Shad_tr8644_c0_g1_i3.p1	Macdac_DN25225_c0_g3_i1.p1
OG0000039	Shad_tr14777_c0_g2_i1.p1	Macdac_DN26837_c0_g2_i3.p1
OG0000040	Shad_tr11080_c0_g1_i2.p1, Shad_tr3795_c5_g1_i2.p1, Shad_tr7799_c0_g1_i1.p1, Shad_tr6439_c0_g1_i8.p1, Shad_tr3795_c1_g1_i1.p1, Shad_tr16985_c0_g1_i2.p1, Shad_tr6494_c0_g1_i1.p1, Shad_tr1063_c0_g1_i5.p1, Shad_tr84_c0_g1_i16.p1	Macdac_DN7293_c0_g1_i1.p1
OG0000040	Shad_tr4608_c1_g1_i5.p1	Macdac_DN3897_c0_g1_i2.p1, Macdac_DN30994_c0_g1_i7.p1, Macdac_DN1581_c0_g2_i8.p1
OG0000040	Shad_tr35831_c0_g2_i2.p1, Shad_tr20414_c0_g1_i1.p1, Shad_tr4199_c1_g2_i1.p1, Shad_tr2786_c0_g2_i2.p1	Macdac_DN12618_c0_g1_i3.p1
OG0000041	Shad_tr23808_c1_g1_i9.p1, Shad_tr20497_c0_g1_i1.p1	Macdac_DN11621_c0_g2_i1.p1
OG0000041	Shad_tr21446_c0_g1_i1.p1, Shad_tr45126_c0_g1_i1.p1	Macdac_DN1370_c4_g1_i2.p1
OG0000041	Shad_tr28519_c0_g1_i14.p1	Macdac_DN12557_c0_g1_i1.p1
OG0000041	Shad_tr26114_c0_g1_i5.p1	Macdac_DN23574_c0_g1_i1.p1
OG0000042	Shad_tr27016_c1_g1_i1.p1	Macdac_DN11581_c2_g1_i2.p1
OG0000042	Shad_tr10086_c0_g1_i13.p1	Macdac_DN63336_c0_g1_i1.p1
OG0000042	Shad_tr5955_c0_g1_i6.p1	Macdac_DN15845_c0_g1_i3.p1
OG0000042	Shad_tr5115_c2_g1_i1.p1	Macdac_DN42861_c0_g1_i1.p1
OG0000042	Shad_tr14052_c0_g1_i1.p1	Macdac_DN15123_c0_g2_i1.p1
OG0000042	Shad_tr1281_c0_g1_i3.p1	Macdac_DN26267_c0_g1_i1.p1
OG0000042	Shad_tr93877_c0_g1_i1.p1	Macdac_DN26090_c0_g1_i1.p1
OG0000042	Shad_tr11106_c0_g1_i14.p1	Macdac_DN1181_c0_g2_i1.p1
OG0000043	Shad_tr21372_c0_g1_i10.p1	Macdac_DN29731_c0_g1_i4.p1
OG0000043	Shad_tr55304_c1_g1_i1.p1, Shad_tr23370_c1_g1_i1.p1, Shad_tr23076_c0_g1_i5.p1, Shad_tr3171_c1_g1_i2.p1	Macdac_DN8278_c0_g1_i4.p1
OG0000043	Shad_tr1605_c0_g2_i4.p1	Macdac_DN5118_c0_g4_i1.p1
OG0000043	Shad_tr103_c9_g1_i1.p1	Macdac_DN1815_c0_g1_i1.p1
OG0000043	Shad_tr33792_c1_g1_i1.p1	Macdac_DN525_c0_g1_i6.p1
OG0000044	Shad_tr14023_c0_g1_i1.p1	Macdac_DN22636_c0_g2_i1.p1
OG0000044	Shad_tr87651_c0_g1_i1.p1	Macdac_DN8124_c0_g1_i5.p1
OG0000044	Shad_tr17117_c0_g1_i1.p1	Macdac_DN22636_c0_g1_i1.p1, Macdac_DN13692_c0_g1_i1.p1
OG0000045	Shad_tr20172_c0_g1_i1.p1	Macdac_DN843_c0_g1_i7.p1
OG0000045	Shad_tr44010_c1_g2_i1.p1	Macdac_DN7439_c0_g3_i1.p1
OG0000045	Shad_tr46214_c0_g1_i7.p1	Macdac_DN3668_c0_g1_i8.p1
OG0000045	Shad_tr15464_c1_g1_i1.p1	Macdac_DN55597_c0_g1_i1.p1
OG0000045	Shad_tr6827_c2_g1_i3.p1	Macdac_DN17031_c1_g1_i1.p1
OG0000045	Shad_tr1830_c0_g1_i5.p1, Shad_tr5492_c2_g1_i2.p1	Macdac_DN11718_c0_g1_i5.p1
OG0000045	Shad_tr89183_c0_g1_i1.p1, Shad_tr4735_c1_g1_i2.p1	Macdac_DN10740_c1_g2_i2.p1
OG0000045	Shad_tr2168_c1_g2_i1.p1	Macdac_DN19433_c0_g1_i5.p1
OG0000045	Shad_tr10409_c1_g1_i5.p1	Macdac_DN17087_c0_g2_i1.p1
OG0000045	Shad_tr16855_c0_g3_i1.p1	Macdac_DN12004_c0_g1_i1.p1
OG0000046	Shad_tr24787_c0_g1_i1.p1	Macdac_DN19288_c1_g1_i1.p1
OG0000047	Shad_tr37210_c0_g1_i1.p1	Macdac_DN11657_c0_g1_i1.p1
OG0000048	Shad_tr45084_c0_g1_i1.p1	Macdac_DN18777_c0_g1_i1.p1
OG0000048	Shad_tr72497_c0_g1_i1.p1	Macdac_DN37356_c1_g1_i1.p1
OG0000048	Shad_tr11241_c0_g2_i1.p1	Macdac_DN775_c1_g1_i5.p1
OG0000048	Shad_tr11245_c0_g1_i8.p1, Shad_tr21871_c0_g1_i10.p1, Shad_tr93503_c0_g1_i1.p1	Macdac_DN14650_c0_g2_i5.p1
OG0000048	Shad_tr18345_c0_g1_i3.p1	Macdac_DN24104_c0_g1_i1.p1, Macdac_DN669_c0_g3_i1.p1
OG0000049	Shad_tr13226_c0_g4_i1.p1	Macdac_DN29380_c0_g1_i1.p1
OG0000049	Shad_tr39593_c0_g1_i6.p1	Macdac_DN4013_c0_g1_i1.p1
OG0000049	Shad_tr3486_c0_g1_i22.p1	Macdac_DN806_c0_g1_i1.p1
OG0000049	Shad_tr41382_c0_g1_i1.p1	Macdac_DN11230_c0_g1_i5.p1
OG0000050	Shad_tr6086_c5_g1_i1.p1	Macdac_DN9633_c0_g1_i2.p1
OG0000050	Shad_tr40084_c1_g1_i1.p1	Macdac_DN18148_c0_g1_i1.p1
OG0000050	Shad_tr35064_c0_g1_i1.p1	Macdac_DN30287_c0_g1_i1.p1
OG0000050	Shad_tr15441_c0_g1_i4.p1	Macdac_DN29298_c0_g1_i1.p1
OG0000050	Shad_tr92698_c0_g1_i2.p1	Macdac_DN18270_c0_g1_i12.p1
OG0000050	Shad_tr38780_c0_g1_i1.p1	Macdac_DN14508_c0_g1_i3.p1
OG0000051	Shad_tr4827_c7_g1_i1.p1	Macdac_DN66563_c0_g1_i1.p1
OG0000051	Shad_tr112401_c0_g1_i1.p1	Macdac_DN33087_c0_g2_i1.p1
OG0000052	Shad_tr40016_c0_g3_i1.p1	Macdac_DN14040_c0_g3_i1.p1
OG0000052	Shad_tr35741_c0_g1_i1.p1	Macdac_DN10919_c1_g2_i1.p1
OG0000052	Shad_tr108522_c0_g1_i1.p1, Shad_tr92902_c0_g1_i1.p1	Macdac_DN10919_c1_g1_i1.p1
OG0000052	Shad_tr4084_c0_g2_i20.p1	Macdac_DN23347_c0_g1_i1.p1
OG0000053	Shad_tr25962_c5_g1_i1.p1	Macdac_DN11008_c0_g1_i16.p1, Macdac_DN7643_c1_g1_i3.p2
OG0000053	Shad_tr21854_c0_g1_i1.p1	Macdac_DN50293_c0_g1_i1.p1
OG0000053	Shad_tr27802_c1_g1_i1.p1	Macdac_DN31033_c0_g1_i1.p1
OG0000053	Shad_tr34539_c1_g1_i3.p1	Macdac_DN12352_c0_g1_i1.p1
OG0000053	Shad_tr20594_c1_g2_i1.p1, Shad_tr20594_c0_g1_i1.p1	Macdac_DN18688_c0_g1_i1.p1
OG0000053	Shad_tr20553_c0_g2_i1.p1	Macdac_DN5709_c2_g1_i2.p1
OG0000053	Shad_tr9757_c0_g1_i26.p1	Macdac_DN5709_c3_g1_i1.p1
OG0000053	Shad_tr31633_c0_g2_i2.p1, Shad_tr46988_c0_g1_i2.p1, Shad_tr28611_c2_g1_i1.p1, Shad_tr37058_c3_g1_i1.p1	Macdac_DN20598_c0_g1_i2.p1
OG0000053	Shad_tr34539_c3_g1_i2.p1, Shad_tr6162_c0_g1_i11.p1, Shad_tr26622_c0_g1_i1.p1, Shad_tr37612_c0_g1_i1.p1	Macdac_DN17800_c0_g2_i8.p1
OG0000054	Shad_tr13110_c0_g1_i2.p1	Macdac_DN54603_c0_g1_i1.p1
OG0000054	Shad_tr22955_c0_g1_i1.p1	Macdac_DN11897_c0_g1_i10.p1
OG0000055	Shad_tr35492_c0_g2_i2.p1	Macdac_DN6256_c0_g1_i6.p1
OG0000055	Shad_tr21564_c1_g1_i4.p1	Macdac_DN4505_c1_g1_i5.p1
OG0000055	Shad_tr32353_c2_g1_i1.p1	Macdac_DN1856_c1_g1_i1.p1
OG0000056	Shad_tr31612_c0_g2_i1.p1	Macdac_DN3459_c1_g2_i1.p1
OG0000056	Shad_tr42116_c0_g1_i3.p1	Macdac_DN5125_c0_g2_i1.p1
OG0000056	Shad_tr10258_c2_g1_i1.p1, Shad_tr28301_c2_g1_i3.p1, Shad_tr10258_c1_g1_i1.p1	Macdac_DN30517_c0_g1_i1.p1
OG0000056	Shad_tr2626_c0_g1_i6.p1	Macdac_DN5070_c0_g1_i1.p1
OG0000056	Shad_tr15285_c0_g1_i1.p1, Shad_tr12463_c0_g2_i1.p1	Macdac_DN34411_c0_g1_i2.p1, Macdac_DN34411_c0_g3_i1.p1, Macdac_DN34411_c0_g2_i1.p1
OG0000057	Shad_tr10405_c0_g2_i1.p1, Shad_tr23098_c0_g1_i3.p1, Shad_tr11711_c0_g2_i1.p1	Macdac_DN18202_c0_g1_i1.p1
OG0000057	Shad_tr11711_c0_g1_i5.p1	Macdac_DN5671_c0_g2_i1.p1
OG0000057	Shad_tr9316_c0_g1_i1.p1, Shad_tr5210_c0_g2_i3.p1, Shad_tr9316_c0_g2_i2.p1, Shad_tr1190_c2_g1_i1.p1	Macdac_DN5096_c0_g2_i1.p1
OG0000058	Shad_tr17295_c0_g1_i7.p1	Macdac_DN51290_c0_g1_i1.p1, Macdac_DN8774_c1_g1_i3.p1
OG0000058	Shad_tr47071_c0_g1_i1.p1	Macdac_DN4016_c0_g1_i7.p1, Macdac_DN5024_c0_g1_i1.p1, Macdac_DN12850_c0_g2_i1.p1, Macdac_DN3719_c0_g1_i4.p1
OG0000058	Shad_tr8257_c0_g1_i6.p1	Macdac_DN18347_c1_g3_i1.p1, Macdac_DN631_c4_g1_i3.p1, Macdac_DN28573_c0_g1_i1.p1
OG0000058	Shad_tr2175_c1_g1_i25.p1	Macdac_DN18347_c1_g2_i1.p1, Macdac_DN27496_c0_g1_i1.p1
OG0000059	Shad_tr12314_c0_g1_i1.p1	Macdac_DN4620_c1_g1_i3.p1
OG0000059	Shad_tr1473_c0_g3_i2.p1	Macdac_DN12341_c0_g2_i1.p1, Macdac_DN12341_c0_g1_i1.p1
OG0000059	Shad_tr93714_c0_g1_i1.p1	Macdac_DN12184_c0_g1_i2.p1
OG0000059	Shad_tr11544_c0_g1_i7.p1	Macdac_DN23063_c0_g3_i1.p1
OG0000059	Shad_tr9768_c0_g1_i4.p1	Macdac_DN8867_c0_g1_i1.p1
OG0000059	Shad_tr10655_c3_g1_i2.p1	Macdac_DN18325_c0_g4_i1.p1, Macdac_DN18325_c0_g2_i1.p1
OG0000059	Shad_tr27210_c0_g1_i2.p1	Macdac_DN407_c0_g2_i2.p1
OG0000059	Shad_tr5520_c5_g1_i1.p1	Macdac_DN15266_c0_g1_i2.p1
OG0000060	Shad_tr19539_c1_g1_i1.p2	Macdac_DN22160_c0_g3_i1.p1
OG0000060	Shad_tr31072_c0_g1_i1.p1	Macdac_DN11371_c0_g3_i1.p1
OG0000060	Shad_tr46214_c1_g1_i3.p1	Macdac_DN13236_c0_g2_i1.p1
OG0000060	Shad_tr47276_c0_g2_i3.p1	Macdac_DN48898_c0_g1_i1.p1
OG0000060	Shad_tr18832_c0_g1_i2.p1	Macdac_DN4683_c0_g1_i1.p2
OG0000060	Shad_tr19040_c1_g1_i2.p1	Macdac_DN6652_c0_g1_i6.p1
OG0000061	Shad_tr57450_c0_g1_i1.p1, Shad_tr7307_c0_g1_i2.p1	Macdac_DN11021_c0_g2_i3.p1
OG0000061	Shad_tr107514_c0_g1_i1.p1	Macdac_DN4312_c1_g1_i4.p2
OG0000061	Shad_tr50725_c0_g1_i1.p1	Macdac_DN24789_c0_g2_i1.p1
OG0000063	Shad_tr75897_c0_g1_i1.p1	Macdac_DN30858_c0_g1_i1.p1
OG0000063	Shad_tr62115_c0_g1_i1.p1	Macdac_DN12791_c0_g2_i2.p1
OG0000063	Shad_tr106060_c0_g1_i1.p1	Macdac_DN14497_c0_g2_i1.p1
OG0000063	Shad_tr49683_c1_g1_i1.p1	Macdac_DN28071_c0_g1_i1.p1
OG0000063	Shad_tr39729_c0_g2_i4.p1	Macdac_DN28188_c0_g1_i1.p1
OG0000063	Shad_tr30482_c1_g1_i1.p1	Macdac_DN29021_c0_g1_i1.p1
OG0000063	Shad_tr50251_c0_g1_i1.p1	Macdac_DN44965_c0_g1_i1.p1
OG0000064	Shad_tr38467_c0_g5_i1.p1	Macdac_DN27502_c0_g1_i1.p1
OG0000064	Shad_tr39013_c0_g2_i1.p1	Macdac_DN34796_c0_g2_i1.p1
OG0000064	Shad_tr80725_c0_g1_i1.p1	Macdac_DN34478_c0_g2_i1.p1
OG0000064	Shad_tr30308_c5_g1_i1.p1	Macdac_DN17505_c0_g1_i1.p1
OG0000064	Shad_tr71229_c0_g1_i2.p1	Macdac_DN30331_c0_g1_i1.p1
OG0000065	Shad_tr78673_c0_g1_i1.p1	Macdac_DN12660_c0_g1_i1.p1
OG0000065	Shad_tr33207_c0_g1_i1.p1, Shad_tr73089_c0_g1_i1.p1	Macdac_DN29480_c0_g1_i1.p1
OG0000065	Shad_tr23808_c0_g1_i5.p2	Macdac_DN20982_c0_g1_i1.p1
OG0000065	Shad_tr26780_c0_g1_i1.p1	Macdac_DN39677_c0_g1_i1.p1, Macdac_DN25028_c0_g3_i2.p1
OG0000066	Shad_tr16256_c0_g2_i1.p1	Macdac_DN29561_c0_g1_i1.p1
OG0000066	Shad_tr11726_c0_g1_i4.p1	Macdac_DN9085_c0_g1_i1.p1
OG0000066	Shad_tr19181_c0_g1_i1.p1	Macdac_DN30132_c0_g1_i1.p1
OG0000067	Shad_tr5331_c0_g2_i3.p1	Macdac_DN27276_c0_g1_i2.p1, Macdac_DN24489_c0_g3_i1.p1
OG0000067	Shad_tr21802_c1_g2_i1.p1	Macdac_DN27032_c0_g1_i8.p1
OG0000069	Shad_tr113067_c0_g1_i1.p1	Macdac_DN48341_c0_g1_i1.p1
OG0000069	Shad_tr43617_c1_g1_i1.p1, Shad_tr43617_c0_g1_i2.p1	Macdac_DN21850_c0_g2_i1.p1
OG0000070	Shad_tr30143_c0_g1_i1.p1	Macdac_DN32266_c0_g1_i3.p1
OG0000070	Shad_tr20052_c1_g2_i1.p2, Shad_tr84649_c0_g1_i1.p1	Macdac_DN24808_c0_g2_i1.p1
OG0000071	Shad_tr15476_c1_g2_i1.p1	Macdac_DN15674_c1_g2_i1.p1
OG0000071	Shad_tr44137_c0_g3_i1.p1	Macdac_DN47210_c0_g1_i1.p1, Macdac_DN47210_c0_g2_i2.p1
OG0000071	Shad_tr18787_c1_g3_i1.p1	Macdac_DN20183_c0_g1_i1.p2
OG0000071	Shad_tr54514_c0_g1_i2.p1	Macdac_DN9180_c0_g2_i1.p1
OG0000072	Shad_tr56213_c0_g3_i4.p1	Macdac_DN8194_c0_g1_i5.p1
OG0000072	Shad_tr7543_c0_g1_i8.p1	Macdac_DN430_c0_g2_i3.p1
OG0000072	Shad_tr7543_c0_g4_i1.p1	Macdac_DN15280_c0_g3_i1.p1
OG0000072	Shad_tr3797_c1_g1_i2.p1	Macdac_DN6645_c0_g1_i3.p1
OG0000072	Shad_tr4564_c0_g1_i2.p1	Macdac_DN5891_c0_g1_i6.p1
