Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_aurelias_longest_pep
OG0000018	Shad_tr84814_c0_g1_i1.p1	Haur_tr14167_c0_g1_i1.p1
OG0000018	Shad_tr44625_c0_g1_i1.p1	Haur_tr45330_c0_g1_i4.p1
OG0000018	Shad_tr177_c0_g1_i2.p1	Haur_tr33705_c0_g1_i6.p1
OG0000019	Shad_tr12372_c2_g2_i2.p1, Shad_tr50013_c0_g1_i1.p1	Haur_tr55149_c0_g1_i1.p1
OG0000019	Shad_tr13570_c1_g1_i4.p1, Shad_tr23413_c1_g1_i3.p1	Haur_tr87907_c0_g1_i1.p2
OG0000019	Shad_tr8766_c0_g1_i1.p1, Shad_tr76303_c0_g1_i1.p1, Shad_tr29485_c0_g2_i1.p1	Haur_tr58968_c1_g1_i1.p1
OG0000019	Shad_tr96139_c0_g1_i1.p1	Haur_tr108624_c0_g1_i1.p1
OG0000019	Shad_tr19126_c1_g1_i1.p1	Haur_tr51142_c0_g1_i1.p1
OG0000019	Shad_tr11442_c1_g1_i2.p1, Shad_tr15359_c0_g1_i2.p1	Haur_tr21550_c0_g1_i4.p1
OG0000019	Shad_tr10160_c0_g1_i7.p1	Haur_tr106148_c0_g1_i1.p1
OG0000019	Shad_tr3269_c0_g1_i19.p1, Shad_tr13445_c0_g3_i4.p1	Haur_tr44388_c0_g2_i1.p1
OG0000019	Shad_tr10666_c4_g1_i1.p1	Haur_tr18361_c0_g1_i4.p1, Haur_tr38979_c0_g1_i1.p1
OG0000019	Shad_tr50567_c3_g1_i1.p1, Shad_tr28512_c2_g3_i1.p2	Haur_tr48735_c1_g1_i1.p1
OG0000020	Shad_tr20558_c0_g1_i2.p1	Haur_tr478_c1_g1_i2.p1
OG0000020	Shad_tr6108_c0_g1_i14.p1	Haur_tr24143_c1_g1_i1.p1, Haur_tr587_c0_g1_i4.p1
OG0000020	Shad_tr4487_c0_g2_i2.p1	Haur_tr3978_c0_g1_i1.p1
OG0000020	Shad_tr4487_c0_g1_i2.p1	Haur_tr2229_c0_g1_i2.p1
OG0000020	Shad_tr21849_c0_g1_i2.p1	Haur_tr13971_c0_g1_i9.p1
OG0000020	Shad_tr11067_c1_g1_i1.p1	Haur_tr26394_c0_g1_i15.p1
OG0000020	Shad_tr17595_c0_g1_i1.p1	Haur_tr14238_c0_g1_i3.p1
OG0000020	Shad_tr12863_c2_g1_i1.p1	Haur_tr38731_c0_g1_i12.p1
OG0000020	Shad_tr19820_c0_g2_i5.p1	Haur_tr33942_c0_g1_i15.p1
OG0000020	Shad_tr30362_c0_g1_i7.p1	Haur_tr25405_c0_g1_i2.p1
OG0000020	Shad_tr10844_c0_g1_i2.p1	Haur_tr12710_c0_g1_i14.p1
OG0000020	Shad_tr44275_c0_g2_i3.p1	Haur_tr3576_c0_g1_i6.p1
OG0000020	Shad_tr16412_c1_g1_i1.p1	Haur_tr8856_c3_g1_i1.p1
OG0000021	Shad_tr33278_c0_g3_i2.p1, Shad_tr16909_c0_g2_i3.p1, Shad_tr22117_c1_g1_i1.p1, Shad_tr29248_c3_g1_i1.p1	Haur_tr13244_c2_g1_i3.p1
OG0000021	Shad_tr46988_c0_g2_i1.p1	Haur_tr31322_c0_g1_i1.p1
OG0000021	Shad_tr9759_c3_g1_i1.p1	Haur_tr19383_c0_g1_i3.p1
OG0000021	Shad_tr24070_c4_g1_i1.p1, Shad_tr11973_c0_g3_i2.p1	Haur_tr12129_c1_g1_i2.p1
OG0000021	Shad_tr31019_c0_g1_i1.p1	Haur_tr45465_c0_g1_i1.p2
OG0000021	Shad_tr16944_c0_g1_i4.p1	Haur_tr22145_c0_g2_i2.p2
OG0000021	Shad_tr43471_c0_g1_i1.p1	Haur_tr21138_c1_g1_i2.p1
OG0000021	Shad_tr25725_c3_g1_i1.p2	Haur_tr48381_c0_g1_i1.p1
OG0000021	Shad_tr12961_c2_g2_i1.p1	Haur_tr13732_c0_g1_i8.p1, Haur_tr10017_c0_g2_i2.p1
OG0000021	Shad_tr6162_c1_g1_i2.p1	Haur_tr34413_c0_g2_i2.p1, Haur_tr10017_c0_g4_i1.p1, Haur_tr44397_c1_g2_i1.p1
OG0000021	Shad_tr33278_c0_g2_i1.p1	Haur_tr23002_c0_g2_i4.p2
OG0000021	Shad_tr41692_c0_g1_i1.p1	Haur_tr8911_c3_g1_i2.p1
OG0000021	Shad_tr37058_c0_g1_i1.p1	Haur_tr21278_c0_g1_i1.p1
OG0000021	Shad_tr24515_c1_g2_i1.p1	Haur_tr15205_c0_g1_i2.p1
OG0000021	Shad_tr14468_c0_g1_i1.p1	Haur_tr13244_c1_g1_i11.p1
OG0000022	Shad_tr33937_c0_g1_i2.p1	Haur_tr4179_c1_g1_i5.p1
OG0000022	Shad_tr10152_c0_g1_i5.p1	Haur_tr24856_c0_g1_i1.p1
OG0000022	Shad_tr51852_c1_g1_i1.p1	Haur_tr22589_c1_g1_i2.p1
OG0000022	Shad_tr28775_c0_g1_i5.p1	Haur_tr26386_c0_g2_i1.p1
OG0000022	Shad_tr56942_c0_g3_i1.p1	Haur_tr91576_c0_g1_i1.p1
OG0000023	Shad_tr7844_c3_g2_i6.p1, Shad_tr55330_c0_g1_i1.p1	Haur_tr5120_c0_g1_i5.p1
OG0000023	Shad_tr30783_c0_g2_i1.p1, Shad_tr9054_c0_g1_i4.p1	Haur_tr4244_c0_g1_i4.p1, Haur_tr9844_c1_g1_i1.p1
OG0000023	Shad_tr6542_c0_g2_i5.p1	Haur_tr12902_c0_g1_i5.p1
OG0000023	Shad_tr33176_c0_g1_i6.p1	Haur_tr2993_c3_g3_i3.p1
OG0000023	Shad_tr10760_c0_g1_i6.p1	Haur_tr105753_c0_g1_i1.p1
OG0000023	Shad_tr36512_c1_g2_i3.p1	Haur_tr26318_c1_g1_i1.p1, Haur_tr33933_c0_g1_i1.p1, Haur_tr15499_c0_g1_i1.p1
OG0000023	Shad_tr13538_c2_g1_i2.p1	Haur_tr7162_c0_g1_i10.p1, Haur_tr5344_c0_g1_i1.p1, Haur_tr22216_c0_g1_i1.p1, Haur_tr5344_c0_g3_i1.p1
OG0000023	Shad_tr20068_c3_g1_i1.p1	Haur_tr6788_c0_g1_i2.p1
OG0000023	Shad_tr11574_c0_g1_i3.p1	Haur_tr38890_c0_g2_i1.p1
OG0000023	Shad_tr27564_c0_g1_i7.p1	Haur_tr7729_c1_g1_i3.p1
OG0000023	Shad_tr8246_c0_g1_i13.p1	Haur_tr18038_c1_g1_i21.p1
OG0000023	Shad_tr20249_c0_g2_i4.p1	Haur_tr6471_c0_g1_i12.p1
OG0000023	Shad_tr16661_c0_g1_i2.p1	Haur_tr23381_c0_g1_i2.p1
OG0000023	Shad_tr98935_c0_g1_i1.p1	Haur_tr52890_c0_g1_i1.p1
OG0000023	Shad_tr16279_c1_g1_i5.p1	Haur_tr9998_c0_g1_i4.p1
OG0000024	Shad_tr57338_c0_g1_i1.p1	Haur_tr106903_c0_g1_i1.p1
OG0000024	Shad_tr95185_c0_g1_i1.p1, Shad_tr114594_c0_g1_i1.p1	Haur_tr86858_c0_g1_i1.p1
OG0000024	Shad_tr23702_c0_g1_i2.p1	Haur_tr55922_c0_g2_i1.p1
OG0000024	Shad_tr57496_c0_g1_i1.p1	Haur_tr101545_c0_g1_i1.p1
OG0000024	Shad_tr51654_c0_g1_i1.p1	Haur_tr69725_c0_g2_i1.p1
OG0000024	Shad_tr58302_c0_g1_i1.p1, Shad_tr58302_c0_g2_i1.p1	Haur_tr55922_c0_g1_i1.p1
OG0000025	Shad_tr19746_c0_g1_i16.p1, Shad_tr99116_c0_g1_i1.p1	Haur_tr7127_c0_g1_i1.p1
OG0000025	Shad_tr16656_c0_g1_i2.p1	Haur_tr12120_c0_g1_i2.p1
OG0000025	Shad_tr114414_c0_g1_i1.p1	Haur_tr978_c2_g1_i3.p1, Haur_tr842_c1_g1_i3.p1
OG0000025	Shad_tr18197_c1_g1_i7.p1	Haur_tr17500_c0_g1_i2.p1
OG0000025	Shad_tr2775_c1_g1_i3.p1	Haur_tr22995_c0_g4_i1.p1
OG0000025	Shad_tr31067_c0_g2_i4.p1	Haur_tr17756_c0_g1_i3.p1
OG0000025	Shad_tr2428_c0_g1_i3.p1	Haur_tr27310_c0_g2_i4.p1
OG0000025	Shad_tr85246_c0_g1_i1.p1	Haur_tr2735_c1_g5_i1.p1
OG0000025	Shad_tr35152_c0_g1_i1.p1, Shad_tr72593_c0_g1_i1.p1	Haur_tr97167_c0_g1_i1.p1
OG0000025	Shad_tr16009_c1_g1_i9.p1	Haur_tr59042_c0_g1_i1.p1
OG0000025	Shad_tr32405_c1_g1_i3.p1	Haur_tr22748_c0_g2_i1.p1
OG0000026	Shad_tr30931_c0_g1_i2.p1	Haur_tr94502_c0_g1_i1.p1
OG0000026	Shad_tr53582_c0_g1_i1.p1	Haur_tr2332_c1_g2_i1.p1
OG0000026	Shad_tr29354_c0_g1_i1.p1	Haur_tr1643_c1_g1_i1.p1
OG0000026	Shad_tr56943_c0_g1_i1.p1	Haur_tr17225_c1_g1_i1.p1
OG0000026	Shad_tr39056_c1_g2_i1.p1	Haur_tr47620_c0_g1_i1.p1
OG0000026	Shad_tr4413_c0_g2_i2.p1	Haur_tr32550_c0_g1_i1.p1
OG0000026	Shad_tr28250_c0_g1_i3.p1	Haur_tr8833_c0_g1_i2.p1
OG0000026	Shad_tr4067_c0_g1_i2.p1	Haur_tr6194_c2_g2_i2.p1
OG0000026	Shad_tr16016_c0_g1_i3.p1	Haur_tr76703_c0_g1_i1.p1
OG0000026	Shad_tr44288_c0_g1_i3.p1	Haur_tr51563_c0_g1_i1.p1, Haur_tr97365_c0_g1_i1.p1, Haur_tr76002_c0_g1_i1.p1
OG0000026	Shad_tr17855_c0_g1_i1.p1	Haur_tr27092_c0_g1_i2.p1
OG0000026	Shad_tr4067_c1_g1_i4.p1	Haur_tr17004_c0_g1_i2.p1, Haur_tr5912_c0_g1_i1.p1
OG0000026	Shad_tr11094_c0_g2_i7.p1	Haur_tr12402_c0_g2_i1.p1
OG0000026	Shad_tr2382_c4_g1_i1.p1	Haur_tr28937_c0_g1_i1.p1
OG0000026	Shad_tr12716_c0_g2_i3.p1	Haur_tr5349_c2_g1_i3.p1
OG0000026	Shad_tr1062_c7_g1_i1.p1	Haur_tr22603_c0_g3_i2.p1
OG0000026	Shad_tr112_c31_g1_i1.p1, Shad_tr35328_c0_g1_i2.p1	Haur_tr8194_c0_g1_i3.p1
OG0000027	Shad_tr17547_c1_g1_i3.p1	Haur_tr8382_c0_g1_i1.p1
OG0000027	Shad_tr35872_c0_g1_i2.p1	Haur_tr32684_c0_g2_i1.p1
OG0000027	Shad_tr44254_c1_g1_i1.p1	Haur_tr105320_c0_g1_i1.p1
OG0000027	Shad_tr35006_c0_g1_i1.p1	Haur_tr39589_c1_g1_i1.p1
OG0000027	Shad_tr20774_c2_g1_i1.p1	Haur_tr21901_c0_g1_i2.p1
OG0000027	Shad_tr15717_c0_g1_i9.p1	Haur_tr7014_c0_g1_i14.p1
OG0000028	Shad_tr8272_c3_g3_i1.p1	Haur_tr4460_c0_g1_i1.p1
OG0000028	Shad_tr16010_c0_g1_i12.p1	Haur_tr9419_c0_g1_i2.p1
OG0000028	Shad_tr2614_c1_g1_i5.p1	Haur_tr1348_c0_g4_i2.p1
OG0000028	Shad_tr25188_c0_g2_i3.p1	Haur_tr1012_c0_g1_i1.p1
OG0000028	Shad_tr29221_c1_g1_i2.p1	Haur_tr14714_c0_g1_i1.p1, Haur_tr6126_c0_g2_i1.p1
OG0000028	Shad_tr11953_c0_g1_i5.p1	Haur_tr33782_c0_g3_i1.p1
OG0000028	Shad_tr9089_c2_g1_i26.p1	Haur_tr35932_c0_g1_i4.p1
OG0000028	Shad_tr25353_c0_g1_i2.p1	Haur_tr107587_c0_g1_i1.p1
OG0000028	Shad_tr55101_c0_g1_i2.p1	Haur_tr24746_c1_g2_i1.p1
OG0000028	Shad_tr305_c2_g1_i2.p1	Haur_tr904_c0_g2_i1.p1
OG0000028	Shad_tr26942_c0_g1_i2.p1	Haur_tr224_c1_g1_i1.p1
OG0000028	Shad_tr16418_c0_g1_i5.p1	Haur_tr26559_c1_g1_i4.p1
OG0000029	Shad_tr20835_c0_g1_i2.p1	Haur_tr86559_c0_g1_i1.p1
OG0000029	Shad_tr28234_c0_g2_i1.p1	Haur_tr772_c6_g1_i7.p1, Haur_tr38719_c0_g1_i3.p1
OG0000029	Shad_tr27699_c0_g1_i2.p1	Haur_tr99284_c0_g1_i1.p1
OG0000029	Shad_tr95537_c0_g1_i1.p1	Haur_tr16534_c0_g3_i1.p1
OG0000029	Shad_tr74827_c0_g1_i1.p1, Shad_tr32353_c0_g3_i2.p1	Haur_tr32760_c0_g1_i1.p1
OG0000029	Shad_tr21574_c1_g1_i3.p1, Shad_tr31495_c0_g1_i2.p1	Haur_tr72953_c0_g1_i1.p1
OG0000030	Shad_tr7909_c0_g1_i3.p1	Haur_tr973_c0_g1_i7.p1
OG0000030	Shad_tr2911_c0_g1_i5.p1	Haur_tr2388_c0_g1_i1.p1
OG0000030	Shad_tr3813_c0_g1_i25.p1	Haur_tr11750_c0_g1_i6.p1
OG0000030	Shad_tr790_c1_g1_i24.p1	Haur_tr973_c0_g2_i1.p1
OG0000030	Shad_tr21741_c0_g1_i1.p1, Shad_tr2078_c0_g1_i11.p1	Haur_tr2341_c0_g1_i3.p1
OG0000030	Shad_tr17926_c0_g2_i1.p1	Haur_tr971_c0_g3_i1.p1, Haur_tr971_c0_g1_i9.p1
OG0000030	Shad_tr40907_c0_g1_i4.p1	Haur_tr11821_c0_g1_i3.p1
OG0000030	Shad_tr19344_c0_g1_i6.p1	Haur_tr5329_c0_g1_i1.p1
OG0000030	Shad_tr3121_c0_g2_i1.p1	Haur_tr2341_c1_g2_i1.p1
OG0000030	Shad_tr3121_c0_g1_i13.p1	Haur_tr6480_c0_g1_i2.p1
OG0000031	Shad_tr76797_c0_g1_i1.p1	Haur_tr81861_c0_g1_i1.p1
OG0000031	Shad_tr19004_c0_g3_i1.p1	Haur_tr91129_c0_g1_i1.p1
OG0000031	Shad_tr37005_c0_g1_i1.p1	Haur_tr20096_c0_g1_i1.p1
OG0000031	Shad_tr83062_c0_g1_i1.p1	Haur_tr51060_c0_g1_i2.p1
OG0000031	Shad_tr83610_c0_g1_i1.p1	Haur_tr94139_c0_g1_i1.p1, Haur_tr102452_c0_g1_i1.p1
OG0000031	Shad_tr48816_c0_g1_i9.p1	Haur_tr16981_c0_g1_i2.p1
OG0000031	Shad_tr91889_c0_g1_i1.p1, Shad_tr61595_c0_g1_i1.p1	Haur_tr8177_c2_g1_i1.p1
OG0000031	Shad_tr28520_c0_g1_i5.p1	Haur_tr26880_c0_g1_i1.p1
OG0000031	Shad_tr20673_c0_g1_i4.p1	Haur_tr21890_c0_g1_i4.p1
OG0000031	Shad_tr6959_c0_g2_i2.p1	Haur_tr10237_c0_g1_i1.p1
OG0000032	Shad_tr43592_c0_g2_i1.p1	Haur_tr9241_c0_g3_i2.p1
OG0000032	Shad_tr26311_c0_g2_i4.p1	Haur_tr68468_c0_g1_i1.p1
OG0000032	Shad_tr49789_c0_g1_i1.p1	Haur_tr69608_c0_g2_i1.p1, Haur_tr9285_c1_g1_i2.p1
OG0000032	Shad_tr95390_c0_g1_i1.p1	Haur_tr37290_c0_g1_i1.p1, Haur_tr39451_c0_g2_i2.p1
OG0000032	Shad_tr39185_c0_g1_i1.p1	Haur_tr30749_c0_g1_i1.p1
OG0000032	Shad_tr92661_c0_g1_i1.p1	Haur_tr86337_c0_g1_i1.p2
OG0000032	Shad_tr52647_c1_g1_i1.p1	Haur_tr18262_c0_g4_i2.p1
OG0000032	Shad_tr89993_c0_g1_i1.p1	Haur_tr10573_c0_g1_i1.p1
OG0000032	Shad_tr48548_c0_g1_i1.p1	Haur_tr33159_c0_g1_i1.p1
OG0000032	Shad_tr73462_c0_g1_i1.p1	Haur_tr47522_c0_g1_i1.p1
OG0000032	Shad_tr12873_c0_g2_i4.p1	Haur_tr26740_c0_g2_i4.p1
OG0000032	Shad_tr10521_c0_g2_i1.p1	Haur_tr49007_c0_g1_i1.p1
OG0000033	Shad_tr114657_c0_g1_i1.p1, Shad_tr59191_c0_g2_i1.p1	Haur_tr105815_c0_g1_i1.p1
OG0000033	Shad_tr24195_c2_g1_i8.p1	Haur_tr22758_c0_g1_i2.p1
OG0000033	Shad_tr80971_c0_g1_i1.p1	Haur_tr12736_c0_g1_i11.p1
OG0000033	Shad_tr923_c0_g2_i1.p1	Haur_tr17441_c0_g1_i4.p1
OG0000033	Shad_tr61842_c0_g1_i1.p1	Haur_tr9591_c2_g1_i3.p1
OG0000034	Shad_tr40984_c2_g1_i1.p1	Haur_tr9614_c0_g1_i1.p1
OG0000034	Shad_tr39406_c0_g1_i6.p1	Haur_tr27617_c0_g1_i1.p1
OG0000034	Shad_tr472_c0_g3_i3.p1	Haur_tr7989_c0_g1_i3.p1
OG0000034	Shad_tr16321_c0_g1_i1.p1	Haur_tr84665_c0_g1_i1.p1
OG0000034	Shad_tr3880_c1_g1_i4.p1	Haur_tr62478_c0_g1_i1.p1, Haur_tr98242_c0_g1_i1.p1
OG0000035	Shad_tr25443_c1_g1_i1.p1	Haur_tr42307_c1_g1_i1.p2
OG0000035	Shad_tr12310_c0_g1_i2.p1	Haur_tr36038_c0_g1_i3.p1
OG0000035	Shad_tr2204_c1_g1_i8.p1	Haur_tr100772_c0_g1_i1.p1
OG0000035	Shad_tr10303_c0_g1_i15.p1	Haur_tr25109_c0_g1_i2.p1
OG0000035	Shad_tr47252_c0_g3_i1.p1, Shad_tr6848_c1_g3_i1.p1	Haur_tr42307_c0_g1_i1.p1
OG0000035	Shad_tr8585_c3_g1_i1.p1	Haur_tr29692_c2_g1_i1.p1
OG0000035	Shad_tr36754_c0_g2_i1.p1	Haur_tr69294_c0_g1_i1.p1
OG0000035	Shad_tr17341_c0_g1_i7.p1, Shad_tr12357_c0_g1_i18.p1, Shad_tr6742_c0_g2_i2.p1, Shad_tr1184_c1_g1_i5.p1	Haur_tr11410_c0_g2_i6.p1
OG0000036	Shad_tr67703_c0_g1_i1.p1	Haur_tr84116_c0_g1_i1.p1, Haur_tr38795_c0_g1_i1.p1
OG0000036	Shad_tr6515_c0_g1_i1.p1	Haur_tr16867_c1_g1_i1.p1, Haur_tr16867_c0_g1_i1.p1
OG0000036	Shad_tr5679_c0_g1_i1.p1	Haur_tr41523_c0_g1_i4.p1, Haur_tr20257_c0_g1_i5.p1
OG0000036	Shad_tr27184_c2_g2_i1.p1, Shad_tr722_c0_g1_i4.p1, Shad_tr15962_c0_g1_i8.p1	Haur_tr48255_c0_g1_i1.p1
OG0000036	Shad_tr27413_c0_g1_i2.p1	Haur_tr39086_c0_g1_i1.p1
OG0000036	Shad_tr52237_c0_g1_i1.p1	Haur_tr22377_c1_g1_i1.p1
OG0000036	Shad_tr33512_c0_g1_i3.p1	Haur_tr17577_c0_g1_i1.p1
OG0000037	Shad_tr29004_c0_g1_i10.p1	Haur_tr7419_c1_g2_i5.p1
OG0000037	Shad_tr101116_c0_g1_i1.p1	Haur_tr33166_c0_g1_i1.p1
OG0000037	Shad_tr48843_c0_g1_i3.p1	Haur_tr13162_c0_g1_i2.p1
OG0000037	Shad_tr67088_c0_g1_i1.p1	Haur_tr2504_c0_g1_i11.p1
OG0000038	Shad_tr7481_c0_g1_i1.p1	Haur_tr2237_c0_g2_i1.p1
OG0000038	Shad_tr47243_c0_g2_i5.p1	Haur_tr2167_c3_g1_i2.p1
OG0000038	Shad_tr48571_c0_g1_i2.p1	Haur_tr93141_c0_g1_i1.p1
OG0000038	Shad_tr23754_c0_g1_i1.p1	Haur_tr104641_c0_g1_i1.p1
OG0000038	Shad_tr90896_c0_g1_i1.p1	Haur_tr54577_c0_g1_i1.p1, Haur_tr88726_c0_g1_i1.p1
OG0000038	Shad_tr14612_c0_g1_i1.p1	Haur_tr92530_c0_g1_i1.p1
OG0000038	Shad_tr15939_c0_g1_i1.p1	Haur_tr21801_c0_g1_i1.p1
OG0000038	Shad_tr51955_c0_g1_i1.p1	Haur_tr29811_c3_g1_i1.p1
OG0000038	Shad_tr42232_c0_g1_i1.p1	Haur_tr54962_c0_g2_i1.p1
OG0000038	Shad_tr31301_c1_g1_i2.p1	Haur_tr45959_c0_g1_i4.p1
OG0000038	Shad_tr11578_c0_g1_i2.p1	Haur_tr4234_c0_g2_i1.p1
OG0000039	Shad_tr51593_c1_g1_i1.p1	Haur_tr97097_c0_g1_i1.p1
OG0000039	Shad_tr10065_c0_g3_i1.p1	Haur_tr3821_c0_g1_i1.p1
OG0000039	Shad_tr37785_c0_g1_i1.p1	Haur_tr98052_c0_g1_i1.p1
OG0000039	Shad_tr44150_c1_g2_i1.p1, Shad_tr72828_c0_g1_i1.p1	Haur_tr33929_c0_g1_i1.p1, Haur_tr22260_c2_g1_i1.p1
OG0000039	Shad_tr58118_c0_g1_i1.p1	Haur_tr40460_c0_g1_i1.p1
OG0000039	Shad_tr104962_c0_g1_i1.p1	Haur_tr82607_c0_g1_i1.p1, Haur_tr10574_c0_g2_i1.p1
OG0000039	Shad_tr8644_c0_g1_i3.p1	Haur_tr7324_c0_g2_i1.p1
OG0000040	Shad_tr11080_c0_g1_i2.p1, Shad_tr3795_c5_g1_i2.p1, Shad_tr7799_c0_g1_i1.p1, Shad_tr6439_c0_g1_i8.p1, Shad_tr3795_c1_g1_i1.p1, Shad_tr16985_c0_g1_i2.p1, Shad_tr6494_c0_g1_i1.p1, Shad_tr1063_c0_g1_i5.p1, Shad_tr84_c0_g1_i16.p1	Haur_tr25101_c0_g1_i5.p1
OG0000040	Shad_tr4608_c1_g1_i5.p1	Haur_tr27396_c0_g2_i2.p2, Haur_tr18461_c0_g1_i1.p1
OG0000040	Shad_tr35831_c0_g2_i2.p1, Shad_tr20414_c0_g1_i1.p1, Shad_tr4199_c1_g2_i1.p1, Shad_tr2786_c0_g2_i2.p1	Haur_tr13918_c1_g1_i1.p1, Haur_tr6918_c9_g1_i1.p1
OG0000041	Shad_tr20497_c0_g1_i1.p1	Haur_tr40568_c0_g1_i1.p1
OG0000041	Shad_tr21446_c0_g1_i1.p1, Shad_tr45126_c0_g1_i1.p1	Haur_tr7122_c0_g3_i2.p1
OG0000041	Shad_tr36987_c0_g2_i1.p1, Shad_tr32090_c1_g1_i1.p2	Haur_tr41383_c0_g4_i1.p1
OG0000041	Shad_tr28519_c0_g1_i14.p1	Haur_tr25104_c0_g3_i1.p1
OG0000041	Shad_tr9788_c3_g1_i3.p1	Haur_tr22624_c0_g2_i5.p1
OG0000042	Shad_tr72134_c0_g1_i1.p1	Haur_tr18061_c0_g1_i4.p1
OG0000042	Shad_tr27016_c1_g1_i1.p1	Haur_tr14484_c0_g1_i5.p1
OG0000042	Shad_tr10086_c0_g1_i13.p1	Haur_tr3638_c1_g1_i10.p1
OG0000042	Shad_tr13768_c0_g1_i2.p1	Haur_tr13170_c0_g1_i3.p1
OG0000042	Shad_tr5955_c0_g1_i6.p1	Haur_tr15669_c0_g1_i2.p1
OG0000042	Shad_tr5115_c2_g1_i1.p1	Haur_tr10544_c0_g1_i4.p1
OG0000042	Shad_tr14052_c0_g1_i1.p1	Haur_tr23188_c0_g1_i2.p1
OG0000042	Shad_tr1281_c0_g1_i3.p1	Haur_tr2919_c0_g3_i1.p1
OG0000042	Shad_tr93877_c0_g1_i1.p1	Haur_tr88581_c0_g1_i1.p1
OG0000042	Shad_tr11106_c0_g1_i14.p1	Haur_tr397_c8_g1_i1.p1
OG0000043	Shad_tr55304_c1_g1_i1.p1, Shad_tr23370_c1_g1_i1.p1, Shad_tr23076_c0_g1_i5.p1, Shad_tr3171_c1_g1_i2.p1	Haur_tr156_c1_g1_i15.p1
OG0000043	Shad_tr27109_c0_g1_i2.p1, Shad_tr31847_c0_g1_i3.p1	Haur_tr5854_c0_g2_i1.p1
OG0000043	Shad_tr1605_c0_g2_i4.p1	Haur_tr1782_c1_g1_i1.p1
OG0000043	Shad_tr33792_c1_g1_i1.p1	Haur_tr9857_c0_g2_i2.p1
OG0000044	Shad_tr14023_c0_g1_i1.p1	Haur_tr19898_c0_g2_i1.p1
OG0000044	Shad_tr87651_c0_g1_i1.p1	Haur_tr11423_c0_g1_i1.p1
OG0000044	Shad_tr11428_c0_g1_i10.p1, Shad_tr8983_c0_g2_i1.p1	Haur_tr34244_c0_g1_i1.p1
OG0000044	Shad_tr17117_c0_g1_i1.p1	Haur_tr100738_c0_g1_i1.p1
OG0000044	Shad_tr17329_c0_g1_i3.p1	Haur_tr79848_c0_g1_i1.p1
OG0000045	Shad_tr20172_c0_g1_i1.p1	Haur_tr24876_c0_g4_i1.p1
OG0000045	Shad_tr44010_c1_g2_i1.p1	Haur_tr8389_c1_g2_i2.p1
OG0000045	Shad_tr46214_c0_g1_i7.p1	Haur_tr14685_c0_g1_i3.p1
OG0000045	Shad_tr15464_c1_g1_i1.p1	Haur_tr21247_c0_g1_i8.p1
OG0000045	Shad_tr6827_c2_g1_i3.p1	Haur_tr28217_c0_g1_i1.p1
OG0000045	Shad_tr1830_c0_g1_i5.p1, Shad_tr5492_c2_g1_i2.p1	Haur_tr2134_c1_g1_i1.p1
OG0000045	Shad_tr89183_c0_g1_i1.p1, Shad_tr4735_c1_g1_i2.p1	Haur_tr22425_c0_g1_i2.p1
OG0000045	Shad_tr2168_c1_g2_i1.p1	Haur_tr14697_c3_g1_i3.p1
OG0000045	Shad_tr10409_c1_g1_i5.p1	Haur_tr60499_c1_g1_i1.p1
OG0000045	Shad_tr12116_c5_g1_i1.p1	Haur_tr35967_c0_g3_i1.p1
OG0000045	Shad_tr16855_c0_g3_i1.p1	Haur_tr12522_c0_g1_i1.p1, Haur_tr29198_c0_g1_i3.p1
OG0000048	Shad_tr105247_c0_g1_i1.p1	Haur_tr13085_c1_g1_i2.p2
OG0000048	Shad_tr23991_c1_g1_i2.p1, Shad_tr50288_c0_g1_i1.p1	Haur_tr80610_c0_g1_i1.p1
OG0000048	Shad_tr99484_c0_g1_i1.p1, Shad_tr77468_c0_g1_i1.p1	Haur_tr101279_c0_g1_i1.p1
OG0000048	Shad_tr11241_c0_g2_i1.p1	Haur_tr16027_c0_g1_i2.p1
OG0000048	Shad_tr11245_c0_g1_i8.p1, Shad_tr21871_c0_g1_i10.p1, Shad_tr93503_c0_g1_i1.p1	Haur_tr104278_c0_g1_i1.p1
OG0000048	Shad_tr18345_c0_g1_i3.p1	Haur_tr19063_c0_g1_i7.p1
OG0000049	Shad_tr13226_c0_g4_i1.p1	Haur_tr729_c0_g1_i14.p1
OG0000049	Shad_tr39593_c0_g1_i6.p1	Haur_tr6187_c0_g2_i2.p1
OG0000049	Shad_tr16649_c0_g2_i1.p1	Haur_tr92848_c0_g1_i1.p1
OG0000049	Shad_tr49792_c0_g1_i1.p1	Haur_tr27256_c0_g1_i1.p1
OG0000049	Shad_tr3486_c0_g1_i22.p1	Haur_tr74_c0_g1_i2.p1
OG0000049	Shad_tr41382_c0_g1_i1.p1	Haur_tr7015_c0_g1_i1.p1
OG0000050	Shad_tr31247_c0_g1_i2.p1	Haur_tr15915_c0_g1_i1.p1
OG0000050	Shad_tr33792_c2_g1_i2.p1	Haur_tr8010_c1_g1_i10.p1
OG0000050	Shad_tr40084_c1_g1_i1.p1	Haur_tr9459_c0_g1_i2.p1
OG0000050	Shad_tr35064_c0_g1_i1.p1	Haur_tr25536_c0_g2_i1.p1
OG0000050	Shad_tr108086_c0_g1_i1.p1, Shad_tr9225_c1_g4_i1.p1	Haur_tr1245_c2_g1_i3.p1
