Orthogroup	Stichodactyla_haddoni_longest_pep	Galaxea_fascicularis_longest_pep
OG0000013	Shad_tr52378_c0_g1_i3.p1, Shad_tr3753_c1_g1_i1.p1, Shad_tr19583_c0_g1_i2.p1, Shad_tr8347_c1_g1_i1.p1, Shad_tr8307_c0_g2_i6.p1, Shad_tr20229_c0_g1_i1.p1, Shad_tr8307_c0_g5_i1.p1, Shad_tr8307_c0_g4_i1.p1, Shad_tr6482_c0_g2_i4.p1, Shad_tr18161_c0_g1_i1.p1, Shad_tr8307_c0_g1_i1.p1, Shad_tr17051_c0_g2_i1.p1, Shad_tr17051_c0_g1_i3.p1, Shad_tr17051_c0_g3_i1.p1, Shad_tr24875_c1_g1_i1.p1, Shad_tr21099_c0_g1_i8.p1, Shad_tr32404_c1_g1_i3.p1, Shad_tr56842_c0_g1_i1.p1, Shad_tr44181_c0_g1_i1.p1, Shad_tr1935_c0_g2_i1.p1, Shad_tr1935_c0_g3_i1.p1, Shad_tr3753_c0_g3_i1.p1, Shad_tr16577_c0_g1_i1.p1, Shad_tr10327_c1_g1_i2.p1, Shad_tr3753_c0_g1_i2.p1	Gafa_DN36767_c0_g1_i2.p1, Gafa_DN56750_c0_g1_i9.p1, Gafa_DN19559_c0_g1_i4.p1, Gafa_DN115201_c0_g1_i1.p1, Gafa_DN1994_c2_g1_i5.p1, Gafa_DN63036_c0_g2_i2.p1, Gafa_DN63038_c0_g1_i1.p1, Gafa_DN63036_c0_g3_i2.p1, Gafa_DN4918_c0_g3_i1.p1, Gafa_DN4918_c0_g2_i1.p1, Gafa_DN7777_c0_g1_i12.p1, Gafa_DN44527_c0_g1_i5.p1, Gafa_DN27229_c0_g2_i1.p1, Gafa_DN18305_c0_g1_i2.p1, Gafa_DN18305_c0_g3_i3.p1, Gafa_DN17419_c0_g1_i4.p1, Gafa_DN69881_c0_g2_i2.p1, Gafa_DN3383_c0_g1_i10.p1, Gafa_DN51444_c0_g1_i7.p1, Gafa_DN37770_c0_g2_i1.p1, Gafa_DN37770_c0_g1_i1.p1, Gafa_DN9152_c1_g2_i1.p1, Gafa_DN26848_c1_g1_i1.p1, Gafa_DN10852_c0_g1_i2.p1, Gafa_DN10852_c0_g2_i1.p1, Gafa_DN3685_c0_g1_i10.p1, Gafa_DN2139_c3_g2_i1.p1, Gafa_DN14836_c0_g1_i1.p1, Gafa_DN17872_c0_g1_i2.p1, Gafa_DN17872_c0_g2_i2.p1, Gafa_DN3685_c0_g2_i1.p1, Gafa_DN45133_c0_g1_i1.p1, Gafa_DN23935_c0_g1_i6.p1, Gafa_DN38147_c0_g2_i3.p1, Gafa_DN121278_c0_g1_i1.p1
OG0000014	Shad_tr35511_c0_g1_i1.p1	Gafa_DN79508_c0_g5_i1.p1, Gafa_DN21306_c0_g1_i10.p1
OG0000014	Shad_tr30525_c0_g1_i1.p1, Shad_tr4904_c3_g1_i1.p1	Gafa_DN55647_c1_g3_i1.p1
OG0000014	Shad_tr32849_c0_g2_i1.p1	Gafa_DN22994_c1_g1_i7.p1
OG0000014	Shad_tr86159_c0_g1_i1.p1	Gafa_DN48643_c0_g2_i1.p1
OG0000015	Shad_tr44377_c0_g2_i1.p1, Shad_tr58531_c0_g1_i1.p1	Gafa_DN98118_c0_g1_i2.p1
OG0000015	Shad_tr53130_c0_g1_i1.p1	Gafa_DN135555_c0_g1_i1.p1
OG0000015	Shad_tr10919_c1_g1_i1.p1	Gafa_DN36131_c0_g1_i7.p1
OG0000015	Shad_tr97129_c0_g1_i1.p1	Gafa_DN105575_c0_g1_i2.p1
OG0000015	Shad_tr68533_c0_g1_i1.p1	Gafa_DN36736_c0_g1_i3.p1
OG0000015	Shad_tr97967_c0_g1_i1.p1	Gafa_DN19305_c0_g1_i4.p1
OG0000015	Shad_tr91068_c0_g1_i1.p1	Gafa_DN145619_c0_g1_i1.p1
OG0000016	Shad_tr35173_c0_g2_i1.p1	Gafa_DN41797_c0_g2_i1.p1
OG0000016	Shad_tr36090_c0_g1_i7.p1	Gafa_DN126620_c0_g1_i1.p1
OG0000016	Shad_tr104832_c0_g1_i1.p1	Gafa_DN127587_c0_g1_i1.p1
OG0000016	Shad_tr5656_c0_g1_i7.p1	Gafa_DN83246_c0_g1_i2.p1
OG0000016	Shad_tr30195_c0_g1_i1.p1	Gafa_DN16499_c0_g4_i1.p1, Gafa_DN12949_c1_g1_i1.p1
OG0000016	Shad_tr14208_c0_g2_i2.p1	Gafa_DN69244_c0_g1_i1.p1
OG0000016	Shad_tr20659_c0_g1_i29.p1	Gafa_DN1480_c2_g1_i8.p1
OG0000016	Shad_tr56139_c0_g1_i5.p1	Gafa_DN7934_c0_g2_i3.p1
OG0000018	Shad_tr36296_c0_g1_i3.p1	Gafa_DN38172_c0_g1_i1.p1, Gafa_DN30431_c0_g1_i9.p1, Gafa_DN38755_c0_g1_i2.p1, Gafa_DN8080_c0_g1_i4.p1, Gafa_DN13992_c1_g3_i1.p1, Gafa_DN8521_c0_g2_i2.p1, Gafa_DN93060_c0_g1_i1.p1, Gafa_DN19525_c0_g1_i1.p1, Gafa_DN19525_c0_g2_i1.p1, Gafa_DN95041_c0_g1_i1.p2, Gafa_DN31003_c0_g1_i10.p1, Gafa_DN20592_c1_g1_i1.p1, Gafa_DN26482_c0_g1_i4.p1, Gafa_DN8521_c0_g1_i1.p1, Gafa_DN18428_c0_g1_i1.p1, Gafa_DN56285_c0_g1_i2.p1, Gafa_DN54292_c0_g1_i1.p1, Gafa_DN30115_c1_g1_i1.p1, Gafa_DN75610_c0_g1_i1.p1, Gafa_DN13992_c0_g1_i2.p1, Gafa_DN28552_c0_g2_i1.p1, Gafa_DN13734_c0_g2_i1.p1, Gafa_DN29277_c0_g2_i1.p1, Gafa_DN83899_c0_g1_i1.p1, Gafa_DN17483_c0_g1_i1.p1, Gafa_DN6910_c0_g1_i2.p1, Gafa_DN6194_c0_g3_i5.p1, Gafa_DN36972_c0_g1_i8.p1, Gafa_DN56141_c0_g1_i1.p1, Gafa_DN28552_c0_g1_i1.p1, Gafa_DN37950_c0_g1_i3.p1, Gafa_DN20546_c0_g1_i17.p1, Gafa_DN13992_c1_g2_i3.p1, Gafa_DN34268_c0_g1_i3.p1, Gafa_DN6194_c0_g1_i1.p1, Gafa_DN29815_c0_g1_i1.p1, Gafa_DN12186_c0_g1_i1.p1, Gafa_DN20506_c0_g1_i3.p1, Gafa_DN4395_c0_g1_i17.p1, Gafa_DN13992_c1_g1_i3.p1
OG0000019	Shad_tr14187_c0_g1_i2.p1	Gafa_DN29184_c0_g1_i1.p1, Gafa_DN55457_c0_g1_i8.p1
OG0000019	Shad_tr23296_c0_g1_i3.p1	Gafa_DN61817_c0_g1_i3.p1, Gafa_DN83580_c0_g1_i6.p1, Gafa_DN40709_c1_g1_i9.p1, Gafa_DN45897_c1_g1_i3.p1, Gafa_DN421_c0_g1_i7.p1
OG0000019	Shad_tr11011_c1_g1_i8.p1	Gafa_DN9850_c0_g1_i2.p1
OG0000019	Shad_tr17123_c0_g1_i2.p1	Gafa_DN12355_c0_g1_i7.p1
OG0000019	Shad_tr23413_c1_g1_i3.p1	Gafa_DN57629_c0_g2_i1.p1, Gafa_DN59672_c0_g1_i1.p1
OG0000019	Shad_tr40870_c0_g2_i1.p1, Shad_tr12133_c0_g1_i13.p1, Shad_tr25764_c0_g2_i1.p1	Gafa_DN50510_c0_g1_i1.p1
OG0000019	Shad_tr6656_c0_g1_i6.p1, Shad_tr8766_c0_g1_i1.p1, Shad_tr76303_c0_g1_i1.p1, Shad_tr29485_c0_g2_i1.p1, Shad_tr67651_c0_g1_i1.p1, Shad_tr40870_c0_g1_i4.p2	Gafa_DN81536_c0_g1_i4.p1
OG0000019	Shad_tr19126_c1_g1_i1.p1	Gafa_DN20384_c1_g1_i1.p1
OG0000019	Shad_tr28098_c0_g2_i1.p1	Gafa_DN10780_c0_g2_i4.p1
OG0000019	Shad_tr29485_c0_g1_i1.p1	Gafa_DN56204_c0_g1_i1.p1
OG0000019	Shad_tr6656_c0_g2_i1.p1	Gafa_DN25934_c0_g2_i1.p1
OG0000019	Shad_tr4304_c2_g1_i1.p1, Shad_tr96670_c0_g1_i1.p1, Shad_tr10666_c4_g1_i1.p1	Gafa_DN67744_c0_g1_i2.p1
OG0000019	Shad_tr50567_c3_g1_i1.p1, Shad_tr28512_c2_g3_i1.p2	Gafa_DN3282_c0_g1_i6.p1, Gafa_DN4335_c7_g1_i3.p1, Gafa_DN10780_c0_g1_i2.p1, Gafa_DN71446_c1_g1_i3.p1, Gafa_DN79214_c0_g1_i1.p1
OG0000020	Shad_tr6108_c0_g1_i14.p1	Gafa_DN39113_c0_g1_i2.p1
OG0000020	Shad_tr4487_c0_g2_i2.p1	Gafa_DN18634_c1_g2_i3.p1
OG0000020	Shad_tr4487_c0_g1_i2.p1	Gafa_DN21519_c0_g1_i3.p1
OG0000020	Shad_tr30308_c0_g1_i14.p1	Gafa_DN19723_c0_g1_i9.p1
OG0000020	Shad_tr11067_c1_g1_i1.p1	Gafa_DN15643_c0_g1_i6.p1
OG0000020	Shad_tr17595_c0_g1_i1.p1	Gafa_DN44845_c0_g2_i7.p1
OG0000020	Shad_tr12863_c2_g1_i1.p1	Gafa_DN32061_c0_g1_i1.p1
OG0000020	Shad_tr19820_c0_g2_i5.p1	Gafa_DN19618_c1_g1_i1.p1
OG0000020	Shad_tr30362_c0_g1_i7.p1	Gafa_DN32044_c0_g1_i2.p1
OG0000020	Shad_tr10844_c0_g1_i2.p1	Gafa_DN8216_c1_g1_i1.p1
OG0000020	Shad_tr9299_c0_g1_i16.p1, Shad_tr16412_c1_g1_i1.p1	Gafa_DN1834_c2_g1_i15.p1, Gafa_DN14910_c0_g2_i1.p1
OG0000021	Shad_tr33278_c0_g3_i2.p1, Shad_tr16909_c0_g2_i3.p1, Shad_tr22117_c1_g1_i1.p1, Shad_tr29248_c3_g1_i1.p1	Gafa_DN16905_c1_g1_i1.p2
OG0000021	Shad_tr9759_c3_g1_i1.p1	Gafa_DN38889_c0_g2_i1.p1, Gafa_DN32161_c0_g1_i7.p1
OG0000021	Shad_tr31633_c0_g1_i1.p1	Gafa_DN62290_c2_g1_i1.p1, Gafa_DN22432_c0_g1_i2.p1
OG0000021	Shad_tr19711_c1_g2_i10.p1	Gafa_DN42735_c2_g2_i1.p1
OG0000021	Shad_tr36888_c0_g1_i1.p1	Gafa_DN44464_c0_g1_i1.p1, Gafa_DN34557_c0_g1_i5.p1, Gafa_DN34723_c1_g1_i4.p1, Gafa_DN40088_c0_g1_i1.p1, Gafa_DN30990_c2_g1_i1.p1
OG0000021	Shad_tr24070_c4_g1_i1.p1, Shad_tr11973_c0_g3_i2.p1	Gafa_DN24455_c2_g2_i1.p1
OG0000021	Shad_tr25904_c3_g1_i1.p1, Shad_tr20553_c1_g1_i1.p1	Gafa_DN8351_c0_g1_i10.p1
OG0000021	Shad_tr25904_c0_g1_i2.p1	Gafa_DN17332_c0_g1_i11.p1
OG0000021	Shad_tr86260_c0_g1_i1.p1	Gafa_DN39893_c0_g2_i1.p1, Gafa_DN37042_c0_g1_i3.p1
OG0000021	Shad_tr25725_c0_g1_i1.p1	Gafa_DN57535_c0_g2_i1.p1
OG0000021	Shad_tr7792_c1_g2_i4.p1	Gafa_DN45134_c0_g2_i1.p1
OG0000021	Shad_tr12961_c2_g2_i1.p1	Gafa_DN47341_c0_g1_i2.p1
OG0000021	Shad_tr6162_c1_g1_i2.p1	Gafa_DN11263_c1_g1_i1.p1
OG0000021	Shad_tr33278_c0_g2_i1.p1	Gafa_DN8351_c2_g1_i1.p1, Gafa_DN46032_c0_g2_i1.p1
OG0000021	Shad_tr37058_c0_g1_i1.p1	Gafa_DN144910_c0_g1_i1.p1
OG0000021	Shad_tr14468_c0_g1_i1.p1	Gafa_DN49109_c0_g1_i4.p1
OG0000022	Shad_tr47011_c0_g1_i1.p1	Gafa_DN70185_c0_g1_i1.p1, Gafa_DN47813_c0_g2_i1.p1, Gafa_DN80603_c0_g1_i1.p1
OG0000022	Shad_tr57811_c0_g2_i1.p1	Gafa_DN55443_c0_g3_i1.p1
OG0000022	Shad_tr6315_c0_g1_i11.p1	Gafa_DN14606_c0_g1_i1.p1
OG0000022	Shad_tr51852_c1_g1_i1.p1	Gafa_DN41253_c0_g2_i1.p1
OG0000022	Shad_tr28775_c0_g1_i5.p1	Gafa_DN68086_c0_g3_i1.p1
OG0000022	Shad_tr56942_c0_g3_i1.p1	Gafa_DN71936_c0_g2_i1.p1, Gafa_DN18361_c0_g1_i18.p1
OG0000023	Shad_tr30783_c0_g2_i1.p1, Shad_tr9054_c0_g1_i4.p1	Gafa_DN13232_c0_g1_i2.p1, Gafa_DN27105_c0_g1_i3.p1, Gafa_DN12565_c1_g1_i1.p1, Gafa_DN12565_c0_g1_i10.p1
OG0000023	Shad_tr6542_c0_g2_i5.p1	Gafa_DN38064_c0_g2_i3.p1, Gafa_DN65526_c0_g1_i1.p1, Gafa_DN28017_c0_g1_i26.p1, Gafa_DN6082_c0_g1_i10.p1, Gafa_DN59043_c1_g1_i9.p1
OG0000023	Shad_tr66131_c0_g1_i1.p1, Shad_tr33176_c0_g1_i6.p1	Gafa_DN58706_c0_g1_i1.p1
OG0000023	Shad_tr10760_c0_g1_i6.p1, Shad_tr36512_c1_g2_i3.p1, Shad_tr13538_c2_g1_i2.p1, Shad_tr20068_c3_g1_i1.p1, Shad_tr81378_c0_g1_i1.p1, Shad_tr7480_c0_g1_i7.p1, Shad_tr11574_c0_g1_i3.p1, Shad_tr27564_c0_g1_i7.p1, Shad_tr8246_c0_g1_i13.p1, Shad_tr32011_c0_g1_i2.p1, Shad_tr923_c0_g1_i48.p1, Shad_tr20249_c0_g2_i4.p1, Shad_tr16279_c1_g3_i1.p1, Shad_tr16661_c0_g1_i2.p1, Shad_tr98935_c0_g1_i1.p1, Shad_tr16279_c1_g1_i5.p1	Gafa_DN128756_c0_g1_i1.p1
OG0000024	Shad_tr95185_c0_g1_i1.p1, Shad_tr114594_c0_g1_i1.p1	Gafa_DN73108_c0_g1_i2.p1
OG0000024	Shad_tr15840_c0_g1_i2.p1, Shad_tr21228_c0_g1_i1.p1	Gafa_DN23206_c0_g3_i1.p1
OG0000025	Shad_tr19746_c0_g1_i16.p1, Shad_tr99116_c0_g1_i1.p1	Gafa_DN94148_c0_g1_i1.p1
OG0000025	Shad_tr103313_c0_g1_i1.p1	Gafa_DN39937_c0_g1_i1.p1
OG0000025	Shad_tr30932_c0_g2_i1.p1	Gafa_DN141189_c0_g1_i1.p1
OG0000025	Shad_tr114414_c0_g1_i1.p1	Gafa_DN73289_c0_g2_i2.p1
OG0000025	Shad_tr18197_c1_g1_i7.p1	Gafa_DN13612_c0_g3_i10.p1, Gafa_DN20053_c0_g1_i3.p1
OG0000025	Shad_tr2775_c1_g1_i3.p1	Gafa_DN91137_c0_g1_i1.p1, Gafa_DN120142_c0_g1_i1.p1
OG0000025	Shad_tr93606_c0_g1_i1.p1	Gafa_DN26807_c1_g3_i1.p1, Gafa_DN29621_c0_g1_i4.p1, Gafa_DN12654_c0_g1_i9.p1, Gafa_DN114793_c0_g1_i1.p1, Gafa_DN42787_c0_g1_i1.p1
OG0000025	Shad_tr2428_c0_g1_i3.p1	Gafa_DN12654_c0_g2_i16.p1
OG0000025	Shad_tr35152_c0_g1_i1.p1, Shad_tr72593_c0_g1_i1.p1	Gafa_DN21955_c0_g1_i2.p1, Gafa_DN26030_c0_g3_i6.p1
OG0000025	Shad_tr62323_c0_g1_i1.p1, Shad_tr17481_c0_g2_i1.p1, Shad_tr25003_c2_g1_i1.p1, Shad_tr16009_c1_g1_i9.p1, Shad_tr32405_c1_g1_i3.p1	Gafa_DN115945_c0_g1_i1.p1
OG0000026	Shad_tr53582_c0_g1_i1.p1, Shad_tr10368_c3_g1_i3.p1, Shad_tr29354_c0_g1_i1.p1, Shad_tr56943_c0_g1_i1.p1	Gafa_DN102999_c0_g1_i2.p1
OG0000026	Shad_tr39056_c1_g2_i1.p1, Shad_tr4413_c0_g2_i2.p1	Gafa_DN2210_c1_g2_i1.p1, Gafa_DN2210_c1_g4_i1.p1, Gafa_DN16401_c0_g1_i5.p1, Gafa_DN1730_c0_g1_i2.p1, Gafa_DN99159_c0_g1_i1.p1
OG0000026	Shad_tr28250_c0_g1_i3.p1	Gafa_DN57896_c0_g2_i2.p1
OG0000026	Shad_tr4067_c0_g1_i2.p1	Gafa_DN27313_c0_g1_i1.p1
OG0000026	Shad_tr44288_c0_g1_i3.p1, Shad_tr17855_c0_g1_i1.p1	Gafa_DN4840_c0_g1_i7.p1, Gafa_DN57980_c0_g1_i4.p1
OG0000026	Shad_tr4067_c1_g1_i4.p1	Gafa_DN13606_c0_g1_i5.p1
OG0000026	Shad_tr11094_c0_g2_i7.p1	Gafa_DN15277_c0_g1_i1.p1
OG0000026	Shad_tr12716_c0_g2_i3.p1	Gafa_DN99257_c0_g1_i1.p1
OG0000026	Shad_tr1062_c7_g1_i1.p1	Gafa_DN11154_c0_g1_i4.p1
OG0000027	Shad_tr8525_c1_g3_i4.p1	Gafa_DN2222_c0_g2_i1.p1
OG0000027	Shad_tr83383_c0_g1_i1.p1, Shad_tr44254_c1_g1_i1.p1	Gafa_DN100497_c0_g1_i7.p1
OG0000027	Shad_tr35006_c0_g1_i1.p1	Gafa_DN32752_c0_g1_i1.p1
OG0000027	Shad_tr46417_c0_g1_i3.p1	Gafa_DN130577_c0_g1_i1.p1
OG0000027	Shad_tr20774_c2_g1_i1.p1	Gafa_DN15256_c0_g1_i2.p1
OG0000027	Shad_tr81309_c0_g1_i1.p1, Shad_tr19184_c0_g2_i7.p1	Gafa_DN4351_c0_g4_i3.p1
OG0000027	Shad_tr111768_c0_g1_i1.p1, Shad_tr37538_c1_g1_i3.p1, Shad_tr44254_c0_g3_i2.p1	Gafa_DN43844_c0_g1_i1.p1
OG0000028	Shad_tr99432_c0_g1_i1.p1, Shad_tr16010_c0_g1_i12.p1	Gafa_DN47052_c0_g1_i4.p1
OG0000028	Shad_tr11744_c2_g1_i2.p1	Gafa_DN11256_c0_g1_i2.p1
OG0000028	Shad_tr25353_c0_g1_i2.p1	Gafa_DN1334_c1_g1_i2.p1, Gafa_DN5537_c0_g1_i1.p1, Gafa_DN20514_c0_g1_i14.p1, Gafa_DN60555_c0_g1_i1.p1, Gafa_DN5495_c0_g1_i4.p2
OG0000028	Shad_tr55101_c0_g1_i2.p1, Shad_tr305_c2_g1_i2.p1, Shad_tr26942_c0_g1_i2.p1, Shad_tr16418_c0_g1_i5.p1	Gafa_DN10740_c0_g1_i2.p1, Gafa_DN52899_c0_g1_i1.p1
OG0000029	Shad_tr20835_c0_g1_i2.p1	Gafa_DN2427_c1_g1_i6.p1
OG0000029	Shad_tr21574_c0_g1_i12.p1	Gafa_DN22611_c0_g1_i8.p1
OG0000029	Shad_tr27699_c0_g1_i2.p1	Gafa_DN46218_c0_g1_i1.p1
OG0000029	Shad_tr74827_c0_g1_i1.p1, Shad_tr32353_c0_g3_i2.p1	Gafa_DN25866_c0_g1_i1.p1
OG0000029	Shad_tr26827_c0_g2_i1.p1	Gafa_DN118667_c0_g1_i1.p1
OG0000029	Shad_tr21574_c1_g1_i3.p1, Shad_tr31495_c0_g1_i2.p1	Gafa_DN79035_c0_g2_i1.p1
OG0000030	Shad_tr7909_c0_g1_i3.p1, Shad_tr19192_c0_g1_i1.p1, Shad_tr2911_c0_g1_i5.p1	Gafa_DN31123_c0_g1_i2.p1
OG0000030	Shad_tr21741_c0_g1_i1.p1, Shad_tr2078_c0_g1_i11.p1	Gafa_DN10382_c0_g1_i13.p1
OG0000030	Shad_tr40907_c0_g1_i4.p1	Gafa_DN5202_c0_g1_i9.p1
OG0000030	Shad_tr19344_c0_g1_i6.p1	Gafa_DN6243_c0_g1_i8.p1
OG0000030	Shad_tr3121_c0_g1_i13.p1	Gafa_DN3727_c1_g2_i1.p1
OG0000031	Shad_tr76797_c0_g1_i1.p1	Gafa_DN68887_c0_g1_i1.p1
OG0000031	Shad_tr19208_c0_g1_i1.p1	Gafa_DN16856_c0_g2_i2.p1
OG0000031	Shad_tr31074_c0_g1_i1.p1	Gafa_DN34430_c0_g2_i1.p1
OG0000031	Shad_tr99599_c0_g1_i1.p1	Gafa_DN121957_c0_g1_i1.p1
OG0000031	Shad_tr35947_c0_g2_i1.p1, Shad_tr83062_c0_g1_i1.p1	Gafa_DN83818_c0_g2_i1.p1
OG0000031	Shad_tr30945_c4_g1_i1.p1	Gafa_DN11000_c0_g2_i1.p1, Gafa_DN26237_c1_g1_i1.p1, Gafa_DN24232_c0_g1_i1.p1
OG0000031	Shad_tr83610_c0_g1_i1.p1, Shad_tr16187_c3_g1_i1.p1	Gafa_DN146028_c0_g1_i1.p1, Gafa_DN48502_c0_g1_i1.p1
OG0000031	Shad_tr55087_c0_g1_i1.p1	Gafa_DN121957_c0_g2_i1.p1
OG0000031	Shad_tr48816_c0_g1_i9.p1	Gafa_DN20124_c0_g1_i1.p1
OG0000031	Shad_tr67774_c0_g1_i1.p1, Shad_tr94731_c0_g1_i1.p1	Gafa_DN66157_c0_g1_i1.p1
OG0000031	Shad_tr91889_c0_g1_i1.p1, Shad_tr61595_c0_g1_i1.p1	Gafa_DN7002_c0_g1_i1.p1
OG0000031	Shad_tr28520_c0_g1_i5.p1	Gafa_DN32070_c0_g1_i2.p1
OG0000031	Shad_tr20673_c0_g1_i4.p1	Gafa_DN24831_c0_g1_i3.p1
OG0000031	Shad_tr6959_c0_g2_i2.p1	Gafa_DN108748_c0_g1_i1.p1
OG0000032	Shad_tr35394_c0_g2_i2.p1	Gafa_DN1915_c0_g1_i1.p1
OG0000032	Shad_tr26311_c0_g2_i4.p1	Gafa_DN33496_c0_g1_i4.p1
OG0000032	Shad_tr88008_c0_g1_i1.p1	Gafa_DN81740_c0_g2_i5.p2
OG0000032	Shad_tr39185_c0_g1_i1.p1	Gafa_DN16855_c2_g1_i1.p1
OG0000032	Shad_tr52647_c1_g1_i1.p1, Shad_tr52647_c0_g1_i2.p1	Gafa_DN17632_c0_g1_i1.p1
OG0000032	Shad_tr89993_c0_g1_i1.p1	Gafa_DN32570_c0_g1_i1.p1
OG0000032	Shad_tr96814_c0_g1_i1.p1, Shad_tr8719_c0_g3_i3.p1	Gafa_DN32799_c0_g3_i2.p1
OG0000032	Shad_tr6933_c2_g1_i1.p3, Shad_tr107295_c0_g1_i1.p1	Gafa_DN81481_c0_g1_i1.p1
OG0000032	Shad_tr25373_c0_g1_i1.p1	Gafa_DN119097_c0_g2_i3.p1
OG0000032	Shad_tr73462_c0_g1_i1.p1	Gafa_DN139221_c0_g1_i1.p1
OG0000032	Shad_tr12873_c0_g2_i4.p1	Gafa_DN52572_c0_g2_i2.p1
OG0000032	Shad_tr1370_c0_g3_i2.p2	Gafa_DN80757_c0_g1_i1.p1
OG0000032	Shad_tr10521_c0_g2_i1.p1	Gafa_DN32113_c0_g3_i1.p1
OG0000033	Shad_tr14351_c0_g1_i8.p1	Gafa_DN55037_c0_g1_i1.p1
OG0000033	Shad_tr17741_c0_g1_i1.p1, Shad_tr8546_c0_g1_i19.p1	Gafa_DN1298_c1_g1_i12.p1
OG0000033	Shad_tr12242_c0_g1_i3.p1, Shad_tr25242_c0_g1_i4.p1	Gafa_DN3303_c4_g1_i6.p1
OG0000033	Shad_tr2679_c0_g1_i16.p1	Gafa_DN40126_c0_g1_i2.p1
OG0000033	Shad_tr30739_c0_g1_i2.p1, Shad_tr44173_c0_g1_i1.p1	Gafa_DN9696_c1_g1_i1.p1
OG0000033	Shad_tr80971_c0_g1_i1.p1	Gafa_DN6762_c0_g1_i13.p1
OG0000033	Shad_tr22083_c0_g1_i5.p1	Gafa_DN27623_c0_g1_i1.p1
OG0000033	Shad_tr24409_c0_g1_i3.p1	Gafa_DN64193_c0_g3_i1.p1, Gafa_DN24399_c1_g1_i3.p1
OG0000033	Shad_tr1724_c1_g1_i5.p1, Shad_tr59393_c0_g1_i1.p1	Gafa_DN60213_c0_g1_i1.p1
OG0000033	Shad_tr92341_c0_g1_i1.p1	Gafa_DN84505_c0_g1_i1.p1, Gafa_DN74099_c0_g1_i2.p1
OG0000034	Shad_tr3933_c0_g1_i6.p1, Shad_tr40984_c2_g1_i1.p1	Gafa_DN31102_c0_g1_i3.p1, Gafa_DN1834_c0_g1_i4.p1, Gafa_DN41760_c0_g1_i3.p1, Gafa_DN41760_c0_g2_i1.p1, Gafa_DN24573_c0_g1_i5.p1, Gafa_DN78541_c0_g1_i10.p1, Gafa_DN18565_c1_g1_i1.p1
OG0000034	Shad_tr5597_c0_g1_i34.p1, Shad_tr39406_c0_g1_i6.p1, Shad_tr419_c2_g1_i1.p1	Gafa_DN29511_c0_g1_i2.p1
OG0000034	Shad_tr472_c0_g3_i3.p1, Shad_tr16321_c0_g1_i1.p1, Shad_tr49991_c0_g1_i4.p1, Shad_tr3880_c1_g1_i4.p1, Shad_tr12634_c0_g1_i2.p1	Gafa_DN1834_c4_g1_i1.p1, Gafa_DN19464_c0_g2_i10.p1, Gafa_DN48041_c0_g1_i2.p1, Gafa_DN10531_c0_g1_i2.p1, Gafa_DN1834_c3_g3_i1.p1, Gafa_DN44680_c0_g1_i1.p1, Gafa_DN1834_c3_g4_i1.p1
OG0000034	Shad_tr104260_c0_g1_i1.p1	Gafa_DN94411_c0_g1_i1.p1, Gafa_DN47583_c0_g1_i2.p1, Gafa_DN5831_c1_g4_i4.p1
OG0000034	Shad_tr58980_c0_g1_i1.p1	Gafa_DN119778_c0_g2_i1.p1
OG0000035	Shad_tr25443_c1_g1_i1.p1	Gafa_DN98829_c0_g1_i1.p1
OG0000035	Shad_tr12310_c0_g1_i2.p1	Gafa_DN80487_c0_g1_i1.p1
OG0000035	Shad_tr49684_c0_g1_i1.p1	Gafa_DN31142_c0_g1_i7.p1
OG0000035	Shad_tr56743_c0_g1_i2.p1	Gafa_DN48277_c0_g2_i1.p1
OG0000035	Shad_tr8585_c3_g1_i1.p1	Gafa_DN92541_c0_g2_i8.p1
OG0000035	Shad_tr17341_c0_g1_i7.p1, Shad_tr12357_c0_g1_i18.p1, Shad_tr6742_c0_g2_i2.p1	Gafa_DN4381_c0_g1_i1.p1, Gafa_DN14743_c0_g1_i10.p1
OG0000035	Shad_tr1184_c1_g1_i5.p1	Gafa_DN21082_c0_g2_i7.p1
OG0000036	Shad_tr67703_c0_g1_i1.p1	Gafa_DN9403_c0_g2_i1.p1
OG0000037	Shad_tr29004_c0_g1_i10.p1, Shad_tr52073_c0_g1_i1.p1, Shad_tr7981_c0_g1_i10.p1, Shad_tr7981_c0_g3_i1.p1, Shad_tr78371_c0_g1_i1.p1	Gafa_DN10153_c0_g1_i21.p1
OG0000037	Shad_tr101116_c0_g1_i1.p1	Gafa_DN36628_c0_g1_i1.p1
OG0000037	Shad_tr23760_c1_g1_i2.p1, Shad_tr23760_c1_g2_i2.p2	Gafa_DN14863_c0_g1_i12.p1, Gafa_DN36284_c0_g1_i4.p1, Gafa_DN12949_c0_g2_i1.p2
OG0000037	Shad_tr12865_c0_g1_i10.p1	Gafa_DN31099_c0_g1_i14.p1
OG0000037	Shad_tr57533_c0_g1_i2.p1	Gafa_DN114740_c0_g1_i2.p1
OG0000038	Shad_tr7481_c0_g1_i1.p1	Gafa_DN71700_c0_g1_i2.p1
OG0000038	Shad_tr47243_c0_g2_i5.p1	Gafa_DN4674_c1_g1_i1.p1
OG0000038	Shad_tr48571_c0_g1_i2.p1	Gafa_DN18388_c0_g2_i2.p1
OG0000038	Shad_tr23754_c0_g1_i1.p1	Gafa_DN76864_c0_g1_i1.p1
