Orthogroup	Stichodactyla_haddoni_longest_pep	Chironex_fleckeri_longest_pep
OG0000132	Shad_tr20044_c0_g1_i7.p1	Chfl_DN1766_c0_g1_i1.p1
OG0000132	Shad_tr4879_c0_g1_i12.p1, Shad_tr69055_c0_g1_i1.p1, Shad_tr41042_c0_g2_i1.p1, Shad_tr8828_c4_g1_i1.p1, Shad_tr13752_c0_g2_i3.p1, Shad_tr6461_c0_g1_i4.p1	Chfl_DN4462_c0_g1_i1.p1, Chfl_DN1048_c0_g1_i1.p1, Chfl_DN4868_c0_g2_i1.p1
OG0000138	Shad_tr681_c0_g1_i2.p1	Chfl_DN442_c0_g1_i2.p1
OG0000138	Shad_tr98_c0_g1_i3.p1	Chfl_DN544_c0_g1_i1.p1
OG0000139	Shad_tr64779_c0_g1_i1.p1	Chfl_DN2026_c0_g3_i1.p1
OG0000141	Shad_tr28110_c0_g1_i13.p1, Shad_tr14223_c1_g1_i11.p1	Chfl_DN461_c0_g1_i8.p1
OG0000141	Shad_tr1313_c0_g1_i3.p1	Chfl_DN5913_c0_g1_i1.p1
OG0000143	Shad_tr78296_c0_g1_i1.p1, Shad_tr94048_c0_g1_i1.p1	Chfl_DN7693_c0_g3_i1.p1
OG0000146	Shad_tr26002_c0_g1_i2.p1	Chfl_DN3185_c0_g1_i3.p1
OG0000146	Shad_tr7772_c0_g1_i2.p1	Chfl_DN8456_c0_g1_i2.p1
OG0000147	Shad_tr1000_c0_g1_i4.p1	Chfl_DN1588_c0_g1_i4.p1
OG0000147	Shad_tr41596_c0_g1_i2.p1	Chfl_DN18673_c0_g1_i1.p1, Chfl_DN3814_c0_g1_i1.p1
OG0000147	Shad_tr1019_c3_g1_i8.p1	Chfl_DN3814_c0_g2_i1.p1, Chfl_DN3814_c0_g3_i1.p1
OG0000147	Shad_tr11950_c0_g1_i8.p1, Shad_tr927_c5_g1_i2.p1	Chfl_DN25204_c0_g1_i1.p1
OG0000149	Shad_tr15476_c0_g1_i1.p1, Shad_tr14988_c0_g1_i14.p1, Shad_tr11762_c1_g1_i6.p1, Shad_tr28029_c0_g1_i3.p1	Chfl_DN2558_c0_g2_i1.p1
OG0000149	Shad_tr886_c1_g1_i10.p1, Shad_tr13906_c0_g1_i1.p1, Shad_tr3057_c0_g3_i2.p1, Shad_tr1026_c0_g1_i10.p1	Chfl_DN3971_c0_g1_i1.p1, Chfl_DN602_c0_g1_i8.p1, Chfl_DN10044_c0_g1_i1.p1, Chfl_DN14699_c0_g1_i1.p1
OG0000151	Shad_tr74894_c0_g1_i1.p1, Shad_tr12591_c5_g1_i1.p1, Shad_tr84658_c0_g1_i1.p1, Shad_tr2647_c0_g1_i2.p1, Shad_tr2647_c0_g2_i1.p1, Shad_tr2647_c0_g3_i1.p2, Shad_tr28202_c1_g1_i1.p1	Chfl_DN3262_c0_g1_i1.p1
OG0000152	Shad_tr15382_c0_g1_i2.p1, Shad_tr31839_c1_g1_i1.p1, Shad_tr10972_c0_g1_i13.p1, Shad_tr2092_c3_g1_i11.p1, Shad_tr46421_c0_g1_i1.p1, Shad_tr12150_c0_g1_i4.p1, Shad_tr12296_c0_g1_i23.p1, Shad_tr12754_c0_g1_i11.p1, Shad_tr11929_c0_g2_i1.p1, Shad_tr16606_c0_g1_i1.p1	Chfl_DN11903_c0_g2_i1.p1
OG0000156	Shad_tr1090_c1_g1_i2.p1	Chfl_DN3808_c0_g1_i2.p1
OG0000156	Shad_tr23275_c0_g1_i14.p1	Chfl_DN3144_c0_g1_i1.p1
OG0000157	Shad_tr24325_c1_g1_i4.p1	Chfl_DN992_c1_g2_i1.p1
OG0000157	Shad_tr12189_c0_g1_i10.p1, Shad_tr14964_c0_g1_i3.p1	Chfl_DN3431_c0_g1_i1.p1
OG0000159	Shad_tr3696_c0_g1_i20.p1	Chfl_DN8552_c0_g3_i1.p1, Chfl_DN15595_c0_g1_i1.p1
OG0000159	Shad_tr37722_c0_g1_i1.p1	Chfl_DN4384_c0_g1_i1.p1
OG0000160	Shad_tr8961_c0_g1_i16.p1, Shad_tr8961_c1_g1_i1.p1	Chfl_DN3120_c0_g1_i1.p1
OG0000160	Shad_tr3792_c0_g1_i1.p1	Chfl_DN20765_c0_g1_i4.p1
OG0000162	Shad_tr8757_c1_g1_i14.p1	Chfl_DN14314_c0_g1_i1.p1
OG0000163	Shad_tr8566_c0_g1_i7.p1	Chfl_DN5698_c0_g2_i1.p1
OG0000163	Shad_tr4385_c0_g1_i4.p1	Chfl_DN8688_c0_g1_i1.p1
OG0000164	Shad_tr2664_c3_g1_i10.p1, Shad_tr35674_c0_g1_i3.p1	Chfl_DN4862_c0_g1_i1.p1
OG0000166	Shad_tr7368_c0_g1_i2.p1, Shad_tr24612_c0_g1_i3.p1, Shad_tr21918_c0_g1_i1.p1, Shad_tr9952_c0_g1_i8.p1	Chfl_DN1387_c0_g1_i1.p1, Chfl_DN9523_c0_g2_i1.p1
OG0000170	Shad_tr5736_c0_g1_i18.p2, Shad_tr39261_c0_g1_i1.p2	Chfl_DN22137_c0_g1_i1.p1
OG0000176	Shad_tr64875_c0_g1_i1.p1, Shad_tr93380_c0_g1_i1.p1, Shad_tr25571_c2_g2_i5.p1, Shad_tr15961_c0_g1_i5.p1, Shad_tr34872_c0_g1_i1.p1, Shad_tr15961_c0_g2_i1.p1	Chfl_DN249_c0_g1_i1.p1
OG0000178	Shad_tr3910_c0_g1_i1.p1, Shad_tr3910_c0_g2_i2.p1, Shad_tr10572_c1_g1_i2.p1, Shad_tr10572_c4_g1_i6.p1, Shad_tr3778_c0_g1_i17.p1, Shad_tr15730_c0_g1_i3.p1	Chfl_DN2338_c0_g2_i1.p1
OG0000180	Shad_tr17842_c0_g2_i2.p1	Chfl_DN13898_c0_g1_i1.p1, Chfl_DN450_c0_g1_i1.p1, Chfl_DN12929_c0_g1_i1.p1, Chfl_DN6767_c0_g1_i1.p1, Chfl_DN1341_c0_g1_i2.p1
OG0000180	Shad_tr37049_c3_g1_i1.p1, Shad_tr5964_c0_g1_i4.p1	Chfl_DN9388_c0_g1_i1.p1
OG0000180	Shad_tr2616_c3_g1_i1.p1	Chfl_DN16212_c0_g1_i2.p1
OG0000181	Shad_tr8893_c1_g2_i1.p1	Chfl_DN9941_c0_g1_i2.p1
OG0000181	Shad_tr10460_c0_g1_i2.p1, Shad_tr26524_c0_g2_i1.p1	Chfl_DN26152_c0_g1_i1.p1
OG0000184	Shad_tr82050_c0_g1_i1.p1, Shad_tr40890_c1_g1_i6.p1, Shad_tr20300_c0_g1_i1.p1	Chfl_DN5293_c0_g1_i1.p1
OG0000185	Shad_tr46667_c0_g1_i5.p1, Shad_tr10980_c0_g1_i14.p1	Chfl_DN1980_c0_g1_i3.p1
OG0000190	Shad_tr176_c0_g1_i1.p2	Chfl_DN184_c0_g1_i1.p1
OG0000195	Shad_tr11151_c1_g1_i11.p1	Chfl_DN1513_c0_g1_i1.p1
OG0000196	Shad_tr36715_c0_g2_i1.p1, Shad_tr45356_c0_g1_i1.p1, Shad_tr36715_c0_g3_i1.p1, Shad_tr30398_c1_g1_i4.p1, Shad_tr30140_c0_g1_i5.p1, Shad_tr7066_c1_g2_i1.p1	Chfl_DN1343_c0_g1_i3.p1, Chfl_DN1818_c0_g2_i1.p1
OG0000205	Shad_tr53_c0_g1_i1.p1, Shad_tr12406_c1_g1_i1.p1, Shad_tr14046_c0_g1_i1.p1, Shad_tr28269_c2_g1_i1.p1, Shad_tr28269_c0_g2_i3.p1, Shad_tr28269_c0_g1_i3.p1	Chfl_DN20176_c0_g2_i1.p1, Chfl_DN11853_c0_g1_i2.p1
OG0000206	Shad_tr28399_c0_g1_i3.p1	Chfl_DN3883_c0_g1_i5.p1
OG0000208	Shad_tr1253_c7_g1_i2.p1, Shad_tr96_c1_g1_i3.p1, Shad_tr21437_c0_g1_i1.p1	Chfl_DN28621_c0_g1_i1.p1, Chfl_DN26592_c0_g1_i1.p1, Chfl_DN20146_c0_g2_i1.p1
OG0000209	Shad_tr2280_c0_g1_i1.p1	Chfl_DN1384_c0_g1_i1.p1
OG0000209	Shad_tr8517_c0_g2_i10.p1	Chfl_DN18547_c0_g1_i1.p1
OG0000209	Shad_tr5570_c0_g2_i1.p1	Chfl_DN705_c2_g1_i2.p1
OG0000211	Shad_tr17687_c0_g1_i4.p1	Chfl_DN5150_c0_g2_i1.p1
OG0000211	Shad_tr38343_c1_g1_i4.p1, Shad_tr41107_c0_g1_i1.p1	Chfl_DN1715_c0_g1_i1.p1
OG0000213	Shad_tr13626_c0_g1_i7.p1	Chfl_DN1606_c0_g1_i3.p1, Chfl_DN10319_c0_g2_i1.p1, Chfl_DN4128_c0_g1_i1.p1, Chfl_DN7375_c0_g2_i2.p1, Chfl_DN28528_c0_g1_i1.p1
OG0000215	Shad_tr15621_c0_g1_i1.p1	Chfl_DN8767_c0_g1_i1.p1
OG0000215	Shad_tr32033_c0_g1_i10.p1	Chfl_DN13633_c0_g1_i1.p1
OG0000216	Shad_tr57_c0_g1_i3.p1, Shad_tr85532_c0_g1_i1.p1	Chfl_DN428_c0_g1_i1.p1
OG0000216	Shad_tr88102_c0_g1_i1.p1	Chfl_DN3725_c0_g2_i1.p1
OG0000223	Shad_tr53643_c0_g2_i1.p1, Shad_tr11405_c0_g1_i10.p1, Shad_tr28060_c0_g1_i1.p1, Shad_tr16106_c2_g1_i1.p1, Shad_tr1864_c1_g1_i6.p1, Shad_tr13132_c0_g1_i2.p1, Shad_tr16106_c1_g1_i2.p1, Shad_tr21360_c2_g1_i1.p1, Shad_tr12934_c0_g1_i1.p1, Shad_tr7252_c3_g1_i1.p1	Chfl_DN18027_c0_g2_i1.p1
OG0000230	Shad_tr52766_c0_g2_i1.p1, Shad_tr32392_c0_g2_i1.p1, Shad_tr57277_c0_g1_i1.p1, Shad_tr48191_c0_g2_i1.p1, Shad_tr70791_c0_g1_i1.p1, Shad_tr24849_c0_g2_i1.p1	Chfl_DN6988_c0_g3_i1.p1
OG0000233	Shad_tr32646_c0_g3_i1.p1, Shad_tr44256_c0_g1_i1.p1, Shad_tr12387_c0_g1_i1.p1, Shad_tr1396_c1_g1_i5.p1, Shad_tr32646_c0_g1_i3.p1, Shad_tr11782_c0_g1_i3.p1	Chfl_DN3267_c0_g1_i1.p1, Chfl_DN19191_c0_g1_i1.p1
OG0000234	Shad_tr1309_c0_g1_i3.p1, Shad_tr1309_c0_g3_i2.p1, Shad_tr8898_c0_g1_i2.p5, Shad_tr8898_c1_g3_i3.p1, Shad_tr52510_c0_g1_i1.p1, Shad_tr8898_c1_g2_i1.p1	Chfl_DN2823_c0_g1_i2.p1
OG0000237	Shad_tr8737_c2_g1_i1.p1	Chfl_DN682_c0_g1_i2.p1
OG0000238	Shad_tr49834_c0_g1_i1.p1	Chfl_DN2511_c0_g1_i10.p1
OG0000239	Shad_tr30713_c0_g1_i1.p1, Shad_tr9099_c1_g1_i2.p1, Shad_tr10650_c1_g3_i1.p1, Shad_tr21067_c0_g1_i1.p1, Shad_tr10829_c0_g3_i1.p1, Shad_tr20111_c0_g1_i2.p1	Chfl_DN2953_c0_g2_i4.p1
OG0000241	Shad_tr867_c0_g1_i2.p1	Chfl_DN5734_c0_g1_i1.p1, Chfl_DN15107_c0_g4_i1.p1
OG0000241	Shad_tr53181_c1_g1_i2.p1	Chfl_DN21370_c0_g1_i1.p1
OG0000241	Shad_tr34169_c0_g1_i2.p2	Chfl_DN13670_c0_g3_i1.p1
OG0000241	Shad_tr56091_c0_g1_i1.p1	Chfl_DN8746_c0_g3_i1.p1, Chfl_DN6897_c0_g1_i1.p1
OG0000241	Shad_tr5950_c1_g1_i10.p1	Chfl_DN14540_c0_g3_i1.p1
OG0000246	Shad_tr78866_c0_g1_i1.p1	Chfl_DN26330_c0_g1_i1.p1
OG0000247	Shad_tr15646_c0_g1_i19.p1	Chfl_DN3356_c0_g1_i1.p1
OG0000247	Shad_tr5388_c1_g1_i4.p1	Chfl_DN17183_c0_g1_i1.p1
OG0000247	Shad_tr7440_c0_g2_i2.p1	Chfl_DN1682_c0_g1_i1.p1
OG0000247	Shad_tr6791_c0_g1_i26.p1	Chfl_DN1142_c0_g1_i9.p1
OG0000249	Shad_tr8509_c0_g1_i13.p1, Shad_tr6523_c2_g1_i6.p1	Chfl_DN14452_c0_g1_i1.p1
OG0000249	Shad_tr4473_c1_g2_i1.p1	Chfl_DN7557_c0_g2_i1.p1
OG0000250	Shad_tr95_c3_g1_i4.p1, Shad_tr2043_c0_g2_i1.p1, Shad_tr3098_c0_g1_i1.p1	Chfl_DN18_c0_g3_i2.p1
OG0000250	Shad_tr47664_c0_g1_i1.p1, Shad_tr1085_c0_g1_i1.p1, Shad_tr17836_c0_g1_i3.p1	Chfl_DN18_c0_g1_i1.p1
OG0000251	Shad_tr11206_c2_g1_i2.p1	Chfl_DN143_c0_g2_i3.p1
OG0000255	Shad_tr2916_c8_g1_i1.p1, Shad_tr13029_c3_g1_i1.p1, Shad_tr5371_c0_g1_i1.p1, Shad_tr44706_c0_g4_i1.p1, Shad_tr78336_c0_g1_i1.p1, Shad_tr13953_c1_g2_i1.p1, Shad_tr27651_c0_g1_i2.p1, Shad_tr27651_c0_g2_i3.p1	Chfl_DN2653_c0_g1_i3.p1
OG0000260	Shad_tr1344_c21_g1_i1.p1, Shad_tr19742_c0_g1_i4.p1, Shad_tr6806_c0_g2_i2.p1	Chfl_DN19147_c0_g1_i1.p1, Chfl_DN16954_c0_g2_i1.p1
OG0000260	Shad_tr25649_c1_g1_i1.p1, Shad_tr25649_c0_g3_i1.p1, Shad_tr25649_c0_g1_i2.p1	Chfl_DN16954_c0_g4_i1.p1
OG0000266	Shad_tr1940_c7_g1_i2.p1, Shad_tr10787_c0_g1_i5.p1, Shad_tr10787_c0_g2_i1.p1, Shad_tr980_c4_g1_i1.p1	Chfl_DN6494_c1_g1_i1.p1
OG0000267	Shad_tr25714_c0_g2_i1.p1	Chfl_DN20513_c0_g1_i1.p1
OG0000269	Shad_tr30186_c0_g2_i1.p1	Chfl_DN9895_c0_g2_i1.p1
OG0000270	Shad_tr101923_c0_g1_i1.p1, Shad_tr42128_c0_g1_i1.p1, Shad_tr95005_c0_g1_i1.p1, Shad_tr7218_c1_g1_i6.p1, Shad_tr5204_c5_g1_i1.p1	Chfl_DN787_c0_g1_i2.p1
OG0000272	Shad_tr21749_c0_g1_i1.p1	Chfl_DN3360_c0_g1_i10.p1, Chfl_DN20503_c0_g1_i1.p1, Chfl_DN8565_c0_g2_i1.p1
OG0000273	Shad_tr4873_c1_g2_i2.p1, Shad_tr114530_c0_g1_i1.p1, Shad_tr12412_c0_g1_i13.p1, Shad_tr25051_c0_g1_i1.p1, Shad_tr4165_c0_g4_i1.p1, Shad_tr1767_c2_g1_i2.p1, Shad_tr36924_c1_g1_i1.p1, Shad_tr9939_c0_g3_i1.p1, Shad_tr9939_c0_g1_i2.p1, Shad_tr23314_c0_g1_i16.p1	Chfl_DN976_c0_g2_i1.p1
OG0000276	Shad_tr41933_c0_g1_i1.p1, Shad_tr33555_c0_g1_i3.p1, Shad_tr34863_c0_g1_i1.p1, Shad_tr104364_c0_g1_i1.p1, Shad_tr10526_c0_g1_i10.p1, Shad_tr6854_c3_g1_i10.p1	Chfl_DN20599_c0_g1_i2.p1, Chfl_DN12009_c0_g1_i1.p1, Chfl_DN3447_c0_g1_i1.p1
OG0000279	Shad_tr29895_c2_g1_i2.p1, Shad_tr4251_c0_g1_i7.p1, Shad_tr42720_c0_g1_i1.p1, Shad_tr11109_c3_g1_i1.p1, Shad_tr5061_c0_g1_i3.p1, Shad_tr1198_c7_g1_i1.p1	Chfl_DN1883_c0_g1_i1.p1, Chfl_DN19368_c0_g1_i1.p1
OG0000282	Shad_tr5561_c0_g1_i1.p1, Shad_tr13562_c0_g1_i1.p1	Chfl_DN8618_c0_g1_i1.p1
OG0000283	Shad_tr16989_c1_g1_i1.p1	Chfl_DN23127_c0_g1_i1.p1
OG0000285	Shad_tr74863_c0_g1_i1.p1, Shad_tr2101_c2_g1_i11.p1, Shad_tr7309_c0_g1_i26.p1	Chfl_DN1400_c0_g1_i1.p1
OG0000285	Shad_tr6082_c2_g1_i1.p1, Shad_tr40680_c2_g3_i1.p1	Chfl_DN2790_c0_g1_i1.p1, Chfl_DN2790_c0_g2_i1.p1
OG0000286	Shad_tr6987_c0_g1_i2.p1, Shad_tr10907_c0_g1_i4.p1, Shad_tr16412_c0_g1_i1.p1, Shad_tr2443_c1_g1_i2.p1	Chfl_DN4166_c0_g1_i1.p1, Chfl_DN4624_c0_g1_i1.p1
OG0000288	Shad_tr12222_c0_g1_i1.p1	Chfl_DN413_c0_g1_i4.p1
OG0000288	Shad_tr5957_c0_g1_i6.p1	Chfl_DN11815_c0_g1_i1.p1
OG0000288	Shad_tr8595_c0_g1_i7.p1	Chfl_DN681_c0_g1_i6.p1
OG0000289	Shad_tr6167_c1_g1_i11.p1	Chfl_DN21493_c0_g1_i1.p1
OG0000289	Shad_tr19300_c2_g1_i2.p1	Chfl_DN15309_c0_g2_i3.p1
OG0000289	Shad_tr10266_c4_g1_i1.p1	Chfl_DN1435_c0_g1_i2.p1
OG0000289	Shad_tr3289_c2_g1_i1.p1	Chfl_DN9461_c0_g1_i4.p1
OG0000290	Shad_tr10806_c0_g1_i4.p1, Shad_tr23982_c0_g2_i2.p1, Shad_tr33354_c0_g1_i1.p1	Chfl_DN4434_c1_g1_i1.p1, Chfl_DN2832_c0_g1_i6.p1
OG0000290	Shad_tr8751_c0_g1_i1.p1, Shad_tr21111_c0_g1_i2.p1, Shad_tr1933_c3_g1_i5.p1	Chfl_DN5127_c1_g1_i1.p1
OG0000291	Shad_tr11312_c1_g1_i1.p1, Shad_tr22712_c2_g2_i1.p1, Shad_tr11068_c0_g1_i23.p1, Shad_tr11068_c2_g1_i1.p1, Shad_tr22712_c2_g1_i1.p1	Chfl_DN27809_c0_g1_i1.p1
OG0000292	Shad_tr10847_c2_g1_i4.p1, Shad_tr12766_c0_g1_i19.p1	Chfl_DN2859_c0_g2_i2.p1, Chfl_DN3435_c0_g3_i1.p1, Chfl_DN94_c0_g2_i2.p1
OG0000293	Shad_tr1443_c1_g1_i1.p1	Chfl_DN1783_c3_g1_i1.p1
OG0000293	Shad_tr3395_c0_g1_i2.p1	Chfl_DN1082_c0_g1_i1.p1
OG0000294	Shad_tr21421_c0_g1_i1.p1	Chfl_DN3550_c0_g1_i1.p1, Chfl_DN26372_c0_g1_i1.p1
OG0000297	Shad_tr6452_c0_g1_i1.p1, Shad_tr14374_c0_g1_i2.p1, Shad_tr14374_c0_g2_i3.p1, Shad_tr10867_c1_g1_i3.p1, Shad_tr6370_c0_g1_i2.p1, Shad_tr18554_c0_g2_i5.p1	Chfl_DN21807_c0_g1_i3.p1, Chfl_DN21048_c0_g1_i1.p1
OG0000303	Shad_tr2258_c0_g2_i1.p1, Shad_tr52307_c0_g1_i1.p1, Shad_tr2258_c0_g1_i2.p1, Shad_tr10513_c1_g1_i5.p1	Chfl_DN11831_c0_g1_i1.p1
OG0000303	Shad_tr7747_c1_g1_i1.p1	Chfl_DN22320_c0_g1_i1.p1
OG0000305	Shad_tr2263_c5_g1_i1.p1	Chfl_DN4908_c0_g1_i1.p1
OG0000307	Shad_tr58909_c0_g1_i1.p1, Shad_tr50305_c0_g1_i1.p1	Chfl_DN8679_c0_g1_i1.p1
OG0000307	Shad_tr72084_c0_g1_i1.p1	Chfl_DN705_c1_g2_i1.p1
OG0000307	Shad_tr76660_c0_g1_i1.p1	Chfl_DN23533_c0_g1_i2.p1
OG0000308	Shad_tr12982_c0_g1_i1.p1, Shad_tr6772_c1_g1_i1.p1, Shad_tr6772_c0_g1_i1.p1	Chfl_DN1137_c0_g2_i1.p1
OG0000312	Shad_tr22428_c1_g1_i1.p1, Shad_tr22428_c1_g2_i6.p1, Shad_tr77985_c0_g1_i1.p1	Chfl_DN11031_c0_g1_i3.p1
OG0000313	Shad_tr24173_c0_g3_i1.p1, Shad_tr1710_c0_g2_i1.p1	Chfl_DN20870_c0_g1_i1.p1
OG0000313	Shad_tr8479_c0_g1_i16.p1, Shad_tr12093_c0_g1_i16.p1	Chfl_DN22409_c0_g1_i1.p1
OG0000314	Shad_tr17888_c1_g2_i3.p1, Shad_tr74618_c0_g1_i1.p1, Shad_tr30820_c0_g1_i1.p2, Shad_tr35451_c0_g1_i1.p1, Shad_tr25557_c1_g1_i3.p1, Shad_tr78455_c0_g1_i1.p1, Shad_tr52766_c0_g1_i1.p1	Chfl_DN25652_c0_g1_i1.p1
OG0000315	Shad_tr4182_c0_g1_i1.p1, Shad_tr27804_c0_g1_i7.p1, Shad_tr8876_c0_g1_i5.p1, Shad_tr6258_c0_g1_i2.p1, Shad_tr51248_c0_g1_i1.p1	Chfl_DN675_c0_g1_i1.p1
OG0000316	Shad_tr8698_c0_g1_i2.p1	Chfl_DN697_c0_g1_i8.p1
OG0000316	Shad_tr735_c2_g1_i1.p1	Chfl_DN6110_c0_g1_i1.p1
OG0000319	Shad_tr698_c0_g1_i2.p1	Chfl_DN314_c0_g1_i3.p1
OG0000319	Shad_tr1572_c0_g1_i5.p1	Chfl_DN349_c0_g2_i1.p1, Chfl_DN283_c0_g1_i4.p1
OG0000321	Shad_tr69500_c0_g1_i1.p1	Chfl_DN26766_c0_g1_i1.p1
OG0000321	Shad_tr23556_c0_g1_i1.p1, Shad_tr27156_c2_g1_i4.p1	Chfl_DN26775_c0_g1_i1.p1
OG0000324	Shad_tr57293_c0_g1_i1.p1, Shad_tr66988_c0_g1_i1.p1, Shad_tr16407_c2_g1_i1.p1, Shad_tr100939_c0_g1_i2.p1	Chfl_DN3904_c0_g2_i1.p1
OG0000326	Shad_tr341_c5_g1_i4.p1	Chfl_DN6531_c0_g1_i1.p1
OG0000326	Shad_tr18236_c4_g1_i1.p1	Chfl_DN1515_c0_g1_i5.p1
OG0000333	Shad_tr104849_c0_g1_i1.p1, Shad_tr15370_c0_g1_i12.p1, Shad_tr38049_c0_g1_i1.p2	Chfl_DN10412_c0_g1_i1.p1
OG0000333	Shad_tr83828_c0_g1_i1.p1	Chfl_DN3294_c0_g1_i1.p1, Chfl_DN10412_c0_g3_i1.p1
OG0000333	Shad_tr82737_c0_g1_i1.p1	Chfl_DN16483_c0_g5_i1.p1
OG0000334	Shad_tr14454_c0_g1_i4.p1, Shad_tr22645_c0_g1_i4.p1, Shad_tr42952_c0_g1_i1.p1, Shad_tr15386_c0_g1_i3.p1	Chfl_DN7693_c0_g1_i1.p1
OG0000334	Shad_tr41435_c1_g2_i1.p1	Chfl_DN3587_c0_g1_i2.p1
OG0000335	Shad_tr274_c0_g2_i1.p1, Shad_tr7761_c4_g1_i1.p1, Shad_tr7761_c1_g1_i12.p1	Chfl_DN5287_c0_g1_i1.p1
OG0000342	Shad_tr46954_c0_g1_i1.p1, Shad_tr11939_c0_g1_i4.p1, Shad_tr28969_c2_g1_i1.p1, Shad_tr42007_c0_g1_i1.p1, Shad_tr85226_c0_g1_i1.p1	Chfl_DN1745_c0_g1_i1.p1, Chfl_DN1462_c0_g1_i1.p1
OG0000343	Shad_tr5802_c0_g1_i4.p1	Chfl_DN6690_c0_g2_i1.p1, Chfl_DN6690_c0_g1_i1.p1
OG0000344	Shad_tr8248_c2_g1_i5.p1	Chfl_DN1298_c0_g1_i2.p1
OG0000345	Shad_tr59009_c0_g1_i1.p1	Chfl_DN3032_c0_g1_i1.p1
OG0000347	Shad_tr31835_c0_g1_i3.p1, Shad_tr31835_c0_g3_i1.p1	Chfl_DN32_c0_g1_i4.p1
OG0000351	Shad_tr15503_c0_g1_i1.p1, Shad_tr442_c0_g1_i16.p1, Shad_tr86918_c0_g1_i1.p1, Shad_tr442_c6_g1_i2.p1	Chfl_DN5293_c0_g2_i1.p1, Chfl_DN1281_c0_g1_i9.p1, Chfl_DN1281_c1_g2_i1.p1
OG0000353	Shad_tr8196_c3_g1_i1.p1	Chfl_DN10553_c0_g1_i1.p1
OG0000353	Shad_tr6663_c4_g1_i1.p1	Chfl_DN10553_c0_g3_i1.p1
OG0000355	Shad_tr19424_c0_g2_i1.p1	Chfl_DN12016_c0_g1_i1.p1
OG0000355	Shad_tr43219_c0_g1_i1.p1	Chfl_DN12016_c0_g2_i1.p1
OG0000358	Shad_tr6956_c0_g2_i5.p1	Chfl_DN26837_c0_g1_i1.p1
OG0000358	Shad_tr238_c16_g1_i4.p1	Chfl_DN13537_c0_g1_i1.p1
OG0000358	Shad_tr11393_c0_g1_i3.p1, Shad_tr11792_c0_g3_i2.p1, Shad_tr16494_c0_g1_i4.p1, Shad_tr398_c0_g2_i4.p1	Chfl_DN13537_c0_g2_i1.p1
OG0000359	Shad_tr24620_c0_g1_i3.p1, Shad_tr6006_c0_g2_i1.p1, Shad_tr17204_c0_g5_i1.p1, Shad_tr8664_c0_g2_i1.p1, Shad_tr8664_c0_g1_i14.p1, Shad_tr23597_c1_g1_i1.p1, Shad_tr5501_c0_g1_i1.p1	Chfl_DN3661_c0_g1_i1.p1, Chfl_DN12976_c0_g1_i2.p1
OG0000361	Shad_tr3507_c1_g1_i5.p1	Chfl_DN3200_c0_g1_i2.p1
OG0000361	Shad_tr22851_c1_g1_i1.p1, Shad_tr193_c0_g1_i26.p1	Chfl_DN386_c0_g1_i1.p1
OG0000362	Shad_tr26572_c0_g1_i1.p1, Shad_tr1435_c4_g1_i5.p1	Chfl_DN9572_c0_g1_i15.p1
OG0000362	Shad_tr9733_c0_g1_i7.p1	Chfl_DN4630_c0_g2_i1.p1
OG0000362	Shad_tr4657_c0_g1_i2.p1	Chfl_DN2584_c0_g1_i1.p1, Chfl_DN3243_c1_g1_i14.p1
OG0000364	Shad_tr47051_c0_g1_i2.p1, Shad_tr0_c27_g1_i2.p1, Shad_tr156_c0_g1_i4.p1	Chfl_DN26461_c0_g1_i1.p1, Chfl_DN579_c0_g1_i1.p1
OG0000367	Shad_tr22371_c1_g1_i1.p1, Shad_tr22371_c1_g2_i2.p2, Shad_tr97576_c0_g1_i1.p1	Chfl_DN2592_c0_g1_i3.p1
OG0000367	Shad_tr3_c0_g1_i15.p1	Chfl_DN2518_c0_g1_i3.p1
OG0000367	Shad_tr93006_c0_g1_i1.p1	Chfl_DN8110_c0_g1_i1.p1
OG0000369	Shad_tr31733_c1_g2_i2.p1	Chfl_DN16656_c0_g1_i1.p1
OG0000372	Shad_tr36142_c0_g1_i1.p1	Chfl_DN3762_c0_g1_i2.p1
OG0000372	Shad_tr48684_c0_g1_i1.p1	Chfl_DN6267_c0_g1_i1.p1
OG0000380	Shad_tr27585_c1_g1_i1.p1	Chfl_DN9119_c0_g1_i1.p1
OG0000380	Shad_tr24617_c0_g1_i1.p1	Chfl_DN2431_c0_g2_i9.p1
OG0000382	Shad_tr1970_c0_g3_i1.p1, Shad_tr14022_c2_g1_i2.p1, Shad_tr10771_c2_g2_i4.p1	Chfl_DN10390_c0_g1_i3.p1, Chfl_DN6445_c0_g1_i2.p1
OG0000383	Shad_tr5870_c0_g1_i1.p1	Chfl_DN23096_c0_g1_i1.p1
OG0000383	Shad_tr96621_c0_g1_i1.p1	Chfl_DN25775_c0_g1_i1.p1, Chfl_DN4548_c0_g1_i1.p1, Chfl_DN8527_c0_g1_i1.p1, Chfl_DN3171_c0_g1_i1.p1, Chfl_DN26234_c0_g1_i1.p1
OG0000384	Shad_tr28516_c0_g1_i1.p1, Shad_tr28516_c1_g1_i1.p1	Chfl_DN14160_c0_g1_i1.p1, Chfl_DN5092_c0_g1_i2.p1
