Orthogroup	Stichodactyla_haddoni_longest_pep	Cyanea_capillata_longest_pep
OG0000116	Shad_tr19520_c4_g1_i4.p1, Shad_tr1348_c0_g1_i1.p1, Shad_tr27814_c0_g1_i1.p1, Shad_tr19520_c1_g2_i1.p1, Shad_tr15127_c4_g1_i1.p1, Shad_tr15243_c0_g1_i1.p1, Shad_tr15243_c0_g2_i2.p1, Shad_tr32231_c4_g1_i1.p1, Shad_tr36296_c2_g2_i1.p1, Shad_tr22556_c0_g1_i2.p1, Shad_tr209_c0_g1_i18.p1, Shad_tr57328_c0_g1_i1.p1, Shad_tr44805_c0_g1_i1.p1, Shad_tr15311_c0_g1_i1.p1, Shad_tr39993_c0_g1_i1.p1, Shad_tr8585_c0_g1_i6.p1	Cyca_DN15135_c0_g1_i2.p1, Cyca_DN1719_c0_g1_i1.p1
OG0000121	Shad_tr101018_c0_g1_i1.p1, Shad_tr16627_c0_g1_i1.p1, Shad_tr15671_c0_g1_i1.p1, Shad_tr2679_c1_g1_i10.p1, Shad_tr40444_c0_g1_i1.p1, Shad_tr460_c0_g2_i1.p1	Cyca_DN2001_c0_g1_i1.p1
OG0000124	Shad_tr85057_c0_g1_i1.p1, Shad_tr66479_c0_g1_i1.p1, Shad_tr27511_c0_g1_i4.p1, Shad_tr77278_c0_g1_i1.p1, Shad_tr71811_c0_g1_i1.p1, Shad_tr41752_c0_g1_i1.p1, Shad_tr50073_c0_g1_i1.p1	Cyca_DN17403_c0_g1_i2.p1
OG0000125	Shad_tr3940_c3_g1_i1.p1, Shad_tr44636_c0_g2_i3.p1	Cyca_DN1491_c0_g1_i2.p1
OG0000125	Shad_tr13427_c0_g1_i1.p1, Shad_tr13262_c0_g1_i2.p1, Shad_tr11762_c1_g3_i1.p1	Cyca_DN307_c0_g2_i1.p1
OG0000126	Shad_tr13847_c0_g2_i1.p1	Cyca_DN16886_c0_g1_i1.p1
OG0000126	Shad_tr16440_c0_g1_i2.p1	Cyca_DN12083_c0_g2_i2.p1
OG0000128	Shad_tr10919_c0_g2_i1.p1	Cyca_DN11384_c0_g1_i1.p1
OG0000128	Shad_tr58810_c0_g1_i2.p1, Shad_tr21917_c1_g1_i3.p1	Cyca_DN1725_c0_g1_i2.p1
OG0000128	Shad_tr26945_c0_g1_i3.p1, Shad_tr25732_c0_g1_i1.p1	Cyca_DN27027_c0_g1_i1.p1
OG0000132	Shad_tr20044_c0_g1_i7.p1	Cyca_DN20106_c0_g1_i1.p1, Cyca_DN3010_c0_g1_i1.p1
OG0000132	Shad_tr4879_c0_g1_i12.p1, Shad_tr69055_c0_g1_i1.p1, Shad_tr41042_c0_g2_i1.p1, Shad_tr8828_c4_g1_i1.p1, Shad_tr13752_c0_g2_i3.p1, Shad_tr6461_c0_g1_i4.p1	Cyca_DN13908_c0_g1_i1.p1, Cyca_DN8802_c0_g1_i1.p1
OG0000133	Shad_tr20963_c1_g1_i1.p1, Shad_tr20963_c0_g2_i1.p2, Shad_tr20963_c0_g1_i5.p1, Shad_tr32735_c1_g1_i15.p1, Shad_tr1498_c7_g1_i1.p1, Shad_tr113914_c0_g1_i1.p1, Shad_tr27012_c1_g1_i2.p1, Shad_tr113952_c0_g1_i1.p1	Cyca_DN10584_c0_g1_i1.p1
OG0000135	Shad_tr82871_c0_g1_i1.p1, Shad_tr13035_c4_g1_i2.p1	Cyca_DN20803_c0_g1_i2.p1
OG0000138	Shad_tr681_c0_g1_i2.p1	Cyca_DN3671_c0_g1_i1.p1
OG0000138	Shad_tr1339_c2_g1_i1.p1	Cyca_DN4671_c0_g1_i2.p1
OG0000138	Shad_tr5222_c0_g1_i3.p2	Cyca_DN28007_c0_g1_i1.p1
OG0000138	Shad_tr98_c0_g1_i3.p1	Cyca_DN1775_c0_g1_i2.p1
OG0000139	Shad_tr46634_c0_g1_i1.p2	Cyca_DN18304_c0_g1_i1.p1
OG0000141	Shad_tr28110_c0_g1_i13.p1, Shad_tr14223_c1_g1_i11.p1	Cyca_DN24219_c0_g1_i1.p1
OG0000143	Shad_tr78296_c0_g1_i1.p1, Shad_tr94048_c0_g1_i1.p1	Cyca_DN22883_c0_g1_i1.p1
OG0000145	Shad_tr65125_c0_g1_i1.p1, Shad_tr24767_c0_g3_i1.p1	Cyca_DN26897_c0_g1_i1.p1
OG0000145	Shad_tr81020_c0_g1_i1.p1	Cyca_DN2632_c1_g1_i1.p1
OG0000146	Shad_tr7772_c0_g1_i2.p1	Cyca_DN30665_c0_g1_i1.p1
OG0000147	Shad_tr1000_c0_g1_i4.p1	Cyca_DN394_c0_g1_i2.p1
OG0000147	Shad_tr41596_c0_g1_i2.p1	Cyca_DN24665_c0_g1_i1.p1
OG0000147	Shad_tr1019_c3_g1_i8.p1	Cyca_DN4579_c0_g1_i2.p1
OG0000149	Shad_tr7624_c0_g1_i1.p1, Shad_tr26608_c0_g1_i2.p1	Cyca_DN1844_c0_g1_i2.p1
OG0000156	Shad_tr1090_c1_g1_i2.p1	Cyca_DN372_c0_g1_i1.p1, Cyca_DN372_c0_g2_i1.p1, Cyca_DN372_c0_g3_i1.p1
OG0000156	Shad_tr5175_c0_g1_i12.p1, Shad_tr15357_c2_g1_i2.p1	Cyca_DN5782_c0_g1_i1.p1
OG0000156	Shad_tr23275_c0_g1_i14.p1	Cyca_DN13739_c0_g3_i1.p1
OG0000157	Shad_tr24325_c1_g1_i4.p1	Cyca_DN8539_c0_g2_i2.p1
OG0000157	Shad_tr12189_c0_g1_i10.p1, Shad_tr14964_c0_g1_i3.p1	Cyca_DN22232_c0_g1_i1.p1
OG0000158	Shad_tr27039_c0_g2_i1.p1, Shad_tr5406_c0_g2_i1.p1, Shad_tr27039_c0_g1_i1.p1, Shad_tr27039_c0_g3_i1.p1, Shad_tr81456_c0_g1_i1.p1, Shad_tr57_c9_g1_i2.p1, Shad_tr45016_c0_g3_i2.p1, Shad_tr32268_c1_g1_i4.p1, Shad_tr45016_c0_g1_i5.p1, Shad_tr1953_c0_g2_i6.p1	Cyca_DN18330_c0_g1_i1.p1
OG0000159	Shad_tr100981_c0_g1_i1.p1, Shad_tr47445_c0_g1_i1.p1	Cyca_DN14071_c0_g1_i1.p1
OG0000159	Shad_tr3696_c0_g1_i20.p1	Cyca_DN23642_c0_g1_i1.p1
OG0000160	Shad_tr8961_c0_g1_i16.p1, Shad_tr8961_c1_g1_i1.p1	Cyca_DN19000_c0_g2_i6.p1
OG0000160	Shad_tr3792_c0_g1_i1.p1	Cyca_DN31379_c0_g1_i1.p1, Cyca_DN3664_c0_g1_i1.p1, Cyca_DN1276_c0_g1_i1.p1, Cyca_DN25104_c0_g2_i1.p1
OG0000161	Shad_tr34981_c2_g1_i1.p1, Shad_tr60214_c0_g1_i1.p1, Shad_tr28310_c0_g1_i3.p1, Shad_tr8790_c0_g3_i1.p1, Shad_tr52661_c1_g1_i1.p1, Shad_tr67943_c0_g1_i1.p1, Shad_tr98978_c0_g1_i1.p1, Shad_tr66183_c0_g1_i1.p1, Shad_tr14609_c0_g1_i14.p1, Shad_tr15240_c3_g1_i7.p1, Shad_tr79950_c0_g1_i1.p1, Shad_tr21885_c1_g1_i9.p1, Shad_tr12277_c0_g1_i12.p1, Shad_tr21885_c2_g2_i1.p1, Shad_tr29607_c2_g3_i1.p1, Shad_tr23572_c0_g2_i1.p1	Cyca_DN17375_c1_g1_i1.p1
OG0000163	Shad_tr4385_c0_g1_i4.p1	Cyca_DN11008_c0_g1_i1.p1
OG0000164	Shad_tr2664_c3_g1_i10.p1, Shad_tr35674_c0_g1_i3.p1	Cyca_DN13855_c0_g1_i1.p1
OG0000166	Shad_tr7368_c0_g1_i2.p1, Shad_tr24612_c0_g1_i3.p1, Shad_tr21918_c0_g1_i1.p1, Shad_tr9952_c0_g1_i8.p1	Cyca_DN5639_c0_g1_i7.p1, Cyca_DN3815_c0_g1_i1.p1, Cyca_DN3037_c0_g1_i1.p1, Cyca_DN4662_c0_g1_i2.p1, Cyca_DN1674_c0_g2_i1.p1, Cyca_DN1674_c0_g1_i2.p1
OG0000170	Shad_tr5736_c0_g1_i18.p2, Shad_tr39261_c0_g1_i1.p2	Cyca_DN30663_c0_g1_i2.p1
OG0000170	Shad_tr89158_c0_g1_i1.p1	Cyca_DN6603_c0_g1_i1.p1
OG0000175	Shad_tr24403_c0_g1_i14.p1, Shad_tr779_c2_g2_i2.p1, Shad_tr49067_c0_g1_i1.p1, Shad_tr5017_c5_g1_i3.p1	Cyca_DN1112_c0_g2_i1.p1, Cyca_DN3480_c0_g1_i1.p1
OG0000176	Shad_tr64875_c0_g1_i1.p1, Shad_tr93380_c0_g1_i1.p1, Shad_tr25571_c2_g2_i5.p1, Shad_tr15961_c0_g1_i5.p1, Shad_tr34872_c0_g1_i1.p1, Shad_tr15961_c0_g2_i1.p1	Cyca_DN19458_c0_g1_i1.p1, Cyca_DN19535_c0_g1_i1.p1, Cyca_DN19535_c0_g2_i2.p1
OG0000178	Shad_tr3910_c0_g1_i1.p1, Shad_tr3910_c0_g2_i2.p1, Shad_tr10572_c1_g1_i2.p1, Shad_tr10572_c4_g1_i6.p1, Shad_tr3778_c0_g1_i17.p1, Shad_tr15730_c0_g1_i3.p1	Cyca_DN15404_c1_g2_i1.p1
OG0000180	Shad_tr17842_c0_g2_i2.p1	Cyca_DN7585_c0_g2_i4.p1
OG0000180	Shad_tr37049_c3_g1_i1.p1, Shad_tr5964_c0_g1_i4.p1	Cyca_DN7585_c0_g1_i2.p1
OG0000181	Shad_tr10460_c0_g1_i2.p1	Cyca_DN12409_c0_g4_i1.p1
OG0000185	Shad_tr16070_c1_g1_i2.p1	Cyca_DN2621_c0_g2_i1.p1
OG0000185	Shad_tr8554_c4_g1_i1.p1, Shad_tr13146_c0_g1_i1.p1	Cyca_DN34408_c0_g1_i1.p1
OG0000190	Shad_tr176_c0_g1_i1.p2	Cyca_DN2941_c0_g1_i4.p1
OG0000193	Shad_tr102991_c0_g1_i1.p1	Cyca_DN32449_c0_g1_i2.p1
OG0000195	Shad_tr6200_c3_g1_i2.p1	Cyca_DN3794_c0_g1_i2.p1
OG0000195	Shad_tr11151_c1_g1_i11.p1	Cyca_DN6024_c0_g1_i2.p1
OG0000196	Shad_tr36715_c0_g2_i1.p1, Shad_tr45356_c0_g1_i1.p1, Shad_tr36715_c0_g3_i1.p1, Shad_tr30398_c1_g1_i4.p1, Shad_tr30140_c0_g1_i5.p1, Shad_tr7066_c1_g2_i1.p1	Cyca_DN34078_c0_g1_i1.p1, Cyca_DN28470_c0_g1_i1.p1, Cyca_DN9274_c0_g1_i2.p1, Cyca_DN19061_c0_g1_i1.p1
OG0000204	Shad_tr6942_c0_g1_i1.p1, Shad_tr2694_c1_g1_i10.p1, Shad_tr107631_c0_g1_i1.p1, Shad_tr21271_c0_g2_i5.p1, Shad_tr108686_c0_g1_i1.p1, Shad_tr8940_c2_g1_i1.p1, Shad_tr89436_c0_g1_i1.p1, Shad_tr5768_c0_g2_i1.p1, Shad_tr52205_c0_g1_i1.p1	Cyca_DN8436_c0_g1_i1.p1
OG0000206	Shad_tr31656_c0_g1_i1.p1, Shad_tr1208_c0_g1_i1.p1	Cyca_DN28476_c0_g1_i1.p1
OG0000206	Shad_tr16897_c2_g1_i1.p1	Cyca_DN12291_c3_g2_i2.p1
OG0000206	Shad_tr28399_c0_g1_i3.p1	Cyca_DN23273_c0_g1_i1.p1
OG0000207	Shad_tr67527_c0_g1_i1.p1	Cyca_DN19241_c0_g4_i1.p1
OG0000208	Shad_tr1253_c7_g1_i2.p1, Shad_tr96_c1_g1_i3.p1, Shad_tr21437_c0_g1_i1.p1	Cyca_DN340_c0_g1_i1.p2, Cyca_DN5089_c0_g1_i1.p1, Cyca_DN3837_c0_g1_i1.p2
OG0000209	Shad_tr1725_c0_g1_i11.p1	Cyca_DN22066_c0_g1_i1.p1
OG0000211	Shad_tr17687_c0_g1_i4.p1	Cyca_DN561_c0_g1_i1.p1
OG0000211	Shad_tr11543_c5_g1_i1.p1, Shad_tr18908_c0_g1_i6.p1, Shad_tr26875_c0_g1_i1.p1	Cyca_DN4772_c0_g1_i3.p1
OG0000213	Shad_tr13626_c0_g1_i7.p1	Cyca_DN21477_c0_g2_i2.p1, Cyca_DN21477_c0_g1_i3.p1, Cyca_DN3666_c0_g1_i1.p1, Cyca_DN2279_c0_g1_i3.p1
OG0000215	Shad_tr15621_c0_g1_i1.p1	Cyca_DN805_c0_g1_i2.p1
OG0000215	Shad_tr32033_c0_g1_i10.p1	Cyca_DN33369_c0_g1_i1.p1
OG0000216	Shad_tr57_c0_g1_i3.p1, Shad_tr85532_c0_g1_i1.p1	Cyca_DN10701_c0_g1_i1.p1, Cyca_DN2301_c0_g1_i1.p1
OG0000216	Shad_tr102468_c0_g1_i1.p1, Shad_tr27042_c2_g1_i1.p1	Cyca_DN12948_c0_g2_i1.p1
OG0000216	Shad_tr88102_c0_g1_i1.p1	Cyca_DN371_c0_g2_i2.p1
OG0000233	Shad_tr32646_c0_g3_i1.p1, Shad_tr44256_c0_g1_i1.p1, Shad_tr12387_c0_g1_i1.p1, Shad_tr1396_c1_g1_i5.p1, Shad_tr32646_c0_g1_i3.p1, Shad_tr11782_c0_g1_i3.p1	Cyca_DN1773_c0_g1_i2.p1
OG0000234	Shad_tr1309_c0_g1_i3.p1, Shad_tr1309_c0_g3_i2.p1, Shad_tr8898_c0_g1_i2.p5, Shad_tr8898_c1_g3_i3.p1, Shad_tr52510_c0_g1_i1.p1, Shad_tr8898_c1_g2_i1.p1	Cyca_DN63_c0_g1_i11.p1
OG0000237	Shad_tr8737_c2_g1_i1.p1	Cyca_DN17015_c0_g1_i2.p1
OG0000237	Shad_tr2661_c0_g2_i2.p1, Shad_tr30283_c0_g1_i1.p1, Shad_tr3397_c0_g1_i2.p1	Cyca_DN4407_c0_g2_i2.p1
OG0000237	Shad_tr20319_c0_g1_i4.p1	Cyca_DN17506_c0_g1_i1.p1
OG0000238	Shad_tr49834_c0_g1_i1.p1	Cyca_DN31401_c0_g1_i1.p1
OG0000241	Shad_tr34169_c0_g1_i2.p2, Shad_tr56091_c0_g1_i1.p1, Shad_tr5950_c1_g1_i10.p1	Cyca_DN10114_c0_g1_i1.p1, Cyca_DN19341_c0_g1_i1.p1
OG0000247	Shad_tr15646_c0_g1_i19.p1	Cyca_DN27153_c0_g2_i2.p1, Cyca_DN27153_c0_g1_i4.p1
OG0000247	Shad_tr5388_c1_g1_i4.p1	Cyca_DN13460_c0_g1_i2.p1, Cyca_DN30100_c0_g1_i1.p1
OG0000247	Shad_tr7440_c0_g2_i2.p1	Cyca_DN2150_c0_g1_i6.p1, Cyca_DN29924_c0_g1_i4.p1
OG0000247	Shad_tr6791_c0_g1_i26.p1	Cyca_DN34428_c0_g1_i1.p1
OG0000250	Shad_tr95_c3_g1_i4.p1, Shad_tr2043_c0_g2_i1.p1, Shad_tr3098_c0_g1_i1.p1	Cyca_DN2943_c0_g1_i1.p1
OG0000250	Shad_tr17836_c0_g1_i3.p1	Cyca_DN7241_c0_g1_i6.p1
OG0000251	Shad_tr60801_c0_g1_i1.p1, Shad_tr18349_c0_g1_i1.p1, Shad_tr30725_c1_g3_i1.p1	Cyca_DN8534_c0_g2_i2.p1
OG0000251	Shad_tr11206_c2_g1_i2.p1	Cyca_DN18097_c0_g1_i4.p1
OG0000260	Shad_tr1344_c21_g1_i1.p1, Shad_tr19742_c0_g1_i4.p1, Shad_tr6806_c0_g2_i2.p1	Cyca_DN10739_c0_g1_i2.p1, Cyca_DN9708_c0_g3_i1.p1, Cyca_DN9708_c0_g2_i1.p1
OG0000260	Shad_tr25649_c1_g1_i1.p1, Shad_tr25649_c0_g3_i1.p1, Shad_tr25649_c0_g1_i2.p1	Cyca_DN13731_c0_g1_i1.p1, Cyca_DN21634_c0_g1_i1.p1
OG0000266	Shad_tr32404_c0_g2_i3.p1, Shad_tr32404_c0_g1_i1.p1, Shad_tr2160_c3_g1_i1.p1, Shad_tr8914_c0_g3_i1.p1	Cyca_DN2222_c0_g1_i4.p1
OG0000266	Shad_tr1940_c7_g1_i2.p1, Shad_tr10787_c0_g1_i5.p1, Shad_tr10787_c0_g2_i1.p1, Shad_tr980_c4_g1_i1.p1	Cyca_DN2081_c0_g1_i1.p1, Cyca_DN10074_c0_g1_i1.p1, Cyca_DN10074_c0_g2_i1.p1, Cyca_DN6666_c0_g1_i2.p1
OG0000267	Shad_tr7581_c0_g1_i1.p1, Shad_tr25660_c7_g1_i1.p1	Cyca_DN7058_c0_g1_i5.p1
OG0000269	Shad_tr93810_c0_g1_i1.p1, Shad_tr29454_c0_g1_i2.p1, Shad_tr36727_c2_g1_i1.p1	Cyca_DN11590_c0_g2_i1.p1
OG0000276	Shad_tr41933_c0_g1_i1.p1, Shad_tr33555_c0_g1_i3.p1, Shad_tr34863_c0_g1_i1.p1, Shad_tr104364_c0_g1_i1.p1, Shad_tr10526_c0_g1_i10.p1, Shad_tr6854_c3_g1_i10.p1	Cyca_DN31570_c0_g1_i1.p1
OG0000282	Shad_tr5561_c0_g1_i1.p1, Shad_tr13562_c0_g1_i1.p1	Cyca_DN27180_c0_g1_i1.p1, Cyca_DN16386_c0_g1_i2.p1
OG0000285	Shad_tr74863_c0_g1_i1.p1, Shad_tr2101_c2_g1_i11.p1, Shad_tr7309_c0_g1_i26.p1	Cyca_DN10782_c0_g2_i1.p1, Cyca_DN222_c0_g1_i2.p1
OG0000285	Shad_tr6082_c2_g1_i1.p1, Shad_tr40680_c2_g3_i1.p1	Cyca_DN22280_c0_g1_i1.p1, Cyca_DN2830_c0_g1_i5.p1, Cyca_DN2830_c1_g1_i2.p1
OG0000286	Shad_tr6987_c0_g1_i2.p1, Shad_tr10907_c0_g1_i4.p1, Shad_tr16412_c0_g1_i1.p1, Shad_tr2443_c1_g1_i2.p1	Cyca_DN4643_c0_g2_i1.p1
OG0000288	Shad_tr12222_c0_g1_i1.p1	Cyca_DN19531_c0_g2_i1.p1
OG0000288	Shad_tr8595_c0_g1_i7.p1	Cyca_DN17839_c0_g2_i1.p1
OG0000289	Shad_tr10266_c4_g1_i1.p1	Cyca_DN5962_c0_g3_i1.p1
OG0000290	Shad_tr10806_c0_g1_i4.p1, Shad_tr23982_c0_g2_i2.p1, Shad_tr33354_c0_g1_i1.p1	Cyca_DN1439_c0_g2_i2.p1, Cyca_DN979_c0_g1_i4.p1
OG0000290	Shad_tr8751_c0_g1_i1.p1, Shad_tr21111_c0_g1_i2.p1, Shad_tr1933_c3_g1_i5.p1	Cyca_DN11859_c0_g2_i1.p1
OG0000291	Shad_tr11312_c1_g1_i1.p1, Shad_tr22712_c2_g2_i1.p1, Shad_tr11068_c0_g1_i23.p1, Shad_tr11068_c2_g1_i1.p1, Shad_tr22712_c2_g1_i1.p1	Cyca_DN1162_c0_g2_i1.p1, Cyca_DN45_c1_g2_i2.p1
OG0000292	Shad_tr10847_c2_g1_i4.p1, Shad_tr12766_c0_g1_i19.p1	Cyca_DN17543_c0_g1_i1.p1
OG0000293	Shad_tr1443_c1_g1_i1.p1	Cyca_DN5140_c0_g1_i1.p1
OG0000294	Shad_tr21421_c0_g1_i1.p1	Cyca_DN5011_c1_g1_i1.p1, Cyca_DN7828_c0_g1_i2.p1
OG0000297	Shad_tr6452_c0_g1_i1.p1, Shad_tr14374_c0_g1_i2.p1, Shad_tr14374_c0_g2_i3.p1, Shad_tr10867_c1_g1_i3.p1, Shad_tr6370_c0_g1_i2.p1, Shad_tr18554_c0_g2_i5.p1	Cyca_DN8_c1_g1_i5.p1, Cyca_DN989_c0_g1_i8.p1
OG0000298	Shad_tr20990_c0_g1_i11.p1, Shad_tr1285_c7_g1_i3.p1, Shad_tr36300_c0_g1_i1.p1, Shad_tr16484_c0_g1_i1.p1, Shad_tr1338_c3_g1_i12.p1, Shad_tr35993_c0_g1_i3.p1, Shad_tr35993_c0_g2_i1.p1, Shad_tr25341_c1_g1_i1.p1, Shad_tr36617_c0_g1_i2.p1	Cyca_DN6325_c0_g1_i3.p1
OG0000303	Shad_tr7747_c1_g1_i1.p1	Cyca_DN33321_c0_g1_i1.p1, Cyca_DN11605_c0_g1_i3.p1, Cyca_DN3986_c0_g2_i1.p1
OG0000305	Shad_tr2263_c5_g1_i1.p1	Cyca_DN2016_c0_g1_i1.p1
OG0000307	Shad_tr58909_c0_g1_i1.p1	Cyca_DN24587_c0_g1_i2.p1
OG0000307	Shad_tr50305_c0_g1_i1.p1	Cyca_DN13023_c0_g1_i1.p1, Cyca_DN1726_c0_g1_i1.p1
OG0000307	Shad_tr72084_c0_g1_i1.p1	Cyca_DN5206_c0_g1_i1.p1
OG0000307	Shad_tr58909_c0_g2_i1.p1	Cyca_DN14497_c0_g1_i1.p1
OG0000312	Shad_tr11128_c0_g1_i4.p1	Cyca_DN6294_c0_g2_i2.p1
OG0000312	Shad_tr109194_c0_g1_i1.p1	Cyca_DN6294_c0_g1_i1.p1
OG0000313	Shad_tr24173_c0_g3_i1.p1, Shad_tr1710_c0_g2_i1.p1	Cyca_DN16381_c0_g1_i1.p1
OG0000313	Shad_tr8479_c0_g1_i16.p1, Shad_tr12093_c0_g1_i16.p1	Cyca_DN4371_c0_g1_i2.p1
OG0000316	Shad_tr8698_c0_g1_i2.p1	Cyca_DN6791_c0_g1_i3.p1
OG0000316	Shad_tr735_c2_g1_i1.p1	Cyca_DN20118_c0_g2_i1.p1
OG0000319	Shad_tr1611_c1_g1_i4.p1	Cyca_DN2337_c0_g2_i1.p1
OG0000319	Shad_tr1572_c0_g1_i5.p1	Cyca_DN610_c0_g2_i1.p1, Cyca_DN2251_c0_g1_i1.p1
OG0000321	Shad_tr27674_c1_g1_i1.p1, Shad_tr13916_c1_g1_i1.p1, Shad_tr50564_c0_g1_i1.p1	Cyca_DN5458_c1_g1_i1.p1
OG0000321	Shad_tr23556_c0_g1_i1.p1, Shad_tr27156_c2_g1_i4.p1	Cyca_DN1642_c1_g2_i2.p1
OG0000322	Shad_tr47178_c1_g1_i1.p1, Shad_tr44306_c0_g1_i1.p1, Shad_tr49525_c0_g1_i1.p1, Shad_tr37880_c0_g1_i1.p1, Shad_tr16568_c0_g3_i1.p1	Cyca_DN11977_c0_g1_i1.p1
OG0000324	Shad_tr57293_c0_g1_i1.p1, Shad_tr66988_c0_g1_i1.p1, Shad_tr16407_c2_g1_i1.p1, Shad_tr100939_c0_g1_i2.p1	Cyca_DN19797_c0_g2_i2.p1, Cyca_DN24108_c0_g1_i1.p1, Cyca_DN25012_c0_g1_i1.p1
OG0000326	Shad_tr341_c5_g1_i4.p1	Cyca_DN19676_c0_g1_i1.p1
OG0000326	Shad_tr34730_c0_g1_i2.p1	Cyca_DN22777_c2_g1_i1.p1
OG0000326	Shad_tr18236_c4_g1_i1.p1	Cyca_DN14600_c0_g2_i1.p1
OG0000326	Shad_tr7337_c1_g1_i6.p1	Cyca_DN22128_c0_g1_i1.p1, Cyca_DN14600_c0_g1_i1.p1
OG0000335	Shad_tr27854_c0_g1_i44.p1	Cyca_DN12005_c0_g1_i2.p1
OG0000335	Shad_tr274_c0_g2_i1.p1	Cyca_DN33534_c0_g1_i1.p1
OG0000335	Shad_tr7761_c4_g1_i1.p1, Shad_tr7761_c1_g1_i12.p1	Cyca_DN28368_c0_g1_i1.p1
OG0000338	Shad_tr40048_c0_g2_i1.p1	Cyca_DN17926_c0_g1_i1.p1, Cyca_DN30547_c0_g1_i1.p1
OG0000340	Shad_tr25425_c0_g1_i1.p1, Shad_tr24341_c1_g1_i2.p1, Shad_tr46533_c0_g1_i1.p1, Shad_tr100115_c0_g1_i1.p1	Cyca_DN9738_c0_g1_i2.p1
OG0000341	Shad_tr10163_c0_g1_i8.p1, Shad_tr7195_c1_g1_i6.p1, Shad_tr10647_c0_g1_i1.p1	Cyca_DN12505_c0_g1_i1.p1
OG0000342	Shad_tr46954_c0_g1_i1.p1, Shad_tr11939_c0_g1_i4.p1, Shad_tr28969_c2_g1_i1.p1, Shad_tr42007_c0_g1_i1.p1, Shad_tr85226_c0_g1_i1.p1	Cyca_DN9042_c0_g2_i1.p1
OG0000344	Shad_tr8248_c2_g1_i5.p1	Cyca_DN3381_c0_g1_i3.p1
OG0000345	Shad_tr59009_c0_g1_i1.p1	Cyca_DN10724_c0_g1_i1.p1, Cyca_DN17016_c0_g1_i1.p1
OG0000348	Shad_tr100029_c0_g1_i1.p1, Shad_tr73556_c0_g1_i1.p1, Shad_tr57815_c0_g1_i2.p1, Shad_tr114582_c0_g1_i1.p1, Shad_tr2548_c0_g1_i7.p1	Cyca_DN5433_c0_g1_i1.p1, Cyca_DN24137_c0_g2_i1.p1
OG0000349	Shad_tr12997_c0_g1_i2.p1, Shad_tr9274_c0_g1_i2.p1	Cyca_DN21024_c0_g1_i2.p1, Cyca_DN29361_c0_g1_i1.p1, Cyca_DN19396_c0_g1_i1.p1, Cyca_DN33343_c0_g1_i1.p1
OG0000350	Shad_tr21457_c0_g2_i1.p1, Shad_tr29860_c1_g1_i2.p1, Shad_tr11401_c1_g1_i1.p1, Shad_tr15632_c0_g1_i3.p1, Shad_tr1538_c1_g1_i14.p1, Shad_tr48201_c0_g1_i5.p1, Shad_tr7423_c0_g1_i2.p1, Shad_tr10909_c1_g1_i3.p1, Shad_tr10909_c1_g3_i1.p1, Shad_tr23436_c0_g2_i1.p1, Shad_tr23613_c0_g1_i4.p1, Shad_tr34200_c0_g1_i3.p1, Shad_tr29860_c0_g2_i1.p1, Shad_tr3731_c0_g1_i10.p1	Cyca_DN15409_c0_g1_i1.p1
OG0000353	Shad_tr6663_c4_g1_i1.p1	Cyca_DN9168_c0_g1_i2.p1
OG0000353	Shad_tr13383_c1_g3_i1.p1	Cyca_DN10886_c0_g1_i1.p2, Cyca_DN24369_c0_g1_i1.p1
OG0000354	Shad_tr44536_c0_g2_i2.p1, Shad_tr37175_c0_g1_i1.p1, Shad_tr66306_c0_g1_i2.p1, Shad_tr47450_c0_g2_i2.p1	Cyca_DN34328_c0_g1_i1.p1
OG0000358	Shad_tr6956_c0_g2_i5.p1	Cyca_DN3055_c1_g2_i1.p1
OG0000359	Shad_tr24620_c0_g1_i3.p1, Shad_tr6006_c0_g2_i1.p1, Shad_tr17204_c0_g5_i1.p1, Shad_tr8664_c0_g2_i1.p1, Shad_tr8664_c0_g1_i14.p1, Shad_tr23597_c1_g1_i1.p1, Shad_tr5501_c0_g1_i1.p1	Cyca_DN974_c0_g1_i6.p2
OG0000361	Shad_tr3507_c1_g1_i5.p1	Cyca_DN13733_c0_g1_i1.p1
OG0000361	Shad_tr22851_c1_g1_i1.p1, Shad_tr193_c0_g1_i26.p1	Cyca_DN1953_c0_g1_i7.p1
OG0000362	Shad_tr9733_c0_g1_i7.p1	Cyca_DN479_c2_g3_i2.p1
OG0000362	Shad_tr4657_c0_g1_i2.p1	Cyca_DN25093_c0_g1_i1.p1
OG0000364	Shad_tr47051_c0_g1_i2.p1, Shad_tr0_c27_g1_i2.p1, Shad_tr156_c0_g1_i4.p1	Cyca_DN722_c0_g1_i1.p1
OG0000365	Shad_tr107020_c0_g1_i1.p1, Shad_tr93118_c0_g1_i1.p1	Cyca_DN18525_c0_g1_i1.p1
OG0000365	Shad_tr104581_c0_g1_i1.p1, Shad_tr21293_c0_g1_i5.p2, Shad_tr26644_c1_g1_i1.p1, Shad_tr37979_c0_g1_i1.p1	Cyca_DN33322_c0_g1_i1.p1
OG0000367	Shad_tr22371_c1_g1_i1.p1, Shad_tr22371_c1_g2_i2.p2, Shad_tr97576_c0_g1_i1.p1	Cyca_DN2939_c0_g1_i1.p1, Cyca_DN2939_c0_g2_i2.p1
OG0000367	Shad_tr3_c0_g1_i15.p1	Cyca_DN770_c0_g1_i3.p1
