Orthogroup	Stichodactyla_haddoni_longest_pep	Chrysaora_fuscescens_longest_pep
OG0000095	Shad_tr25571_c1_g1_i1.p1, Shad_tr68004_c0_g1_i3.p1, Shad_tr104091_c0_g1_i1.p1, Shad_tr40518_c3_g1_i1.p1, Shad_tr40518_c0_g1_i2.p1, Shad_tr1411_c3_g2_i1.p1, Shad_tr22648_c0_g1_i1.p1, Shad_tr22442_c0_g1_i1.p1, Shad_tr40518_c2_g1_i1.p1, Shad_tr78900_c0_g1_i1.p1, Shad_tr62877_c0_g1_i1.p1, Shad_tr57540_c0_g1_i1.p1, Shad_tr58678_c0_g1_i1.p1, Shad_tr40518_c0_g3_i1.p1, Shad_tr22937_c2_g1_i1.p1, Shad_tr49756_c0_g1_i1.p1, Shad_tr57540_c0_g2_i1.p1, Shad_tr40518_c0_g2_i4.p1, Shad_tr7585_c0_g1_i22.p1	Chfu_DN5594_c0_g1_i1.p1, Chfu_DN5936_c0_g1_i1.p1, Chfu_DN19151_c0_g1_i1.p1
OG0000096	Shad_tr16043_c0_g1_i2.p1, Shad_tr14213_c2_g1_i4.p1, Shad_tr111617_c0_g1_i1.p1, Shad_tr53560_c0_g2_i1.p1, Shad_tr80919_c0_g1_i1.p1	Chfu_DN15396_c0_g1_i1.p1
OG0000098	Shad_tr34365_c2_g1_i3.p1, Shad_tr103028_c0_g1_i1.p1, Shad_tr110268_c0_g1_i1.p1, Shad_tr71493_c0_g1_i1.p1	Chfu_DN3265_c0_g1_i1.p1
OG0000098	Shad_tr29234_c0_g1_i2.p1	Chfu_DN17510_c0_g1_i1.p1
OG0000099	Shad_tr22723_c0_g1_i8.p1, Shad_tr2579_c0_g3_i7.p1	Chfu_DN6228_c0_g1_i1.p1, Chfu_DN3442_c0_g1_i1.p1
OG0000099	Shad_tr20098_c0_g1_i5.p1, Shad_tr865_c3_g1_i10.p1, Shad_tr865_c3_g2_i1.p1, Shad_tr16764_c0_g1_i5.p1, Shad_tr46932_c2_g1_i1.p1	Chfu_DN17078_c0_g1_i1.p1, Chfu_DN18568_c0_g1_i1.p1
OG0000099	Shad_tr20761_c0_g1_i16.p1	Chfu_DN12256_c0_g1_i1.p1
OG0000102	Shad_tr47252_c0_g1_i1.p1, Shad_tr13528_c0_g1_i11.p1	Chfu_DN4010_c0_g1_i2.p2
OG0000102	Shad_tr49806_c0_g1_i1.p1, Shad_tr84247_c0_g1_i1.p1, Shad_tr63841_c0_g1_i1.p1, Shad_tr57362_c0_g1_i3.p1	Chfu_DN20038_c0_g1_i1.p1
OG0000102	Shad_tr50650_c0_g1_i1.p1	Chfu_DN19304_c0_g1_i1.p1
OG0000104	Shad_tr75005_c0_g1_i1.p1	Chfu_DN7395_c0_g2_i1.p1, Chfu_DN1649_c0_g1_i2.p1, Chfu_DN680_c0_g1_i5.p1
OG0000105	Shad_tr113509_c0_g1_i1.p1	Chfu_DN18973_c0_g1_i1.p1, Chfu_DN7895_c0_g2_i1.p1, Chfu_DN2846_c0_g1_i4.p1, Chfu_DN8656_c0_g1_i1.p1, Chfu_DN2846_c0_g2_i1.p1
OG0000105	Shad_tr89197_c0_g1_i1.p1, Shad_tr7625_c0_g1_i1.p1	Chfu_DN4144_c0_g3_i1.p1
OG0000107	Shad_tr8733_c0_g1_i1.p1	Chfu_DN804_c0_g1_i1.p1
OG0000107	Shad_tr7565_c0_g1_i2.p1	Chfu_DN18908_c0_g1_i1.p1, Chfu_DN4398_c0_g1_i1.p1
OG0000107	Shad_tr3560_c1_g1_i1.p1	Chfu_DN3882_c0_g2_i1.p1
OG0000107	Shad_tr24038_c1_g1_i2.p1	Chfu_DN18029_c0_g1_i1.p1
OG0000107	Shad_tr10291_c0_g1_i1.p1	Chfu_DN3312_c0_g1_i2.p1
OG0000107	Shad_tr20058_c0_g1_i1.p1	Chfu_DN14468_c0_g1_i1.p1
OG0000108	Shad_tr59589_c0_g2_i1.p1, Shad_tr62904_c0_g1_i1.p1, Shad_tr101890_c0_g1_i1.p1	Chfu_DN18503_c0_g1_i1.p1
OG0000108	Shad_tr17788_c0_g4_i1.p1	Chfu_DN9191_c0_g1_i1.p1
OG0000110	Shad_tr244_c10_g1_i1.p1	Chfu_DN15135_c0_g1_i1.p1
OG0000110	Shad_tr94407_c0_g1_i1.p1	Chfu_DN248_c0_g1_i1.p1
OG0000110	Shad_tr4272_c0_g1_i1.p1	Chfu_DN1585_c0_g1_i1.p1
OG0000110	Shad_tr50_c0_g1_i1.p1, Shad_tr9042_c0_g1_i1.p1	Chfu_DN18247_c0_g1_i1.p1
OG0000111	Shad_tr50988_c0_g1_i1.p1, Shad_tr101416_c0_g1_i1.p1	Chfu_DN6147_c1_g2_i1.p1
OG0000111	Shad_tr16896_c1_g1_i3.p1, Shad_tr50728_c0_g1_i1.p1, Shad_tr21168_c0_g1_i2.p1, Shad_tr50728_c1_g1_i1.p1	Chfu_DN11425_c0_g1_i1.p1
OG0000115	Shad_tr35604_c0_g1_i2.p1, Shad_tr17073_c1_g1_i1.p1, Shad_tr17073_c0_g1_i1.p1, Shad_tr40158_c0_g1_i1.p1, Shad_tr35077_c0_g2_i1.p1, Shad_tr68650_c0_g1_i2.p1, Shad_tr20709_c0_g1_i6.p1, Shad_tr28015_c0_g1_i2.p1, Shad_tr13988_c1_g1_i2.p1, Shad_tr29555_c0_g1_i6.p1	Chfu_DN7767_c0_g1_i2.p1
OG0000116	Shad_tr19520_c4_g1_i4.p1, Shad_tr1348_c0_g1_i1.p1, Shad_tr27814_c0_g1_i1.p1, Shad_tr19520_c1_g2_i1.p1, Shad_tr15127_c4_g1_i1.p1, Shad_tr15243_c0_g1_i1.p1, Shad_tr15243_c0_g2_i2.p1, Shad_tr32231_c4_g1_i1.p1, Shad_tr36296_c2_g2_i1.p1, Shad_tr22556_c0_g1_i2.p1, Shad_tr209_c0_g1_i18.p1, Shad_tr57328_c0_g1_i1.p1, Shad_tr44805_c0_g1_i1.p1, Shad_tr15311_c0_g1_i1.p1, Shad_tr39993_c0_g1_i1.p1, Shad_tr8585_c0_g1_i6.p1	Chfu_DN17233_c0_g1_i1.p1, Chfu_DN17634_c0_g1_i1.p1
OG0000118	Shad_tr85419_c0_g1_i1.p1	Chfu_DN6013_c0_g1_i1.p1
OG0000119	Shad_tr48245_c0_g1_i3.p1, Shad_tr109004_c0_g1_i1.p1, Shad_tr40984_c1_g2_i1.p1, Shad_tr40984_c1_g1_i1.p1, Shad_tr40984_c0_g1_i1.p1, Shad_tr16609_c0_g2_i1.p1, Shad_tr40984_c3_g1_i1.p1	Chfu_DN1966_c0_g1_i2.p1
OG0000121	Shad_tr101018_c0_g1_i1.p1, Shad_tr16627_c0_g1_i1.p1, Shad_tr15671_c0_g1_i1.p1, Shad_tr2679_c1_g1_i10.p1, Shad_tr40444_c0_g1_i1.p1, Shad_tr460_c0_g2_i1.p1	Chfu_DN5121_c0_g1_i1.p1
OG0000124	Shad_tr85057_c0_g1_i1.p1, Shad_tr66479_c0_g1_i1.p1, Shad_tr27511_c0_g1_i4.p1, Shad_tr77278_c0_g1_i1.p1, Shad_tr71811_c0_g1_i1.p1, Shad_tr41752_c0_g1_i1.p1, Shad_tr50073_c0_g1_i1.p1	Chfu_DN8474_c0_g1_i1.p1, Chfu_DN2968_c0_g2_i1.p1, Chfu_DN5028_c0_g1_i1.p1, Chfu_DN2968_c0_g1_i7.p1, Chfu_DN2968_c1_g2_i1.p1, Chfu_DN19107_c0_g1_i1.p1, Chfu_DN2968_c1_g1_i1.p1, Chfu_DN2849_c0_g1_i7.p1
OG0000125	Shad_tr3940_c3_g1_i1.p1, Shad_tr44636_c0_g2_i3.p1	Chfu_DN917_c0_g1_i3.p1
OG0000125	Shad_tr13427_c0_g1_i1.p1, Shad_tr13262_c0_g1_i2.p1, Shad_tr11762_c1_g3_i1.p1	Chfu_DN5022_c0_g2_i2.p1
OG0000126	Shad_tr13847_c0_g2_i1.p1	Chfu_DN18938_c0_g1_i1.p1
OG0000126	Shad_tr46007_c0_g1_i7.p1, Shad_tr23604_c0_g1_i2.p1	Chfu_DN2031_c0_g1_i1.p1
OG0000126	Shad_tr16440_c0_g1_i2.p1	Chfu_DN20090_c0_g1_i1.p1
OG0000132	Shad_tr11728_c0_g1_i11.p1	Chfu_DN1574_c0_g1_i2.p1
OG0000132	Shad_tr20044_c0_g1_i7.p1	Chfu_DN7228_c0_g2_i1.p1
OG0000132	Shad_tr4879_c0_g1_i12.p1, Shad_tr69055_c0_g1_i1.p1, Shad_tr41042_c0_g2_i1.p1, Shad_tr8828_c4_g1_i1.p1, Shad_tr13752_c0_g2_i3.p1, Shad_tr6461_c0_g1_i4.p1	Chfu_DN4240_c0_g1_i1.p1, Chfu_DN13311_c0_g1_i1.p1, Chfu_DN15249_c0_g1_i1.p1, Chfu_DN5233_c0_g1_i2.p1
OG0000135	Shad_tr439_c16_g1_i4.p1, Shad_tr51299_c0_g1_i1.p1, Shad_tr36055_c0_g1_i7.p1, Shad_tr8358_c0_g1_i4.p2, Shad_tr1236_c3_g1_i6.p1, Shad_tr30424_c1_g1_i4.p1, Shad_tr34143_c0_g1_i15.p1, Shad_tr6983_c0_g1_i2.p4, Shad_tr6983_c0_g2_i1.p1, Shad_tr21184_c1_g1_i2.p1, Shad_tr96873_c0_g1_i1.p1, Shad_tr14411_c2_g1_i1.p1, Shad_tr14411_c8_g1_i1.p1, Shad_tr21184_c1_g3_i1.p1, Shad_tr42929_c0_g1_i1.p1, Shad_tr25101_c0_g3_i2.p1, Shad_tr32227_c0_g1_i4.p1, Shad_tr11796_c0_g1_i3.p1, Shad_tr4555_c0_g1_i6.p1, Shad_tr8358_c1_g1_i3.p1, Shad_tr17824_c0_g1_i2.p1, Shad_tr50535_c1_g1_i1.p1	Chfu_DN17062_c0_g1_i1.p1
OG0000138	Shad_tr681_c0_g1_i2.p1	Chfu_DN1009_c0_g1_i1.p1
OG0000138	Shad_tr1339_c2_g1_i1.p1	Chfu_DN46_c0_g1_i2.p1
OG0000138	Shad_tr98_c0_g1_i3.p1	Chfu_DN332_c0_g1_i6.p1
OG0000139	Shad_tr64779_c0_g1_i1.p1	Chfu_DN3959_c0_g1_i1.p1
OG0000141	Shad_tr28110_c0_g1_i13.p1, Shad_tr14223_c1_g1_i11.p1	Chfu_DN634_c0_g1_i2.p1
OG0000141	Shad_tr1313_c0_g1_i3.p1	Chfu_DN7180_c0_g1_i1.p1, Chfu_DN10762_c0_g2_i1.p1
OG0000143	Shad_tr78296_c0_g1_i1.p1, Shad_tr94048_c0_g1_i1.p1	Chfu_DN17972_c0_g1_i1.p1, Chfu_DN10081_c0_g1_i1.p1
OG0000145	Shad_tr65125_c0_g1_i1.p1, Shad_tr24767_c0_g3_i1.p1	Chfu_DN2853_c0_g1_i1.p1
OG0000145	Shad_tr88260_c0_g1_i2.p1	Chfu_DN5571_c1_g2_i1.p1
OG0000145	Shad_tr19918_c0_g1_i11.p1, Shad_tr49953_c1_g1_i1.p2	Chfu_DN3569_c0_g1_i2.p1
OG0000146	Shad_tr26002_c0_g1_i2.p1	Chfu_DN10134_c0_g1_i2.p1
OG0000146	Shad_tr7772_c0_g1_i2.p1	Chfu_DN12052_c0_g1_i1.p1
OG0000147	Shad_tr1000_c0_g1_i4.p1	Chfu_DN1294_c0_g1_i1.p1
OG0000147	Shad_tr41596_c0_g1_i2.p1	Chfu_DN19130_c0_g1_i1.p1, Chfu_DN9557_c0_g2_i1.p1
OG0000147	Shad_tr1019_c3_g1_i8.p1	Chfu_DN9557_c0_g3_i1.p1
OG0000147	Shad_tr11950_c0_g1_i8.p1, Shad_tr927_c5_g1_i2.p1	Chfu_DN14017_c0_g2_i1.p1
OG0000149	Shad_tr15476_c0_g1_i1.p1, Shad_tr14988_c0_g1_i14.p1, Shad_tr11762_c1_g1_i6.p1, Shad_tr28029_c0_g1_i3.p1	Chfu_DN2592_c0_g1_i2.p1
OG0000149	Shad_tr886_c1_g1_i10.p1, Shad_tr13906_c0_g1_i1.p1, Shad_tr3057_c0_g3_i2.p1, Shad_tr1026_c0_g1_i10.p1	Chfu_DN14335_c0_g2_i1.p1
OG0000149	Shad_tr7624_c0_g1_i1.p1, Shad_tr26608_c0_g1_i2.p1	Chfu_DN464_c0_g1_i1.p1
OG0000156	Shad_tr1090_c1_g1_i2.p1	Chfu_DN10307_c0_g3_i1.p1, Chfu_DN10307_c0_g1_i1.p1, Chfu_DN10307_c0_g2_i1.p1
OG0000156	Shad_tr23275_c0_g1_i14.p1	Chfu_DN2491_c0_g1_i1.p1
OG0000157	Shad_tr24325_c1_g1_i4.p1	Chfu_DN2194_c0_g1_i1.p1
OG0000157	Shad_tr12189_c0_g1_i10.p1, Shad_tr14964_c0_g1_i3.p1	Chfu_DN282_c0_g1_i1.p1
OG0000158	Shad_tr27039_c0_g2_i1.p1, Shad_tr5406_c0_g2_i1.p1, Shad_tr27039_c0_g1_i1.p1, Shad_tr27039_c0_g3_i1.p1, Shad_tr81456_c0_g1_i1.p1, Shad_tr57_c9_g1_i2.p1, Shad_tr45016_c0_g3_i2.p1, Shad_tr32268_c1_g1_i4.p1, Shad_tr45016_c0_g1_i5.p1, Shad_tr1953_c0_g2_i6.p1	Chfu_DN11462_c0_g2_i1.p1
OG0000159	Shad_tr3696_c0_g1_i20.p1	Chfu_DN15220_c0_g1_i1.p1
OG0000160	Shad_tr8961_c0_g1_i16.p1, Shad_tr8961_c1_g1_i1.p1	Chfu_DN18913_c0_g1_i1.p1
OG0000160	Shad_tr3792_c0_g1_i1.p1	Chfu_DN5989_c0_g1_i1.p1, Chfu_DN16491_c0_g1_i1.p1, Chfu_DN11980_c0_g1_i1.p1, Chfu_DN1863_c0_g1_i3.p1
OG0000162	Shad_tr8757_c1_g1_i14.p1	Chfu_DN685_c0_g1_i2.p1
OG0000163	Shad_tr8566_c0_g1_i7.p1	Chfu_DN15238_c0_g1_i1.p1
OG0000163	Shad_tr4385_c0_g1_i4.p1	Chfu_DN1969_c0_g2_i4.p1
OG0000164	Shad_tr22405_c0_g1_i2.p1	Chfu_DN1851_c0_g1_i1.p1, Chfu_DN1851_c0_g2_i1.p1
OG0000164	Shad_tr2664_c3_g1_i10.p1, Shad_tr35674_c0_g1_i3.p1	Chfu_DN17816_c0_g1_i1.p1
OG0000166	Shad_tr7368_c0_g1_i2.p1, Shad_tr24612_c0_g1_i3.p1, Shad_tr21918_c0_g1_i1.p1, Shad_tr9952_c0_g1_i8.p1	Chfu_DN2807_c0_g2_i1.p1, Chfu_DN2807_c0_g1_i1.p1, Chfu_DN820_c0_g1_i6.p1
OG0000170	Shad_tr5736_c0_g1_i18.p2, Shad_tr39261_c0_g1_i1.p2	Chfu_DN113_c0_g1_i1.p1
OG0000170	Shad_tr40_c0_g1_i16.p1	Chfu_DN273_c0_g1_i3.p1
OG0000172	Shad_tr16990_c4_g1_i1.p1, Shad_tr13445_c0_g2_i1.p1, Shad_tr24269_c0_g1_i14.p1, Shad_tr17840_c0_g3_i2.p1, Shad_tr17840_c0_g2_i22.p1	Chfu_DN19576_c0_g1_i1.p1
OG0000175	Shad_tr24403_c0_g1_i14.p1, Shad_tr779_c2_g2_i2.p1, Shad_tr49067_c0_g1_i1.p1, Shad_tr5017_c5_g1_i3.p1	Chfu_DN1061_c0_g1_i1.p1, Chfu_DN17200_c0_g1_i1.p1
OG0000180	Shad_tr17842_c0_g2_i2.p1	Chfu_DN3148_c0_g1_i1.p1
OG0000181	Shad_tr8893_c1_g2_i1.p1	Chfu_DN13657_c0_g2_i1.p1
OG0000185	Shad_tr46667_c0_g1_i5.p1, Shad_tr10980_c0_g1_i14.p1	Chfu_DN19020_c0_g1_i1.p1
OG0000186	Shad_tr47859_c0_g1_i1.p1	Chfu_DN4990_c0_g2_i1.p1
OG0000190	Shad_tr176_c0_g1_i1.p2	Chfu_DN16486_c0_g1_i1.p1
OG0000193	Shad_tr102991_c0_g1_i1.p1	Chfu_DN14398_c0_g1_i1.p1
OG0000195	Shad_tr6200_c3_g1_i2.p1	Chfu_DN4816_c0_g2_i1.p1
OG0000195	Shad_tr11151_c1_g1_i11.p1	Chfu_DN2731_c0_g1_i1.p1
OG0000195	Shad_tr8725_c0_g1_i13.p1	Chfu_DN5071_c0_g1_i1.p1
OG0000196	Shad_tr36715_c0_g2_i1.p1, Shad_tr45356_c0_g1_i1.p1, Shad_tr36715_c0_g3_i1.p1, Shad_tr30398_c1_g1_i4.p1, Shad_tr30140_c0_g1_i5.p1, Shad_tr7066_c1_g2_i1.p1	Chfu_DN9791_c0_g2_i1.p1, Chfu_DN1721_c0_g2_i1.p1, Chfu_DN13686_c0_g1_i1.p1
OG0000199	Shad_tr40381_c2_g2_i1.p1, Shad_tr29644_c0_g1_i2.p1, Shad_tr29282_c0_g1_i3.p1, Shad_tr22319_c0_g1_i2.p1, Shad_tr87594_c0_g1_i1.p1, Shad_tr75639_c0_g1_i1.p1, Shad_tr23932_c1_g4_i1.p2, Shad_tr23932_c1_g1_i3.p1	Chfu_DN2083_c0_g1_i1.p1
OG0000206	Shad_tr31656_c0_g1_i1.p1	Chfu_DN7482_c0_g1_i1.p1
OG0000206	Shad_tr16897_c2_g1_i1.p1	Chfu_DN9000_c0_g2_i1.p1
OG0000206	Shad_tr28399_c0_g1_i3.p1	Chfu_DN12222_c0_g1_i1.p1, Chfu_DN9761_c0_g1_i1.p1
OG0000208	Shad_tr1253_c7_g1_i2.p1, Shad_tr96_c1_g1_i3.p1, Shad_tr21437_c0_g1_i1.p1	Chfu_DN7094_c0_g1_i1.p1
OG0000209	Shad_tr2280_c0_g1_i1.p1	Chfu_DN18114_c0_g1_i1.p1
OG0000209	Shad_tr1725_c0_g1_i11.p1	Chfu_DN9468_c0_g2_i2.p1, Chfu_DN5564_c0_g2_i1.p1
OG0000209	Shad_tr8517_c0_g2_i10.p1	Chfu_DN7064_c0_g1_i1.p1
OG0000209	Shad_tr5570_c0_g2_i1.p1	Chfu_DN15547_c0_g1_i1.p1
OG0000211	Shad_tr17687_c0_g1_i4.p1	Chfu_DN13690_c0_g1_i2.p1
OG0000212	Shad_tr30161_c1_g3_i1.p1, Shad_tr74742_c0_g1_i1.p1, Shad_tr15534_c1_g1_i1.p1, Shad_tr24673_c0_g2_i1.p1, Shad_tr15534_c0_g1_i5.p1, Shad_tr69043_c0_g1_i1.p1, Shad_tr8728_c2_g1_i1.p1, Shad_tr23740_c0_g1_i1.p1	Chfu_DN15866_c0_g1_i1.p2
OG0000213	Shad_tr13626_c0_g1_i7.p1	Chfu_DN15457_c0_g1_i1.p1, Chfu_DN14423_c0_g1_i1.p1, Chfu_DN304_c0_g1_i1.p1
OG0000214	Shad_tr10767_c3_g1_i1.p1, Shad_tr3537_c0_g1_i2.p1, Shad_tr4071_c3_g2_i5.p1, Shad_tr81930_c0_g1_i1.p1, Shad_tr112134_c0_g1_i1.p1, Shad_tr57873_c0_g2_i1.p1, Shad_tr87277_c0_g1_i1.p1, Shad_tr101696_c0_g1_i1.p1	Chfu_DN19593_c0_g1_i1.p1
OG0000215	Shad_tr15621_c0_g1_i1.p1	Chfu_DN3056_c0_g1_i1.p1
OG0000215	Shad_tr32033_c0_g1_i10.p1	Chfu_DN4823_c0_g2_i1.p1
OG0000215	Shad_tr113371_c0_g1_i1.p1, Shad_tr3510_c0_g1_i1.p1	Chfu_DN4734_c0_g2_i2.p1
OG0000216	Shad_tr57_c0_g1_i3.p1, Shad_tr85532_c0_g1_i1.p1	Chfu_DN509_c0_g1_i2.p1, Chfu_DN1777_c0_g1_i1.p1
OG0000216	Shad_tr102468_c0_g1_i1.p1, Shad_tr27042_c2_g1_i1.p1	Chfu_DN299_c0_g1_i1.p1
OG0000216	Shad_tr88102_c0_g1_i1.p1	Chfu_DN326_c0_g1_i7.p1
OG0000219	Shad_tr3329_c5_g1_i1.p1	Chfu_DN2620_c0_g1_i1.p1
OG0000230	Shad_tr70791_c0_g1_i1.p1	Chfu_DN10875_c0_g1_i1.p1
OG0000233	Shad_tr32646_c0_g3_i1.p1, Shad_tr44256_c0_g1_i1.p1, Shad_tr12387_c0_g1_i1.p1, Shad_tr1396_c1_g1_i5.p1, Shad_tr32646_c0_g1_i3.p1, Shad_tr11782_c0_g1_i3.p1	Chfu_DN19845_c0_g1_i1.p1
OG0000234	Shad_tr1309_c0_g1_i3.p1, Shad_tr1309_c0_g3_i2.p1, Shad_tr8898_c0_g1_i2.p5, Shad_tr8898_c1_g3_i3.p1, Shad_tr52510_c0_g1_i1.p1, Shad_tr8898_c1_g2_i1.p1	Chfu_DN179_c0_g1_i1.p1
OG0000237	Shad_tr8737_c2_g1_i1.p1	Chfu_DN9299_c0_g1_i1.p1
OG0000237	Shad_tr2661_c0_g2_i2.p1	Chfu_DN967_c0_g1_i1.p1
OG0000237	Shad_tr30283_c0_g1_i1.p1, Shad_tr3397_c0_g1_i2.p1	Chfu_DN957_c0_g1_i1.p1
OG0000237	Shad_tr20319_c0_g1_i4.p1	Chfu_DN2965_c1_g1_i1.p1
OG0000238	Shad_tr54933_c0_g1_i1.p1, Shad_tr49834_c0_g1_i1.p1	Chfu_DN16121_c0_g1_i1.p1
OG0000241	Shad_tr5950_c1_g1_i10.p1	Chfu_DN18636_c0_g1_i1.p1
OG0000247	Shad_tr15646_c0_g1_i19.p1	Chfu_DN5036_c0_g1_i2.p1
OG0000247	Shad_tr5388_c1_g1_i4.p1	Chfu_DN14254_c0_g1_i1.p1
OG0000247	Shad_tr7440_c0_g2_i2.p1	Chfu_DN1184_c0_g1_i2.p1
OG0000247	Shad_tr6791_c0_g1_i26.p1	Chfu_DN1592_c0_g1_i1.p1
OG0000249	Shad_tr93583_c0_g1_i3.p1, Shad_tr36183_c0_g1_i1.p1	Chfu_DN5732_c0_g2_i1.p1
OG0000250	Shad_tr95_c3_g1_i4.p1, Shad_tr2043_c0_g2_i1.p1, Shad_tr3098_c0_g1_i1.p1	Chfu_DN1868_c0_g1_i1.p1
OG0000250	Shad_tr1085_c0_g1_i1.p1	Chfu_DN19264_c0_g1_i1.p1
OG0000250	Shad_tr17836_c0_g1_i3.p1	Chfu_DN6183_c0_g1_i1.p1
OG0000251	Shad_tr11206_c2_g1_i2.p1	Chfu_DN5104_c0_g1_i1.p1, Chfu_DN9522_c0_g1_i1.p1
OG0000257	Shad_tr31437_c0_g2_i1.p1, Shad_tr105972_c0_g1_i1.p1, Shad_tr22016_c0_g1_i2.p1, Shad_tr1981_c1_g1_i2.p1, Shad_tr7345_c1_g3_i2.p1, Shad_tr3117_c0_g1_i1.p1	Chfu_DN4337_c0_g1_i1.p1
OG0000260	Shad_tr1344_c21_g1_i1.p1, Shad_tr19742_c0_g1_i4.p1, Shad_tr6806_c0_g2_i2.p1	Chfu_DN15356_c0_g1_i1.p1
OG0000260	Shad_tr25649_c1_g1_i1.p1, Shad_tr25649_c0_g3_i1.p1, Shad_tr25649_c0_g1_i2.p1	Chfu_DN17465_c0_g1_i1.p1
OG0000266	Shad_tr32404_c0_g2_i3.p1, Shad_tr32404_c0_g1_i1.p1, Shad_tr2160_c3_g1_i1.p1, Shad_tr8914_c0_g3_i1.p1	Chfu_DN14504_c0_g1_i1.p1
OG0000267	Shad_tr3624_c1_g1_i12.p1	Chfu_DN8398_c0_g1_i1.p1
OG0000267	Shad_tr7581_c0_g1_i1.p1, Shad_tr25660_c7_g1_i1.p1	Chfu_DN5745_c0_g1_i1.p1
OG0000269	Shad_tr30186_c0_g2_i1.p1	Chfu_DN13353_c0_g1_i1.p1
OG0000269	Shad_tr93810_c0_g1_i1.p1, Shad_tr29454_c0_g1_i2.p1, Shad_tr36727_c2_g1_i1.p1	Chfu_DN11611_c0_g1_i1.p1
OG0000274	Shad_tr57806_c0_g2_i2.p1	Chfu_DN4844_c0_g1_i2.p1
OG0000275	Shad_tr21866_c0_g1_i5.p1	Chfu_DN11340_c0_g1_i1.p1
OG0000275	Shad_tr37376_c0_g1_i1.p1, Shad_tr5455_c1_g2_i3.p1	Chfu_DN3411_c0_g1_i1.p1
OG0000279	Shad_tr29895_c2_g1_i2.p1, Shad_tr4251_c0_g1_i7.p1, Shad_tr42720_c0_g1_i1.p1, Shad_tr11109_c3_g1_i1.p1, Shad_tr5061_c0_g1_i3.p1, Shad_tr1198_c7_g1_i1.p1	Chfu_DN4850_c0_g2_i1.p1, Chfu_DN4850_c0_g1_i1.p1
OG0000285	Shad_tr74863_c0_g1_i1.p1, Shad_tr2101_c2_g1_i11.p1, Shad_tr7309_c0_g1_i26.p1	Chfu_DN1154_c0_g1_i1.p1
OG0000285	Shad_tr6082_c2_g1_i1.p1, Shad_tr40680_c2_g3_i1.p1	Chfu_DN3951_c0_g1_i1.p1, Chfu_DN14415_c0_g1_i1.p1, Chfu_DN3475_c0_g1_i1.p1
OG0000286	Shad_tr6987_c0_g1_i2.p1, Shad_tr10907_c0_g1_i4.p1, Shad_tr16412_c0_g1_i1.p1, Shad_tr2443_c1_g1_i2.p1	Chfu_DN4916_c0_g1_i1.p1, Chfu_DN4429_c0_g1_i1.p1, Chfu_DN12719_c0_g1_i1.p1
OG0000288	Shad_tr12222_c0_g1_i1.p1	Chfu_DN2201_c0_g1_i1.p1
OG0000288	Shad_tr8595_c0_g1_i7.p1	Chfu_DN7520_c0_g1_i1.p1
OG0000289	Shad_tr19300_c2_g1_i2.p1	Chfu_DN3144_c0_g1_i1.p1
OG0000289	Shad_tr10266_c4_g1_i1.p1	Chfu_DN19092_c0_g1_i1.p1
OG0000289	Shad_tr3289_c2_g1_i1.p1	Chfu_DN19021_c0_g1_i1.p1
OG0000290	Shad_tr10806_c0_g1_i4.p1, Shad_tr23982_c0_g2_i2.p1, Shad_tr33354_c0_g1_i1.p1	Chfu_DN10151_c0_g1_i1.p1, Chfu_DN1288_c0_g1_i1.p1
OG0000290	Shad_tr8751_c0_g1_i1.p1, Shad_tr21111_c0_g1_i2.p1, Shad_tr1933_c3_g1_i5.p1	Chfu_DN14210_c0_g1_i1.p1
OG0000291	Shad_tr11312_c1_g1_i1.p1, Shad_tr22712_c2_g2_i1.p1, Shad_tr11068_c0_g1_i23.p1, Shad_tr11068_c2_g1_i1.p1, Shad_tr22712_c2_g1_i1.p1	Chfu_DN7266_c0_g1_i1.p1
OG0000292	Shad_tr10847_c2_g1_i4.p1, Shad_tr12766_c0_g1_i19.p1	Chfu_DN2014_c0_g4_i1.p1
OG0000293	Shad_tr1443_c1_g1_i1.p1	Chfu_DN18519_c0_g1_i1.p1, Chfu_DN17239_c0_g1_i1.p1
OG0000293	Shad_tr3364_c0_g1_i7.p1, Shad_tr20401_c0_g1_i2.p1	Chfu_DN2738_c0_g1_i3.p1
OG0000293	Shad_tr3415_c0_g1_i26.p1	Chfu_DN1025_c0_g1_i11.p1
OG0000294	Shad_tr21421_c0_g1_i1.p1	Chfu_DN1356_c0_g1_i3.p1, Chfu_DN5230_c0_g1_i1.p1
OG0000297	Shad_tr6452_c0_g1_i1.p1, Shad_tr14374_c0_g1_i2.p1, Shad_tr14374_c0_g2_i3.p1, Shad_tr10867_c1_g1_i3.p1, Shad_tr6370_c0_g1_i2.p1, Shad_tr18554_c0_g2_i5.p1	Chfu_DN828_c0_g1_i1.p1, Chfu_DN3199_c0_g1_i1.p1, Chfu_DN828_c0_g2_i1.p1
OG0000298	Shad_tr20990_c0_g1_i11.p1, Shad_tr1285_c7_g1_i3.p1, Shad_tr36300_c0_g1_i1.p1, Shad_tr16484_c0_g1_i1.p1, Shad_tr1338_c3_g1_i12.p1, Shad_tr35993_c0_g1_i3.p1, Shad_tr35993_c0_g2_i1.p1, Shad_tr25341_c1_g1_i1.p1, Shad_tr36617_c0_g1_i2.p1	Chfu_DN1101_c0_g1_i2.p1
