Orthogroup	Stichodactyla_haddoni_longest_pep	Nematostella_vectensis_longest_pep
OG0000031	Shad_tr91889_c0_g1_i1.p1, Shad_tr61595_c0_g1_i1.p1	Neva_DN6684_c0_g1_i1.p1
OG0000031	Shad_tr28520_c0_g1_i5.p1	Neva_DN27502_c0_g2_i1.p1
OG0000031	Shad_tr20673_c0_g1_i4.p1	Neva_DN2228_c1_g1_i5.p1
OG0000031	Shad_tr6959_c0_g2_i2.p1	Neva_DN1754_c0_g1_i1.p1
OG0000032	Shad_tr88008_c0_g1_i1.p1	Neva_DN12527_c0_g1_i11.p1
OG0000032	Shad_tr39185_c0_g1_i1.p1	Neva_DN116_c0_g1_i1.p2
OG0000032	Shad_tr37258_c0_g1_i5.p1	Neva_DN128908_c0_g1_i1.p1
OG0000033	Shad_tr17741_c0_g1_i1.p1, Shad_tr8546_c0_g1_i19.p1	Neva_DN3964_c0_g1_i3.p1
OG0000033	Shad_tr12242_c0_g1_i3.p1, Shad_tr25242_c0_g1_i4.p1	Neva_DN2363_c0_g3_i2.p1
OG0000033	Shad_tr30739_c0_g1_i2.p1, Shad_tr44173_c0_g1_i1.p1	Neva_DN13281_c0_g1_i2.p1
OG0000033	Shad_tr80971_c0_g1_i1.p1	Neva_DN4370_c2_g1_i1.p1
OG0000033	Shad_tr923_c0_g2_i1.p1	Neva_DN1915_c0_g1_i3.p1
OG0000033	Shad_tr83240_c0_g1_i1.p1, Shad_tr22083_c0_g1_i5.p1, Shad_tr24409_c0_g1_i3.p1	Neva_DN6009_c0_g1_i7.p1
OG0000033	Shad_tr92341_c0_g1_i1.p1, Shad_tr61842_c0_g1_i1.p1	Neva_DN651_c0_g1_i10.p1
OG0000035	Shad_tr77693_c0_g1_i1.p1	Neva_DN90592_c0_g1_i1.p1, Neva_DN36276_c0_g2_i1.p1
OG0000035	Shad_tr25443_c1_g1_i1.p1	Neva_DN59712_c0_g1_i1.p1, Neva_DN15012_c0_g1_i2.p1
OG0000035	Shad_tr12310_c0_g1_i2.p1	Neva_DN80686_c0_g1_i1.p1, Neva_DN174032_c0_g1_i1.p1
OG0000035	Shad_tr2204_c1_g1_i8.p1	Neva_DN14074_c0_g1_i2.p1
OG0000035	Shad_tr10303_c0_g1_i15.p1	Neva_DN2563_c0_g1_i8.p1
OG0000035	Shad_tr49684_c0_g1_i1.p1	Neva_DN5043_c0_g2_i6.p1
OG0000035	Shad_tr56743_c0_g1_i2.p1, Shad_tr8585_c3_g1_i1.p1	Neva_DN79133_c0_g1_i1.p1
OG0000035	Shad_tr17341_c0_g1_i7.p1	Neva_DN8034_c1_g1_i2.p1
OG0000035	Shad_tr12357_c0_g1_i18.p1	Neva_DN3693_c0_g2_i3.p1
OG0000035	Shad_tr6742_c0_g2_i2.p1	Neva_DN10295_c0_g1_i9.p1
OG0000036	Shad_tr67703_c0_g1_i1.p1	Neva_DN8789_c1_g1_i2.p1
OG0000036	Shad_tr6515_c0_g1_i1.p1	Neva_DN30407_c0_g1_i2.p1, Neva_DN1316_c0_g1_i10.p1, Neva_DN1753_c0_g2_i1.p1, Neva_DN30806_c0_g1_i1.p1
OG0000036	Shad_tr2892_c2_g3_i1.p1, Shad_tr87012_c0_g1_i1.p1	Neva_DN54625_c0_g2_i1.p1
OG0000036	Shad_tr27877_c0_g3_i1.p1	Neva_DN18351_c0_g1_i2.p1
OG0000036	Shad_tr27184_c2_g2_i1.p1, Shad_tr722_c0_g1_i4.p1, Shad_tr15962_c0_g1_i8.p1	Neva_DN4944_c0_g1_i5.p1
OG0000036	Shad_tr27413_c0_g1_i2.p1	Neva_DN61_c1_g1_i1.p1
OG0000036	Shad_tr52237_c0_g1_i1.p1	Neva_DN92451_c0_g1_i1.p1
OG0000037	Shad_tr101116_c0_g1_i1.p1	Neva_DN109001_c0_g1_i1.p1
OG0000038	Shad_tr7481_c0_g1_i1.p1	Neva_DN15558_c0_g1_i3.p1
OG0000038	Shad_tr47243_c0_g2_i5.p1	Neva_DN1013_c0_g1_i2.p1
OG0000038	Shad_tr48571_c0_g1_i2.p1	Neva_DN91231_c0_g1_i1.p1
OG0000038	Shad_tr23754_c0_g1_i1.p1	Neva_DN23523_c0_g1_i3.p1
OG0000038	Shad_tr90896_c0_g1_i1.p1	Neva_DN16234_c0_g1_i6.p1
OG0000038	Shad_tr14612_c0_g1_i1.p1	Neva_DN2119_c3_g1_i1.p1
OG0000038	Shad_tr15939_c0_g1_i1.p1	Neva_DN38088_c1_g2_i1.p1
OG0000038	Shad_tr51955_c0_g1_i1.p1, Shad_tr42232_c0_g1_i1.p1	Neva_DN2035_c0_g1_i1.p1
OG0000038	Shad_tr31301_c1_g1_i2.p1	Neva_DN4758_c0_g1_i1.p1
OG0000038	Shad_tr11578_c0_g1_i2.p1	Neva_DN19272_c0_g1_i2.p1
OG0000039	Shad_tr77871_c0_g1_i1.p1, Shad_tr27332_c5_g1_i1.p1	Neva_DN37646_c0_g2_i1.p1
OG0000039	Shad_tr51593_c1_g1_i1.p1	Neva_DN29116_c0_g1_i3.p1, Neva_DN2380_c1_g1_i1.p1
OG0000039	Shad_tr14777_c0_g1_i4.p1	Neva_DN4032_c0_g2_i2.p1
OG0000039	Shad_tr10153_c0_g1_i7.p1	Neva_DN21092_c0_g1_i3.p1
OG0000039	Shad_tr10065_c0_g3_i1.p1	Neva_DN149458_c0_g1_i1.p1
OG0000039	Shad_tr37785_c0_g1_i1.p1	Neva_DN43699_c0_g1_i1.p1
OG0000039	Shad_tr44150_c1_g2_i1.p1, Shad_tr72828_c0_g1_i1.p1	Neva_DN12840_c0_g1_i5.p1
OG0000039	Shad_tr14777_c0_g2_i1.p1	Neva_DN79961_c0_g1_i1.p1
OG0000042	Shad_tr46031_c0_g1_i1.p1	Neva_DN40157_c0_g1_i2.p1
OG0000042	Shad_tr72134_c0_g1_i1.p1	Neva_DN11415_c0_g2_i1.p1
OG0000042	Shad_tr27016_c1_g1_i1.p1	Neva_DN2609_c0_g1_i13.p1
OG0000042	Shad_tr62590_c0_g1_i1.p1	Neva_DN1514_c1_g1_i11.p1
OG0000042	Shad_tr5115_c2_g1_i1.p1	Neva_DN108445_c0_g1_i5.p1
OG0000042	Shad_tr14052_c0_g1_i1.p1	Neva_DN12_c0_g1_i3.p1
OG0000042	Shad_tr1281_c0_g1_i3.p1	Neva_DN12_c0_g2_i2.p1
OG0000042	Shad_tr11106_c0_g1_i14.p1	Neva_DN2818_c0_g1_i5.p1
OG0000043	Shad_tr21372_c0_g1_i10.p1, Shad_tr55304_c1_g1_i1.p1, Shad_tr23370_c1_g1_i1.p1, Shad_tr23076_c0_g1_i5.p1, Shad_tr3171_c1_g1_i2.p1, Shad_tr27109_c0_g1_i2.p1, Shad_tr31847_c0_g1_i3.p1, Shad_tr18489_c0_g1_i1.p1, Shad_tr1605_c0_g2_i4.p1, Shad_tr103_c9_g1_i1.p1, Shad_tr33792_c1_g1_i1.p1, Shad_tr43878_c1_g1_i1.p1, Shad_tr8790_c0_g2_i2.p1	Neva_DN345_c0_g1_i10.p1
OG0000045	Shad_tr20172_c0_g1_i1.p1	Neva_DN282_c0_g1_i8.p1
OG0000045	Shad_tr44010_c1_g2_i1.p1	Neva_DN1852_c0_g1_i4.p1
OG0000045	Shad_tr46214_c0_g1_i7.p1	Neva_DN42193_c0_g1_i1.p1
OG0000045	Shad_tr15464_c1_g1_i1.p1	Neva_DN1947_c0_g1_i5.p1
OG0000045	Shad_tr12347_c0_g2_i2.p1, Shad_tr6827_c2_g1_i3.p1	Neva_DN16902_c0_g1_i3.p1, Neva_DN9917_c0_g1_i1.p1
OG0000045	Shad_tr1830_c0_g1_i5.p1, Shad_tr5492_c2_g1_i2.p1	Neva_DN1462_c1_g1_i3.p1, Neva_DN7800_c0_g1_i4.p1
OG0000045	Shad_tr89183_c0_g1_i1.p1, Shad_tr4735_c1_g1_i2.p1	Neva_DN45184_c0_g1_i1.p1
OG0000045	Shad_tr2168_c1_g2_i1.p1	Neva_DN93_c0_g1_i5.p1
OG0000045	Shad_tr10409_c1_g1_i5.p1	Neva_DN85850_c0_g2_i1.p1
OG0000045	Shad_tr12116_c5_g1_i1.p1	Neva_DN27566_c0_g1_i11.p1
OG0000045	Shad_tr16855_c0_g3_i1.p1	Neva_DN1798_c1_g1_i1.p1
OG0000046	Shad_tr1688_c0_g2_i1.p1, Shad_tr2621_c2_g1_i1.p1, Shad_tr8013_c2_g1_i3.p1, Shad_tr3029_c0_g1_i2.p1, Shad_tr18970_c0_g1_i1.p1, Shad_tr3029_c1_g2_i1.p1, Shad_tr9191_c1_g1_i1.p1, Shad_tr2621_c1_g1_i6.p1, Shad_tr3029_c2_g1_i1.p1, Shad_tr555_c0_g3_i1.p1, Shad_tr30679_c0_g1_i3.p1, Shad_tr15266_c0_g1_i5.p1, Shad_tr3678_c0_g1_i12.p1, Shad_tr24787_c0_g1_i1.p1	Neva_DN3791_c0_g1_i6.p1
OG0000048	Shad_tr11245_c0_g1_i8.p1, Shad_tr21871_c0_g1_i10.p1, Shad_tr93503_c0_g1_i1.p1	Neva_DN4202_c1_g1_i7.p1
OG0000049	Shad_tr5640_c0_g1_i2.p1, Shad_tr13226_c0_g4_i1.p1	Neva_DN12567_c0_g1_i1.p1
OG0000049	Shad_tr39593_c0_g1_i6.p1, Shad_tr111610_c0_g1_i1.p1, Shad_tr82597_c0_g1_i1.p1	Neva_DN212_c0_g1_i4.p1
OG0000049	Shad_tr16649_c0_g2_i1.p1, Shad_tr16649_c0_g1_i2.p1	Neva_DN5045_c0_g2_i4.p1
OG0000049	Shad_tr49792_c0_g1_i1.p1	Neva_DN468_c0_g2_i1.p1
OG0000049	Shad_tr3486_c0_g1_i22.p1, Shad_tr41382_c0_g1_i1.p1	Neva_DN2464_c0_g1_i2.p1
OG0000050	Shad_tr6086_c5_g1_i1.p1	Neva_DN34749_c0_g1_i2.p1
OG0000050	Shad_tr40084_c1_g1_i1.p1	Neva_DN86309_c0_g1_i2.p1
OG0000050	Shad_tr26423_c0_g1_i1.p1	Neva_DN7035_c0_g2_i1.p1
OG0000050	Shad_tr35064_c0_g1_i1.p1	Neva_DN81819_c0_g1_i1.p1
OG0000050	Shad_tr108086_c0_g1_i1.p1, Shad_tr9225_c1_g4_i1.p1	Neva_DN5477_c0_g1_i8.p1
OG0000050	Shad_tr5253_c3_g1_i5.p1	Neva_DN55173_c0_g2_i1.p1
OG0000050	Shad_tr15441_c0_g1_i4.p1	Neva_DN5496_c1_g1_i2.p1
OG0000050	Shad_tr38780_c0_g2_i1.p1, Shad_tr111177_c0_g1_i1.p1	Neva_DN42292_c0_g1_i2.p1
OG0000050	Shad_tr50844_c1_g1_i2.p1	Neva_DN26184_c0_g1_i5.p1
OG0000051	Shad_tr37362_c1_g2_i1.p1	Neva_DN98941_c0_g1_i5.p1, Neva_DN94469_c0_g1_i1.p1, Neva_DN83315_c0_g1_i3.p1
OG0000051	Shad_tr4827_c7_g1_i1.p1	Neva_DN8823_c0_g2_i1.p1, Neva_DN8823_c0_g1_i2.p1
OG0000051	Shad_tr112401_c0_g1_i1.p1	Neva_DN92041_c0_g1_i5.p1, Neva_DN20662_c0_g1_i3.p1, Neva_DN18785_c0_g1_i1.p1
OG0000052	Shad_tr40016_c0_g3_i1.p1	Neva_DN1551_c0_g1_i8.p1, Neva_DN6450_c0_g1_i4.p1
OG0000052	Shad_tr32439_c0_g1_i2.p1	Neva_DN18152_c0_g1_i2.p1
OG0000052	Shad_tr23666_c0_g1_i3.p1, Shad_tr3559_c1_g1_i12.p1, Shad_tr1245_c0_g1_i24.p1	Neva_DN1957_c0_g1_i10.p1
OG0000052	Shad_tr37419_c0_g1_i4.p1, Shad_tr74663_c0_g1_i3.p1, Shad_tr35741_c0_g1_i1.p1, Shad_tr108522_c0_g1_i1.p1, Shad_tr92902_c0_g1_i1.p1, Shad_tr10665_c2_g1_i1.p1	Neva_DN3016_c0_g2_i1.p1
OG0000054	Shad_tr13110_c0_g1_i2.p1, Shad_tr5667_c0_g1_i3.p1, Shad_tr25849_c1_g1_i1.p1, Shad_tr22955_c0_g1_i1.p1, Shad_tr35515_c0_g1_i1.p1, Shad_tr26307_c1_g1_i1.p2, Shad_tr35515_c1_g1_i1.p1, Shad_tr8117_c0_g3_i2.p1, Shad_tr4015_c0_g1_i6.p1, Shad_tr8117_c0_g1_i1.p1, Shad_tr15615_c1_g1_i4.p1	Neva_DN10603_c0_g1_i1.p1
OG0000055	Shad_tr26368_c0_g3_i1.p1, Shad_tr95212_c0_g1_i1.p1	Neva_DN11154_c0_g2_i1.p3
OG0000055	Shad_tr35492_c0_g2_i2.p1	Neva_DN97562_c0_g2_i1.p1
OG0000055	Shad_tr21564_c1_g1_i4.p1	Neva_DN3052_c0_g1_i1.p1
OG0000055	Shad_tr5823_c0_g1_i8.p1, Shad_tr6903_c0_g2_i1.p1	Neva_DN5923_c1_g1_i9.p1
OG0000055	Shad_tr32353_c2_g1_i1.p1	Neva_DN34815_c0_g2_i1.p1
OG0000056	Shad_tr22093_c0_g1_i2.p1	Neva_DN166155_c0_g1_i1.p1
OG0000056	Shad_tr34476_c1_g1_i1.p1	Neva_DN56235_c0_g1_i2.p1
OG0000056	Shad_tr98391_c0_g1_i1.p1	Neva_DN713_c1_g1_i8.p1
OG0000056	Shad_tr2626_c0_g1_i6.p1, Shad_tr10502_c0_g5_i1.p1, Shad_tr15285_c0_g1_i1.p1, Shad_tr12463_c0_g2_i1.p1, Shad_tr5042_c0_g2_i12.p1	Neva_DN15779_c0_g2_i2.p1
OG0000057	Shad_tr10405_c0_g2_i1.p1, Shad_tr23098_c0_g1_i3.p1, Shad_tr11711_c0_g2_i1.p1, Shad_tr45760_c0_g1_i5.p1, Shad_tr11711_c0_g1_i5.p1, Shad_tr3815_c0_g1_i2.p1, Shad_tr45637_c0_g1_i1.p1, Shad_tr86_c4_g1_i2.p1, Shad_tr45376_c0_g1_i2.p1, Shad_tr8649_c7_g1_i1.p1, Shad_tr9316_c0_g1_i1.p1, Shad_tr5210_c0_g2_i3.p1, Shad_tr9316_c0_g2_i2.p1, Shad_tr1190_c2_g1_i1.p1, Shad_tr9316_c0_g3_i1.p1, Shad_tr14485_c0_g1_i5.p1, Shad_tr9052_c0_g1_i10.p1, Shad_tr8644_c1_g1_i2.p1, Shad_tr14855_c0_g1_i1.p1	Neva_DN6208_c1_g1_i4.p1
OG0000058	Shad_tr22293_c0_g1_i3.p1	Neva_DN6582_c0_g1_i16.p1
OG0000058	Shad_tr2175_c1_g1_i25.p1	Neva_DN24843_c0_g1_i7.p1, Neva_DN20912_c0_g2_i1.p1, Neva_DN20912_c0_g1_i5.p1, Neva_DN1849_c0_g2_i9.p1, Neva_DN14815_c1_g1_i1.p1, Neva_DN10482_c0_g1_i5.p1, Neva_DN11629_c0_g2_i1.p1
OG0000059	Shad_tr12314_c0_g1_i1.p1	Neva_DN2161_c0_g1_i2.p1
OG0000059	Shad_tr1473_c0_g3_i2.p1	Neva_DN1022_c2_g1_i1.p1
OG0000059	Shad_tr93714_c0_g1_i1.p1	Neva_DN94572_c0_g1_i1.p1
OG0000059	Shad_tr6778_c1_g1_i29.p1	Neva_DN346_c0_g2_i1.p1
OG0000059	Shad_tr11544_c0_g1_i7.p1	Neva_DN9371_c3_g2_i2.p1
OG0000059	Shad_tr9768_c0_g1_i4.p1	Neva_DN3657_c0_g1_i6.p1
OG0000059	Shad_tr10655_c3_g1_i2.p1	Neva_DN1150_c0_g2_i1.p1
OG0000059	Shad_tr27210_c0_g1_i2.p1	Neva_DN46700_c0_g2_i2.p1
OG0000059	Shad_tr5520_c5_g1_i1.p1, Shad_tr38367_c0_g2_i2.p1	Neva_DN46700_c0_g3_i2.p1
OG0000059	Shad_tr80838_c0_g1_i1.p1	Neva_DN121026_c0_g1_i1.p1
OG0000060	Shad_tr47276_c0_g2_i3.p1	Neva_DN132772_c0_g1_i1.p1
OG0000060	Shad_tr71414_c0_g1_i1.p1	Neva_DN61745_c0_g1_i3.p1
OG0000061	Shad_tr21739_c0_g1_i1.p1	Neva_DN244_c0_g1_i3.p2
OG0000061	Shad_tr1019_c1_g1_i7.p1, Shad_tr100622_c0_g1_i1.p1	Neva_DN36276_c0_g3_i1.p1
OG0000061	Shad_tr9083_c0_g1_i1.p1	Neva_DN145436_c0_g1_i1.p1, Neva_DN64103_c0_g2_i1.p1, Neva_DN3549_c0_g2_i1.p1, Neva_DN34505_c0_g1_i1.p1
OG0000061	Shad_tr14914_c0_g1_i11.p1	Neva_DN118157_c0_g1_i1.p1
OG0000062	Shad_tr48407_c0_g1_i1.p1, Shad_tr28593_c0_g1_i2.p1, Shad_tr86846_c0_g1_i1.p1	Neva_DN138611_c0_g2_i1.p1
OG0000062	Shad_tr80889_c0_g1_i1.p1, Shad_tr73265_c0_g1_i1.p1, Shad_tr66759_c0_g1_i1.p1, Shad_tr93479_c0_g1_i1.p1, Shad_tr61188_c0_g1_i1.p1, Shad_tr101924_c0_g1_i1.p1, Shad_tr34637_c0_g2_i1.p1, Shad_tr112259_c0_g1_i1.p1, Shad_tr48437_c0_g1_i1.p1, Shad_tr34637_c0_g1_i1.p1	Neva_DN36302_c0_g2_i1.p1
OG0000063	Shad_tr75897_c0_g1_i1.p1	Neva_DN49187_c0_g1_i1.p1
OG0000063	Shad_tr62115_c0_g1_i1.p1	Neva_DN9960_c0_g1_i8.p1
OG0000063	Shad_tr105177_c0_g1_i1.p1, Shad_tr102598_c0_g1_i1.p1	Neva_DN30525_c0_g2_i1.p1
OG0000063	Shad_tr106060_c0_g1_i1.p1	Neva_DN71535_c0_g2_i1.p1
OG0000063	Shad_tr49683_c1_g1_i1.p1	Neva_DN30978_c0_g1_i1.p1
OG0000063	Shad_tr98149_c0_g1_i1.p1	Neva_DN118149_c0_g1_i2.p1
OG0000063	Shad_tr39729_c0_g2_i4.p1	Neva_DN1724_c19_g1_i1.p1
OG0000063	Shad_tr30482_c1_g1_i1.p1	Neva_DN4501_c0_g1_i3.p1
OG0000063	Shad_tr48159_c0_g1_i1.p1, Shad_tr20967_c0_g1_i1.p1	Neva_DN122225_c0_g1_i3.p1
OG0000063	Shad_tr50251_c0_g1_i1.p1	Neva_DN52126_c0_g1_i1.p1
OG0000063	Shad_tr63276_c0_g1_i1.p1	Neva_DN71795_c0_g2_i2.p1
OG0000064	Shad_tr38467_c0_g5_i1.p1	Neva_DN18042_c0_g2_i15.p1
OG0000064	Shad_tr39013_c0_g2_i1.p1	Neva_DN139809_c0_g1_i1.p1
OG0000064	Shad_tr84368_c0_g1_i1.p1	Neva_DN2922_c0_g1_i2.p1
OG0000064	Shad_tr80725_c0_g1_i1.p1	Neva_DN13041_c0_g2_i1.p1
OG0000064	Shad_tr31401_c5_g1_i1.p1	Neva_DN35480_c0_g2_i4.p1
OG0000064	Shad_tr29576_c2_g1_i1.p1	Neva_DN7954_c0_g2_i2.p1
OG0000064	Shad_tr98785_c0_g1_i1.p1	Neva_DN23616_c0_g2_i1.p1, Neva_DN80730_c0_g1_i1.p1
OG0000064	Shad_tr52224_c0_g1_i1.p1, Shad_tr113762_c0_g1_i1.p1, Shad_tr11821_c0_g1_i4.p1, Shad_tr71229_c0_g1_i2.p1	Neva_DN9648_c0_g1_i11.p1
OG0000064	Shad_tr4315_c0_g1_i3.p1	Neva_DN7661_c1_g1_i4.p1
OG0000064	Shad_tr36557_c0_g1_i1.p1	Neva_DN38377_c0_g1_i1.p1, Neva_DN18042_c0_g1_i1.p1, Neva_DN127070_c0_g2_i1.p1
OG0000066	Shad_tr38427_c0_g5_i1.p2, Shad_tr38427_c0_g4_i1.p1, Shad_tr38427_c0_g2_i1.p1, Shad_tr29287_c0_g1_i1.p1, Shad_tr38427_c0_g1_i3.p1, Shad_tr29287_c1_g1_i1.p1, Shad_tr38427_c0_g3_i1.p1, Shad_tr16256_c0_g2_i1.p1, Shad_tr90326_c0_g1_i1.p1, Shad_tr87563_c0_g1_i2.p1, Shad_tr16256_c0_g3_i1.p1, Shad_tr11726_c0_g1_i4.p1, Shad_tr48792_c0_g1_i1.p1, Shad_tr21286_c0_g1_i6.p1, Shad_tr802_c1_g1_i30.p1, Shad_tr2647_c2_g1_i5.p1, Shad_tr19181_c1_g1_i1.p1, Shad_tr21528_c0_g1_i1.p1, Shad_tr65320_c0_g1_i1.p1, Shad_tr53649_c1_g1_i1.p1, Shad_tr29159_c0_g4_i1.p1, Shad_tr25822_c0_g1_i3.p1, Shad_tr19181_c0_g1_i1.p1, Shad_tr96623_c0_g1_i1.p1	Neva_DN413_c0_g2_i4.p1
OG0000067	Shad_tr21802_c1_g2_i1.p1	Neva_DN29488_c0_g1_i2.p1, Neva_DN1346_c0_g2_i1.p1, Neva_DN2758_c0_g1_i2.p1, Neva_DN33340_c0_g1_i1.p1, Neva_DN9670_c0_g1_i9.p1, Neva_DN17771_c0_g1_i1.p1, Neva_DN12878_c0_g1_i2.p1, Neva_DN3099_c0_g1_i7.p1
OG0000068	Shad_tr22306_c0_g1_i13.p1	Neva_DN19812_c0_g5_i1.p1
OG0000068	Shad_tr31333_c0_g1_i1.p1	Neva_DN112894_c0_g1_i1.p1, Neva_DN65539_c0_g1_i1.p1
OG0000069	Shad_tr56695_c0_g1_i1.p1	Neva_DN96295_c0_g1_i1.p1
OG0000069	Shad_tr111107_c0_g1_i1.p1, Shad_tr85915_c0_g1_i1.p1, Shad_tr29504_c0_g1_i3.p1, Shad_tr110196_c0_g1_i1.p1	Neva_DN151791_c0_g1_i2.p1
OG0000069	Shad_tr58790_c0_g1_i3.p1	Neva_DN5235_c0_g1_i8.p1
OG0000069	Shad_tr114320_c0_g1_i1.p1	Neva_DN87234_c0_g2_i2.p1
OG0000070	Shad_tr108640_c0_g1_i1.p1, Shad_tr30143_c0_g1_i1.p1, Shad_tr62011_c0_g1_i1.p1, Shad_tr12228_c1_g1_i1.p1	Neva_DN22759_c0_g1_i10.p1
OG0000071	Shad_tr76521_c0_g1_i1.p1, Shad_tr105623_c0_g1_i1.p1, Shad_tr112699_c0_g1_i1.p1	Neva_DN100445_c0_g1_i1.p1
OG0000071	Shad_tr15476_c1_g2_i1.p1	Neva_DN120915_c0_g2_i4.p1
OG0000071	Shad_tr35979_c0_g2_i2.p1	Neva_DN98964_c0_g1_i8.p1
OG0000071	Shad_tr44137_c0_g3_i1.p1	Neva_DN27144_c0_g1_i1.p1
OG0000071	Shad_tr19143_c0_g1_i6.p1	Neva_DN47082_c0_g1_i2.p1
OG0000071	Shad_tr23568_c2_g1_i1.p1	Neva_DN24419_c0_g1_i7.p1
OG0000071	Shad_tr18787_c1_g3_i1.p1	Neva_DN60654_c0_g1_i1.p1
OG0000071	Shad_tr54514_c0_g1_i2.p1	Neva_DN4555_c0_g1_i11.p1, Neva_DN51890_c0_g1_i2.p1, Neva_DN48449_c0_g1_i11.p1
OG0000072	Shad_tr56213_c0_g3_i4.p1, Shad_tr7543_c0_g1_i8.p1	Neva_DN4159_c0_g1_i1.p1, Neva_DN3950_c0_g1_i1.p1
OG0000072	Shad_tr7543_c0_g4_i1.p1	Neva_DN74280_c0_g1_i2.p1
OG0000072	Shad_tr3797_c1_g1_i2.p1	Neva_DN21960_c0_g1_i2.p1
OG0000072	Shad_tr4564_c0_g1_i2.p1	Neva_DN683_c1_g2_i1.p1
OG0000072	Shad_tr50055_c0_g1_i8.p1	Neva_DN3468_c2_g1_i3.p1
OG0000072	Shad_tr8688_c0_g3_i3.p1	Neva_DN146223_c0_g1_i3.p1
OG0000072	Shad_tr21353_c0_g1_i3.p1	Neva_DN8005_c0_g1_i1.p1
OG0000073	Shad_tr26923_c0_g2_i1.p1	Neva_DN161431_c0_g1_i1.p1
OG0000074	Shad_tr13098_c0_g1_i5.p1	Neva_DN104266_c0_g1_i1.p1, Neva_DN643_c7_g1_i4.p1, Neva_DN1868_c0_g1_i14.p1, Neva_DN142523_c0_g1_i1.p1
OG0000074	Shad_tr16521_c0_g1_i1.p1	Neva_DN8878_c0_g1_i2.p1
OG0000074	Shad_tr1233_c5_g1_i6.p1, Shad_tr47720_c0_g1_i1.p1, Shad_tr11680_c0_g2_i2.p1	Neva_DN3174_c0_g1_i11.p1, Neva_DN1123_c0_g1_i14.p1
OG0000075	Shad_tr25754_c0_g1_i6.p1	Neva_DN1233_c0_g1_i2.p1
OG0000075	Shad_tr25168_c0_g1_i9.p1	Neva_DN4074_c0_g1_i1.p1, Neva_DN20009_c0_g1_i1.p1, Neva_DN22869_c0_g1_i13.p1, Neva_DN7851_c0_g1_i16.p1, Neva_DN94849_c0_g1_i1.p1, Neva_DN13129_c0_g1_i1.p2
OG0000075	Shad_tr12638_c0_g1_i2.p1	Neva_DN86085_c0_g1_i2.p1
OG0000075	Shad_tr14455_c0_g1_i1.p2, Shad_tr45180_c0_g1_i1.p1, Shad_tr14455_c0_g3_i1.p1	Neva_DN5814_c0_g1_i3.p1
OG0000076	Shad_tr7014_c3_g1_i2.p1, Shad_tr7014_c0_g1_i2.p1	Neva_DN394_c0_g1_i22.p1
OG0000076	Shad_tr40036_c1_g1_i2.p1	Neva_DN2601_c0_g1_i15.p1
OG0000078	Shad_tr48869_c0_g1_i1.p1	Neva_DN129830_c0_g1_i1.p1, Neva_DN152652_c0_g1_i1.p1
OG0000078	Shad_tr30691_c0_g1_i3.p1	Neva_DN13514_c0_g1_i4.p1
OG0000078	Shad_tr30995_c0_g1_i1.p1	Neva_DN105770_c0_g2_i1.p1, Neva_DN4682_c2_g1_i1.p1
OG0000078	Shad_tr97069_c0_g1_i1.p1	Neva_DN361_c0_g3_i1.p1
OG0000078	Shad_tr67259_c0_g1_i2.p1	Neva_DN13297_c0_g1_i2.p1
OG0000078	Shad_tr75306_c0_g1_i1.p1	Neva_DN54190_c0_g1_i1.p1
OG0000078	Shad_tr14295_c1_g1_i1.p1, Shad_tr44103_c0_g1_i1.p1	Neva_DN32369_c0_g1_i3.p1
OG0000079	Shad_tr8144_c0_g1_i3.p1, Shad_tr13752_c1_g1_i2.p1	Neva_DN422_c0_g1_i6.p1
OG0000079	Shad_tr15678_c0_g3_i1.p1	Neva_DN71579_c0_g1_i3.p1
OG0000079	Shad_tr12619_c1_g1_i1.p1	Neva_DN11306_c2_g1_i5.p1
OG0000080	Shad_tr43662_c0_g2_i1.p1	Neva_DN4568_c0_g1_i1.p1
OG0000080	Shad_tr11109_c0_g1_i1.p1	Neva_DN27398_c0_g1_i3.p1
OG0000080	Shad_tr10910_c1_g2_i2.p1	Neva_DN8893_c0_g4_i3.p1
OG0000080	Shad_tr16109_c3_g1_i1.p1	Neva_DN4828_c0_g2_i1.p1
OG0000080	Shad_tr6780_c3_g1_i1.p1	Neva_DN65236_c0_g2_i1.p1
OG0000080	Shad_tr47931_c0_g1_i1.p1	Neva_DN53966_c0_g1_i2.p1
OG0000080	Shad_tr64098_c0_g1_i1.p1	Neva_DN773_c1_g1_i13.p1
OG0000080	Shad_tr22621_c5_g1_i5.p1	Neva_DN1870_c0_g1_i13.p1
OG0000080	Shad_tr9680_c0_g1_i1.p1	Neva_DN37516_c0_g1_i1.p1
OG0000080	Shad_tr50095_c1_g1_i1.p1	Neva_DN9222_c1_g1_i2.p1
OG0000080	Shad_tr24938_c3_g1_i1.p1	Neva_DN12243_c0_g1_i4.p1
OG0000081	Shad_tr98826_c0_g1_i1.p1	Neva_DN53931_c0_g2_i1.p1
OG0000081	Shad_tr41901_c0_g1_i1.p2	Neva_DN51427_c0_g2_i2.p1
OG0000081	Shad_tr20988_c0_g1_i1.p1, Shad_tr50179_c0_g3_i1.p1	Neva_DN51390_c0_g3_i1.p2
OG0000081	Shad_tr58083_c0_g1_i1.p1	Neva_DN51427_c0_g1_i1.p1
