Orthogroup	Stichodactyla_haddoni_longest_pep	Actinia_tenebrosa_longest_pep
OG0000026	Shad_tr39056_c1_g2_i1.p1	Acte_DN4931_c1_g1_i1.p1
OG0000026	Shad_tr4413_c0_g2_i2.p1	Acte_DN5030_c0_g1_i2.p1
OG0000026	Shad_tr28250_c0_g1_i3.p1	Acte_DN15106_c0_g1_i2.p1
OG0000026	Shad_tr16016_c0_g1_i3.p1	Acte_DN4704_c0_g3_i1.p1
OG0000026	Shad_tr17855_c0_g1_i1.p1	Acte_DN10092_c0_g2_i2.p1
OG0000026	Shad_tr4067_c1_g1_i4.p1	Acte_DN866_c0_g1_i1.p1
OG0000026	Shad_tr11094_c0_g2_i7.p1	Acte_DN7053_c0_g1_i1.p1
OG0000026	Shad_tr2382_c4_g1_i1.p1	Acte_DN4704_c0_g2_i3.p1
OG0000026	Shad_tr12716_c0_g2_i3.p1	Acte_DN5177_c0_g2_i4.p1
OG0000026	Shad_tr1062_c7_g1_i1.p1	Acte_DN7342_c0_g1_i1.p1
OG0000027	Shad_tr20640_c0_g3_i4.p1, Shad_tr77395_c0_g1_i1.p1, Shad_tr83383_c0_g1_i1.p1, Shad_tr44254_c1_g1_i1.p1	Acte_DN1292_c0_g2_i1.p1
OG0000027	Shad_tr80897_c0_g1_i1.p1, Shad_tr49221_c0_g1_i3.p1, Shad_tr35006_c0_g1_i1.p1, Shad_tr46417_c0_g1_i3.p1, Shad_tr8439_c0_g3_i1.p1, Shad_tr80138_c0_g1_i1.p1, Shad_tr20774_c2_g1_i1.p1, Shad_tr21177_c0_g1_i1.p1, Shad_tr81309_c0_g1_i1.p1, Shad_tr19184_c0_g2_i7.p1, Shad_tr111768_c0_g1_i1.p1, Shad_tr37538_c1_g1_i3.p1, Shad_tr44254_c0_g3_i2.p1, Shad_tr33352_c0_g1_i10.p1, Shad_tr15717_c0_g1_i9.p1, Shad_tr4165_c1_g1_i4.p1, Shad_tr16925_c0_g1_i1.p1, Shad_tr36924_c1_g2_i2.p2, Shad_tr10245_c1_g1_i2.p1	Acte_DN4097_c1_g1_i2.p1
OG0000028	Shad_tr8272_c3_g3_i1.p1	Acte_DN3939_c0_g2_i2.p1
OG0000028	Shad_tr16010_c0_g1_i12.p1	Acte_DN5741_c1_g1_i1.p1
OG0000028	Shad_tr2614_c1_g1_i5.p1	Acte_DN3543_c0_g1_i3.p1
OG0000028	Shad_tr25188_c0_g2_i3.p1	Acte_DN12336_c0_g1_i1.p1
OG0000028	Shad_tr29221_c1_g1_i2.p1	Acte_DN19789_c0_g3_i1.p1, Acte_DN19789_c0_g1_i1.p1
OG0000028	Shad_tr11953_c0_g1_i5.p1	Acte_DN1185_c0_g1_i1.p1
OG0000028	Shad_tr9089_c2_g1_i26.p1	Acte_DN38605_c0_g1_i1.p1, Acte_DN36335_c0_g1_i1.p1
OG0000028	Shad_tr11744_c2_g1_i2.p1	Acte_DN24842_c0_g1_i1.p1
OG0000028	Shad_tr55101_c0_g1_i2.p1	Acte_DN7275_c0_g1_i1.p1
OG0000028	Shad_tr16418_c0_g1_i5.p1	Acte_DN6082_c0_g1_i3.p1
OG0000030	Shad_tr7909_c0_g1_i3.p1	Acte_DN2550_c0_g1_i9.p1
OG0000030	Shad_tr19192_c0_g1_i1.p1	Acte_DN692_c0_g2_i5.p1
OG0000030	Shad_tr2911_c0_g1_i5.p1	Acte_DN7223_c0_g2_i12.p1
OG0000030	Shad_tr42209_c1_g1_i1.p1	Acte_DN10973_c0_g1_i2.p1
OG0000030	Shad_tr1190_c0_g1_i33.p1	Acte_DN1541_c1_g2_i2.p1
OG0000030	Shad_tr3813_c0_g1_i25.p1	Acte_DN1579_c1_g1_i1.p1
OG0000030	Shad_tr790_c1_g1_i24.p1	Acte_DN1035_c0_g1_i1.p1
OG0000030	Shad_tr21741_c0_g1_i1.p1, Shad_tr2078_c0_g1_i11.p1	Acte_DN2026_c0_g2_i3.p1
OG0000030	Shad_tr17926_c0_g2_i1.p1	Acte_DN79_c0_g1_i3.p1, Acte_DN4312_c0_g1_i2.p1
OG0000030	Shad_tr40907_c0_g1_i4.p1	Acte_DN10734_c0_g3_i1.p1
OG0000030	Shad_tr19344_c0_g1_i6.p1	Acte_DN33146_c0_g1_i3.p1
OG0000030	Shad_tr3121_c0_g2_i1.p1	Acte_DN17_c0_g1_i7.p1
OG0000030	Shad_tr3121_c0_g1_i13.p1	Acte_DN17_c0_g2_i1.p1
OG0000031	Shad_tr76797_c0_g1_i1.p1	Acte_DN17324_c0_g2_i1.p1
OG0000031	Shad_tr19004_c0_g3_i1.p1	Acte_DN16939_c0_g2_i1.p1
OG0000031	Shad_tr37005_c0_g1_i1.p1	Acte_DN25202_c0_g1_i1.p1
OG0000031	Shad_tr83062_c0_g1_i1.p1	Acte_DN18717_c0_g2_i1.p1
OG0000031	Shad_tr55087_c0_g1_i1.p1	Acte_DN17324_c0_g1_i1.p1
OG0000031	Shad_tr48816_c0_g1_i9.p1	Acte_DN594_c1_g2_i1.p1
OG0000031	Shad_tr28520_c0_g1_i5.p1	Acte_DN12703_c0_g1_i16.p1
OG0000031	Shad_tr20673_c0_g1_i4.p1	Acte_DN3255_c0_g1_i7.p1
OG0000031	Shad_tr6959_c0_g2_i2.p1	Acte_DN15903_c0_g2_i1.p1
OG0000032	Shad_tr52647_c1_g1_i1.p1, Shad_tr52647_c0_g1_i2.p1	Acte_DN25489_c0_g1_i2.p1
OG0000032	Shad_tr48548_c0_g1_i1.p1	Acte_DN16963_c1_g2_i1.p1, Acte_DN30937_c0_g1_i1.p1, Acte_DN21223_c0_g2_i1.p1
OG0000032	Shad_tr96814_c0_g1_i1.p1	Acte_DN7292_c0_g2_i3.p1
OG0000032	Shad_tr73462_c0_g1_i1.p1, Shad_tr12873_c0_g2_i4.p1, Shad_tr1370_c0_g3_i2.p2, Shad_tr37258_c0_g1_i5.p1, Shad_tr85980_c0_g1_i1.p1, Shad_tr109723_c0_g1_i1.p1, Shad_tr10521_c0_g2_i1.p1	Acte_DN22975_c1_g1_i1.p1
OG0000033	Shad_tr1724_c1_g1_i5.p1, Shad_tr59393_c0_g1_i1.p1	Acte_DN75_c0_g1_i5.p1
OG0000033	Shad_tr33758_c0_g1_i1.p1	Acte_DN3775_c0_g2_i1.p1
OG0000034	Shad_tr3933_c0_g1_i6.p1	Acte_DN133_c0_g1_i4.p1
OG0000034	Shad_tr5597_c0_g1_i34.p1	Acte_DN25649_c0_g1_i4.p1
OG0000034	Shad_tr39406_c0_g1_i6.p1	Acte_DN4378_c0_g2_i1.p1, Acte_DN4378_c0_g1_i5.p1
OG0000034	Shad_tr419_c2_g1_i1.p1	Acte_DN1366_c0_g1_i10.p1
OG0000034	Shad_tr472_c0_g3_i3.p1	Acte_DN202_c0_g1_i12.p1
OG0000034	Shad_tr49991_c0_g1_i4.p1	Acte_DN4099_c0_g1_i1.p1
OG0000034	Shad_tr3880_c1_g1_i4.p1	Acte_DN2870_c0_g4_i1.p1, Acte_DN2870_c0_g1_i8.p1
OG0000035	Shad_tr56743_c0_g1_i2.p1	Acte_DN1205_c0_g1_i3.p1
OG0000035	Shad_tr8585_c3_g1_i1.p1	Acte_DN1203_c3_g1_i1.p1
OG0000035	Shad_tr32243_c0_g2_i1.p1	Acte_DN6409_c1_g1_i4.p1
OG0000035	Shad_tr47504_c0_g1_i2.p1, Shad_tr7939_c0_g1_i18.p1	Acte_DN1107_c1_g1_i1.p1
OG0000036	Shad_tr67703_c0_g1_i1.p1	Acte_DN5635_c0_g1_i1.p1
OG0000036	Shad_tr6515_c0_g1_i1.p1	Acte_DN37228_c0_g1_i1.p1
OG0000036	Shad_tr2892_c2_g3_i1.p1, Shad_tr87012_c0_g1_i1.p1	Acte_DN3160_c0_g1_i1.p1
OG0000036	Shad_tr48893_c0_g1_i1.p1	Acte_DN22339_c0_g1_i1.p1
OG0000036	Shad_tr5679_c0_g1_i1.p1	Acte_DN8311_c0_g1_i2.p1
OG0000036	Shad_tr27877_c0_g3_i1.p1	Acte_DN21091_c1_g1_i1.p1
OG0000036	Shad_tr27413_c0_g1_i2.p1	Acte_DN8544_c1_g1_i1.p1
OG0000036	Shad_tr33512_c0_g1_i3.p1	Acte_DN4624_c0_g1_i3.p1
OG0000036	Shad_tr29947_c0_g1_i15.p1	Acte_DN8544_c0_g1_i1.p1
OG0000037	Shad_tr12865_c0_g1_i10.p1	Acte_DN3466_c0_g1_i8.p1, Acte_DN1062_c0_g2_i2.p1
OG0000037	Shad_tr60991_c0_g1_i1.p1	Acte_DN28198_c0_g1_i1.p1
OG0000037	Shad_tr48843_c0_g1_i3.p1	Acte_DN4927_c0_g1_i2.p1, Acte_DN281_c0_g2_i1.p1
OG0000037	Shad_tr7495_c0_g2_i20.p1, Shad_tr15261_c0_g1_i3.p1, Shad_tr5282_c0_g1_i4.p1	Acte_DN8142_c0_g1_i4.p1
OG0000037	Shad_tr27214_c0_g1_i14.p1	Acte_DN287_c0_g1_i20.p1
OG0000037	Shad_tr56420_c0_g1_i1.p1	Acte_DN2974_c0_g1_i3.p1
OG0000037	Shad_tr35021_c0_g1_i1.p1, Shad_tr106463_c0_g1_i1.p1, Shad_tr77414_c0_g1_i1.p1	Acte_DN985_c1_g1_i1.p1
OG0000037	Shad_tr35411_c0_g1_i4.p1	Acte_DN1638_c1_g1_i5.p1
OG0000037	Shad_tr57533_c0_g1_i2.p1, Shad_tr94183_c0_g1_i1.p1, Shad_tr91816_c0_g1_i1.p1	Acte_DN1069_c0_g1_i12.p1, Acte_DN1288_c0_g1_i1.p1
OG0000038	Shad_tr7481_c0_g1_i1.p1	Acte_DN1352_c0_g1_i2.p2
OG0000038	Shad_tr47243_c0_g2_i5.p1	Acte_DN4278_c0_g2_i1.p2
OG0000038	Shad_tr48571_c0_g1_i2.p1	Acte_DN12431_c0_g2_i1.p1
OG0000038	Shad_tr23754_c0_g1_i1.p1	Acte_DN5233_c0_g1_i1.p1
OG0000038	Shad_tr90896_c0_g1_i1.p1	Acte_DN26729_c0_g3_i1.p1, Acte_DN26729_c0_g1_i1.p1
OG0000038	Shad_tr14612_c0_g1_i1.p1	Acte_DN28646_c0_g1_i1.p1
OG0000038	Shad_tr15939_c0_g1_i1.p1	Acte_DN16815_c0_g1_i1.p1
OG0000038	Shad_tr51955_c0_g1_i1.p1, Shad_tr42232_c0_g1_i1.p1	Acte_DN27909_c0_g1_i1.p1
OG0000038	Shad_tr31301_c1_g1_i2.p1	Acte_DN18147_c0_g1_i3.p1
OG0000038	Shad_tr11578_c0_g1_i2.p1	Acte_DN9822_c0_g1_i1.p1
OG0000039	Shad_tr77871_c0_g1_i1.p1, Shad_tr27332_c5_g1_i1.p1	Acte_DN15209_c1_g3_i1.p1
OG0000040	Shad_tr9901_c0_g1_i2.p1, Shad_tr11080_c0_g1_i2.p1, Shad_tr3795_c5_g1_i2.p1, Shad_tr7799_c0_g1_i1.p1, Shad_tr6439_c0_g1_i8.p1, Shad_tr3795_c1_g1_i1.p1, Shad_tr16985_c0_g1_i2.p1, Shad_tr6494_c0_g1_i1.p1, Shad_tr1063_c0_g1_i5.p1, Shad_tr84_c0_g1_i16.p1	Acte_DN7607_c0_g1_i1.p1, Acte_DN7607_c0_g2_i1.p1
OG0000040	Shad_tr4608_c1_g1_i5.p1	Acte_DN573_c0_g2_i2.p1, Acte_DN7607_c0_g3_i1.p1, Acte_DN3620_c0_g1_i10.p1, Acte_DN2514_c0_g2_i1.p1, Acte_DN240_c0_g1_i1.p1, Acte_DN694_c1_g1_i4.p1
OG0000040	Shad_tr35831_c0_g1_i1.p1	Acte_DN329_c3_g1_i5.p1
OG0000041	Shad_tr26114_c0_g1_i5.p1	Acte_DN11064_c1_g4_i1.p1
OG0000042	Shad_tr72134_c0_g1_i1.p1	Acte_DN14435_c0_g2_i1.p1
OG0000042	Shad_tr27016_c1_g1_i1.p1	Acte_DN1266_c0_g1_i2.p1
OG0000042	Shad_tr10086_c0_g1_i13.p1	Acte_DN4688_c0_g1_i8.p1
OG0000042	Shad_tr13768_c0_g1_i2.p1	Acte_DN2106_c0_g1_i9.p1
OG0000042	Shad_tr5955_c0_g1_i6.p1	Acte_DN14712_c0_g1_i2.p1
OG0000042	Shad_tr5115_c2_g1_i1.p1	Acte_DN3360_c0_g1_i5.p1
OG0000042	Shad_tr14052_c0_g1_i1.p1	Acte_DN4426_c0_g1_i2.p1
OG0000042	Shad_tr11106_c0_g1_i14.p1	Acte_DN12052_c0_g1_i4.p1
OG0000043	Shad_tr21372_c0_g1_i10.p1	Acte_DN11890_c0_g1_i4.p1
OG0000043	Shad_tr55304_c1_g1_i1.p1, Shad_tr23370_c1_g1_i1.p1, Shad_tr23076_c0_g1_i5.p1, Shad_tr3171_c1_g1_i2.p1	Acte_DN12299_c0_g1_i1.p1
OG0000043	Shad_tr27109_c0_g1_i2.p1, Shad_tr31847_c0_g1_i3.p1	Acte_DN4865_c0_g2_i4.p1
OG0000043	Shad_tr1605_c0_g2_i4.p1	Acte_DN9164_c0_g1_i4.p1
OG0000043	Shad_tr33792_c1_g1_i1.p1	Acte_DN1531_c0_g2_i2.p1
OG0000043	Shad_tr43878_c1_g1_i1.p1	Acte_DN8559_c0_g2_i1.p1
OG0000043	Shad_tr8790_c0_g2_i2.p1	Acte_DN1447_c0_g2_i3.p1
OG0000044	Shad_tr6341_c0_g1_i1.p1	Acte_DN12932_c0_g2_i1.p1, Acte_DN12932_c0_g1_i1.p1
OG0000044	Shad_tr23541_c0_g1_i17.p1	Acte_DN18683_c0_g1_i4.p1
OG0000044	Shad_tr87651_c0_g1_i1.p1	Acte_DN2062_c0_g1_i4.p1
OG0000044	Shad_tr4163_c0_g2_i3.p1	Acte_DN2981_c1_g1_i7.p1
OG0000044	Shad_tr17329_c0_g1_i3.p1	Acte_DN8179_c0_g1_i1.p1
OG0000045	Shad_tr20172_c0_g1_i1.p1	Acte_DN198_c0_g2_i1.p1
OG0000045	Shad_tr44010_c1_g2_i1.p1	Acte_DN1661_c1_g1_i1.p1
OG0000045	Shad_tr15464_c1_g1_i1.p1	Acte_DN37233_c0_g1_i1.p1
OG0000045	Shad_tr6827_c2_g1_i3.p1	Acte_DN21068_c0_g1_i1.p1
OG0000045	Shad_tr1830_c0_g1_i5.p1, Shad_tr5492_c2_g1_i2.p1	Acte_DN7853_c1_g2_i1.p1
OG0000045	Shad_tr89183_c0_g1_i1.p1, Shad_tr4735_c1_g1_i2.p1	Acte_DN2672_c0_g1_i2.p1
OG0000045	Shad_tr2168_c1_g2_i1.p1	Acte_DN21906_c0_g1_i2.p1
OG0000045	Shad_tr10409_c1_g1_i5.p1	Acte_DN2531_c0_g2_i1.p1
OG0000045	Shad_tr12116_c5_g1_i1.p1	Acte_DN5968_c4_g1_i1.p1
OG0000045	Shad_tr6864_c4_g1_i2.p1	Acte_DN846_c0_g8_i1.p1
OG0000046	Shad_tr3029_c0_g1_i2.p1	Acte_DN14024_c0_g1_i1.p1
OG0000046	Shad_tr555_c0_g3_i1.p1	Acte_DN2718_c0_g1_i3.p1
OG0000047	Shad_tr43758_c0_g1_i1.p1	Acte_DN8567_c0_g1_i12.p1
OG0000048	Shad_tr23991_c1_g1_i2.p1, Shad_tr50288_c0_g1_i1.p1	Acte_DN15487_c0_g1_i1.p1
OG0000048	Shad_tr11245_c0_g1_i8.p1, Shad_tr21871_c0_g1_i10.p1, Shad_tr93503_c0_g1_i1.p1	Acte_DN1912_c3_g1_i2.p1
OG0000049	Shad_tr13226_c0_g4_i1.p1	Acte_DN7334_c0_g1_i2.p1
OG0000049	Shad_tr39593_c0_g1_i6.p1	Acte_DN3298_c0_g1_i5.p1
OG0000049	Shad_tr16649_c0_g2_i1.p1, Shad_tr16649_c0_g1_i2.p1	Acte_DN16922_c0_g1_i1.p1
OG0000049	Shad_tr3486_c0_g1_i22.p1	Acte_DN2759_c0_g1_i20.p1
OG0000050	Shad_tr6086_c5_g1_i1.p1	Acte_DN27667_c0_g2_i1.p1
OG0000050	Shad_tr72683_c0_g1_i1.p1, Shad_tr33792_c2_g1_i2.p1	Acte_DN15651_c0_g1_i1.p1
OG0000050	Shad_tr40084_c1_g1_i1.p1	Acte_DN6127_c0_g1_i2.p1
OG0000050	Shad_tr26423_c0_g1_i1.p1	Acte_DN32367_c0_g1_i1.p1
OG0000050	Shad_tr35064_c0_g1_i1.p1	Acte_DN3360_c2_g1_i2.p1
OG0000050	Shad_tr100661_c0_g1_i1.p1	Acte_DN9503_c0_g1_i1.p1
OG0000050	Shad_tr15441_c0_g1_i4.p1	Acte_DN14143_c0_g1_i3.p1
OG0000050	Shad_tr38780_c0_g2_i1.p1	Acte_DN39257_c0_g1_i1.p1
OG0000050	Shad_tr111177_c0_g1_i1.p1	Acte_DN10684_c0_g1_i2.p1
OG0000050	Shad_tr92698_c0_g1_i2.p1	Acte_DN18186_c0_g2_i1.p1
OG0000050	Shad_tr38780_c0_g1_i1.p1	Acte_DN18186_c0_g1_i1.p1
OG0000050	Shad_tr13608_c0_g1_i8.p1	Acte_DN31744_c0_g2_i1.p1
OG0000051	Shad_tr4827_c7_g1_i1.p1	Acte_DN26929_c0_g2_i1.p1
OG0000051	Shad_tr80_c0_g1_i1.p1	Acte_DN521_c1_g1_i5.p1
OG0000051	Shad_tr31011_c0_g3_i1.p1	Acte_DN3268_c0_g2_i1.p1, Acte_DN5656_c0_g1_i2.p1
OG0000051	Shad_tr31011_c0_g2_i1.p1, Shad_tr31011_c0_g1_i1.p1	Acte_DN12684_c0_g1_i1.p1
OG0000051	Shad_tr112401_c0_g1_i1.p1	Acte_DN31974_c0_g2_i1.p1
OG0000054	Shad_tr25849_c1_g1_i1.p1	Acte_DN6274_c0_g1_i1.p1
OG0000054	Shad_tr35515_c0_g1_i1.p1	Acte_DN6830_c0_g1_i3.p2, Acte_DN20907_c0_g2_i1.p1, Acte_DN8259_c0_g1_i3.p2, Acte_DN6013_c1_g1_i1.p1, Acte_DN2813_c0_g2_i1.p1, Acte_DN2725_c0_g2_i1.p1
OG0000056	Shad_tr31612_c0_g1_i13.p1	Acte_DN12316_c0_g1_i16.p1
OG0000056	Shad_tr31612_c0_g2_i1.p1	Acte_DN15509_c0_g1_i2.p1
OG0000056	Shad_tr38681_c0_g1_i1.p1	Acte_DN21884_c1_g1_i1.p1
OG0000056	Shad_tr42116_c0_g1_i3.p1	Acte_DN3240_c0_g3_i2.p1
OG0000056	Shad_tr98391_c0_g1_i1.p1	Acte_DN22594_c0_g1_i1.p1
OG0000056	Shad_tr2626_c0_g1_i6.p1	Acte_DN9359_c0_g1_i7.p1, Acte_DN9359_c0_g2_i1.p1
OG0000056	Shad_tr15285_c0_g1_i1.p1, Shad_tr12463_c0_g2_i1.p1	Acte_DN16673_c0_g1_i1.p1
OG0000056	Shad_tr5042_c0_g2_i12.p1	Acte_DN2363_c0_g1_i12.p1
OG0000057	Shad_tr10405_c0_g2_i1.p1, Shad_tr23098_c0_g1_i3.p1, Shad_tr11711_c0_g2_i1.p1	Acte_DN5683_c1_g1_i1.p1, Acte_DN5683_c0_g1_i3.p1
OG0000057	Shad_tr11711_c0_g1_i5.p1	Acte_DN5683_c0_g2_i1.p1
OG0000057	Shad_tr86_c4_g1_i2.p1	Acte_DN2417_c1_g1_i10.p1
OG0000057	Shad_tr8649_c7_g1_i1.p1	Acte_DN9527_c0_g1_i2.p1
OG0000057	Shad_tr9316_c0_g2_i2.p1	Acte_DN8461_c0_g1_i1.p1
OG0000057	Shad_tr1190_c2_g1_i1.p1	Acte_DN8461_c0_g2_i1.p1
OG0000057	Shad_tr9052_c0_g1_i10.p1	Acte_DN7583_c0_g1_i5.p1
OG0000057	Shad_tr14855_c0_g1_i1.p1	Acte_DN15500_c0_g1_i5.p1
OG0000058	Shad_tr17295_c0_g1_i7.p1	Acte_DN5504_c0_g1_i1.p1, Acte_DN3884_c0_g2_i13.p1, Acte_DN8382_c0_g1_i1.p1, Acte_DN7795_c0_g2_i1.p1
OG0000058	Shad_tr47071_c0_g1_i1.p1	Acte_DN8763_c1_g2_i1.p1, Acte_DN14057_c1_g1_i1.p1
OG0000058	Shad_tr8257_c0_g1_i6.p1	Acte_DN23092_c0_g1_i1.p1
OG0000058	Shad_tr8257_c2_g1_i1.p1, Shad_tr2175_c5_g1_i25.p1, Shad_tr56141_c0_g1_i1.p1, Shad_tr13754_c0_g1_i4.p1, Shad_tr12000_c0_g1_i1.p1, Shad_tr12000_c0_g3_i1.p1, Shad_tr36854_c0_g1_i3.p1, Shad_tr23136_c0_g1_i1.p1, Shad_tr56141_c1_g1_i1.p1, Shad_tr9659_c0_g1_i5.p1, Shad_tr2602_c0_g1_i16.p1, Shad_tr28109_c0_g1_i1.p1, Shad_tr47369_c0_g1_i3.p1, Shad_tr20471_c0_g1_i4.p1, Shad_tr12000_c0_g2_i2.p1	Acte_DN8469_c1_g3_i1.p1
OG0000059	Shad_tr12314_c0_g1_i1.p1	Acte_DN669_c1_g1_i1.p1
OG0000059	Shad_tr1473_c0_g3_i2.p1	Acte_DN4506_c0_g2_i1.p1
OG0000059	Shad_tr93714_c0_g1_i1.p1	Acte_DN3236_c0_g1_i2.p1
OG0000059	Shad_tr6778_c1_g1_i29.p1	Acte_DN9250_c0_g1_i3.p1
OG0000059	Shad_tr11544_c0_g1_i7.p1	Acte_DN9064_c0_g2_i5.p1
OG0000059	Shad_tr9768_c0_g1_i4.p1	Acte_DN9064_c0_g1_i6.p1
OG0000059	Shad_tr10655_c3_g1_i2.p1	Acte_DN33483_c0_g1_i3.p1
OG0000059	Shad_tr27210_c0_g1_i2.p1	Acte_DN582_c1_g1_i2.p1
OG0000059	Shad_tr80838_c0_g1_i1.p1	Acte_DN24371_c0_g1_i1.p1
OG0000060	Shad_tr19539_c1_g1_i1.p2	Acte_DN17573_c0_g2_i1.p1
OG0000060	Shad_tr31072_c0_g1_i1.p1	Acte_DN22705_c0_g1_i1.p1, Acte_DN6066_c0_g1_i3.p1, Acte_DN17078_c1_g2_i1.p1
OG0000060	Shad_tr46214_c1_g1_i3.p1	Acte_DN10267_c0_g2_i1.p1
OG0000060	Shad_tr29830_c0_g1_i3.p1	Acte_DN1079_c0_g1_i3.p1
OG0000060	Shad_tr71414_c0_g1_i1.p1	Acte_DN5600_c3_g1_i2.p1
OG0000060	Shad_tr107802_c0_g1_i1.p1, Shad_tr37730_c0_g1_i3.p2	Acte_DN11248_c0_g1_i1.p1
OG0000061	Shad_tr45066_c0_g1_i1.p1, Shad_tr1019_c1_g1_i7.p1, Shad_tr100622_c0_g1_i1.p1, Shad_tr16220_c0_g1_i4.p1	Acte_DN11189_c0_g1_i2.p1
OG0000061	Shad_tr9083_c0_g1_i1.p1	Acte_DN8975_c0_g1_i1.p1
OG0000061	Shad_tr14914_c0_g1_i11.p1	Acte_DN35033_c0_g1_i1.p1
OG0000063	Shad_tr75897_c0_g1_i1.p1	Acte_DN21960_c0_g2_i1.p1
OG0000063	Shad_tr62115_c0_g1_i1.p1	Acte_DN7552_c0_g2_i1.p1
OG0000063	Shad_tr105177_c0_g1_i1.p1, Shad_tr102598_c0_g1_i1.p1	Acte_DN22385_c0_g1_i1.p1
OG0000063	Shad_tr106060_c0_g1_i1.p1	Acte_DN2218_c1_g1_i1.p1
OG0000063	Shad_tr49683_c1_g1_i1.p1	Acte_DN3622_c1_g1_i1.p1
OG0000063	Shad_tr39729_c0_g2_i4.p1	Acte_DN3774_c0_g1_i1.p1
OG0000063	Shad_tr48159_c0_g1_i1.p1	Acte_DN19448_c0_g1_i1.p1
OG0000063	Shad_tr20967_c0_g1_i1.p1	Acte_DN37819_c0_g1_i1.p1
OG0000063	Shad_tr50251_c0_g1_i1.p1	Acte_DN10566_c0_g1_i2.p1
OG0000063	Shad_tr63276_c0_g1_i1.p1	Acte_DN10205_c1_g1_i1.p1
OG0000064	Shad_tr38467_c0_g5_i1.p1	Acte_DN11358_c0_g1_i1.p1
OG0000064	Shad_tr39013_c0_g2_i1.p1	Acte_DN11338_c0_g1_i5.p1
OG0000064	Shad_tr84368_c0_g1_i1.p1	Acte_DN13273_c0_g1_i1.p1
OG0000064	Shad_tr80725_c0_g1_i1.p1	Acte_DN2339_c2_g1_i2.p1
OG0000064	Shad_tr31401_c5_g1_i1.p1	Acte_DN20096_c0_g1_i1.p1
OG0000064	Shad_tr30308_c5_g1_i1.p1	Acte_DN14027_c0_g4_i1.p1
OG0000064	Shad_tr98785_c0_g1_i1.p1	Acte_DN8650_c0_g1_i1.p1
OG0000064	Shad_tr11821_c0_g1_i4.p1	Acte_DN5187_c0_g5_i1.p1
OG0000064	Shad_tr71229_c0_g1_i2.p1	Acte_DN18715_c0_g6_i1.p1
OG0000064	Shad_tr4315_c0_g1_i3.p1	Acte_DN11376_c0_g1_i2.p1
OG0000064	Shad_tr36557_c0_g1_i1.p1	Acte_DN8708_c1_g2_i1.p1
OG0000065	Shad_tr903_c1_g1_i3.p1	Acte_DN19494_c0_g2_i1.p1
OG0000065	Shad_tr2089_c0_g1_i7.p1	Acte_DN16598_c0_g3_i1.p1, Acte_DN19494_c0_g1_i1.p1
OG0000065	Shad_tr78673_c0_g1_i1.p1	Acte_DN18875_c0_g1_i2.p1, Acte_DN21236_c0_g1_i1.p1, Acte_DN6665_c1_g1_i2.p1
OG0000066	Shad_tr16256_c0_g3_i1.p1	Acte_DN916_c0_g1_i1.p1
OG0000066	Shad_tr11726_c0_g1_i4.p1	Acte_DN3965_c0_g1_i3.p1
OG0000066	Shad_tr25822_c0_g1_i3.p1	Acte_DN9664_c0_g1_i1.p1, Acte_DN9664_c0_g2_i2.p1
OG0000066	Shad_tr19181_c0_g1_i1.p1	Acte_DN20413_c0_g1_i1.p1, Acte_DN8175_c0_g1_i1.p1, Acte_DN4545_c0_g3_i1.p1, Acte_DN4545_c0_g1_i1.p1, Acte_DN360_c0_g5_i2.p1
OG0000067	Shad_tr5331_c0_g2_i3.p1	Acte_DN27904_c0_g1_i1.p1, Acte_DN24142_c0_g1_i1.p1, Acte_DN20352_c0_g1_i1.p1, Acte_DN2694_c0_g1_i4.p1, Acte_DN10832_c0_g1_i1.p1
OG0000067	Shad_tr79766_c0_g1_i1.p1	Acte_DN13722_c0_g1_i1.p1
OG0000067	Shad_tr21802_c1_g2_i1.p1	Acte_DN4437_c0_g1_i1.p1
OG0000069	Shad_tr13145_c1_g1_i1.p1, Shad_tr6405_c0_g1_i1.p1	Acte_DN30098_c0_g1_i1.p1
OG0000069	Shad_tr16913_c0_g1_i8.p1, Shad_tr30202_c0_g2_i1.p1, Shad_tr33068_c1_g1_i1.p1, Shad_tr10826_c2_g1_i1.p1	Acte_DN11520_c0_g1_i1.p2
OG0000069	Shad_tr28328_c0_g1_i10.p1, Shad_tr16913_c0_g2_i1.p1	Acte_DN30113_c0_g1_i1.p1
OG0000069	Shad_tr111107_c0_g1_i1.p1, Shad_tr85915_c0_g1_i1.p1, Shad_tr29504_c0_g1_i3.p1	Acte_DN15139_c0_g2_i1.p1
OG0000069	Shad_tr110196_c0_g1_i1.p1	Acte_DN12078_c1_g2_i2.p1
OG0000069	Shad_tr10847_c1_g1_i1.p1	Acte_DN28579_c0_g1_i1.p1
OG0000069	Shad_tr46297_c0_g1_i1.p1, Shad_tr41920_c0_g1_i1.p1	Acte_DN14214_c0_g1_i4.p1
OG0000069	Shad_tr7868_c1_g1_i2.p1	Acte_DN10240_c0_g3_i1.p1
OG0000070	Shad_tr33327_c0_g1_i1.p1	Acte_DN20557_c0_g1_i1.p1
OG0000070	Shad_tr12228_c0_g1_i29.p1	Acte_DN19903_c0_g1_i3.p1
OG0000071	Shad_tr67428_c0_g1_i1.p1	Acte_DN32322_c0_g2_i1.p1
