Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_crispa_longest_pep
OG0000015	Shad_tr38453_c0_g1_i1.p1	Hcri_tr17417_c0_g1_i1.p1, Hcri_tr14080_c0_g1_i1.p1
OG0000015	Shad_tr53130_c0_g1_i1.p1	Hcri_tr85385_c0_g1_i1.p1
OG0000015	Shad_tr84705_c0_g1_i1.p1	Hcri_tr22810_c0_g1_i1.p1
OG0000015	Shad_tr68533_c0_g1_i1.p1, Shad_tr97967_c0_g1_i1.p1	Hcri_tr17942_c0_g1_i1.p1
OG0000015	Shad_tr91068_c0_g1_i1.p1	Hcri_tr51433_c0_g1_i1.p1, Hcri_tr26999_c1_g1_i1.p1, Hcri_tr15461_c2_g1_i3.p1, Hcri_tr62487_c0_g1_i1.p1, Hcri_tr20277_c0_g1_i1.p1
OG0000016	Shad_tr36090_c0_g1_i7.p1	Hcri_tr45345_c0_g1_i1.p1
OG0000016	Shad_tr104832_c0_g1_i1.p1	Hcri_tr13973_c2_g1_i1.p1, Hcri_tr40926_c2_g1_i1.p1
OG0000016	Shad_tr30195_c0_g1_i1.p1	Hcri_tr62944_c0_g1_i1.p1
OG0000016	Shad_tr20659_c0_g1_i29.p1	Hcri_tr60505_c0_g1_i1.p1, Hcri_tr11798_c0_g2_i2.p1
OG0000016	Shad_tr56139_c0_g1_i5.p1	Hcri_tr37830_c1_g1_i2.p1
OG0000017	Shad_tr16830_c2_g1_i1.p1	Hcri_tr62789_c0_g1_i1.p1
OG0000017	Shad_tr33974_c1_g2_i1.p1, Shad_tr30509_c0_g1_i1.p2, Shad_tr6984_c0_g3_i1.p2	Hcri_tr7682_c0_g1_i1.p1, Hcri_tr26962_c0_g2_i1.p1
OG0000018	Shad_tr33408_c0_g1_i1.p1, Shad_tr4944_c1_g1_i16.p1	Hcri_tr14663_c0_g1_i11.p1
OG0000018	Shad_tr27589_c0_g4_i1.p1	Hcri_tr58620_c0_g1_i1.p1
OG0000018	Shad_tr22586_c2_g3_i1.p1	Hcri_tr88336_c0_g1_i1.p1
OG0000018	Shad_tr42991_c0_g1_i10.p1	Hcri_tr33995_c0_g1_i2.p1, Hcri_tr16011_c0_g1_i2.p1
OG0000018	Shad_tr28733_c0_g3_i3.p1	Hcri_tr64039_c0_g1_i1.p1
OG0000018	Shad_tr28733_c0_g1_i2.p1	Hcri_tr88233_c0_g1_i1.p1
OG0000018	Shad_tr36296_c0_g1_i3.p1	Hcri_tr30074_c0_g3_i1.p1
OG0000018	Shad_tr37725_c0_g2_i1.p1	Hcri_tr54307_c0_g1_i1.p1
OG0000018	Shad_tr21895_c0_g1_i19.p1, Shad_tr4352_c1_g1_i6.p1	Hcri_tr34070_c0_g1_i5.p1
OG0000018	Shad_tr84814_c0_g1_i1.p1	Hcri_tr40083_c0_g1_i1.p1
OG0000018	Shad_tr34599_c0_g2_i1.p1	Hcri_tr80327_c0_g1_i1.p1
OG0000018	Shad_tr177_c0_g1_i2.p1	Hcri_tr30412_c0_g1_i4.p1
OG0000019	Shad_tr76303_c0_g1_i1.p1	Hcri_tr59525_c0_g1_i1.p1
OG0000019	Shad_tr4304_c0_g1_i5.p1, Shad_tr96139_c0_g1_i1.p1, Shad_tr19126_c1_g1_i1.p1, Shad_tr32311_c4_g1_i2.p1, Shad_tr28098_c0_g2_i1.p1, Shad_tr11442_c1_g1_i2.p1, Shad_tr15359_c0_g1_i2.p1, Shad_tr19126_c0_g1_i3.p1	Hcri_tr18897_c0_g1_i7.p1
OG0000019	Shad_tr3269_c0_g1_i19.p1, Shad_tr13445_c0_g3_i4.p1	Hcri_tr62708_c0_g1_i1.p1
OG0000020	Shad_tr20558_c0_g1_i2.p1	Hcri_tr47031_c0_g2_i5.p1
OG0000020	Shad_tr6108_c0_g1_i14.p1	Hcri_tr11285_c0_g2_i2.p1, Hcri_tr11285_c0_g1_i11.p1
OG0000020	Shad_tr4487_c0_g2_i2.p1	Hcri_tr32013_c0_g1_i1.p1
OG0000020	Shad_tr4487_c0_g1_i2.p1	Hcri_tr1015_c0_g1_i3.p1
OG0000020	Shad_tr21849_c0_g1_i2.p1	Hcri_tr71542_c0_g1_i1.p1
OG0000020	Shad_tr11067_c1_g1_i1.p1	Hcri_tr62737_c0_g1_i1.p1
OG0000020	Shad_tr17595_c0_g1_i1.p1	Hcri_tr16256_c1_g1_i1.p1
OG0000020	Shad_tr12863_c2_g1_i1.p1	Hcri_tr27788_c3_g1_i4.p1
OG0000020	Shad_tr19820_c0_g2_i5.p1	Hcri_tr12298_c0_g1_i1.p1
OG0000020	Shad_tr30362_c0_g1_i7.p1	Hcri_tr22004_c0_g1_i1.p1
OG0000020	Shad_tr10844_c0_g1_i2.p1	Hcri_tr377_c0_g1_i2.p1
OG0000020	Shad_tr44275_c0_g2_i3.p1	Hcri_tr2307_c1_g1_i2.p1
OG0000020	Shad_tr9299_c0_g1_i16.p1	Hcri_tr32117_c0_g1_i1.p1
OG0000020	Shad_tr16412_c1_g1_i1.p1	Hcri_tr6232_c1_g1_i10.p1
OG0000021	Shad_tr33278_c0_g3_i2.p1, Shad_tr16909_c0_g2_i3.p1, Shad_tr22117_c1_g1_i1.p1, Shad_tr29248_c3_g1_i1.p1	Hcri_tr28633_c0_g2_i1.p1
OG0000021	Shad_tr46988_c0_g2_i1.p1	Hcri_tr24855_c1_g1_i1.p1, Hcri_tr15717_c0_g1_i3.p1
OG0000021	Shad_tr36888_c1_g1_i4.p1	Hcri_tr64299_c0_g1_i1.p1
OG0000021	Shad_tr9759_c3_g1_i1.p1	Hcri_tr9981_c4_g1_i1.p1
OG0000021	Shad_tr36888_c0_g1_i1.p1	Hcri_tr11245_c3_g1_i1.p1
OG0000021	Shad_tr24070_c4_g1_i1.p1, Shad_tr11973_c0_g3_i2.p1	Hcri_tr27121_c0_g1_i1.p1, Hcri_tr25514_c1_g2_i1.p1
OG0000021	Shad_tr23612_c0_g1_i1.p1	Hcri_tr9981_c1_g1_i1.p1
OG0000021	Shad_tr25904_c3_g1_i1.p1	Hcri_tr20458_c0_g1_i2.p1
OG0000021	Shad_tr20553_c1_g1_i1.p1	Hcri_tr93706_c0_g1_i1.p1
OG0000021	Shad_tr43471_c0_g1_i1.p1	Hcri_tr13170_c1_g1_i3.p1
OG0000021	Shad_tr86260_c0_g1_i1.p1	Hcri_tr14487_c2_g1_i1.p1
OG0000021	Shad_tr25725_c0_g1_i1.p1	Hcri_tr11268_c1_g1_i4.p1
OG0000021	Shad_tr25725_c3_g1_i1.p2	Hcri_tr4813_c0_g1_i1.p2
OG0000021	Shad_tr6162_c1_g1_i2.p1	Hcri_tr11245_c1_g1_i2.p1, Hcri_tr11245_c1_g3_i1.p1
OG0000021	Shad_tr33278_c0_g2_i1.p1	Hcri_tr11245_c2_g1_i1.p1, Hcri_tr23434_c0_g2_i1.p1
OG0000021	Shad_tr41692_c0_g1_i1.p1	Hcri_tr26766_c0_g1_i1.p1
OG0000021	Shad_tr24515_c1_g2_i1.p1	Hcri_tr25606_c0_g1_i2.p2, Hcri_tr25514_c1_g5_i1.p1
OG0000022	Shad_tr47011_c0_g1_i1.p1	Hcri_tr64041_c0_g1_i1.p1
OG0000022	Shad_tr57811_c0_g2_i1.p1	Hcri_tr30896_c0_g1_i1.p1, Hcri_tr30896_c0_g2_i1.p1
OG0000022	Shad_tr33937_c0_g1_i2.p1	Hcri_tr17962_c0_g1_i5.p1
OG0000022	Shad_tr10152_c0_g1_i5.p1	Hcri_tr7675_c0_g1_i5.p1
OG0000022	Shad_tr51852_c1_g1_i1.p1	Hcri_tr12569_c0_g1_i1.p1
OG0000022	Shad_tr28775_c0_g1_i5.p1	Hcri_tr6633_c0_g1_i1.p1
OG0000023	Shad_tr7844_c3_g2_i6.p1, Shad_tr55330_c0_g1_i1.p1	Hcri_tr18910_c0_g1_i4.p1
OG0000023	Shad_tr30783_c0_g2_i1.p1, Shad_tr9054_c0_g1_i4.p1	Hcri_tr555_c0_g1_i10.p1, Hcri_tr18158_c1_g1_i2.p1
OG0000023	Shad_tr6542_c0_g2_i5.p1	Hcri_tr19525_c2_g1_i3.p1
OG0000023	Shad_tr33176_c0_g1_i6.p1	Hcri_tr10373_c2_g1_i3.p1
OG0000023	Shad_tr36512_c1_g2_i3.p1	Hcri_tr76827_c0_g1_i1.p1
OG0000023	Shad_tr13538_c2_g1_i2.p1	Hcri_tr28099_c0_g1_i4.p1, Hcri_tr28099_c0_g2_i5.p1
OG0000023	Shad_tr81378_c0_g1_i1.p1	Hcri_tr30659_c0_g1_i2.p1
OG0000023	Shad_tr7480_c0_g1_i7.p1	Hcri_tr24406_c0_g1_i25.p1
OG0000023	Shad_tr27564_c0_g1_i7.p1	Hcri_tr20346_c1_g1_i3.p1
OG0000023	Shad_tr8246_c0_g1_i13.p1	Hcri_tr33165_c0_g1_i5.p1
OG0000023	Shad_tr20249_c0_g2_i4.p1	Hcri_tr18815_c0_g1_i11.p1
OG0000023	Shad_tr16279_c1_g3_i1.p1	Hcri_tr12520_c0_g2_i1.p1
OG0000023	Shad_tr16661_c0_g1_i2.p1	Hcri_tr12520_c1_g1_i2.p1
OG0000023	Shad_tr16279_c1_g1_i5.p1	Hcri_tr12520_c0_g1_i1.p1
OG0000024	Shad_tr73847_c0_g1_i1.p1	Hcri_tr79460_c0_g1_i1.p1
OG0000024	Shad_tr57338_c0_g1_i1.p1	Hcri_tr58783_c0_g1_i1.p1
OG0000024	Shad_tr95185_c0_g1_i1.p1, Shad_tr114594_c0_g1_i1.p1	Hcri_tr63366_c0_g1_i1.p1, Hcri_tr49832_c0_g1_i1.p2, Hcri_tr45508_c0_g1_i1.p1, Hcri_tr34085_c0_g2_i1.p1
OG0000024	Shad_tr23702_c0_g1_i2.p1	Hcri_tr24921_c0_g4_i1.p1
OG0000024	Shad_tr57496_c0_g1_i1.p1	Hcri_tr39994_c0_g2_i1.p1
OG0000024	Shad_tr58302_c0_g1_i1.p1, Shad_tr58302_c0_g2_i1.p1	Hcri_tr24921_c0_g5_i1.p1
OG0000025	Shad_tr19746_c0_g1_i16.p1, Shad_tr99116_c0_g1_i1.p1	Hcri_tr77852_c0_g1_i1.p1
OG0000025	Shad_tr18197_c1_g1_i7.p1	Hcri_tr18854_c1_g1_i2.p1
OG0000025	Shad_tr11987_c1_g1_i1.p1, Shad_tr43825_c0_g2_i1.p1	Hcri_tr83132_c0_g1_i1.p2
OG0000025	Shad_tr2775_c1_g1_i3.p1	Hcri_tr60459_c0_g1_i1.p1
OG0000025	Shad_tr54035_c4_g1_i1.p1, Shad_tr84240_c0_g1_i1.p1	Hcri_tr60946_c0_g1_i1.p1
OG0000025	Shad_tr31067_c0_g2_i4.p1	Hcri_tr53771_c0_g1_i1.p1
OG0000025	Shad_tr34050_c0_g1_i7.p2	Hcri_tr36070_c0_g1_i1.p1
OG0000025	Shad_tr35152_c0_g1_i1.p1, Shad_tr72593_c0_g1_i1.p1	Hcri_tr86594_c0_g1_i1.p1
OG0000025	Shad_tr55_c11_g1_i1.p1	Hcri_tr29905_c3_g1_i3.p1
OG0000025	Shad_tr25003_c2_g1_i1.p1	Hcri_tr24100_c0_g1_i1.p1
OG0000025	Shad_tr32405_c1_g1_i3.p1	Hcri_tr37148_c0_g2_i3.p1
OG0000026	Shad_tr7105_c1_g1_i1.p1	Hcri_tr87241_c0_g1_i1.p1
OG0000026	Shad_tr53582_c0_g1_i1.p1	Hcri_tr13451_c0_g2_i1.p1
OG0000026	Shad_tr56943_c0_g1_i1.p1	Hcri_tr8769_c1_g1_i2.p1
OG0000026	Shad_tr4413_c0_g2_i2.p1	Hcri_tr16379_c2_g1_i1.p1
OG0000026	Shad_tr28250_c0_g1_i3.p1	Hcri_tr41747_c0_g1_i1.p1
OG0000026	Shad_tr4067_c0_g1_i2.p1	Hcri_tr22338_c0_g2_i1.p1
OG0000026	Shad_tr44288_c0_g1_i3.p1	Hcri_tr57202_c0_g1_i1.p1
OG0000026	Shad_tr17855_c0_g1_i1.p1	Hcri_tr16629_c0_g1_i2.p1
OG0000026	Shad_tr4067_c1_g1_i4.p1	Hcri_tr36443_c1_g1_i2.p1, Hcri_tr5231_c0_g1_i10.p1
OG0000026	Shad_tr11094_c0_g2_i7.p1	Hcri_tr24563_c0_g1_i5.p1
OG0000026	Shad_tr2382_c4_g1_i1.p1	Hcri_tr63600_c0_g1_i1.p1
OG0000026	Shad_tr1062_c7_g1_i1.p1	Hcri_tr40692_c0_g1_i1.p1
OG0000026	Shad_tr112_c31_g1_i1.p1, Shad_tr35328_c0_g1_i2.p1	Hcri_tr28146_c2_g1_i1.p1
OG0000027	Shad_tr17547_c1_g1_i3.p1, Shad_tr12194_c0_g1_i6.p1, Shad_tr35872_c0_g1_i2.p1	Hcri_tr9260_c0_g2_i1.p1
OG0000027	Shad_tr83383_c0_g1_i1.p1, Shad_tr44254_c1_g1_i1.p1	Hcri_tr44276_c0_g1_i1.p1
OG0000027	Shad_tr35006_c0_g1_i1.p1	Hcri_tr69499_c0_g1_i1.p1
OG0000027	Shad_tr111768_c0_g1_i1.p1, Shad_tr37538_c1_g1_i3.p1, Shad_tr44254_c0_g3_i2.p1	Hcri_tr22325_c1_g1_i2.p1
OG0000028	Shad_tr8272_c3_g3_i1.p1	Hcri_tr21743_c0_g1_i9.p1
OG0000028	Shad_tr99432_c0_g1_i1.p1	Hcri_tr26792_c0_g1_i1.p1
OG0000028	Shad_tr16010_c0_g1_i12.p1	Hcri_tr23276_c1_g1_i12.p1
OG0000028	Shad_tr2614_c1_g1_i5.p1	Hcri_tr2833_c0_g1_i4.p1
OG0000028	Shad_tr25188_c0_g2_i3.p1	Hcri_tr1294_c3_g1_i8.p1
OG0000028	Shad_tr29221_c1_g1_i2.p1	Hcri_tr37837_c0_g1_i1.p1
OG0000028	Shad_tr11953_c0_g1_i5.p1	Hcri_tr1963_c1_g1_i3.p1
OG0000028	Shad_tr9089_c2_g1_i26.p1	Hcri_tr56798_c0_g1_i1.p1
OG0000028	Shad_tr11744_c2_g1_i2.p1	Hcri_tr22733_c0_g1_i2.p1
OG0000028	Shad_tr305_c2_g1_i2.p1	Hcri_tr30287_c0_g1_i3.p1
OG0000028	Shad_tr26942_c0_g1_i2.p1	Hcri_tr935_c2_g1_i1.p1
OG0000028	Shad_tr16418_c0_g1_i5.p1	Hcri_tr37274_c0_g1_i1.p1
OG0000029	Shad_tr20835_c0_g1_i2.p1	Hcri_tr45770_c0_g1_i1.p1
OG0000029	Shad_tr28234_c0_g2_i1.p1	Hcri_tr25352_c0_g1_i2.p1
OG0000029	Shad_tr21574_c0_g1_i12.p1	Hcri_tr49966_c0_g1_i2.p1
OG0000029	Shad_tr52952_c0_g1_i1.p1	Hcri_tr88510_c0_g1_i1.p1
OG0000029	Shad_tr27699_c0_g1_i2.p1	Hcri_tr89689_c0_g1_i1.p1
OG0000029	Shad_tr12312_c0_g2_i2.p1	Hcri_tr38773_c0_g1_i1.p1
OG0000029	Shad_tr95537_c0_g1_i1.p1	Hcri_tr34858_c0_g1_i1.p1
OG0000029	Shad_tr74827_c0_g1_i1.p1	Hcri_tr93792_c0_g1_i1.p1
OG0000029	Shad_tr24561_c0_g1_i1.p1, Shad_tr15164_c0_g1_i1.p1	Hcri_tr9139_c9_g1_i1.p1, Hcri_tr32520_c0_g1_i1.p1
OG0000029	Shad_tr21574_c1_g1_i3.p1	Hcri_tr89649_c0_g1_i1.p1
OG0000029	Shad_tr31495_c0_g1_i2.p1	Hcri_tr50825_c0_g1_i1.p1
OG0000030	Shad_tr7909_c0_g1_i3.p1	Hcri_tr39861_c0_g1_i2.p1
OG0000030	Shad_tr19192_c0_g1_i1.p1	Hcri_tr3362_c1_g1_i15.p1
OG0000030	Shad_tr2911_c0_g1_i5.p1	Hcri_tr4294_c0_g1_i1.p1
OG0000030	Shad_tr42209_c1_g1_i1.p1	Hcri_tr19402_c1_g1_i1.p1
OG0000030	Shad_tr1190_c0_g1_i33.p1	Hcri_tr2239_c1_g1_i3.p1
OG0000030	Shad_tr790_c1_g1_i24.p1	Hcri_tr8673_c1_g1_i11.p1
OG0000030	Shad_tr21741_c0_g1_i1.p1, Shad_tr2078_c0_g1_i11.p1	Hcri_tr5376_c0_g1_i5.p1
OG0000030	Shad_tr17926_c0_g2_i1.p1	Hcri_tr9846_c0_g2_i1.p1, Hcri_tr9846_c0_g1_i1.p1
OG0000030	Shad_tr19344_c0_g1_i6.p1	Hcri_tr9975_c0_g1_i5.p1
OG0000030	Shad_tr3121_c0_g2_i1.p1	Hcri_tr18808_c0_g1_i3.p1
OG0000030	Shad_tr3121_c0_g1_i13.p1	Hcri_tr509_c0_g1_i31.p1, Hcri_tr23568_c1_g1_i1.p1
OG0000031	Shad_tr76797_c0_g1_i1.p1	Hcri_tr53236_c0_g1_i1.p1
OG0000031	Shad_tr19004_c0_g3_i1.p1	Hcri_tr45267_c0_g1_i1.p1
OG0000031	Shad_tr37005_c0_g1_i1.p1	Hcri_tr22321_c2_g1_i2.p1
OG0000031	Shad_tr83062_c0_g1_i1.p1	Hcri_tr25290_c0_g1_i1.p1
OG0000031	Shad_tr83610_c0_g1_i1.p1	Hcri_tr68313_c0_g1_i1.p1
OG0000031	Shad_tr48816_c0_g1_i9.p1	Hcri_tr56868_c0_g1_i2.p1
OG0000031	Shad_tr91889_c0_g1_i1.p1, Shad_tr61595_c0_g1_i1.p1	Hcri_tr53453_c0_g1_i1.p1
OG0000031	Shad_tr28520_c0_g1_i5.p1	Hcri_tr23081_c1_g1_i5.p1
OG0000031	Shad_tr20673_c0_g1_i4.p1	Hcri_tr25402_c3_g1_i3.p1
OG0000031	Shad_tr6959_c0_g2_i2.p1	Hcri_tr20270_c0_g1_i3.p1
OG0000032	Shad_tr43592_c0_g2_i1.p1	Hcri_tr5556_c2_g1_i1.p1, Hcri_tr24195_c0_g1_i3.p1
OG0000032	Shad_tr26311_c0_g2_i4.p1	Hcri_tr44825_c0_g1_i2.p1
OG0000032	Shad_tr49789_c0_g1_i1.p1	Hcri_tr83010_c0_g1_i1.p1
OG0000032	Shad_tr39185_c0_g1_i1.p1	Hcri_tr35688_c0_g1_i1.p1
OG0000032	Shad_tr52647_c1_g1_i1.p1	Hcri_tr39683_c0_g1_i1.p1
OG0000032	Shad_tr52647_c0_g1_i2.p1	Hcri_tr17322_c1_g1_i6.p1
OG0000032	Shad_tr89993_c0_g1_i1.p1	Hcri_tr82783_c0_g1_i1.p1
OG0000032	Shad_tr48548_c0_g1_i1.p1	Hcri_tr77722_c0_g1_i1.p1, Hcri_tr61388_c0_g1_i1.p1
OG0000032	Shad_tr37600_c0_g1_i1.p1	Hcri_tr21469_c0_g1_i2.p1
OG0000032	Shad_tr96814_c0_g1_i1.p1	Hcri_tr35688_c0_g2_i1.p1
OG0000032	Shad_tr22078_c1_g2_i2.p1	Hcri_tr43177_c0_g1_i5.p2
OG0000032	Shad_tr109723_c0_g1_i1.p1	Hcri_tr41286_c0_g1_i1.p1
OG0000032	Shad_tr10521_c0_g2_i1.p1	Hcri_tr75183_c0_g1_i2.p1
OG0000033	Shad_tr38294_c0_g1_i1.p1	Hcri_tr48163_c0_g1_i2.p1
OG0000033	Shad_tr25242_c0_g1_i4.p1	Hcri_tr52251_c0_g1_i1.p1
OG0000033	Shad_tr2679_c0_g1_i16.p1	Hcri_tr14459_c0_g2_i3.p1
OG0000033	Shad_tr4204_c0_g1_i10.p1	Hcri_tr7604_c0_g2_i5.p1
OG0000033	Shad_tr25393_c0_g2_i3.p1	Hcri_tr41768_c0_g2_i1.p1
OG0000033	Shad_tr923_c0_g2_i1.p1	Hcri_tr69338_c0_g1_i1.p1
OG0000033	Shad_tr83240_c0_g1_i1.p1, Shad_tr22083_c0_g1_i5.p1, Shad_tr24409_c0_g1_i3.p1	Hcri_tr34165_c0_g1_i1.p1
OG0000033	Shad_tr92341_c0_g1_i1.p1	Hcri_tr86961_c0_g1_i1.p1
OG0000033	Shad_tr61842_c0_g1_i1.p1	Hcri_tr18366_c0_g1_i5.p1, Hcri_tr8694_c0_g2_i2.p1
OG0000034	Shad_tr40984_c2_g1_i1.p1	Hcri_tr17335_c1_g2_i1.p1
OG0000034	Shad_tr39406_c0_g1_i6.p1	Hcri_tr22474_c0_g1_i1.p1
OG0000034	Shad_tr472_c0_g3_i3.p1	Hcri_tr9936_c1_g1_i2.p1
OG0000034	Shad_tr16321_c0_g1_i1.p1	Hcri_tr26450_c0_g1_i1.p1
OG0000034	Shad_tr49991_c0_g1_i4.p1	Hcri_tr12042_c0_g1_i1.p1
OG0000034	Shad_tr3880_c1_g1_i4.p1	Hcri_tr79942_c0_g1_i1.p1
OG0000034	Shad_tr58980_c0_g1_i1.p1	Hcri_tr86979_c0_g1_i1.p1
OG0000035	Shad_tr12310_c0_g1_i2.p1	Hcri_tr87809_c0_g1_i1.p1, Hcri_tr18848_c1_g2_i1.p1
OG0000035	Shad_tr2204_c1_g1_i8.p1	Hcri_tr41640_c0_g1_i1.p2
OG0000035	Shad_tr10303_c0_g1_i15.p1	Hcri_tr31033_c0_g1_i2.p1
OG0000035	Shad_tr36754_c0_g2_i1.p1	Hcri_tr63647_c0_g1_i1.p1, Hcri_tr52122_c0_g1_i1.p1
OG0000035	Shad_tr32243_c0_g2_i1.p1	Hcri_tr35841_c0_g3_i1.p1
OG0000035	Shad_tr6742_c0_g2_i2.p1	Hcri_tr35841_c0_g1_i1.p1
OG0000036	Shad_tr67703_c0_g1_i1.p1	Hcri_tr3308_c0_g1_i1.p1
OG0000036	Shad_tr6515_c0_g1_i1.p1	Hcri_tr13556_c0_g2_i1.p1
OG0000036	Shad_tr5679_c0_g1_i1.p1	Hcri_tr22483_c0_g1_i4.p1
OG0000036	Shad_tr27184_c2_g2_i1.p1, Shad_tr722_c0_g1_i4.p1, Shad_tr15962_c0_g1_i8.p1	Hcri_tr931_c1_g2_i1.p1
OG0000036	Shad_tr27413_c0_g1_i2.p1	Hcri_tr61235_c0_g1_i1.p1
OG0000036	Shad_tr52237_c0_g1_i1.p1	Hcri_tr68966_c0_g1_i1.p1
OG0000037	Shad_tr52073_c0_g1_i1.p1, Shad_tr7981_c0_g1_i10.p1	Hcri_tr61267_c0_g1_i1.p1
OG0000037	Shad_tr101116_c0_g1_i1.p1	Hcri_tr83522_c0_g1_i1.p1
OG0000037	Shad_tr12865_c0_g1_i10.p1	Hcri_tr75194_c0_g1_i1.p1
OG0000037	Shad_tr60991_c0_g1_i1.p1	Hcri_tr67794_c0_g1_i1.p1
OG0000037	Shad_tr48843_c0_g1_i3.p1	Hcri_tr17338_c4_g1_i1.p1, Hcri_tr40390_c0_g2_i1.p1
OG0000037	Shad_tr35021_c0_g1_i1.p1	Hcri_tr6713_c0_g2_i1.p1
OG0000037	Shad_tr106463_c0_g1_i1.p1	Hcri_tr17455_c2_g1_i1.p1
OG0000037	Shad_tr77414_c0_g1_i1.p1	Hcri_tr30774_c0_g1_i1.p1
OG0000037	Shad_tr67088_c0_g1_i1.p1	Hcri_tr62209_c0_g1_i1.p1
OG0000038	Shad_tr7481_c0_g1_i1.p1	Hcri_tr1132_c1_g1_i1.p1
OG0000038	Shad_tr47243_c0_g2_i5.p1	Hcri_tr32392_c0_g1_i4.p1
OG0000038	Shad_tr48571_c0_g1_i2.p1	Hcri_tr76130_c0_g1_i1.p1
OG0000038	Shad_tr90896_c0_g1_i1.p1	Hcri_tr71417_c0_g1_i1.p1
OG0000038	Shad_tr14612_c0_g1_i1.p1	Hcri_tr74504_c0_g1_i1.p1
OG0000038	Shad_tr15939_c0_g1_i1.p1	Hcri_tr66294_c0_g1_i1.p1
OG0000038	Shad_tr42232_c0_g1_i1.p1	Hcri_tr62770_c0_g1_i1.p1
OG0000038	Shad_tr31301_c1_g1_i2.p1	Hcri_tr24130_c0_g1_i1.p1
OG0000038	Shad_tr11578_c0_g1_i2.p1	Hcri_tr5760_c2_g1_i1.p1
OG0000039	Shad_tr51593_c1_g1_i1.p1	Hcri_tr77828_c0_g1_i1.p1
OG0000039	Shad_tr10065_c0_g3_i1.p1	Hcri_tr89439_c0_g1_i1.p2
OG0000039	Shad_tr37785_c0_g1_i1.p1	Hcri_tr30724_c0_g2_i1.p1
OG0000039	Shad_tr8644_c0_g5_i1.p3	Hcri_tr20742_c1_g1_i10.p1
OG0000039	Shad_tr44150_c1_g2_i1.p1, Shad_tr72828_c0_g1_i1.p1	Hcri_tr91786_c0_g1_i1.p1
OG0000039	Shad_tr104962_c0_g1_i1.p1	Hcri_tr35001_c0_g1_i1.p1
OG0000039	Shad_tr8644_c0_g1_i3.p1	Hcri_tr62604_c0_g1_i1.p1
OG0000039	Shad_tr14777_c0_g2_i1.p1	Hcri_tr58167_c0_g1_i1.p1
OG0000040	Shad_tr79784_c0_g1_i1.p1	Hcri_tr92740_c0_g1_i1.p1
OG0000040	Shad_tr11080_c0_g1_i2.p1, Shad_tr3795_c5_g1_i2.p1, Shad_tr7799_c0_g1_i1.p1, Shad_tr6439_c0_g1_i8.p1, Shad_tr3795_c1_g1_i1.p1, Shad_tr16985_c0_g1_i2.p1, Shad_tr6494_c0_g1_i1.p1, Shad_tr1063_c0_g1_i5.p1, Shad_tr84_c0_g1_i16.p1	Hcri_tr178_c1_g1_i13.p1
OG0000040	Shad_tr4608_c1_g1_i5.p1	Hcri_tr5249_c0_g1_i8.p1, Hcri_tr6090_c0_g1_i2.p1
OG0000040	Shad_tr261_c0_g1_i6.p1	Hcri_tr32322_c0_g1_i5.p1
OG0000040	Shad_tr35831_c0_g1_i1.p1	Hcri_tr29932_c0_g1_i1.p1
OG0000040	Shad_tr35831_c0_g2_i2.p1, Shad_tr20414_c0_g1_i1.p1, Shad_tr4199_c1_g2_i1.p1, Shad_tr2786_c0_g2_i2.p1	Hcri_tr8552_c1_g1_i4.p1
OG0000041	Shad_tr46489_c0_g1_i1.p1	Hcri_tr74657_c0_g1_i1.p1
OG0000041	Shad_tr20497_c0_g1_i1.p1	Hcri_tr25470_c0_g1_i2.p1
OG0000041	Shad_tr36987_c0_g2_i1.p1, Shad_tr32090_c1_g1_i1.p2	Hcri_tr38518_c1_g1_i1.p1
OG0000042	Shad_tr72134_c0_g1_i1.p1	Hcri_tr34329_c0_g1_i2.p1
OG0000042	Shad_tr27016_c1_g1_i1.p1	Hcri_tr8215_c2_g2_i3.p1
OG0000042	Shad_tr62590_c0_g1_i1.p1	Hcri_tr29124_c0_g1_i1.p1
OG0000042	Shad_tr13768_c0_g1_i2.p1	Hcri_tr34011_c0_g1_i2.p1
OG0000042	Shad_tr5955_c0_g1_i6.p1	Hcri_tr22217_c0_g1_i1.p1
OG0000042	Shad_tr5115_c2_g1_i1.p1	Hcri_tr54712_c0_g1_i1.p1
OG0000042	Shad_tr14052_c0_g1_i1.p1	Hcri_tr38646_c0_g1_i5.p1
OG0000042	Shad_tr1281_c0_g1_i3.p1	Hcri_tr13317_c0_g2_i1.p1
OG0000042	Shad_tr11106_c0_g1_i14.p1	Hcri_tr27864_c1_g1_i6.p1
OG0000043	Shad_tr21372_c0_g1_i10.p1	Hcri_tr12534_c0_g1_i17.p1
OG0000043	Shad_tr55304_c1_g1_i1.p1, Shad_tr23370_c1_g1_i1.p1, Shad_tr23076_c0_g1_i5.p1, Shad_tr3171_c1_g1_i2.p1	Hcri_tr480_c1_g1_i8.p1
OG0000043	Shad_tr1605_c0_g2_i4.p1	Hcri_tr2039_c0_g2_i1.p1
OG0000043	Shad_tr33792_c1_g1_i1.p1	Hcri_tr8226_c0_g1_i1.p1
OG0000044	Shad_tr14023_c0_g1_i1.p1	Hcri_tr30737_c0_g1_i1.p1
