Orthogroup	Stichodactyla_haddoni_longest_pep	Sanderia_malayensis_longest_pep
OG0000105	Shad_tr89197_c0_g1_i1.p1, Shad_tr7625_c0_g1_i1.p1	Sama_DN6599_c0_g1_i1.p1, Sama_DN1560_c0_g1_i6.p1
OG0000106	Shad_tr74010_c0_g1_i1.p1, Shad_tr10091_c4_g1_i1.p1, Shad_tr18414_c0_g1_i13.p1, Shad_tr45528_c0_g1_i1.p1, Shad_tr57229_c0_g1_i1.p1, Shad_tr1593_c1_g4_i1.p1, Shad_tr13333_c1_g1_i1.p3, Shad_tr75894_c0_g1_i1.p1, Shad_tr13333_c0_g1_i11.p1, Shad_tr114221_c0_g1_i1.p1, Shad_tr8398_c0_g1_i2.p1, Shad_tr13333_c0_g2_i1.p1, Shad_tr59005_c4_g1_i1.p1, Shad_tr1061_c0_g1_i2.p1	Sama_DN6577_c0_g1_i1.p1
OG0000107	Shad_tr8733_c0_g1_i1.p1	Sama_DN11717_c0_g1_i1.p1
OG0000107	Shad_tr7565_c0_g1_i2.p1	Sama_DN216_c0_g2_i1.p1, Sama_DN216_c0_g1_i1.p1
OG0000107	Shad_tr3560_c1_g1_i1.p1	Sama_DN12729_c0_g1_i1.p1
OG0000107	Shad_tr10291_c0_g1_i1.p1	Sama_DN1103_c0_g1_i1.p1
OG0000107	Shad_tr20058_c0_g1_i1.p1	Sama_DN2801_c1_g1_i1.p1
OG0000108	Shad_tr59589_c0_g2_i1.p1, Shad_tr62904_c0_g1_i1.p1, Shad_tr101890_c0_g1_i1.p1	Sama_DN4578_c0_g1_i2.p1
OG0000108	Shad_tr7572_c0_g1_i3.p1	Sama_DN3569_c0_g1_i1.p1
OG0000108	Shad_tr30050_c0_g1_i1.p1, Shad_tr58105_c0_g1_i1.p1	Sama_DN5507_c0_g1_i1.p1
OG0000108	Shad_tr17788_c0_g4_i1.p1	Sama_DN5901_c0_g1_i1.p1
OG0000110	Shad_tr244_c10_g1_i1.p1	Sama_DN12285_c0_g1_i1.p1
OG0000110	Shad_tr94407_c0_g1_i1.p1	Sama_DN11758_c0_g1_i1.p1
OG0000110	Shad_tr4272_c0_g1_i1.p1	Sama_DN3981_c0_g1_i1.p1
OG0000110	Shad_tr7210_c1_g5_i1.p1	Sama_DN2636_c0_g1_i1.p1
OG0000116	Shad_tr19520_c4_g1_i4.p1, Shad_tr1348_c0_g1_i1.p1, Shad_tr27814_c0_g1_i1.p1, Shad_tr19520_c1_g2_i1.p1, Shad_tr15127_c4_g1_i1.p1, Shad_tr15243_c0_g1_i1.p1, Shad_tr15243_c0_g2_i2.p1, Shad_tr32231_c4_g1_i1.p1, Shad_tr36296_c2_g2_i1.p1, Shad_tr22556_c0_g1_i2.p1, Shad_tr209_c0_g1_i18.p1, Shad_tr57328_c0_g1_i1.p1, Shad_tr44805_c0_g1_i1.p1, Shad_tr15311_c0_g1_i1.p1, Shad_tr39993_c0_g1_i1.p1, Shad_tr8585_c0_g1_i6.p1	Sama_DN13278_c0_g1_i1.p1, Sama_DN9353_c0_g1_i1.p1
OG0000118	Shad_tr71644_c0_g1_i1.p1	Sama_DN8828_c0_g2_i1.p1
OG0000119	Shad_tr48245_c0_g1_i3.p1, Shad_tr109004_c0_g1_i1.p1, Shad_tr40984_c1_g2_i1.p1, Shad_tr40984_c1_g1_i1.p1, Shad_tr40984_c0_g1_i1.p1, Shad_tr16609_c0_g2_i1.p1, Shad_tr40984_c3_g1_i1.p1	Sama_DN14100_c0_g1_i1.p1
OG0000121	Shad_tr101018_c0_g1_i1.p1, Shad_tr16627_c0_g1_i1.p1, Shad_tr15671_c0_g1_i1.p1, Shad_tr2679_c1_g1_i10.p1, Shad_tr40444_c0_g1_i1.p1, Shad_tr460_c0_g2_i1.p1	Sama_DN954_c0_g2_i1.p1
OG0000124	Shad_tr85057_c0_g1_i1.p1, Shad_tr66479_c0_g1_i1.p1, Shad_tr27511_c0_g1_i4.p1, Shad_tr77278_c0_g1_i1.p1, Shad_tr71811_c0_g1_i1.p1, Shad_tr41752_c0_g1_i1.p1, Shad_tr50073_c0_g1_i1.p1	Sama_DN4924_c0_g2_i1.p1, Sama_DN4924_c0_g1_i2.p1, Sama_DN10648_c0_g1_i1.p1
OG0000125	Shad_tr13427_c0_g1_i1.p1, Shad_tr13262_c0_g1_i2.p1, Shad_tr11762_c1_g3_i1.p1	Sama_DN500_c0_g2_i2.p1
OG0000126	Shad_tr13847_c0_g2_i1.p1	Sama_DN2689_c0_g1_i1.p1
OG0000126	Shad_tr46007_c0_g1_i7.p1, Shad_tr23604_c0_g1_i2.p1	Sama_DN308_c0_g1_i1.p1
OG0000128	Shad_tr26945_c0_g1_i3.p1, Shad_tr25732_c0_g1_i1.p1	Sama_DN586_c0_g2_i1.p1
OG0000132	Shad_tr11728_c0_g1_i11.p1	Sama_DN1926_c0_g1_i1.p1
OG0000132	Shad_tr20044_c0_g1_i7.p1	Sama_DN902_c0_g3_i1.p1
OG0000132	Shad_tr4879_c0_g1_i12.p1, Shad_tr69055_c0_g1_i1.p1, Shad_tr41042_c0_g2_i1.p1, Shad_tr8828_c4_g1_i1.p1, Shad_tr13752_c0_g2_i3.p1, Shad_tr6461_c0_g1_i4.p1	Sama_DN1647_c0_g1_i2.p1, Sama_DN396_c0_g1_i3.p1, Sama_DN2653_c0_g1_i1.p1, Sama_DN5987_c0_g1_i1.p1, Sama_DN5274_c0_g1_i1.p1
OG0000138	Shad_tr681_c0_g1_i2.p1	Sama_DN54_c0_g1_i1.p1
OG0000138	Shad_tr5222_c0_g1_i3.p2	Sama_DN7068_c0_g1_i1.p1
OG0000141	Shad_tr28110_c0_g1_i13.p1, Shad_tr14223_c1_g1_i11.p1	Sama_DN335_c0_g1_i1.p1
OG0000141	Shad_tr1313_c0_g1_i3.p1	Sama_DN3226_c0_g2_i3.p1, Sama_DN8564_c0_g2_i1.p1, Sama_DN3226_c0_g1_i7.p1
OG0000145	Shad_tr65125_c0_g1_i1.p1, Shad_tr24767_c0_g3_i1.p1	Sama_DN11237_c0_g1_i1.p1
OG0000145	Shad_tr88260_c0_g1_i2.p1	Sama_DN3071_c0_g1_i1.p1
OG0000145	Shad_tr19918_c0_g1_i11.p1, Shad_tr49953_c1_g1_i1.p2	Sama_DN6229_c0_g1_i1.p1
OG0000146	Shad_tr26002_c0_g1_i2.p1	Sama_DN2789_c0_g1_i1.p1
OG0000146	Shad_tr7772_c0_g1_i2.p1	Sama_DN4968_c0_g1_i1.p1
OG0000146	Shad_tr25340_c0_g1_i16.p1, Shad_tr29873_c0_g1_i2.p1, Shad_tr28184_c0_g1_i14.p1	Sama_DN3973_c0_g1_i1.p1
OG0000147	Shad_tr1000_c0_g1_i4.p1	Sama_DN836_c0_g1_i1.p1
OG0000147	Shad_tr41596_c0_g1_i2.p1	Sama_DN7421_c0_g4_i1.p1, Sama_DN13551_c0_g1_i1.p1, Sama_DN8276_c0_g2_i1.p1
OG0000147	Shad_tr1019_c3_g1_i8.p1	Sama_DN3719_c0_g1_i1.p1
OG0000147	Shad_tr11950_c0_g1_i8.p1, Shad_tr927_c5_g1_i2.p1	Sama_DN4174_c0_g1_i1.p1
OG0000149	Shad_tr15476_c0_g1_i1.p1, Shad_tr14988_c0_g1_i14.p1, Shad_tr11762_c1_g1_i6.p1, Shad_tr28029_c0_g1_i3.p1	Sama_DN4651_c0_g1_i2.p1
OG0000149	Shad_tr7624_c0_g1_i1.p1, Shad_tr26608_c0_g1_i2.p1	Sama_DN10671_c0_g1_i1.p1, Sama_DN3342_c0_g1_i1.p1
OG0000156	Shad_tr1090_c1_g1_i2.p1	Sama_DN6037_c0_g1_i1.p1, Sama_DN6037_c0_g3_i1.p1, Sama_DN2239_c0_g1_i1.p1
OG0000156	Shad_tr5175_c0_g1_i12.p1, Shad_tr15357_c2_g1_i2.p1	Sama_DN1662_c0_g1_i7.p1
OG0000156	Shad_tr23275_c0_g1_i14.p1	Sama_DN10248_c0_g1_i1.p1
OG0000157	Shad_tr24325_c1_g1_i4.p1	Sama_DN3257_c0_g1_i1.p1
OG0000157	Shad_tr12189_c0_g1_i10.p1, Shad_tr14964_c0_g1_i3.p1	Sama_DN1242_c0_g1_i3.p1
OG0000159	Shad_tr79935_c0_g1_i1.p1	Sama_DN205_c0_g2_i1.p1
OG0000159	Shad_tr3696_c0_g1_i20.p1	Sama_DN10748_c0_g2_i1.p1
OG0000160	Shad_tr8961_c0_g1_i16.p1, Shad_tr8961_c1_g1_i1.p1	Sama_DN12664_c1_g1_i1.p1
OG0000160	Shad_tr3792_c0_g1_i1.p1	Sama_DN13121_c0_g1_i1.p1, Sama_DN9560_c0_g1_i1.p1, Sama_DN10887_c0_g1_i1.p1, Sama_DN12100_c0_g1_i1.p1
OG0000162	Shad_tr8757_c1_g1_i14.p1	Sama_DN5418_c1_g1_i1.p1, Sama_DN5418_c1_g3_i2.p1
OG0000163	Shad_tr8566_c0_g1_i7.p1	Sama_DN2178_c0_g1_i1.p1
OG0000163	Shad_tr4385_c0_g1_i4.p1	Sama_DN341_c0_g1_i1.p1
OG0000164	Shad_tr2664_c3_g1_i10.p1, Shad_tr35674_c0_g1_i3.p1	Sama_DN3315_c1_g1_i1.p1
OG0000166	Shad_tr7368_c0_g1_i2.p1, Shad_tr24612_c0_g1_i3.p1, Shad_tr21918_c0_g1_i1.p1, Shad_tr9952_c0_g1_i8.p1	Sama_DN92_c0_g3_i1.p1, Sama_DN1789_c0_g1_i1.p1, Sama_DN520_c0_g1_i4.p1, Sama_DN92_c0_g2_i1.p1, Sama_DN92_c0_g1_i1.p1, Sama_DN4492_c0_g1_i1.p1
OG0000170	Shad_tr5736_c0_g1_i18.p2, Shad_tr39261_c0_g1_i1.p2	Sama_DN544_c0_g1_i1.p1
OG0000170	Shad_tr40_c0_g1_i16.p1	Sama_DN10916_c0_g1_i1.p1
OG0000172	Shad_tr16990_c4_g1_i1.p1, Shad_tr13445_c0_g2_i1.p1, Shad_tr24269_c0_g1_i14.p1, Shad_tr17840_c0_g3_i2.p1, Shad_tr17840_c0_g2_i22.p1	Sama_DN5898_c0_g1_i2.p1
OG0000175	Shad_tr24403_c0_g1_i14.p1, Shad_tr779_c2_g2_i2.p1, Shad_tr49067_c0_g1_i1.p1, Shad_tr5017_c5_g1_i3.p1	Sama_DN132_c0_g1_i1.p1
OG0000180	Shad_tr17842_c0_g2_i2.p1	Sama_DN3102_c0_g1_i1.p1
OG0000185	Shad_tr81022_c0_g1_i1.p1	Sama_DN11421_c0_g1_i1.p1
OG0000185	Shad_tr8554_c4_g1_i1.p1, Shad_tr13146_c0_g1_i1.p1	Sama_DN12759_c0_g1_i1.p1
OG0000185	Shad_tr46667_c0_g1_i5.p1, Shad_tr10980_c0_g1_i14.p1	Sama_DN7847_c1_g1_i1.p1
OG0000190	Shad_tr66049_c0_g1_i1.p1	Sama_DN2917_c0_g2_i1.p1
OG0000190	Shad_tr176_c0_g1_i1.p2	Sama_DN12140_c0_g1_i1.p1
OG0000195	Shad_tr6200_c3_g1_i2.p1	Sama_DN2546_c0_g1_i2.p1
OG0000195	Shad_tr11151_c1_g1_i11.p1	Sama_DN2551_c0_g1_i1.p1
OG0000195	Shad_tr8725_c0_g1_i13.p1	Sama_DN8925_c0_g1_i1.p1, Sama_DN9186_c0_g2_i1.p1
OG0000196	Shad_tr36715_c0_g2_i1.p1, Shad_tr45356_c0_g1_i1.p1, Shad_tr36715_c0_g3_i1.p1, Shad_tr30398_c1_g1_i4.p1, Shad_tr30140_c0_g1_i5.p1, Shad_tr7066_c1_g2_i1.p1	Sama_DN8686_c0_g1_i2.p1, Sama_DN1590_c0_g2_i1.p1
OG0000198	Shad_tr26367_c0_g1_i13.p1	Sama_DN13544_c0_g1_i1.p1
OG0000198	Shad_tr22257_c0_g1_i3.p1, Shad_tr113610_c0_g1_i1.p1, Shad_tr19918_c0_g3_i1.p2, Shad_tr75544_c0_g1_i1.p1, Shad_tr113922_c0_g1_i1.p1, Shad_tr108872_c0_g1_i1.p1	Sama_DN12210_c0_g1_i1.p1
OG0000199	Shad_tr29644_c0_g1_i2.p1	Sama_DN7352_c0_g1_i1.p1
OG0000206	Shad_tr31656_c0_g1_i1.p1, Shad_tr1208_c0_g1_i1.p1	Sama_DN3510_c0_g1_i2.p1
OG0000206	Shad_tr28399_c0_g1_i3.p1	Sama_DN11544_c0_g1_i1.p1, Sama_DN12924_c0_g1_i1.p1
OG0000208	Shad_tr1253_c7_g1_i2.p1, Shad_tr96_c1_g1_i3.p1, Shad_tr21437_c0_g1_i1.p1	Sama_DN12327_c0_g1_i1.p1, Sama_DN13736_c0_g1_i1.p1, Sama_DN9795_c0_g1_i1.p1, Sama_DN11901_c0_g1_i1.p1
OG0000209	Shad_tr2280_c0_g1_i1.p1	Sama_DN2336_c1_g1_i1.p1
OG0000209	Shad_tr1725_c0_g1_i11.p1	Sama_DN2336_c0_g2_i2.p1, Sama_DN2336_c0_g1_i1.p1
OG0000209	Shad_tr8517_c0_g2_i10.p1	Sama_DN5185_c0_g1_i1.p1
OG0000209	Shad_tr5570_c0_g2_i1.p1	Sama_DN2336_c0_g3_i2.p1
OG0000211	Shad_tr11543_c5_g1_i1.p1, Shad_tr18908_c0_g1_i6.p1, Shad_tr26875_c0_g1_i1.p1	Sama_DN5318_c0_g1_i1.p1
OG0000213	Shad_tr13626_c0_g1_i7.p1	Sama_DN188_c0_g1_i10.p1, Sama_DN10841_c0_g1_i1.p1, Sama_DN5753_c0_g1_i2.p1, Sama_DN13823_c0_g1_i1.p1, Sama_DN2385_c0_g1_i2.p1, Sama_DN151_c0_g1_i1.p1
OG0000214	Shad_tr10767_c3_g1_i1.p1, Shad_tr3537_c0_g1_i2.p1, Shad_tr4071_c3_g2_i5.p1, Shad_tr81930_c0_g1_i1.p1, Shad_tr112134_c0_g1_i1.p1, Shad_tr57873_c0_g2_i1.p1, Shad_tr87277_c0_g1_i1.p1, Shad_tr101696_c0_g1_i1.p1	Sama_DN4495_c0_g1_i1.p1
OG0000215	Shad_tr15621_c0_g1_i1.p1	Sama_DN3307_c0_g1_i1.p1
OG0000215	Shad_tr32033_c0_g1_i10.p1	Sama_DN13313_c0_g1_i1.p1
OG0000215	Shad_tr113371_c0_g1_i1.p1, Shad_tr3510_c0_g1_i1.p1	Sama_DN9503_c0_g1_i1.p1
OG0000215	Shad_tr32033_c0_g3_i1.p1	Sama_DN5027_c0_g1_i1.p1
OG0000216	Shad_tr57_c0_g1_i3.p1, Shad_tr85532_c0_g1_i1.p1	Sama_DN4485_c0_g1_i1.p1, Sama_DN2113_c0_g1_i1.p1
OG0000216	Shad_tr102468_c0_g1_i1.p1, Shad_tr27042_c2_g1_i1.p1	Sama_DN13856_c0_g1_i1.p1
OG0000216	Shad_tr88102_c0_g1_i1.p1	Sama_DN11983_c0_g1_i1.p1, Sama_DN12414_c0_g1_i1.p1
OG0000219	Shad_tr3329_c5_g1_i1.p1	Sama_DN2048_c0_g1_i2.p1
OG0000219	Shad_tr56846_c1_g1_i1.p1	Sama_DN2771_c0_g1_i1.p1
OG0000223	Shad_tr53643_c0_g2_i1.p1, Shad_tr11405_c0_g1_i10.p1, Shad_tr28060_c0_g1_i1.p1, Shad_tr16106_c2_g1_i1.p1, Shad_tr1864_c1_g1_i6.p1, Shad_tr13132_c0_g1_i2.p1, Shad_tr16106_c1_g1_i2.p1, Shad_tr21360_c2_g1_i1.p1, Shad_tr12934_c0_g1_i1.p1, Shad_tr7252_c3_g1_i1.p1	Sama_DN14066_c0_g1_i1.p1, Sama_DN1496_c0_g1_i4.p1
OG0000224	Shad_tr6593_c0_g1_i4.p1, Shad_tr12117_c0_g2_i1.p1, Shad_tr1841_c2_g1_i4.p1, Shad_tr1841_c0_g1_i1.p1, Shad_tr23695_c0_g1_i1.p1, Shad_tr10062_c0_g1_i15.p1, Shad_tr4639_c0_g1_i20.p1	Sama_DN3627_c0_g1_i1.p1
OG0000232	Shad_tr73025_c0_g1_i1.p1	Sama_DN8819_c0_g1_i1.p1
OG0000232	Shad_tr25704_c0_g3_i1.p1, Shad_tr38664_c0_g1_i4.p1, Shad_tr12843_c1_g1_i1.p1, Shad_tr46203_c0_g1_i1.p1, Shad_tr87697_c0_g1_i1.p1, Shad_tr49445_c0_g1_i1.p1, Shad_tr43170_c0_g2_i4.p1, Shad_tr26427_c0_g1_i1.p1, Shad_tr11732_c2_g1_i10.p1, Shad_tr18690_c0_g1_i1.p5, Shad_tr15907_c2_g1_i1.p1	Sama_DN12449_c0_g1_i1.p1
OG0000234	Shad_tr1309_c0_g1_i3.p1, Shad_tr1309_c0_g3_i2.p1, Shad_tr8898_c0_g1_i2.p5, Shad_tr8898_c1_g3_i3.p1, Shad_tr52510_c0_g1_i1.p1, Shad_tr8898_c1_g2_i1.p1	Sama_DN85_c0_g1_i3.p1
OG0000237	Shad_tr8737_c2_g1_i1.p1	Sama_DN3405_c0_g1_i1.p1
OG0000237	Shad_tr2661_c0_g2_i2.p1	Sama_DN26_c0_g1_i1.p1
OG0000237	Shad_tr30283_c0_g1_i1.p1, Shad_tr3397_c0_g1_i2.p1	Sama_DN12640_c0_g1_i1.p1
OG0000238	Shad_tr49834_c0_g1_i1.p1	Sama_DN9926_c0_g1_i1.p1
OG0000241	Shad_tr34169_c0_g1_i2.p2	Sama_DN12394_c0_g1_i1.p1
OG0000244	Shad_tr29733_c0_g1_i1.p1, Shad_tr34099_c0_g2_i2.p1, Shad_tr25530_c0_g1_i2.p1, Shad_tr34099_c0_g1_i2.p1, Shad_tr33305_c0_g1_i2.p1, Shad_tr21035_c0_g1_i1.p1, Shad_tr33305_c0_g3_i1.p1, Shad_tr6140_c0_g2_i2.p1, Shad_tr33305_c3_g1_i2.p1	Sama_DN1553_c0_g1_i5.p1
OG0000247	Shad_tr15646_c0_g1_i19.p1	Sama_DN5095_c0_g1_i1.p1
OG0000247	Shad_tr5388_c1_g1_i4.p1	Sama_DN8320_c0_g1_i1.p1
OG0000247	Shad_tr7440_c0_g2_i2.p1	Sama_DN1486_c0_g1_i3.p1
OG0000247	Shad_tr6791_c0_g1_i26.p1	Sama_DN1187_c0_g1_i1.p1
OG0000249	Shad_tr93583_c0_g1_i3.p1, Shad_tr36183_c0_g1_i1.p1	Sama_DN12102_c0_g1_i1.p1
OG0000250	Shad_tr95_c3_g1_i4.p1, Shad_tr2043_c0_g2_i1.p1, Shad_tr3098_c0_g1_i1.p1	Sama_DN57_c0_g1_i3.p1
OG0000250	Shad_tr17836_c0_g1_i3.p1	Sama_DN11016_c0_g1_i1.p1
OG0000251	Shad_tr11206_c2_g1_i2.p1	Sama_DN6876_c0_g1_i1.p1
OG0000257	Shad_tr31437_c0_g2_i1.p1, Shad_tr105972_c0_g1_i1.p1, Shad_tr22016_c0_g1_i2.p1, Shad_tr1981_c1_g1_i2.p1, Shad_tr7345_c1_g3_i2.p1, Shad_tr3117_c0_g1_i1.p1	Sama_DN507_c0_g1_i1.p1
OG0000260	Shad_tr1344_c21_g1_i1.p1, Shad_tr19742_c0_g1_i4.p1, Shad_tr6806_c0_g2_i2.p1	Sama_DN421_c0_g1_i1.p1
OG0000266	Shad_tr32404_c0_g2_i3.p1, Shad_tr32404_c0_g1_i1.p1, Shad_tr2160_c3_g1_i1.p1, Shad_tr8914_c0_g3_i1.p1	Sama_DN489_c0_g1_i1.p1
OG0000266	Shad_tr1940_c7_g1_i2.p1, Shad_tr10787_c0_g1_i5.p1, Shad_tr10787_c0_g2_i1.p1, Shad_tr980_c4_g1_i1.p1	Sama_DN1186_c1_g1_i1.p1, Sama_DN5561_c0_g2_i1.p1, Sama_DN5485_c0_g1_i2.p1
OG0000267	Shad_tr25714_c0_g2_i1.p1, Shad_tr7581_c2_g1_i2.p1	Sama_DN8005_c0_g1_i1.p1
OG0000267	Shad_tr7581_c0_g1_i1.p1, Shad_tr25660_c7_g1_i1.p1	Sama_DN8005_c0_g2_i1.p1
OG0000268	Shad_tr18192_c0_g1_i4.p1, Shad_tr18192_c0_g3_i1.p1, Shad_tr3771_c0_g1_i2.p1, Shad_tr4315_c2_g1_i2.p1, Shad_tr36855_c0_g2_i1.p1	Sama_DN1499_c0_g1_i10.p1, Sama_DN3457_c0_g2_i1.p1, Sama_DN3457_c0_g1_i1.p1, Sama_DN3733_c0_g1_i1.p1
OG0000269	Shad_tr30186_c0_g2_i1.p1	Sama_DN7973_c0_g1_i1.p1, Sama_DN8177_c0_g1_i1.p1, Sama_DN6518_c0_g1_i1.p1
OG0000269	Shad_tr93810_c0_g1_i1.p1, Shad_tr29454_c0_g1_i2.p1, Shad_tr36727_c2_g1_i1.p1	Sama_DN4395_c0_g1_i4.p1
OG0000274	Shad_tr5268_c1_g1_i2.p1, Shad_tr2607_c1_g1_i26.p1, Shad_tr11817_c0_g1_i24.p1	Sama_DN8954_c0_g1_i1.p1
OG0000274	Shad_tr57806_c0_g2_i2.p1	Sama_DN3922_c0_g5_i1.p1
OG0000275	Shad_tr21866_c0_g1_i5.p1	Sama_DN8793_c0_g2_i1.p1
OG0000275	Shad_tr37376_c0_g1_i1.p1, Shad_tr5455_c1_g2_i3.p1	Sama_DN8793_c0_g1_i1.p1
OG0000276	Shad_tr41933_c0_g1_i1.p1, Shad_tr33555_c0_g1_i3.p1, Shad_tr34863_c0_g1_i1.p1, Shad_tr104364_c0_g1_i1.p1, Shad_tr10526_c0_g1_i10.p1, Shad_tr6854_c3_g1_i10.p1	Sama_DN7263_c0_g1_i1.p1, Sama_DN1421_c0_g1_i1.p1, Sama_DN1782_c0_g1_i2.p1
OG0000279	Shad_tr29895_c2_g1_i2.p1, Shad_tr4251_c0_g1_i7.p1, Shad_tr42720_c0_g1_i1.p1, Shad_tr11109_c3_g1_i1.p1, Shad_tr5061_c0_g1_i3.p1, Shad_tr1198_c7_g1_i1.p1	Sama_DN12373_c0_g1_i1.p1, Sama_DN12780_c0_g1_i1.p1
OG0000285	Shad_tr74863_c0_g1_i1.p1, Shad_tr2101_c2_g1_i11.p1, Shad_tr7309_c0_g1_i26.p1	Sama_DN2506_c0_g1_i1.p1, Sama_DN1640_c0_g1_i1.p1, Sama_DN12757_c0_g1_i1.p1
OG0000285	Shad_tr6082_c2_g1_i1.p1, Shad_tr40680_c2_g3_i1.p1	Sama_DN2899_c0_g1_i1.p1, Sama_DN475_c0_g1_i1.p2
OG0000286	Shad_tr6987_c0_g1_i2.p1, Shad_tr10907_c0_g1_i4.p1, Shad_tr16412_c0_g1_i1.p1, Shad_tr2443_c1_g1_i2.p1	Sama_DN1278_c0_g1_i1.p1, Sama_DN11081_c0_g1_i1.p1
OG0000288	Shad_tr12222_c0_g1_i1.p1	Sama_DN949_c0_g1_i1.p1
OG0000288	Shad_tr5957_c0_g1_i6.p1	Sama_DN1094_c0_g1_i2.p1, Sama_DN7232_c0_g1_i1.p1, Sama_DN1762_c0_g1_i2.p1
OG0000288	Shad_tr8595_c0_g1_i7.p1	Sama_DN5092_c0_g1_i1.p1
OG0000289	Shad_tr6167_c1_g1_i11.p1	Sama_DN11697_c0_g1_i1.p1
OG0000289	Shad_tr19300_c2_g1_i2.p1	Sama_DN2508_c0_g1_i1.p1
OG0000289	Shad_tr10266_c4_g1_i1.p1	Sama_DN8001_c0_g1_i2.p1
OG0000289	Shad_tr3289_c2_g1_i1.p1	Sama_DN11067_c0_g1_i1.p1
OG0000290	Shad_tr10806_c0_g1_i4.p1, Shad_tr23982_c0_g2_i2.p1, Shad_tr33354_c0_g1_i1.p1	Sama_DN4798_c0_g1_i1.p1, Sama_DN12240_c0_g1_i1.p1
OG0000290	Shad_tr8751_c0_g1_i1.p1, Shad_tr21111_c0_g1_i2.p1, Shad_tr1933_c3_g1_i5.p1	Sama_DN19_c0_g1_i1.p1
OG0000291	Shad_tr11312_c1_g1_i1.p1, Shad_tr22712_c2_g2_i1.p1, Shad_tr11068_c0_g1_i23.p1, Shad_tr11068_c2_g1_i1.p1, Shad_tr22712_c2_g1_i1.p1	Sama_DN2088_c1_g1_i2.p1, Sama_DN2088_c0_g1_i1.p1
OG0000292	Shad_tr10847_c2_g1_i4.p1, Shad_tr12766_c0_g1_i19.p1	Sama_DN9430_c0_g1_i1.p1
OG0000293	Shad_tr1443_c1_g1_i1.p1	Sama_DN6584_c0_g2_i1.p1
OG0000293	Shad_tr3364_c0_g1_i7.p1, Shad_tr20401_c0_g1_i2.p1, Shad_tr3415_c0_g1_i26.p1	Sama_DN4120_c0_g1_i2.p1
OG0000294	Shad_tr21421_c0_g1_i1.p1	Sama_DN7208_c0_g1_i1.p1
OG0000297	Shad_tr6452_c0_g1_i1.p1, Shad_tr14374_c0_g1_i2.p1, Shad_tr14374_c0_g2_i3.p1, Shad_tr10867_c1_g1_i3.p1, Shad_tr6370_c0_g1_i2.p1, Shad_tr18554_c0_g2_i5.p1	Sama_DN12312_c0_g1_i1.p1, Sama_DN1888_c0_g1_i3.p1
OG0000299	Shad_tr4040_c4_g1_i1.p1, Shad_tr10391_c3_g1_i2.p1, Shad_tr12646_c0_g1_i2.p1, Shad_tr26862_c0_g1_i1.p1	Sama_DN13698_c0_g1_i1.p1
OG0000304	Shad_tr98244_c0_g1_i1.p1	Sama_DN2280_c0_g1_i1.p1
OG0000310	Shad_tr8628_c1_g4_i1.p1, Shad_tr20719_c0_g1_i1.p1, Shad_tr1982_c0_g1_i2.p1, Shad_tr28002_c0_g1_i3.p1	Sama_DN9477_c0_g1_i1.p1
OG0000312	Shad_tr11128_c0_g1_i4.p1	Sama_DN34_c0_g1_i1.p1
OG0000313	Shad_tr24173_c0_g3_i1.p1, Shad_tr1710_c0_g2_i1.p1	Sama_DN9621_c0_g1_i1.p1
OG0000313	Shad_tr8479_c0_g1_i16.p1, Shad_tr12093_c0_g1_i16.p1	Sama_DN6515_c0_g1_i1.p1
OG0000315	Shad_tr4182_c0_g1_i1.p1, Shad_tr27804_c0_g1_i7.p1, Shad_tr8876_c0_g1_i5.p1, Shad_tr6258_c0_g1_i2.p1, Shad_tr51248_c0_g1_i1.p1	Sama_DN12103_c0_g1_i1.p1
OG0000316	Shad_tr8698_c0_g1_i2.p1	Sama_DN1194_c0_g1_i2.p1
OG0000316	Shad_tr735_c2_g1_i1.p1	Sama_DN664_c0_g1_i2.p1
OG0000318	Shad_tr1305_c6_g1_i1.p1	Sama_DN2658_c0_g1_i1.p1
OG0000319	Shad_tr1611_c1_g1_i4.p1	Sama_DN138_c0_g2_i1.p1
OG0000319	Shad_tr698_c0_g1_i2.p1	Sama_DN3278_c0_g1_i1.p1
OG0000319	Shad_tr1572_c0_g1_i5.p1	Sama_DN917_c0_g1_i1.p1, Sama_DN12987_c0_g1_i1.p1, Sama_DN138_c0_g1_i1.p1
OG0000321	Shad_tr69500_c0_g1_i1.p1	Sama_DN12430_c0_g1_i1.p1
OG0000321	Shad_tr27674_c1_g1_i1.p1, Shad_tr13916_c1_g1_i1.p1, Shad_tr50564_c0_g1_i1.p1	Sama_DN1159_c0_g1_i5.p1
OG0000321	Shad_tr23556_c0_g1_i1.p1, Shad_tr27156_c2_g1_i4.p1	Sama_DN4672_c0_g2_i1.p1, Sama_DN7285_c0_g1_i1.p1
OG0000322	Shad_tr47178_c1_g1_i1.p1, Shad_tr44306_c0_g1_i1.p1, Shad_tr49525_c0_g1_i1.p1, Shad_tr37880_c0_g1_i1.p1, Shad_tr16568_c0_g3_i1.p1	Sama_DN6101_c0_g1_i1.p1
OG0000324	Shad_tr57293_c0_g1_i1.p1, Shad_tr66988_c0_g1_i1.p1, Shad_tr16407_c2_g1_i1.p1, Shad_tr100939_c0_g1_i2.p1	Sama_DN13559_c0_g1_i1.p1, Sama_DN373_c0_g1_i2.p1, Sama_DN4481_c0_g1_i1.p1
