Orthogroup	Stichodactyla_haddoni_longest_pep	Nemopilema_nomurai_longest_pep
OG0000095	Shad_tr25571_c1_g1_i1.p1, Shad_tr68004_c0_g1_i3.p1, Shad_tr104091_c0_g1_i1.p1, Shad_tr40518_c3_g1_i1.p1, Shad_tr40518_c0_g1_i2.p1, Shad_tr1411_c3_g2_i1.p1, Shad_tr22648_c0_g1_i1.p1, Shad_tr22442_c0_g1_i1.p1, Shad_tr40518_c2_g1_i1.p1, Shad_tr78900_c0_g1_i1.p1, Shad_tr62877_c0_g1_i1.p1, Shad_tr57540_c0_g1_i1.p1, Shad_tr58678_c0_g1_i1.p1, Shad_tr40518_c0_g3_i1.p1, Shad_tr22937_c2_g1_i1.p1, Shad_tr49756_c0_g1_i1.p1, Shad_tr57540_c0_g2_i1.p1, Shad_tr40518_c0_g2_i4.p1, Shad_tr7585_c0_g1_i22.p1	Neno_DN9808_c0_g1_i1.p1, Neno_DN3725_c0_g1_i3.p1, Neno_DN4919_c0_g2_i2.p1
OG0000099	Shad_tr22723_c0_g1_i8.p1, Shad_tr2579_c0_g3_i7.p1	Neno_DN10494_c0_g1_i1.p1, Neno_DN11035_c0_g1_i1.p1
OG0000099	Shad_tr20098_c0_g1_i5.p1, Shad_tr865_c3_g1_i10.p1, Shad_tr865_c3_g2_i1.p1, Shad_tr16764_c0_g1_i5.p1, Shad_tr46932_c2_g1_i1.p1	Neno_DN8036_c0_g1_i1.p1, Neno_DN11452_c0_g1_i1.p1
OG0000099	Shad_tr20761_c0_g1_i16.p1	Neno_DN7332_c0_g1_i2.p1
OG0000101	Shad_tr82543_c0_g1_i1.p1	Neno_DN21858_c0_g1_i3.p2
OG0000102	Shad_tr47252_c0_g1_i1.p1	Neno_DN7801_c0_g1_i1.p1
OG0000102	Shad_tr49806_c0_g1_i1.p1, Shad_tr84247_c0_g1_i1.p1, Shad_tr63841_c0_g1_i1.p1, Shad_tr57362_c0_g1_i3.p1, Shad_tr50650_c0_g1_i1.p1, Shad_tr98550_c0_g1_i1.p1	Neno_DN2272_c0_g2_i1.p1
OG0000104	Shad_tr75005_c0_g1_i1.p1	Neno_DN13668_c0_g1_i1.p1, Neno_DN5008_c0_g1_i1.p1, Neno_DN1034_c0_g2_i1.p1, Neno_DN1034_c0_g1_i2.p1
OG0000104	Shad_tr28968_c0_g1_i2.p1	Neno_DN23605_c0_g1_i1.p1
OG0000105	Shad_tr113509_c0_g1_i1.p1	Neno_DN7775_c0_g1_i1.p1, Neno_DN8760_c0_g1_i1.p1, Neno_DN6502_c0_g1_i1.p1, Neno_DN18677_c0_g1_i1.p1, Neno_DN1848_c0_g1_i2.p1, Neno_DN7837_c0_g1_i2.p1, Neno_DN4924_c0_g2_i2.p1, Neno_DN6022_c0_g1_i1.p1, Neno_DN7949_c0_g1_i1.p1, Neno_DN6967_c0_g1_i1.p1, Neno_DN8789_c0_g2_i1.p1, Neno_DN8789_c0_g3_i2.p1
OG0000105	Shad_tr89197_c0_g1_i1.p1, Shad_tr7625_c0_g1_i1.p1	Neno_DN4715_c0_g2_i2.p1, Neno_DN306_c0_g1_i3.p1
OG0000107	Shad_tr8733_c0_g1_i1.p1	Neno_DN46_c0_g3_i1.p1
OG0000107	Shad_tr7565_c0_g1_i2.p1	Neno_DN46_c0_g1_i1.p1, Neno_DN46_c0_g2_i1.p1
OG0000107	Shad_tr3560_c1_g1_i1.p1	Neno_DN1508_c0_g1_i3.p1
OG0000107	Shad_tr24038_c1_g1_i2.p1	Neno_DN5377_c0_g1_i1.p1
OG0000107	Shad_tr10291_c0_g1_i1.p1	Neno_DN2690_c0_g1_i4.p1
OG0000107	Shad_tr20058_c0_g1_i1.p1	Neno_DN1656_c0_g1_i3.p1
OG0000108	Shad_tr59589_c0_g2_i1.p1, Shad_tr62904_c0_g1_i1.p1, Shad_tr101890_c0_g1_i1.p1	Neno_DN3842_c0_g1_i14.p1
OG0000108	Shad_tr7572_c0_g1_i3.p1	Neno_DN6313_c0_g1_i1.p1
OG0000108	Shad_tr30050_c0_g1_i1.p1, Shad_tr58105_c0_g1_i1.p1	Neno_DN6534_c0_g2_i1.p1
OG0000108	Shad_tr17788_c0_g4_i1.p1	Neno_DN497_c0_g1_i1.p1
OG0000110	Shad_tr244_c10_g1_i1.p1	Neno_DN1119_c0_g1_i1.p1
OG0000110	Shad_tr94407_c0_g1_i1.p1	Neno_DN10688_c0_g1_i1.p1
OG0000110	Shad_tr4272_c0_g1_i1.p1	Neno_DN6273_c0_g1_i1.p1
OG0000110	Shad_tr7210_c1_g5_i1.p1	Neno_DN13355_c0_g1_i1.p1
OG0000110	Shad_tr51845_c0_g1_i1.p1	Neno_DN17483_c0_g1_i1.p1
OG0000116	Shad_tr19520_c4_g1_i4.p1, Shad_tr1348_c0_g1_i1.p1, Shad_tr27814_c0_g1_i1.p1, Shad_tr19520_c1_g2_i1.p1, Shad_tr15127_c4_g1_i1.p1, Shad_tr15243_c0_g1_i1.p1, Shad_tr15243_c0_g2_i2.p1, Shad_tr32231_c4_g1_i1.p1, Shad_tr36296_c2_g2_i1.p1, Shad_tr22556_c0_g1_i2.p1, Shad_tr209_c0_g1_i18.p1, Shad_tr57328_c0_g1_i1.p1, Shad_tr44805_c0_g1_i1.p1, Shad_tr15311_c0_g1_i1.p1, Shad_tr39993_c0_g1_i1.p1, Shad_tr8585_c0_g1_i6.p1	Neno_DN22607_c0_g1_i1.p1, Neno_DN540_c1_g1_i1.p1, Neno_DN540_c0_g1_i1.p1, Neno_DN7156_c0_g1_i2.p1
OG0000118	Shad_tr71644_c0_g1_i1.p1	Neno_DN6586_c0_g1_i1.p1
OG0000119	Shad_tr48245_c0_g1_i3.p1, Shad_tr109004_c0_g1_i1.p1, Shad_tr40984_c1_g2_i1.p1, Shad_tr40984_c1_g1_i1.p1, Shad_tr40984_c0_g1_i1.p1, Shad_tr16609_c0_g2_i1.p1, Shad_tr40984_c3_g1_i1.p1, Shad_tr19085_c1_g2_i2.p1, Shad_tr51294_c0_g1_i1.p1, Shad_tr14116_c0_g3_i2.p1, Shad_tr46053_c1_g1_i1.p1, Shad_tr51538_c0_g1_i1.p1, Shad_tr13159_c1_g2_i1.p1, Shad_tr3936_c2_g2_i1.p1	Neno_DN7309_c0_g1_i2.p1
OG0000121	Shad_tr101018_c0_g1_i1.p1, Shad_tr16627_c0_g1_i1.p1, Shad_tr15671_c0_g1_i1.p1, Shad_tr2679_c1_g1_i10.p1, Shad_tr40444_c0_g1_i1.p1, Shad_tr460_c0_g2_i1.p1	Neno_DN2364_c0_g2_i2.p1
OG0000124	Shad_tr85057_c0_g1_i1.p1, Shad_tr66479_c0_g1_i1.p1, Shad_tr27511_c0_g1_i4.p1, Shad_tr77278_c0_g1_i1.p1, Shad_tr71811_c0_g1_i1.p1, Shad_tr41752_c0_g1_i1.p1, Shad_tr50073_c0_g1_i1.p1	Neno_DN1690_c0_g1_i1.p1, Neno_DN1329_c1_g1_i1.p1, Neno_DN1329_c1_g2_i1.p1
OG0000125	Shad_tr3940_c3_g1_i1.p1, Shad_tr44636_c0_g2_i3.p1	Neno_DN734_c0_g1_i3.p1
OG0000125	Shad_tr13427_c0_g1_i1.p1, Shad_tr13262_c0_g1_i2.p1, Shad_tr11762_c1_g3_i1.p1	Neno_DN228_c0_g1_i5.p1
OG0000125	Shad_tr29266_c0_g1_i2.p1, Shad_tr13119_c1_g1_i1.p1	Neno_DN9903_c0_g2_i1.p1
OG0000126	Shad_tr13847_c0_g2_i1.p1	Neno_DN139_c0_g1_i10.p2, Neno_DN13295_c0_g1_i3.p1
OG0000126	Shad_tr46007_c0_g1_i7.p1, Shad_tr23604_c0_g1_i2.p1	Neno_DN6256_c0_g1_i5.p1, Neno_DN4427_c0_g1_i1.p1
OG0000126	Shad_tr16440_c0_g1_i2.p1	Neno_DN13295_c0_g2_i1.p1
OG0000128	Shad_tr10919_c0_g2_i1.p1	Neno_DN7181_c0_g1_i2.p1
OG0000132	Shad_tr11728_c0_g1_i11.p1	Neno_DN3440_c0_g1_i1.p1
OG0000132	Shad_tr20044_c0_g1_i7.p1	Neno_DN2828_c0_g1_i2.p1
OG0000132	Shad_tr4879_c0_g1_i12.p1, Shad_tr69055_c0_g1_i1.p1, Shad_tr41042_c0_g2_i1.p1, Shad_tr8828_c4_g1_i1.p1, Shad_tr13752_c0_g2_i3.p1, Shad_tr6461_c0_g1_i4.p1	Neno_DN10904_c0_g3_i1.p1, Neno_DN1122_c0_g1_i1.p1, Neno_DN10904_c0_g1_i1.p1, Neno_DN9625_c0_g1_i1.p1, Neno_DN1187_c0_g1_i2.p1, Neno_DN12302_c0_g1_i1.p1, Neno_DN1412_c0_g1_i1.p1
OG0000133	Shad_tr20963_c1_g1_i1.p1, Shad_tr20963_c0_g2_i1.p2, Shad_tr20963_c0_g1_i5.p1, Shad_tr32735_c1_g1_i15.p1, Shad_tr1498_c7_g1_i1.p1, Shad_tr113914_c0_g1_i1.p1, Shad_tr27012_c1_g1_i2.p1, Shad_tr113952_c0_g1_i1.p1	Neno_DN7922_c0_g2_i2.p1
OG0000138	Shad_tr681_c0_g1_i2.p1	Neno_DN351_c0_g1_i5.p1
OG0000138	Shad_tr1339_c2_g1_i1.p1	Neno_DN10979_c0_g1_i1.p1
OG0000138	Shad_tr98_c0_g1_i3.p1	Neno_DN858_c0_g1_i1.p1
OG0000139	Shad_tr64779_c0_g1_i1.p1	Neno_DN6927_c0_g2_i1.p1
OG0000141	Shad_tr28110_c0_g1_i13.p1, Shad_tr14223_c1_g1_i11.p1	Neno_DN6936_c0_g1_i5.p1
OG0000141	Shad_tr1313_c0_g1_i3.p1	Neno_DN4166_c0_g1_i7.p1, Neno_DN4696_c0_g2_i7.p1, Neno_DN2204_c0_g1_i6.p1
OG0000143	Shad_tr78296_c0_g1_i1.p1, Shad_tr94048_c0_g1_i1.p1	Neno_DN17003_c0_g1_i1.p1, Neno_DN22858_c0_g1_i1.p1, Neno_DN8796_c0_g1_i1.p1
OG0000143	Shad_tr45533_c0_g2_i1.p1	Neno_DN8709_c1_g2_i1.p1
OG0000145	Shad_tr65125_c0_g1_i1.p1, Shad_tr24767_c0_g3_i1.p1	Neno_DN5433_c0_g1_i1.p1
OG0000145	Shad_tr6278_c0_g1_i1.p1	Neno_DN6916_c0_g1_i1.p1
OG0000145	Shad_tr88260_c0_g1_i2.p1	Neno_DN10104_c0_g1_i1.p1
OG0000145	Shad_tr19918_c0_g1_i11.p1, Shad_tr49953_c1_g1_i1.p2	Neno_DN6097_c0_g2_i2.p1
OG0000146	Shad_tr26002_c0_g1_i2.p1	Neno_DN9576_c0_g1_i4.p1
OG0000146	Shad_tr7772_c0_g1_i2.p1	Neno_DN13285_c0_g1_i6.p1
OG0000146	Shad_tr25340_c0_g1_i16.p1, Shad_tr29873_c0_g1_i2.p1, Shad_tr28184_c0_g1_i14.p1	Neno_DN7307_c0_g1_i5.p1
OG0000147	Shad_tr1000_c0_g1_i4.p1	Neno_DN4886_c0_g1_i1.p1
OG0000147	Shad_tr1019_c3_g1_i8.p1	Neno_DN32_c0_g1_i3.p1
OG0000147	Shad_tr11950_c0_g1_i8.p1, Shad_tr927_c5_g1_i2.p1	Neno_DN6052_c0_g1_i5.p1
OG0000149	Shad_tr15476_c0_g1_i1.p1, Shad_tr14988_c0_g1_i14.p1, Shad_tr11762_c1_g1_i6.p1, Shad_tr28029_c0_g1_i3.p1	Neno_DN2134_c0_g1_i5.p1
OG0000149	Shad_tr886_c1_g1_i10.p1, Shad_tr13906_c0_g1_i1.p1, Shad_tr3057_c0_g3_i2.p1, Shad_tr1026_c0_g1_i10.p1, Shad_tr7624_c0_g1_i1.p1, Shad_tr26608_c0_g1_i2.p1	Neno_DN326_c0_g1_i3.p1
OG0000156	Shad_tr1090_c1_g1_i2.p1	Neno_DN3567_c0_g1_i3.p1
OG0000156	Shad_tr5175_c0_g1_i12.p1, Shad_tr15357_c2_g1_i2.p1	Neno_DN4593_c0_g1_i3.p1, Neno_DN10462_c0_g2_i4.p1, Neno_DN10462_c0_g4_i1.p1, Neno_DN6021_c0_g1_i1.p1
OG0000156	Shad_tr23275_c0_g1_i14.p1	Neno_DN5998_c0_g1_i1.p1
OG0000157	Shad_tr24325_c1_g1_i4.p1	Neno_DN8240_c0_g1_i7.p1
OG0000157	Shad_tr12189_c0_g1_i10.p1, Shad_tr14964_c0_g1_i3.p1	Neno_DN2990_c0_g1_i3.p1
OG0000159	Shad_tr79935_c0_g1_i1.p1, Shad_tr3696_c0_g1_i20.p1	Neno_DN7287_c0_g5_i1.p1
OG0000160	Shad_tr8961_c0_g1_i16.p1, Shad_tr8961_c1_g1_i1.p1	Neno_DN10052_c0_g1_i1.p1
OG0000160	Shad_tr3792_c0_g1_i1.p1	Neno_DN12043_c0_g1_i1.p1, Neno_DN12043_c0_g2_i1.p1, Neno_DN1943_c0_g1_i2.p1, Neno_DN539_c0_g1_i6.p1
OG0000162	Shad_tr8757_c1_g1_i14.p1	Neno_DN7045_c0_g1_i1.p1
OG0000163	Shad_tr8566_c0_g1_i7.p1	Neno_DN2092_c0_g1_i5.p1
OG0000163	Shad_tr4385_c0_g1_i4.p1	Neno_DN242_c0_g1_i13.p1
OG0000163	Shad_tr2806_c1_g1_i12.p1	Neno_DN2317_c1_g1_i5.p1
OG0000164	Shad_tr22405_c0_g1_i2.p1	Neno_DN155_c0_g1_i3.p1
OG0000164	Shad_tr2664_c3_g1_i10.p1, Shad_tr35674_c0_g1_i3.p1	Neno_DN4823_c0_g1_i4.p1
OG0000164	Shad_tr9431_c0_g1_i6.p1, Shad_tr2664_c5_g1_i2.p1, Shad_tr14222_c0_g2_i1.p1	Neno_DN3496_c0_g1_i2.p1
OG0000166	Shad_tr7368_c0_g1_i2.p1, Shad_tr24612_c0_g1_i3.p1, Shad_tr21918_c0_g1_i1.p1, Shad_tr9952_c0_g1_i8.p1	Neno_DN5478_c0_g3_i1.p1, Neno_DN19314_c0_g1_i1.p1, Neno_DN5869_c0_g1_i1.p1, Neno_DN5478_c0_g1_i1.p1, Neno_DN16229_c0_g1_i1.p1, Neno_DN4563_c0_g1_i4.p1, Neno_DN1028_c0_g2_i2.p1, Neno_DN5875_c0_g1_i1.p1, Neno_DN284_c0_g1_i12.p1, Neno_DN8521_c0_g1_i3.p1
OG0000170	Shad_tr5736_c0_g1_i18.p2, Shad_tr39261_c0_g1_i1.p2	Neno_DN630_c0_g1_i1.p1
OG0000170	Shad_tr40_c0_g1_i16.p1	Neno_DN135_c0_g1_i6.p1
OG0000175	Shad_tr24403_c0_g1_i14.p1, Shad_tr779_c2_g2_i2.p1, Shad_tr49067_c0_g1_i1.p1, Shad_tr5017_c5_g1_i3.p1	Neno_DN10532_c0_g1_i1.p1, Neno_DN709_c0_g1_i3.p1, Neno_DN6492_c0_g3_i1.p1
OG0000176	Shad_tr64875_c0_g1_i1.p1, Shad_tr93380_c0_g1_i1.p1, Shad_tr25571_c2_g2_i5.p1, Shad_tr15961_c0_g1_i5.p1, Shad_tr34872_c0_g1_i1.p1, Shad_tr15961_c0_g2_i1.p1	Neno_DN559_c0_g1_i7.p1
OG0000178	Shad_tr3910_c0_g1_i1.p1, Shad_tr3910_c0_g2_i2.p1, Shad_tr10572_c1_g1_i2.p1, Shad_tr10572_c4_g1_i6.p1, Shad_tr3778_c0_g1_i17.p1, Shad_tr15730_c0_g1_i3.p1	Neno_DN8668_c0_g1_i2.p1
OG0000180	Shad_tr17842_c0_g2_i2.p1	Neno_DN582_c0_g1_i3.p1, Neno_DN3627_c0_g1_i1.p1, Neno_DN5505_c0_g1_i5.p1
OG0000182	Shad_tr4390_c3_g1_i2.p1, Shad_tr38096_c0_g2_i10.p1, Shad_tr42111_c0_g1_i1.p1	Neno_DN4479_c0_g1_i2.p1
OG0000185	Shad_tr81022_c0_g1_i1.p1	Neno_DN19771_c0_g1_i5.p1
OG0000185	Shad_tr16070_c1_g1_i2.p1	Neno_DN6471_c0_g1_i2.p1, Neno_DN1998_c0_g1_i2.p1, Neno_DN3718_c0_g1_i1.p1
OG0000185	Shad_tr8554_c4_g1_i1.p1, Shad_tr13146_c0_g1_i1.p1	Neno_DN991_c0_g1_i1.p1
OG0000185	Shad_tr46667_c0_g1_i5.p1, Shad_tr10980_c0_g1_i14.p1	Neno_DN6421_c0_g1_i5.p1
OG0000190	Shad_tr66049_c0_g1_i1.p1	Neno_DN11925_c0_g1_i1.p1
OG0000190	Shad_tr176_c0_g1_i1.p2	Neno_DN23717_c0_g1_i1.p1
OG0000193	Shad_tr102991_c0_g1_i1.p1	Neno_DN12339_c0_g1_i2.p1
OG0000195	Shad_tr6200_c3_g1_i2.p1	Neno_DN3821_c0_g1_i5.p1
OG0000195	Shad_tr11151_c1_g1_i11.p1	Neno_DN6729_c0_g1_i2.p1
OG0000195	Shad_tr8725_c0_g1_i13.p1	Neno_DN7908_c0_g1_i1.p1, Neno_DN5473_c1_g1_i1.p1
OG0000196	Shad_tr36715_c0_g2_i1.p1, Shad_tr45356_c0_g1_i1.p1, Shad_tr36715_c0_g3_i1.p1, Shad_tr30398_c1_g1_i4.p1, Shad_tr30140_c0_g1_i5.p1, Shad_tr7066_c1_g2_i1.p1	Neno_DN1556_c0_g1_i1.p1, Neno_DN2730_c0_g1_i1.p1, Neno_DN6722_c0_g1_i1.p1, Neno_DN2577_c0_g1_i3.p1
OG0000203	Shad_tr37220_c0_g1_i1.p1, Shad_tr110328_c0_g1_i1.p1, Shad_tr9397_c1_g1_i1.p1, Shad_tr9397_c0_g1_i2.p1, Shad_tr10279_c1_g1_i5.p1, Shad_tr55855_c0_g1_i2.p1, Shad_tr57425_c0_g2_i1.p1, Shad_tr2280_c3_g1_i3.p1	Neno_DN147_c1_g1_i2.p1, Neno_DN7893_c0_g1_i1.p1
OG0000206	Shad_tr31656_c0_g1_i1.p1, Shad_tr1208_c0_g1_i1.p1	Neno_DN4853_c0_g1_i1.p1
OG0000206	Shad_tr28399_c0_g1_i3.p1	Neno_DN146_c0_g2_i1.p1, Neno_DN146_c0_g4_i1.p1
OG0000207	Shad_tr108758_c0_g1_i1.p1, Shad_tr67527_c0_g1_i1.p1	Neno_DN288_c0_g3_i1.p1
OG0000208	Shad_tr1253_c7_g1_i2.p1, Shad_tr96_c1_g1_i3.p1, Shad_tr21437_c0_g1_i1.p1	Neno_DN16433_c0_g1_i1.p1, Neno_DN12682_c0_g1_i1.p1, Neno_DN10782_c0_g1_i1.p1, Neno_DN21669_c0_g1_i1.p1
OG0000209	Shad_tr2280_c0_g1_i1.p1	Neno_DN1944_c0_g2_i1.p1
OG0000209	Shad_tr1725_c0_g1_i11.p1	Neno_DN1246_c0_g1_i18.p1, Neno_DN1356_c0_g1_i1.p1
OG0000209	Shad_tr8517_c0_g2_i10.p1	Neno_DN3326_c0_g1_i2.p1
OG0000209	Shad_tr5570_c0_g2_i1.p1	Neno_DN9147_c0_g1_i3.p1
OG0000211	Shad_tr38343_c1_g1_i4.p1, Shad_tr41107_c0_g1_i1.p1	Neno_DN22464_c0_g1_i1.p1
OG0000211	Shad_tr11543_c5_g1_i1.p1, Shad_tr18908_c0_g1_i6.p1, Shad_tr26875_c0_g1_i1.p1	Neno_DN7753_c0_g1_i2.p1, Neno_DN1484_c0_g1_i1.p1
OG0000212	Shad_tr30161_c1_g3_i1.p1, Shad_tr74742_c0_g1_i1.p1, Shad_tr15534_c1_g1_i1.p1, Shad_tr24673_c0_g2_i1.p1, Shad_tr15534_c0_g1_i5.p1, Shad_tr69043_c0_g1_i1.p1, Shad_tr8728_c2_g1_i1.p1, Shad_tr23740_c0_g1_i1.p1	Neno_DN9967_c0_g2_i1.p1
OG0000213	Shad_tr13626_c0_g1_i7.p1	Neno_DN634_c0_g1_i1.p1, Neno_DN1815_c0_g1_i1.p1, Neno_DN64_c0_g2_i1.p1, Neno_DN469_c0_g1_i4.p1, Neno_DN2476_c0_g1_i3.p1, Neno_DN21970_c0_g1_i2.p1, Neno_DN6639_c0_g1_i1.p1, Neno_DN7367_c0_g2_i1.p1, Neno_DN1163_c0_g1_i1.p1
OG0000213	Shad_tr86030_c0_g1_i1.p1, Shad_tr36282_c0_g1_i1.p1, Shad_tr3722_c0_g2_i1.p1	Neno_DN5736_c0_g1_i2.p1, Neno_DN928_c0_g1_i4.p1, Neno_DN1410_c0_g1_i3.p1
OG0000214	Shad_tr10767_c3_g1_i1.p1, Shad_tr3537_c0_g1_i2.p1, Shad_tr4071_c3_g2_i5.p1, Shad_tr81930_c0_g1_i1.p1, Shad_tr112134_c0_g1_i1.p1, Shad_tr57873_c0_g2_i1.p1, Shad_tr87277_c0_g1_i1.p1, Shad_tr101696_c0_g1_i1.p1	Neno_DN15122_c0_g1_i2.p1
OG0000215	Shad_tr15621_c0_g1_i1.p1	Neno_DN2235_c0_g1_i4.p1
OG0000215	Shad_tr32033_c0_g1_i10.p1	Neno_DN2850_c0_g1_i1.p1
OG0000215	Shad_tr113371_c0_g1_i1.p1, Shad_tr3510_c0_g1_i1.p1	Neno_DN10536_c0_g1_i1.p1
OG0000215	Shad_tr32033_c0_g3_i1.p1	Neno_DN2115_c0_g2_i1.p1
OG0000216	Shad_tr57_c0_g1_i3.p1, Shad_tr85532_c0_g1_i1.p1	Neno_DN2568_c0_g1_i1.p1, Neno_DN4474_c0_g1_i1.p1
OG0000216	Shad_tr102468_c0_g1_i1.p1, Shad_tr27042_c2_g1_i1.p1	Neno_DN5047_c0_g1_i2.p1
OG0000216	Shad_tr88102_c0_g1_i1.p1	Neno_DN5771_c0_g2_i1.p1
OG0000219	Shad_tr3329_c5_g1_i1.p1	Neno_DN5355_c0_g1_i2.p2
OG0000219	Shad_tr38590_c2_g1_i2.p1	Neno_DN1453_c0_g2_i2.p1
OG0000219	Shad_tr56846_c1_g1_i1.p1	Neno_DN6954_c0_g1_i1.p1
OG0000223	Shad_tr53643_c0_g2_i1.p1, Shad_tr11405_c0_g1_i10.p1, Shad_tr28060_c0_g1_i1.p1, Shad_tr16106_c2_g1_i1.p1, Shad_tr1864_c1_g1_i6.p1, Shad_tr13132_c0_g1_i2.p1, Shad_tr16106_c1_g1_i2.p1, Shad_tr21360_c2_g1_i1.p1, Shad_tr12934_c0_g1_i1.p1, Shad_tr7252_c3_g1_i1.p1	Neno_DN14092_c0_g1_i3.p1, Neno_DN9110_c0_g2_i1.p1
OG0000233	Shad_tr32646_c0_g3_i1.p1, Shad_tr44256_c0_g1_i1.p1, Shad_tr12387_c0_g1_i1.p1, Shad_tr1396_c1_g1_i5.p1, Shad_tr32646_c0_g1_i3.p1, Shad_tr11782_c0_g1_i3.p1	Neno_DN1849_c1_g1_i2.p1
OG0000234	Shad_tr1309_c0_g1_i3.p1, Shad_tr1309_c0_g3_i2.p1, Shad_tr8898_c0_g1_i2.p5, Shad_tr8898_c1_g3_i3.p1, Shad_tr52510_c0_g1_i1.p1, Shad_tr8898_c1_g2_i1.p1	Neno_DN2195_c0_g1_i1.p1
OG0000236	Shad_tr18091_c0_g1_i1.p1, Shad_tr16858_c1_g2_i1.p1, Shad_tr26016_c0_g1_i1.p1, Shad_tr72726_c0_g1_i1.p1, Shad_tr10834_c0_g1_i9.p1	Neno_DN14256_c0_g1_i1.p1
OG0000237	Shad_tr8737_c2_g1_i1.p1	Neno_DN8890_c0_g1_i2.p1
OG0000237	Shad_tr2661_c0_g2_i2.p1	Neno_DN1855_c0_g1_i1.p1
OG0000237	Shad_tr30283_c0_g1_i1.p1, Shad_tr3397_c0_g1_i2.p1	Neno_DN3825_c0_g1_i2.p1
OG0000238	Shad_tr49834_c0_g1_i1.p1	Neno_DN3022_c0_g1_i1.p1
OG0000241	Shad_tr34169_c0_g1_i2.p2	Neno_DN11918_c0_g1_i2.p1
OG0000242	Shad_tr20179_c1_g1_i1.p1, Shad_tr20864_c0_g1_i2.p1, Shad_tr7110_c0_g2_i1.p1, Shad_tr31435_c0_g1_i1.p1, Shad_tr106310_c0_g1_i1.p1, Shad_tr559_c1_g1_i5.p1	Neno_DN8748_c0_g1_i1.p1
OG0000247	Shad_tr15646_c0_g1_i19.p1	Neno_DN1528_c1_g1_i2.p1
OG0000247	Shad_tr5388_c1_g1_i4.p1	Neno_DN6705_c0_g1_i1.p1
OG0000247	Shad_tr7440_c0_g2_i2.p1	Neno_DN1528_c0_g1_i3.p1
OG0000247	Shad_tr6791_c0_g1_i26.p1	Neno_DN294_c0_g1_i6.p1
OG0000249	Shad_tr8509_c0_g1_i13.p1, Shad_tr6523_c2_g1_i6.p1, Shad_tr4473_c1_g2_i1.p1	Neno_DN17929_c0_g3_i1.p1
OG0000249	Shad_tr93583_c0_g1_i3.p1, Shad_tr36183_c0_g1_i1.p1	Neno_DN4654_c0_g1_i8.p1
OG0000250	Shad_tr95_c3_g1_i4.p1, Shad_tr2043_c0_g2_i1.p1, Shad_tr3098_c0_g1_i1.p1	Neno_DN8_c0_g1_i10.p1
OG0000251	Shad_tr60801_c0_g1_i1.p1, Shad_tr18349_c0_g1_i1.p1, Shad_tr30725_c1_g3_i1.p1	Neno_DN23469_c0_g1_i1.p1
OG0000257	Shad_tr31437_c0_g2_i1.p1, Shad_tr105972_c0_g1_i1.p1, Shad_tr22016_c0_g1_i2.p1, Shad_tr1981_c1_g1_i2.p1, Shad_tr7345_c1_g3_i2.p1, Shad_tr3117_c0_g1_i1.p1	Neno_DN9108_c0_g1_i1.p1
OG0000260	Shad_tr1344_c21_g1_i1.p1, Shad_tr19742_c0_g1_i4.p1, Shad_tr6806_c0_g2_i2.p1	Neno_DN1479_c0_g1_i3.p1, Neno_DN501_c0_g1_i2.p1
OG0000262	Shad_tr7909_c0_g2_i3.p1, Shad_tr24219_c1_g1_i1.p1, Shad_tr1781_c4_g1_i2.p1, Shad_tr7909_c0_g3_i2.p1, Shad_tr8204_c0_g1_i2.p1, Shad_tr29196_c0_g1_i1.p1, Shad_tr23436_c0_g1_i6.p1, Shad_tr20892_c0_g1_i1.p1, Shad_tr1781_c0_g1_i23.p1, Shad_tr28912_c0_g1_i3.p1, Shad_tr24219_c0_g2_i1.p1, Shad_tr8204_c1_g1_i1.p1	Neno_DN5052_c0_g1_i1.p1
OG0000266	Shad_tr32404_c0_g2_i3.p1, Shad_tr32404_c0_g1_i1.p1, Shad_tr2160_c3_g1_i1.p1, Shad_tr8914_c0_g3_i1.p1	Neno_DN6702_c0_g1_i1.p1
OG0000266	Shad_tr1940_c7_g1_i2.p1, Shad_tr10787_c0_g1_i5.p1, Shad_tr10787_c0_g2_i1.p1, Shad_tr980_c4_g1_i1.p1	Neno_DN17604_c0_g1_i2.p1, Neno_DN6168_c0_g1_i1.p1, Neno_DN1073_c0_g1_i3.p1, Neno_DN1310_c0_g1_i1.p1, Neno_DN1400_c0_g1_i1.p1
OG0000267	Shad_tr25714_c0_g2_i1.p1	Neno_DN1647_c0_g1_i5.p1
OG0000268	Shad_tr18192_c0_g1_i4.p1, Shad_tr18192_c0_g3_i1.p1, Shad_tr3771_c0_g1_i2.p1, Shad_tr4315_c2_g1_i2.p1, Shad_tr36855_c0_g2_i1.p1	Neno_DN911_c0_g1_i3.p1, Neno_DN22167_c0_g1_i1.p1, Neno_DN8686_c0_g1_i1.p1
OG0000269	Shad_tr30186_c0_g2_i1.p1	Neno_DN19101_c0_g1_i1.p1, Neno_DN5652_c0_g1_i1.p1
OG0000269	Shad_tr93810_c0_g1_i1.p1, Shad_tr29454_c0_g1_i2.p1, Shad_tr36727_c2_g1_i1.p1	Neno_DN2683_c0_g1_i1.p1
OG0000274	Shad_tr23921_c0_g1_i4.p1	Neno_DN6024_c0_g1_i2.p1
OG0000274	Shad_tr57806_c0_g2_i2.p1	Neno_DN1549_c0_g1_i3.p1
