Orthogroup	Stichodactyla_haddoni_longest_pep	Hydra_vulgaris_longest_pep
OG0000038	Shad_tr31301_c1_g1_i2.p1	Hyva_DN3411_c0_g1_i2.p1
OG0000038	Shad_tr11578_c0_g1_i2.p1	Hyva_DN15124_c0_g1_i1.p1
OG0000039	Shad_tr77871_c0_g1_i1.p1, Shad_tr27332_c5_g1_i1.p1, Shad_tr51593_c1_g1_i1.p1, Shad_tr1782_c1_g1_i22.p1, Shad_tr7310_c0_g1_i6.p1, Shad_tr14777_c0_g1_i4.p1, Shad_tr10153_c0_g1_i7.p1, Shad_tr38518_c0_g1_i1.p1, Shad_tr10065_c0_g3_i1.p1, Shad_tr37785_c0_g1_i1.p1, Shad_tr8644_c0_g5_i1.p3, Shad_tr44150_c1_g2_i1.p1, Shad_tr72828_c0_g1_i1.p1, Shad_tr58118_c0_g1_i1.p1, Shad_tr104962_c0_g1_i1.p1, Shad_tr8644_c0_g1_i3.p1, Shad_tr14777_c0_g2_i1.p1	Hyva_DN16508_c0_g1_i1.p1, Hyva_DN13492_c0_g1_i1.p1, Hyva_DN32343_c0_g1_i1.p1
OG0000042	Shad_tr46031_c0_g1_i1.p1	Hyva_DN19022_c0_g1_i1.p1, Hyva_DN13752_c0_g1_i1.p1
OG0000042	Shad_tr93877_c0_g1_i1.p1	Hyva_DN2542_c1_g1_i1.p1
OG0000042	Shad_tr11106_c0_g1_i14.p1	Hyva_DN5025_c0_g2_i1.p1
OG0000045	Shad_tr44010_c1_g2_i1.p1, Shad_tr46214_c0_g1_i7.p1, Shad_tr15464_c1_g1_i1.p1	Hyva_DN14222_c0_g1_i2.p1, Hyva_DN2013_c0_g1_i5.p1, Hyva_DN1996_c1_g1_i4.p1
OG0000045	Shad_tr12347_c0_g2_i2.p1, Shad_tr6827_c2_g1_i3.p1, Shad_tr1830_c0_g1_i5.p1, Shad_tr5492_c2_g1_i2.p1, Shad_tr89183_c0_g1_i1.p1, Shad_tr4735_c1_g1_i2.p1, Shad_tr2168_c1_g2_i1.p1, Shad_tr10409_c1_g1_i5.p1, Shad_tr12116_c5_g1_i1.p1, Shad_tr16855_c0_g3_i1.p1, Shad_tr6864_c4_g1_i2.p1	Hyva_DN7097_c0_g1_i2.p1, Hyva_DN4487_c1_g1_i6.p1
OG0000048	Shad_tr45084_c0_g1_i1.p1, Shad_tr102617_c0_g1_i1.p1, Shad_tr105247_c0_g1_i1.p1, Shad_tr23991_c1_g1_i2.p1, Shad_tr50288_c0_g1_i1.p1, Shad_tr72497_c0_g1_i1.p1, Shad_tr18778_c0_g1_i3.p1	Hyva_DN9203_c0_g1_i1.p1, Hyva_DN21138_c0_g2_i1.p1
OG0000048	Shad_tr11241_c0_g2_i1.p1	Hyva_DN19832_c0_g1_i1.p1
OG0000048	Shad_tr11245_c0_g1_i8.p1, Shad_tr21871_c0_g1_i10.p1, Shad_tr93503_c0_g1_i1.p1	Hyva_DN12481_c0_g1_i4.p1
OG0000050	Shad_tr108086_c0_g1_i1.p1, Shad_tr9225_c1_g4_i1.p1	Hyva_DN8065_c0_g1_i5.p1
OG0000050	Shad_tr5253_c3_g1_i5.p1, Shad_tr15441_c0_g1_i4.p1	Hyva_DN19606_c0_g1_i2.p1, Hyva_DN10506_c0_g1_i1.p1
OG0000050	Shad_tr38780_c0_g2_i1.p1, Shad_tr111177_c0_g1_i1.p1	Hyva_DN13489_c0_g1_i1.p1
OG0000052	Shad_tr40016_c0_g3_i1.p1	Hyva_DN13115_c0_g2_i1.p1, Hyva_DN38334_c0_g1_i1.p1
OG0000055	Shad_tr3325_c0_g1_i13.p1, Shad_tr3336_c0_g1_i10.p1, Shad_tr58042_c0_g1_i1.p1, Shad_tr3336_c4_g1_i7.p1	Hyva_DN19995_c0_g3_i1.p1
OG0000057	Shad_tr10405_c0_g2_i1.p1, Shad_tr23098_c0_g1_i3.p1, Shad_tr11711_c0_g2_i1.p1, Shad_tr45760_c0_g1_i5.p1, Shad_tr11711_c0_g1_i5.p1, Shad_tr3815_c0_g1_i2.p1, Shad_tr45637_c0_g1_i1.p1, Shad_tr86_c4_g1_i2.p1, Shad_tr45376_c0_g1_i2.p1, Shad_tr8649_c7_g1_i1.p1, Shad_tr9316_c0_g1_i1.p1, Shad_tr5210_c0_g2_i3.p1, Shad_tr9316_c0_g2_i2.p1, Shad_tr1190_c2_g1_i1.p1, Shad_tr9316_c0_g3_i1.p1, Shad_tr14485_c0_g1_i5.p1, Shad_tr9052_c0_g1_i10.p1, Shad_tr8644_c1_g1_i2.p1, Shad_tr14855_c0_g1_i1.p1	Hyva_DN20440_c0_g2_i1.p1
OG0000059	Shad_tr12314_c0_g1_i1.p1, Shad_tr1473_c0_g3_i2.p1	Hyva_DN5348_c0_g1_i6.p1
OG0000059	Shad_tr93714_c0_g1_i1.p1	Hyva_DN2047_c0_g1_i1.p1
OG0000059	Shad_tr6778_c1_g1_i29.p1	Hyva_DN13495_c0_g1_i1.p1
OG0000059	Shad_tr11544_c0_g1_i7.p1	Hyva_DN5921_c0_g1_i1.p1
OG0000059	Shad_tr9768_c0_g1_i4.p1	Hyva_DN19749_c0_g1_i5.p1
OG0000059	Shad_tr10655_c3_g1_i2.p1	Hyva_DN9164_c0_g1_i4.p1
OG0000059	Shad_tr80838_c0_g1_i1.p1, Shad_tr3907_c5_g1_i1.p1, Shad_tr31128_c0_g1_i6.p1	Hyva_DN5864_c0_g1_i4.p1
OG0000060	Shad_tr19539_c1_g1_i1.p2, Shad_tr46670_c1_g1_i2.p1, Shad_tr31072_c0_g1_i1.p1, Shad_tr46214_c1_g1_i3.p1, Shad_tr47276_c0_g2_i3.p1, Shad_tr18832_c0_g1_i2.p1, Shad_tr19040_c1_g1_i2.p1, Shad_tr29830_c0_g1_i3.p1, Shad_tr71414_c0_g1_i1.p1, Shad_tr107802_c0_g1_i1.p1, Shad_tr37730_c0_g1_i3.p2, Shad_tr34747_c0_g1_i2.p1, Shad_tr107752_c0_g1_i1.p1, Shad_tr13170_c0_g1_i4.p1	Hyva_DN5725_c0_g1_i1.p1
OG0000061	Shad_tr21739_c0_g1_i1.p1	Hyva_DN18705_c0_g1_i4.p1
OG0000061	Shad_tr45066_c0_g1_i1.p1	Hyva_DN18705_c0_g3_i1.p1
OG0000063	Shad_tr75897_c0_g1_i1.p1, Shad_tr62115_c0_g1_i1.p1, Shad_tr105177_c0_g1_i1.p1, Shad_tr102598_c0_g1_i1.p1, Shad_tr106060_c0_g1_i1.p1, Shad_tr49683_c1_g1_i1.p1, Shad_tr98149_c0_g1_i1.p1, Shad_tr39729_c0_g2_i4.p1, Shad_tr30482_c1_g1_i1.p1, Shad_tr48159_c0_g1_i1.p1, Shad_tr20967_c0_g1_i1.p1	Hyva_DN11075_c0_g1_i10.p1, Hyva_DN7845_c0_g1_i1.p1
OG0000063	Shad_tr66811_c0_g1_i1.p1, Shad_tr50251_c0_g1_i1.p1, Shad_tr63276_c0_g1_i1.p1	Hyva_DN9075_c0_g1_i1.p1, Hyva_DN12437_c0_g1_i1.p1
OG0000064	Shad_tr38467_c0_g5_i1.p1, Shad_tr39013_c0_g2_i1.p1, Shad_tr84368_c0_g1_i1.p1, Shad_tr80725_c0_g1_i1.p1, Shad_tr31401_c5_g1_i1.p1, Shad_tr29576_c2_g1_i1.p1, Shad_tr30308_c5_g1_i1.p1, Shad_tr98785_c0_g1_i1.p1, Shad_tr52224_c0_g1_i1.p1, Shad_tr113762_c0_g1_i1.p1, Shad_tr11821_c0_g1_i4.p1, Shad_tr71229_c0_g1_i2.p1, Shad_tr4315_c0_g1_i3.p1, Shad_tr36557_c0_g1_i1.p1	Hyva_DN7965_c0_g1_i1.p1
OG0000066	Shad_tr106240_c0_g1_i1.p1	Hyva_DN91_c0_g1_i2.p1, Hyva_DN5703_c0_g1_i4.p1
OG0000069	Shad_tr25765_c1_g1_i2.p1, Shad_tr94740_c0_g1_i1.p1, Shad_tr76565_c0_g1_i1.p1, Shad_tr79255_c0_g1_i1.p1, Shad_tr13145_c1_g1_i1.p1, Shad_tr6405_c0_g1_i1.p1, Shad_tr16913_c0_g1_i8.p1, Shad_tr30202_c0_g2_i1.p1, Shad_tr33068_c1_g1_i1.p1, Shad_tr10826_c2_g1_i1.p1, Shad_tr28328_c0_g1_i10.p1, Shad_tr16913_c0_g2_i1.p1, Shad_tr47790_c0_g1_i2.p2, Shad_tr113067_c0_g1_i1.p1, Shad_tr101118_c0_g1_i1.p1, Shad_tr56695_c0_g1_i1.p1, Shad_tr111107_c0_g1_i1.p1, Shad_tr85915_c0_g1_i1.p1, Shad_tr29504_c0_g1_i3.p1, Shad_tr110196_c0_g1_i1.p1, Shad_tr10847_c1_g1_i1.p1, Shad_tr20360_c2_g1_i1.p1, Shad_tr46297_c0_g1_i1.p1, Shad_tr41920_c0_g1_i1.p1, Shad_tr7868_c1_g1_i2.p1, Shad_tr58790_c0_g1_i3.p1, Shad_tr107366_c0_g1_i1.p1, Shad_tr64666_c0_g1_i1.p1, Shad_tr88887_c0_g1_i1.p1, Shad_tr43617_c1_g1_i1.p1, Shad_tr43617_c0_g1_i2.p1, Shad_tr32114_c0_g1_i7.p1, Shad_tr114320_c0_g1_i1.p1, Shad_tr66102_c0_g1_i1.p2, Shad_tr92784_c0_g1_i1.p1	Hyva_DN28647_c0_g1_i6.p1
OG0000070	Shad_tr26169_c0_g1_i6.p1, Shad_tr79550_c0_g1_i1.p1	Hyva_DN18237_c0_g1_i1.p1
OG0000070	Shad_tr33327_c0_g1_i1.p1	Hyva_DN14796_c1_g3_i1.p1
OG0000070	Shad_tr59518_c0_g1_i1.p1	Hyva_DN1365_c0_g1_i3.p1
OG0000070	Shad_tr35767_c0_g1_i4.p1	Hyva_DN18237_c0_g2_i1.p1
OG0000072	Shad_tr56213_c0_g3_i4.p1, Shad_tr7543_c0_g1_i8.p1, Shad_tr7543_c0_g4_i1.p1	Hyva_DN8818_c0_g1_i3.p1, Hyva_DN6071_c0_g1_i2.p1
OG0000072	Shad_tr3797_c1_g1_i2.p1	Hyva_DN14560_c0_g1_i4.p1, Hyva_DN16466_c0_g1_i1.p1
OG0000072	Shad_tr4564_c0_g1_i2.p1	Hyva_DN7003_c0_g1_i1.p1
OG0000072	Shad_tr50055_c0_g1_i8.p1	Hyva_DN6263_c0_g1_i1.p1
OG0000073	Shad_tr26923_c0_g1_i6.p1, Shad_tr26923_c0_g2_i1.p1, Shad_tr26109_c0_g1_i2.p1, Shad_tr17141_c1_g2_i1.p1, Shad_tr9495_c0_g1_i3.p1, Shad_tr39385_c0_g3_i1.p1, Shad_tr39385_c0_g1_i1.p1, Shad_tr101655_c0_g1_i1.p1, Shad_tr1812_c5_g1_i1.p1, Shad_tr8117_c0_g2_i1.p1, Shad_tr10781_c0_g1_i5.p1, Shad_tr39385_c0_g2_i2.p1, Shad_tr46495_c0_g1_i2.p1	Hyva_DN5905_c0_g1_i2.p1
OG0000074	Shad_tr11680_c1_g1_i1.p1, Shad_tr31007_c1_g1_i2.p1, Shad_tr23120_c0_g1_i1.p1, Shad_tr13098_c0_g1_i5.p1, Shad_tr11680_c0_g1_i15.p1, Shad_tr7195_c0_g1_i55.p1, Shad_tr16521_c0_g1_i1.p1, Shad_tr1233_c5_g1_i6.p1, Shad_tr47720_c0_g1_i1.p1, Shad_tr11680_c0_g2_i2.p1, Shad_tr86485_c0_g1_i1.p1	Hyva_DN23410_c0_g1_i1.p1, Hyva_DN23410_c0_g2_i1.p1, Hyva_DN13921_c0_g1_i1.p1, Hyva_DN23410_c1_g1_i1.p1, Hyva_DN1367_c0_g1_i2.p1, Hyva_DN9929_c0_g1_i2.p1, Hyva_DN9582_c0_g3_i1.p1, Hyva_DN1367_c1_g1_i1.p1, Hyva_DN11696_c0_g1_i1.p1, Hyva_DN8859_c1_g2_i1.p1, Hyva_DN8859_c0_g1_i1.p1, Hyva_DN12239_c0_g1_i1.p1, Hyva_DN8859_c1_g1_i2.p1, Hyva_DN12239_c0_g2_i1.p2
OG0000075	Shad_tr14455_c0_g1_i1.p2, Shad_tr45180_c0_g1_i1.p1, Shad_tr14455_c0_g3_i1.p1	Hyva_DN12017_c0_g1_i1.p1
OG0000076	Shad_tr20542_c0_g1_i5.p1	Hyva_DN6790_c0_g2_i1.p1, Hyva_DN6790_c0_g1_i3.p1, Hyva_DN6247_c0_g1_i1.p1, Hyva_DN6247_c0_g3_i2.p1, Hyva_DN9573_c0_g1_i1.p1, Hyva_DN3241_c0_g3_i1.p1, Hyva_DN3241_c0_g2_i3.p1, Hyva_DN5988_c0_g2_i1.p1, Hyva_DN7999_c0_g3_i1.p1, Hyva_DN7345_c0_g2_i2.p1, Hyva_DN7345_c0_g3_i3.p1, Hyva_DN2210_c0_g1_i4.p1, Hyva_DN10894_c0_g3_i1.p1, Hyva_DN10894_c0_g1_i1.p1, Hyva_DN10672_c1_g1_i9.p1, Hyva_DN13919_c0_g1_i5.p1, Hyva_DN3241_c0_g1_i5.p1, Hyva_DN14787_c0_g1_i1.p1, Hyva_DN7345_c0_g1_i1.p1, Hyva_DN7999_c0_g2_i2.p2, Hyva_DN7999_c0_g1_i3.p1, Hyva_DN21559_c0_g2_i1.p1, Hyva_DN10307_c1_g1_i2.p1, Hyva_DN8079_c0_g1_i1.p1, Hyva_DN10307_c0_g2_i1.p1, Hyva_DN21559_c1_g3_i1.p1, Hyva_DN3975_c0_g1_i3.p1, Hyva_DN2210_c1_g1_i3.p1, Hyva_DN4953_c0_g1_i2.p1, Hyva_DN27988_c0_g1_i1.p1, Hyva_DN5988_c0_g1_i10.p1, Hyva_DN10894_c0_g2_i2.p1, Hyva_DN21559_c0_g1_i2.p1, Hyva_DN3131_c0_g2_i1.p1, Hyva_DN16744_c0_g4_i1.p1, Hyva_DN16744_c0_g2_i1.p1, Hyva_DN16744_c0_g1_i1.p1, Hyva_DN28258_c0_g1_i1.p1, Hyva_DN29043_c0_g1_i1.p1, Hyva_DN10672_c0_g1_i3.p1, Hyva_DN14134_c0_g1_i1.p1, Hyva_DN15563_c0_g1_i1.p1, Hyva_DN3975_c1_g1_i2.p1
OG0000077	Shad_tr21602_c3_g1_i1.p1, Shad_tr15615_c0_g1_i2.p1, Shad_tr71281_c0_g1_i1.p1, Shad_tr26900_c0_g1_i11.p1, Shad_tr17141_c1_g3_i1.p1, Shad_tr46145_c0_g1_i1.p1, Shad_tr28740_c0_g1_i6.p1, Shad_tr15610_c0_g1_i13.p1, Shad_tr17141_c0_g3_i1.p1, Shad_tr17141_c0_g1_i1.p1, Shad_tr17141_c0_g2_i1.p1, Shad_tr7229_c0_g1_i18.p1	Hyva_DN38994_c0_g1_i1.p1
OG0000079	Shad_tr11560_c1_g1_i7.p1, Shad_tr5126_c1_g1_i9.p1, Shad_tr24094_c0_g3_i4.p1, Shad_tr13926_c0_g1_i9.p1, Shad_tr11146_c0_g1_i3.p1, Shad_tr35773_c1_g1_i1.p1, Shad_tr33620_c0_g1_i1.p1, Shad_tr8144_c0_g1_i3.p1, Shad_tr13752_c1_g1_i2.p1, Shad_tr15678_c0_g3_i1.p1, Shad_tr12619_c1_g1_i1.p1, Shad_tr36776_c1_g1_i1.p1, Shad_tr80302_c0_g1_i1.p1, Shad_tr86642_c0_g1_i1.p1	Hyva_DN26548_c0_g1_i1.p1, Hyva_DN28057_c0_g1_i1.p1
OG0000080	Shad_tr47931_c0_g1_i1.p1	Hyva_DN6245_c0_g1_i3.p1
OG0000083	Shad_tr12994_c1_g2_i6.p1	Hyva_DN898_c0_g1_i1.p1
OG0000083	Shad_tr22764_c0_g1_i6.p1	Hyva_DN7643_c0_g1_i1.p1, Hyva_DN23503_c1_g1_i1.p1, Hyva_DN857_c0_g2_i1.p1, Hyva_DN28514_c0_g2_i1.p1, Hyva_DN13781_c0_g1_i1.p1
OG0000087	Shad_tr91217_c0_g1_i1.p1	Hyva_DN4378_c0_g1_i10.p1, Hyva_DN5663_c0_g1_i2.p1, Hyva_DN7463_c0_g2_i1.p1, Hyva_DN6743_c0_g2_i2.p1, Hyva_DN6743_c0_g3_i1.p1, Hyva_DN9011_c0_g1_i1.p1, Hyva_DN6267_c0_g1_i5.p1, Hyva_DN4405_c0_g1_i1.p1, Hyva_DN6743_c0_g1_i1.p1, Hyva_DN4544_c0_g1_i1.p1, Hyva_DN16724_c0_g1_i1.p1, Hyva_DN7647_c0_g1_i1.p1
OG0000089	Shad_tr8598_c2_g1_i2.p1	Hyva_DN8885_c0_g1_i5.p1
OG0000092	Shad_tr5231_c0_g1_i3.p1, Shad_tr21828_c0_g1_i5.p1	Hyva_DN2255_c0_g1_i2.p1
OG0000094	Shad_tr105986_c0_g1_i1.p1, Shad_tr38004_c0_g1_i1.p1, Shad_tr25736_c0_g1_i2.p1, Shad_tr82661_c0_g1_i1.p1	Hyva_DN13493_c0_g1_i1.p1
OG0000096	Shad_tr16043_c0_g1_i2.p1, Shad_tr14213_c2_g1_i4.p1, Shad_tr111617_c0_g1_i1.p1, Shad_tr53560_c0_g2_i1.p1	Hyva_DN18315_c0_g1_i1.p1, Hyva_DN18440_c0_g1_i1.p1, Hyva_DN15162_c0_g1_i2.p1, Hyva_DN11797_c1_g1_i3.p1, Hyva_DN37233_c0_g1_i1.p1, Hyva_DN8244_c0_g1_i3.p1, Hyva_DN23133_c0_g1_i1.p1
OG0000096	Shad_tr80919_c0_g1_i1.p1	Hyva_DN12342_c0_g1_i3.p1, Hyva_DN14716_c0_g1_i2.p1, Hyva_DN30920_c0_g1_i1.p1, Hyva_DN13621_c0_g1_i1.p1, Hyva_DN21312_c1_g1_i1.p1, Hyva_DN11127_c0_g2_i1.p1, Hyva_DN17029_c0_g1_i2.p1, Hyva_DN25305_c0_g1_i1.p1, Hyva_DN12328_c1_g1_i1.p1, Hyva_DN19695_c1_g2_i1.p1, Hyva_DN8320_c0_g1_i1.p1, Hyva_DN19695_c1_g1_i1.p1, Hyva_DN19695_c1_g4_i1.p1, Hyva_DN18050_c0_g1_i1.p1, Hyva_DN8411_c0_g1_i2.p1, Hyva_DN12342_c0_g2_i1.p1, Hyva_DN16094_c0_g1_i1.p1, Hyva_DN19176_c0_g1_i1.p1, Hyva_DN10442_c1_g1_i1.p1
OG0000098	Shad_tr70876_c0_g1_i1.p2, Shad_tr24630_c0_g2_i5.p1	Hyva_DN10253_c0_g1_i3.p1, Hyva_DN16306_c0_g3_i1.p1, Hyva_DN19265_c0_g1_i1.p1
OG0000099	Shad_tr22723_c0_g1_i8.p1, Shad_tr2579_c0_g3_i7.p1	Hyva_DN4964_c0_g1_i1.p1, Hyva_DN21484_c0_g1_i2.p1
OG0000099	Shad_tr20098_c0_g1_i5.p1, Shad_tr865_c3_g1_i10.p1, Shad_tr865_c3_g2_i1.p1, Shad_tr16764_c0_g1_i5.p1, Shad_tr46932_c2_g1_i1.p1	Hyva_DN9632_c0_g1_i2.p1
OG0000099	Shad_tr20761_c0_g1_i16.p1	Hyva_DN8102_c0_g1_i3.p1
OG0000101	Shad_tr82543_c0_g1_i1.p1	Hyva_DN35251_c0_g1_i1.p1
OG0000103	Shad_tr38594_c1_g1_i1.p1, Shad_tr83785_c0_g1_i1.p1, Shad_tr45874_c0_g2_i1.p1, Shad_tr111584_c0_g1_i1.p1, Shad_tr13716_c3_g1_i1.p1, Shad_tr655_c0_g1_i7.p1, Shad_tr9980_c0_g1_i14.p1, Shad_tr42148_c0_g1_i1.p1, Shad_tr51942_c0_g1_i1.p2, Shad_tr18000_c3_g1_i1.p1, Shad_tr27043_c0_g1_i1.p1, Shad_tr29707_c0_g1_i9.p1, Shad_tr18000_c4_g1_i3.p1, Shad_tr36239_c0_g2_i1.p1, Shad_tr30815_c0_g1_i1.p1, Shad_tr13716_c0_g1_i1.p1, Shad_tr13716_c2_g1_i1.p1	Hyva_DN29986_c0_g1_i1.p1
OG0000104	Shad_tr75005_c0_g1_i1.p1	Hyva_DN5339_c0_g1_i4.p1
OG0000107	Shad_tr8733_c0_g1_i1.p1	Hyva_DN9361_c0_g1_i1.p1
OG0000107	Shad_tr7565_c0_g1_i2.p1	Hyva_DN8314_c0_g1_i3.p1
OG0000107	Shad_tr3560_c1_g1_i1.p1	Hyva_DN1006_c0_g1_i2.p1
OG0000107	Shad_tr24038_c1_g1_i2.p1	Hyva_DN2722_c0_g1_i2.p1
OG0000107	Shad_tr10291_c0_g1_i1.p1	Hyva_DN847_c1_g3_i1.p1
OG0000108	Shad_tr7572_c0_g1_i3.p1	Hyva_DN7942_c0_g1_i7.p1
OG0000108	Shad_tr30050_c0_g1_i1.p1, Shad_tr58105_c0_g1_i1.p1	Hyva_DN13043_c1_g5_i1.p1, Hyva_DN10041_c0_g1_i1.p1, Hyva_DN11921_c0_g1_i1.p1, Hyva_DN14935_c0_g1_i1.p1, Hyva_DN14935_c0_g3_i1.p1
OG0000108	Shad_tr17788_c0_g4_i1.p1	Hyva_DN22092_c0_g1_i1.p1
OG0000110	Shad_tr244_c10_g1_i1.p1	Hyva_DN1548_c0_g1_i1.p1
OG0000110	Shad_tr94407_c0_g1_i1.p1	Hyva_DN4027_c1_g2_i2.p1
OG0000110	Shad_tr4272_c0_g1_i1.p1	Hyva_DN22442_c0_g1_i9.p1
OG0000110	Shad_tr7210_c1_g5_i1.p1	Hyva_DN8454_c0_g1_i13.p1
OG0000110	Shad_tr50_c0_g1_i1.p1, Shad_tr9042_c0_g1_i1.p1	Hyva_DN2697_c1_g1_i2.p1
OG0000111	Shad_tr16896_c1_g1_i3.p1, Shad_tr50728_c0_g1_i1.p1, Shad_tr21168_c0_g1_i2.p1, Shad_tr50728_c1_g1_i1.p1	Hyva_DN36132_c0_g1_i1.p1
OG0000111	Shad_tr19259_c0_g1_i2.p1, Shad_tr4517_c2_g1_i10.p1, Shad_tr107415_c0_g1_i1.p1	Hyva_DN23435_c0_g1_i1.p1
OG0000116	Shad_tr19520_c4_g1_i4.p1, Shad_tr1348_c0_g1_i1.p1, Shad_tr27814_c0_g1_i1.p1, Shad_tr19520_c1_g2_i1.p1, Shad_tr15127_c4_g1_i1.p1, Shad_tr15243_c0_g1_i1.p1, Shad_tr15243_c0_g2_i2.p1, Shad_tr32231_c4_g1_i1.p1, Shad_tr36296_c2_g2_i1.p1, Shad_tr22556_c0_g1_i2.p1, Shad_tr209_c0_g1_i18.p1, Shad_tr57328_c0_g1_i1.p1, Shad_tr44805_c0_g1_i1.p1, Shad_tr15311_c0_g1_i1.p1, Shad_tr39993_c0_g1_i1.p1, Shad_tr8585_c0_g1_i6.p1	Hyva_DN13120_c0_g1_i2.p1
OG0000117	Shad_tr53902_c0_g1_i1.p1, Shad_tr3325_c0_g2_i1.p1	Hyva_DN26040_c1_g1_i1.p1
OG0000118	Shad_tr71644_c0_g1_i1.p1	Hyva_DN7701_c0_g1_i5.p1
OG0000121	Shad_tr101018_c0_g1_i1.p1, Shad_tr16627_c0_g1_i1.p1, Shad_tr15671_c0_g1_i1.p1, Shad_tr2679_c1_g1_i10.p1, Shad_tr40444_c0_g1_i1.p1, Shad_tr460_c0_g2_i1.p1	Hyva_DN11551_c0_g1_i1.p1
OG0000125	Shad_tr3940_c3_g1_i1.p1, Shad_tr44636_c0_g2_i3.p1	Hyva_DN1511_c0_g1_i1.p1
OG0000125	Shad_tr13427_c0_g1_i1.p1, Shad_tr13262_c0_g1_i2.p1, Shad_tr11762_c1_g3_i1.p1	Hyva_DN1459_c0_g2_i1.p1, Hyva_DN1459_c0_g1_i2.p1, Hyva_DN10263_c0_g1_i3.p1, Hyva_DN418_c0_g1_i1.p1, Hyva_DN11478_c0_g1_i4.p1
OG0000126	Shad_tr13847_c0_g2_i1.p1	Hyva_DN39440_c0_g1_i1.p1
OG0000126	Shad_tr16440_c0_g1_i2.p1, Shad_tr49049_c0_g1_i1.p1, Shad_tr36350_c0_g1_i1.p1	Hyva_DN36667_c0_g1_i1.p1
OG0000128	Shad_tr10919_c0_g2_i1.p1, Shad_tr58810_c0_g1_i2.p1, Shad_tr21917_c1_g1_i3.p1, Shad_tr26945_c0_g1_i3.p1, Shad_tr25732_c0_g1_i1.p1, Shad_tr34437_c0_g1_i6.p1, Shad_tr36748_c0_g2_i1.p1	Hyva_DN992_c0_g1_i1.p1
OG0000132	Shad_tr11728_c0_g1_i11.p1	Hyva_DN7322_c0_g1_i7.p1
OG0000132	Shad_tr4879_c0_g1_i12.p1, Shad_tr69055_c0_g1_i1.p1, Shad_tr41042_c0_g2_i1.p1, Shad_tr8828_c4_g1_i1.p1, Shad_tr13752_c0_g2_i3.p1, Shad_tr6461_c0_g1_i4.p1	Hyva_DN7236_c0_g1_i5.p1, Hyva_DN15980_c0_g1_i1.p1, Hyva_DN8011_c0_g1_i3.p1, Hyva_DN1021_c0_g1_i3.p1, Hyva_DN9394_c0_g1_i3.p1
OG0000134	Shad_tr18850_c1_g1_i4.p1, Shad_tr15442_c0_g1_i2.p1, Shad_tr28807_c1_g2_i2.p1, Shad_tr108530_c0_g1_i1.p1, Shad_tr32702_c0_g1_i3.p1, Shad_tr102175_c0_g1_i1.p1, Shad_tr58308_c0_g1_i1.p1, Shad_tr33023_c0_g2_i2.p1, Shad_tr33023_c0_g1_i2.p1, Shad_tr7429_c1_g2_i1.p1, Shad_tr113576_c0_g1_i1.p1, Shad_tr19094_c1_g2_i1.p1, Shad_tr108655_c0_g1_i1.p1, Shad_tr98291_c0_g1_i1.p1	Hyva_DN14321_c0_g2_i2.p1
OG0000135	Shad_tr82871_c0_g1_i1.p1, Shad_tr13035_c4_g1_i2.p1	Hyva_DN8127_c0_g1_i4.p1, Hyva_DN28321_c0_g3_i1.p1, Hyva_DN8717_c0_g2_i1.p1
OG0000138	Shad_tr681_c0_g1_i2.p1	Hyva_DN1464_c0_g1_i3.p1
OG0000138	Shad_tr1339_c2_g1_i1.p1	Hyva_DN1000_c0_g2_i1.p1
OG0000138	Shad_tr5222_c0_g1_i3.p2	Hyva_DN27597_c0_g1_i1.p1
OG0000138	Shad_tr98_c0_g1_i3.p1	Hyva_DN2504_c0_g1_i1.p1, Hyva_DN1000_c0_g1_i3.p1
OG0000139	Shad_tr64779_c0_g1_i1.p1	Hyva_DN9579_c0_g1_i1.p1
OG0000139	Shad_tr46634_c0_g1_i1.p2	Hyva_DN12600_c0_g1_i2.p1
OG0000141	Shad_tr28110_c0_g1_i13.p1, Shad_tr14223_c1_g1_i11.p1	Hyva_DN3822_c0_g1_i3.p1
OG0000141	Shad_tr1313_c0_g1_i3.p1	Hyva_DN11450_c0_g1_i2.p1, Hyva_DN11450_c0_g3_i1.p1, Hyva_DN32105_c0_g3_i1.p1, Hyva_DN11450_c0_g2_i1.p1
OG0000143	Shad_tr78296_c0_g1_i1.p1, Shad_tr94048_c0_g1_i1.p1	Hyva_DN12499_c0_g1_i2.p1
OG0000143	Shad_tr58499_c0_g1_i1.p1, Shad_tr45533_c0_g2_i1.p1	Hyva_DN7992_c0_g1_i4.p1
OG0000145	Shad_tr65125_c0_g1_i1.p1, Shad_tr24767_c0_g3_i1.p1	Hyva_DN12648_c0_g1_i1.p1
OG0000145	Shad_tr88260_c0_g1_i2.p1	Hyva_DN4434_c0_g1_i7.p1
OG0000145	Shad_tr19918_c0_g1_i11.p1, Shad_tr49953_c1_g1_i1.p2	Hyva_DN9129_c0_g1_i7.p1
OG0000146	Shad_tr7772_c0_g1_i2.p1	Hyva_DN9930_c0_g1_i3.p1, Hyva_DN9930_c0_g2_i2.p1
OG0000147	Shad_tr1000_c0_g1_i4.p1	Hyva_DN7415_c0_g1_i1.p1
OG0000147	Shad_tr41596_c0_g1_i2.p1	Hyva_DN35861_c0_g1_i1.p1
OG0000147	Shad_tr28634_c0_g2_i23.p1	Hyva_DN7512_c0_g2_i1.p1
