Orthogroup,Stichodactyla_haddoni_longest_pep,Stichidactyla_gigantea_longest_pep,Heteractic_macgnifica_longest_pep,Heteractis_crispa_longest_pep,Stichodactyla_mertensi_longest_pep,Heteractis_aurelias_longest_pep,Entacmea_quadricolor_longest_pep,Heterodactyla_longest_pep,Macrodactyla_doreensis_longest_pep,Oulactis_longest_pep,Actinia_tenebrosa_longest_pep,Galaxea_fascicularis_longest_pep,Anthopleura_dowii_longest_pep,Nematostella_vectensis_longest_pep,Nemopilema_nomurai_longest_pep,Hydra_vulgaris_longest_pep,Sanderia_malayensis_longest_pep,Cyanea_capillata_longest_pep,Chironex_fleckeri_longest_pep,Chrysaora_fuscescens_longest_pep
OG0000361,Shad_tr3507_c1_g1_i5.p1,Sgig_tr18563_c0_g2_i1.p1,Hmag_tr9560_c0_g1_i5.p1,Hcri_tr10570_c0_g1_i12.p1,Smer_tr9285_c1_g1_i13.p1,Haur_tr4187_c0_g2_i2.p1,Equa_tr10049_c2_g1_i14.p1,Hetdac_DN3021_c0_g1_i2.p1,Macdac_DN2415_c0_g1_i3.p1,Oula_DN3099_c0_g1_i2.p1,Acte_DN8024_c0_g1_i4.p1,Gafa_DN9407_c1_g1_i2.p1,Ando_DN6793_c0_g1_i1.p1,Neva_DN7384_c0_g2_i2.p1,Neno_DN4539_c0_g1_i5.p1,Hyva_DN5655_c0_g1_i3.p1,Sama_DN1864_c0_g2_i2.p1,Cyca_DN13733_c0_g1_i1.p1,Chfl_DN3200_c0_g1_i2.p1,"Chfu_DN19268_c0_g1_i1.p1, Chfu_DN9383_c0_g1_i1.p1"
OG0000380,Shad_tr24617_c0_g1_i1.p1,Sgig_tr7579_c1_g1_i1.p1,Hmag_tr1167_c0_g3_i1.p1,Hcri_tr2251_c4_g1_i1.p1,Smer_tr19366_c0_g2_i3.p1,Haur_tr674_c1_g3_i1.p1,Equa_tr7746_c0_g1_i1.p1,Hetdac_DN498_c7_g3_i1.p1,Macdac_DN460_c0_g1_i1.p1,Oula_DN9457_c0_g1_i1.p1,Acte_DN1883_c1_g1_i1.p1,Gafa_DN6036_c0_g1_i1.p1,Ando_DN6436_c0_g2_i1.p1,Neva_DN2481_c0_g1_i3.p1,Neno_DN8068_c0_g1_i1.p1,Hyva_DN4317_c0_g1_i4.p1,Sama_DN477_c0_g1_i1.p1,Cyca_DN691_c0_g1_i1.p1,Chfl_DN2431_c0_g2_i9.p1,Chfu_DN2585_c0_g1_i1.p1
OG0000383,Shad_tr96621_c0_g1_i1.p1,"Sgig_tr97944_c0_g1_i1.p1, Sgig_tr103992_c0_g1_i1.p1, Sgig_tr96888_c0_g1_i1.p1",Hmag_tr67093_c0_g1_i1.p1,Hcri_tr72530_c0_g1_i1.p1,Smer_tr25696_c0_g1_i3.p1,Haur_tr41274_c0_g1_i2.p1,Equa_tr40283_c0_g1_i1.p1,Hetdac_DN83287_c0_g1_i1.p1,"Macdac_DN31160_c0_g2_i1.p1, Macdac_DN31160_c0_g1_i1.p1",Oula_DN17334_c0_g1_i1.p1,Acte_DN37475_c0_g1_i1.p1,Gafa_DN40115_c0_g1_i1.p1,Ando_DN10609_c0_g1_i1.p1,Neva_DN12642_c0_g1_i1.p1,"Neno_DN5420_c0_g1_i1.p1, Neno_DN5775_c0_g1_i3.p1, Neno_DN4973_c0_g1_i1.p1, Neno_DN4908_c0_g1_i1.p1, Neno_DN1371_c0_g1_i1.p1, Neno_DN4128_c0_g1_i1.p1","Hyva_DN11904_c0_g1_i1.p1, Hyva_DN10094_c0_g2_i1.p1","Sama_DN2265_c0_g1_i1.p2, Sama_DN5698_c0_g2_i1.p1, Sama_DN297_c0_g1_i2.p1, Sama_DN12779_c0_g1_i1.p1, Sama_DN2027_c0_g1_i1.p1, Sama_DN14051_c0_g1_i1.p1","Cyca_DN967_c0_g1_i1.p1, Cyca_DN24014_c0_g1_i1.p1, Cyca_DN4665_c0_g1_i2.p1, Cyca_DN521_c0_g1_i1.p1","Chfl_DN25775_c0_g1_i1.p1, Chfl_DN4548_c0_g1_i1.p1, Chfl_DN8527_c0_g1_i1.p1, Chfl_DN3171_c0_g1_i1.p1, Chfl_DN26234_c0_g1_i1.p1","Chfu_DN629_c0_g1_i1.p1, Chfu_DN18558_c0_g1_i1.p1, Chfu_DN4086_c0_g1_i1.p1, Chfu_DN2130_c0_g2_i1.p1"
OG0000391,Shad_tr40097_c0_g1_i4.p1,Sgig_tr1559_c0_g1_i2.p1,Hmag_tr31682_c0_g1_i4.p1,Hcri_tr10834_c0_g1_i4.p1,Smer_tr16848_c1_g1_i1.p1,Haur_tr4862_c0_g1_i5.p1,Equa_tr586_c19_g1_i1.p1,Hetdac_DN21260_c0_g1_i2.p1,Macdac_DN41853_c0_g1_i2.p1,Oula_DN7770_c0_g1_i3.p1,Acte_DN26913_c0_g1_i2.p1,Gafa_DN27385_c0_g1_i12.p1,Ando_DN9085_c0_g2_i2.p1,Neva_DN7834_c1_g1_i3.p1,Neno_DN6150_c0_g1_i1.p1,Hyva_DN6746_c0_g1_i2.p1,Sama_DN2495_c0_g1_i2.p1,Cyca_DN26871_c0_g1_i1.p1,"Chfl_DN21798_c0_g1_i3.p1, Chfl_DN1949_c0_g2_i1.p1","Chfu_DN14628_c0_g1_i1.p1, Chfu_DN8830_c0_g1_i1.p1"
OG0000399,Shad_tr33246_c0_g1_i4.p1,Sgig_tr36473_c0_g1_i20.p1,Hmag_tr16044_c0_g1_i4.p1,Hcri_tr24849_c0_g1_i6.p1,Smer_tr35987_c2_g1_i11.p1,Haur_tr8511_c1_g1_i3.p1,Equa_tr24148_c0_g1_i6.p1,Hetdac_DN18610_c0_g1_i4.p1,Macdac_DN34553_c0_g1_i1.p1,Oula_DN34721_c0_g1_i1.p1,Acte_DN565_c8_g1_i6.p1,Gafa_DN4270_c0_g1_i1.p1,Ando_DN27209_c0_g1_i1.p1,Neva_DN1581_c0_g1_i2.p1,Neno_DN10601_c0_g1_i2.p1,Hyva_DN15445_c1_g2_i1.p1,Sama_DN4945_c0_g1_i1.p1,Cyca_DN9662_c0_g1_i1.p1,Chfl_DN22657_c0_g1_i1.p1,Chfu_DN16700_c0_g1_i1.p1
OG0000410,Shad_tr9037_c1_g1_i10.p1,Sgig_tr30952_c1_g1_i2.p1,Hmag_tr14900_c0_g3_i1.p1,Hcri_tr4373_c0_g1_i1.p1,Smer_tr6267_c0_g1_i1.p1,Haur_tr850_c1_g1_i1.p1,Equa_tr849_c0_g1_i13.p1,Hetdac_DN905_c0_g1_i1.p1,Macdac_DN5696_c2_g3_i1.p1,Oula_DN710_c0_g1_i1.p1,Acte_DN853_c0_g1_i2.p1,"Gafa_DN16361_c0_g1_i7.p1, Gafa_DN23926_c0_g1_i1.p1, Gafa_DN1668_c0_g1_i5.p1",Ando_DN5613_c0_g1_i1.p1,Neva_DN18542_c0_g1_i10.p1,"Neno_DN15444_c0_g1_i2.p1, Neno_DN19069_c0_g1_i2.p1","Hyva_DN449_c0_g2_i1.p1, Hyva_DN449_c0_g1_i6.p1, Hyva_DN9888_c0_g1_i3.p1","Sama_DN2381_c0_g1_i1.p1, Sama_DN11538_c0_g1_i1.p1",Cyca_DN3399_c1_g1_i1.p1,Chfl_DN20641_c3_g1_i1.p1,"Chfu_DN5420_c0_g1_i3.p1, Chfu_DN13349_c0_g1_i1.p1"
OG0000417,Shad_tr4357_c0_g1_i1.p1,Sgig_tr178_c2_g1_i1.p1,Hmag_tr34784_c2_g1_i1.p1,Hcri_tr2150_c0_g1_i1.p1,Smer_tr2229_c1_g1_i2.p1,Haur_tr965_c0_g1_i1.p1,Equa_tr7086_c0_g1_i2.p1,Hetdac_DN5954_c0_g1_i1.p1,Macdac_DN3184_c1_g1_i1.p1,Oula_DN4136_c0_g3_i2.p1,Acte_DN11208_c1_g1_i4.p1,"Gafa_DN135833_c0_g1_i1.p1, Gafa_DN32098_c0_g1_i1.p1",Ando_DN104_c1_g1_i1.p1,Neva_DN6481_c1_g1_i1.p1,Neno_DN3733_c0_g1_i1.p1,Hyva_DN121_c0_g1_i2.p1,Sama_DN2326_c1_g2_i1.p1,Cyca_DN2786_c0_g1_i1.p1,Chfl_DN3130_c0_g2_i3.p1,Chfu_DN865_c0_g1_i1.p1
OG0000422,Shad_tr16721_c0_g1_i9.p1,"Sgig_tr43048_c0_g1_i1.p1, Sgig_tr42984_c0_g1_i2.p1","Hmag_tr103316_c0_g1_i1.p1, Hmag_tr87324_c0_g1_i1.p1",Hcri_tr2487_c0_g3_i1.p1,Smer_tr88341_c0_g1_i1.p1,Haur_tr22134_c1_g1_i1.p1,"Equa_tr113046_c0_g1_i1.p1, Equa_tr96215_c0_g1_i1.p1",Hetdac_DN30242_c0_g1_i1.p1,"Macdac_DN51656_c0_g2_i1.p1, Macdac_DN51656_c0_g4_i1.p1",Oula_DN4573_c0_g1_i2.p1,Acte_DN265_c0_g1_i2.p1,Gafa_DN36189_c0_g1_i3.p1,Ando_DN9944_c0_g1_i3.p1,Neva_DN18084_c0_g1_i9.p1,Neno_DN3437_c0_g1_i2.p1,Hyva_DN8407_c0_g1_i3.p1,Sama_DN13261_c0_g1_i1.p1,Cyca_DN12466_c0_g1_i1.p1,Chfl_DN150_c0_g1_i8.p1,Chfu_DN4866_c0_g2_i1.p1
OG0000422,Shad_tr2252_c2_g1_i3.p1,Sgig_tr169_c3_g1_i2.p1,Hmag_tr2387_c0_g4_i1.p1,"Hcri_tr17584_c0_g1_i2.p1, Hcri_tr61588_c0_g1_i1.p1",Smer_tr1577_c3_g1_i3.p1,Haur_tr403_c2_g1_i1.p1,Equa_tr2497_c2_g1_i2.p1,Hetdac_DN883_c0_g1_i2.p1,Macdac_DN36371_c0_g1_i2.p1,Oula_DN4983_c0_g1_i5.p1,Acte_DN5940_c1_g1_i1.p1,Gafa_DN3129_c1_g2_i3.p1,Ando_DN6929_c2_g1_i1.p1,Neva_DN6574_c0_g1_i1.p1,Neno_DN6716_c0_g1_i2.p1,Hyva_DN4006_c0_g1_i2.p1,Sama_DN4556_c0_g1_i1.p1,Cyca_DN24772_c0_g1_i2.p1,Chfl_DN1793_c0_g1_i1.p1,Chfu_DN2498_c0_g1_i1.p1
OG0000489,Shad_tr62125_c0_g1_i2.p1,Sgig_tr61009_c0_g1_i1.p1,Hmag_tr20867_c0_g2_i1.p1,Hcri_tr16501_c1_g1_i2.p1,Smer_tr31726_c0_g1_i1.p1,Haur_tr21519_c0_g5_i1.p1,Equa_tr8978_c1_g1_i9.p1,Hetdac_DN70767_c0_g1_i1.p1,Macdac_DN1706_c0_g1_i2.p1,Oula_DN7810_c0_g1_i1.p1,Acte_DN7144_c0_g1_i1.p1,Gafa_DN41062_c0_g1_i1.p1,Ando_DN2087_c0_g2_i1.p1,Neva_DN25942_c0_g1_i5.p1,Neno_DN12598_c0_g2_i2.p1,Hyva_DN4112_c0_g1_i2.p1,Sama_DN3886_c0_g1_i2.p1,Cyca_DN13049_c0_g1_i1.p1,Chfl_DN11843_c0_g2_i1.p1,Chfu_DN19685_c0_g1_i1.p1
OG0000495,Shad_tr4163_c0_g1_i5.p1,Sgig_tr4869_c1_g1_i6.p1,Hmag_tr4384_c0_g2_i3.p1,Hcri_tr2432_c0_g1_i4.p1,Smer_tr10195_c0_g1_i22.p1,Haur_tr11804_c0_g1_i8.p1,Equa_tr3621_c1_g1_i9.p1,Hetdac_DN2882_c0_g1_i3.p1,Macdac_DN1309_c0_g2_i6.p1,Oula_DN6034_c0_g1_i7.p1,Acte_DN12848_c0_g1_i6.p1,Gafa_DN1579_c0_g1_i4.p1,"Ando_DN12036_c0_g1_i4.p1, Ando_DN12036_c0_g2_i1.p1",Neva_DN2733_c0_g1_i7.p1,Neno_DN5138_c0_g1_i2.p1,Hyva_DN2937_c0_g1_i5.p1,"Sama_DN5071_c0_g2_i1.p1, Sama_DN5071_c0_g1_i1.p1, Sama_DN11032_c0_g1_i1.p1, Sama_DN7635_c0_g1_i1.p1",Cyca_DN6796_c0_g1_i2.p1,"Chfl_DN3100_c0_g1_i1.p1, Chfl_DN5407_c0_g1_i1.p1","Chfu_DN2524_c0_g2_i1.p1, Chfu_DN7900_c0_g1_i1.p1, Chfu_DN15389_c0_g1_i1.p1, Chfu_DN2524_c0_g1_i1.p1"
OG0000511,Shad_tr1202_c1_g1_i3.p1,Sgig_tr11558_c0_g1_i8.p1,Hmag_tr40639_c0_g1_i1.p1,Hcri_tr4575_c0_g1_i1.p1,Smer_tr11858_c0_g2_i3.p1,Haur_tr7202_c1_g1_i1.p1,Equa_tr12298_c0_g1_i2.p1,Hetdac_DN5701_c0_g1_i4.p1,Macdac_DN48028_c0_g1_i6.p1,Oula_DN33687_c0_g1_i5.p1,Acte_DN9610_c0_g1_i1.p1,Gafa_DN16992_c0_g1_i6.p1,Ando_DN13871_c0_g1_i1.p1,Neva_DN1772_c1_g1_i3.p1,Neno_DN2135_c0_g1_i1.p1,Hyva_DN691_c0_g1_i2.p1,Sama_DN3575_c0_g1_i2.p1,"Cyca_DN7513_c0_g1_i2.p1, Cyca_DN13723_c0_g1_i1.p1, Cyca_DN7513_c0_g2_i1.p1",Chfl_DN228_c0_g1_i2.p1,Chfu_DN1490_c0_g2_i7.p1
OG0000511,Shad_tr3773_c0_g1_i14.p1,Sgig_tr4386_c0_g1_i15.p1,Hmag_tr1921_c1_g1_i2.p1,Hcri_tr44876_c0_g2_i1.p1,Smer_tr13616_c0_g1_i35.p1,Haur_tr4616_c0_g1_i5.p1,Equa_tr11955_c0_g1_i19.p1,Hetdac_DN12269_c0_g1_i1.p1,Macdac_DN51754_c0_g1_i1.p1,Oula_DN9448_c2_g1_i1.p1,Acte_DN20113_c0_g1_i1.p1,"Gafa_DN19737_c0_g2_i7.p1, Gafa_DN1745_c0_g4_i1.p1",Ando_DN11954_c0_g1_i1.p1,Neva_DN3151_c1_g1_i2.p1,"Neno_DN4725_c0_g2_i6.p1, Neno_DN4725_c0_g1_i1.p1","Hyva_DN11102_c0_g1_i1.p1, Hyva_DN4844_c0_g1_i4.p1, Hyva_DN6433_c0_g1_i1.p1","Sama_DN1147_c0_g1_i1.p1, Sama_DN465_c0_g1_i1.p1","Cyca_DN8393_c0_g2_i4.p1, Cyca_DN12549_c0_g1_i1.p1, Cyca_DN34072_c0_g1_i1.p1","Chfl_DN3751_c0_g2_i1.p1, Chfl_DN1883_c1_g4_i1.p1","Chfu_DN9759_c0_g2_i1.p1, Chfu_DN9759_c0_g1_i1.p1, Chfu_DN6727_c0_g1_i1.p1"
OG0000513,Shad_tr17712_c0_g1_i2.p1,Sgig_tr29568_c0_g1_i8.p1,Hmag_tr5571_c0_g2_i1.p1,Hcri_tr11151_c0_g1_i9.p1,Smer_tr23387_c0_g1_i5.p1,Haur_tr6415_c1_g1_i5.p1,Equa_tr3596_c2_g1_i3.p1,Hetdac_DN6047_c0_g1_i1.p1,Macdac_DN27870_c0_g3_i1.p1,Oula_DN1597_c0_g2_i1.p1,Acte_DN19401_c0_g2_i2.p1,"Gafa_DN41299_c0_g1_i7.p1, Gafa_DN2854_c0_g1_i5.p1",Ando_DN26566_c0_g1_i1.p1,Neva_DN5167_c0_g1_i18.p1,"Neno_DN8639_c0_g1_i1.p1, Neno_DN4183_c0_g1_i1.p1","Hyva_DN10048_c0_g1_i6.p1, Hyva_DN10548_c0_g1_i2.p1, Hyva_DN4107_c0_g1_i4.p1","Sama_DN1445_c0_g1_i4.p1, Sama_DN1441_c0_g1_i1.p1",Cyca_DN6811_c0_g1_i3.p1,"Chfl_DN2720_c0_g1_i1.p1, Chfl_DN1034_c0_g1_i15.p1, Chfl_DN15900_c0_g1_i1.p1","Chfu_DN2753_c0_g1_i2.p1, Chfu_DN8666_c0_g1_i1.p1, Chfu_DN8666_c0_g3_i1.p1"
OG0000522,Shad_tr12841_c1_g1_i2.p1,Sgig_tr305_c1_g1_i1.p1,Hmag_tr774_c0_g3_i1.p1,Hcri_tr4193_c0_g1_i1.p1,Smer_tr9027_c1_g1_i1.p1,Haur_tr70479_c0_g1_i1.p1,Equa_tr3439_c0_g1_i1.p1,Hetdac_DN1516_c1_g1_i1.p1,Macdac_DN3933_c1_g1_i3.p1,Oula_DN4907_c0_g1_i8.p1,Acte_DN2646_c0_g2_i1.p1,Gafa_DN24003_c0_g1_i1.p1,Ando_DN3026_c0_g2_i1.p1,Neva_DN1237_c0_g1_i1.p1,Neno_DN4780_c0_g2_i1.p1,Hyva_DN8922_c0_g1_i1.p1,Sama_DN846_c0_g2_i1.p1,Cyca_DN3827_c0_g1_i5.p1,Chfl_DN683_c0_g1_i1.p1,Chfu_DN387_c0_g1_i1.p1
OG0000525,Shad_tr103_c15_g1_i1.p1,Sgig_tr9497_c0_g1_i2.p1,Hmag_tr11882_c0_g1_i3.p1,Hcri_tr335_c0_g1_i4.p1,Smer_tr117_c0_g3_i1.p1,Haur_tr2885_c1_g1_i1.p1,Equa_tr2158_c1_g1_i1.p1,Hetdac_DN85552_c0_g1_i1.p1,Macdac_DN7159_c0_g3_i2.p1,Oula_DN5189_c0_g1_i2.p1,Acte_DN6160_c0_g2_i2.p1,Gafa_DN19644_c0_g1_i1.p1,Ando_DN2297_c0_g1_i1.p1,Neva_DN27058_c2_g1_i2.p1,Neno_DN1406_c0_g1_i2.p1,Hyva_DN8557_c0_g1_i2.p1,Sama_DN3100_c0_g1_i1.p1,Cyca_DN201_c0_g1_i1.p1,Chfl_DN27864_c0_g1_i1.p1,Chfu_DN434_c0_g1_i1.p1
OG0000533,Shad_tr2552_c0_g1_i3.p1,Sgig_tr2527_c0_g1_i5.p1,Hmag_tr3976_c0_g1_i1.p1,Hcri_tr3244_c2_g1_i1.p1,Smer_tr15272_c0_g3_i1.p1,Haur_tr2528_c0_g1_i2.p1,Equa_tr19799_c0_g1_i7.p1,Hetdac_DN5983_c0_g1_i1.p1,Macdac_DN9256_c0_g1_i1.p1,Oula_DN2437_c0_g1_i1.p1,Acte_DN2918_c0_g1_i3.p1,Gafa_DN22367_c0_g1_i2.p1,Ando_DN26561_c0_g1_i1.p1,Neva_DN1325_c5_g1_i1.p1,Neno_DN3231_c0_g1_i1.p1,Hyva_DN1659_c0_g1_i3.p1,Sama_DN13394_c0_g1_i1.p1,Cyca_DN557_c0_g1_i4.p1,Chfl_DN2514_c0_g1_i1.p1,Chfu_DN714_c0_g1_i1.p1
OG0000535,Shad_tr756_c1_g1_i16.p1,Sgig_tr670_c0_g1_i1.p1,Hmag_tr22616_c0_g1_i3.p1,Hcri_tr9823_c0_g1_i5.p1,Smer_tr17541_c0_g1_i10.p1,Haur_tr4338_c0_g2_i4.p1,Equa_tr8960_c0_g1_i3.p1,Hetdac_DN3212_c0_g1_i1.p1,Macdac_DN9338_c0_g1_i1.p1,Oula_DN1236_c0_g1_i10.p1,Acte_DN51_c0_g1_i3.p1,Gafa_DN2523_c0_g1_i3.p1,Ando_DN2009_c0_g1_i3.p1,Neva_DN906_c1_g1_i1.p1,Neno_DN1393_c0_g1_i1.p1,Hyva_DN1116_c0_g1_i4.p1,Sama_DN114_c0_g1_i2.p1,Cyca_DN2761_c0_g1_i11.p1,Chfl_DN161_c0_g2_i1.p1,Chfu_DN7927_c0_g1_i11.p1
OG0000565,Shad_tr37901_c0_g1_i4.p1,Sgig_tr11513_c0_g2_i4.p1,Hmag_tr5267_c0_g1_i7.p1,Hcri_tr7771_c1_g2_i1.p1,Smer_tr6918_c0_g2_i1.p1,Haur_tr3948_c0_g1_i3.p1,Equa_tr5593_c0_g1_i1.p1,Hetdac_DN8585_c0_g1_i1.p1,Macdac_DN11114_c0_g1_i3.p1,Oula_DN11113_c0_g1_i1.p1,Acte_DN11973_c0_g2_i3.p1,Gafa_DN1064_c0_g1_i11.p1,Ando_DN4982_c0_g1_i3.p1,Neva_DN4705_c0_g1_i9.p1,Neno_DN1084_c0_g1_i3.p1,Hyva_DN4748_c0_g1_i3.p1,Sama_DN3632_c0_g1_i2.p1,Cyca_DN7785_c0_g1_i2.p1,Chfl_DN1806_c0_g1_i8.p1,Chfu_DN4940_c0_g1_i1.p1
OG0000571,Shad_tr8111_c4_g1_i1.p1,Sgig_tr738_c1_g2_i1.p1,Hmag_tr559_c0_g1_i1.p1,Hcri_tr130_c1_g1_i1.p1,Smer_tr9263_c0_g1_i3.p1,Haur_tr444_c0_g4_i3.p1,Equa_tr855_c0_g1_i1.p1,Hetdac_DN972_c0_g1_i1.p1,Macdac_DN1845_c0_g1_i1.p1,Oula_DN779_c0_g1_i5.p1,Acte_DN10333_c0_g1_i3.p1,Gafa_DN8342_c0_g1_i2.p1,Ando_DN6249_c1_g2_i2.p1,Neva_DN85622_c0_g1_i2.p1,Neno_DN2228_c0_g1_i1.p1,Hyva_DN900_c0_g1_i1.p1,Sama_DN106_c0_g1_i1.p1,Cyca_DN2759_c0_g1_i1.p1,Chfl_DN839_c0_g1_i5.p1,Chfu_DN17683_c0_g1_i1.p1
OG0000598,Shad_tr16664_c0_g2_i3.p1,Sgig_tr4207_c3_g1_i2.p1,Hmag_tr9046_c2_g2_i2.p1,Hcri_tr11129_c0_g1_i4.p1,Smer_tr11103_c0_g2_i6.p1,"Haur_tr24165_c2_g1_i1.p1, Haur_tr9497_c0_g4_i3.p1",Equa_tr53466_c0_g1_i3.p1,"Hetdac_DN36309_c0_g1_i1.p1, Hetdac_DN16791_c1_g1_i1.p1","Macdac_DN22145_c2_g1_i1.p1, Macdac_DN22145_c2_g3_i1.p1, Macdac_DN22145_c2_g2_i1.p1",Oula_DN6627_c0_g1_i1.p1,Acte_DN6584_c0_g2_i2.p1,Gafa_DN5875_c0_g1_i3.p1,"Ando_DN24078_c0_g1_i1.p1, Ando_DN24078_c0_g2_i1.p1",Neva_DN515_c0_g1_i6.p1,Neno_DN4536_c0_g1_i8.p1,Hyva_DN11092_c0_g1_i3.p1,Sama_DN9168_c0_g3_i1.p1,"Cyca_DN21575_c0_g1_i1.p1, Cyca_DN16280_c0_g1_i1.p1",Chfl_DN2119_c0_g1_i3.p1,Chfu_DN9137_c0_g1_i1.p1
OG0000598,Shad_tr3360_c1_g1_i3.p1,Sgig_tr8539_c2_g1_i13.p1,"Hmag_tr16210_c0_g1_i15.p1, Hmag_tr3743_c2_g1_i3.p1",Hcri_tr21918_c0_g1_i14.p1,Smer_tr3696_c0_g1_i6.p1,Haur_tr4136_c3_g1_i1.p1,Equa_tr9042_c0_g1_i2.p1,Hetdac_DN6664_c0_g1_i1.p1,"Macdac_DN19197_c0_g1_i2.p1, Macdac_DN835_c0_g1_i1.p1",Oula_DN6064_c0_g1_i4.p1,Acte_DN355_c0_g1_i1.p1,"Gafa_DN5540_c1_g2_i1.p1, Gafa_DN1798_c0_g1_i10.p1","Ando_DN21185_c0_g1_i1.p1, Ando_DN12849_c0_g1_i1.p1","Neva_DN1506_c5_g1_i2.p1, Neva_DN143637_c0_g1_i1.p1",Neno_DN3808_c0_g1_i3.p1,"Hyva_DN3491_c0_g1_i3.p1, Hyva_DN4447_c0_g1_i1.p1",Sama_DN1268_c0_g1_i7.p1,Cyca_DN30776_c0_g2_i1.p1,"Chfl_DN21594_c0_g2_i1.p1, Chfl_DN24589_c0_g1_i1.p1, Chfl_DN24589_c0_g2_i1.p1",Chfu_DN1369_c0_g1_i1.p1
OG0000645,Shad_tr1372_c0_g1_i1.p1,Sgig_tr684_c0_g1_i17.p1,Hmag_tr3260_c0_g1_i3.p1,Hcri_tr3034_c0_g1_i12.p1,Smer_tr2401_c0_g1_i1.p1,Haur_tr471_c1_g1_i4.p1,Equa_tr42204_c0_g1_i5.p1,Hetdac_DN306_c0_g1_i2.p1,Macdac_DN9820_c0_g1_i2.p1,Oula_DN2947_c0_g1_i3.p1,"Acte_DN551_c0_g1_i4.p1, Acte_DN5085_c0_g1_i1.p1",Gafa_DN9268_c0_g1_i2.p1,Ando_DN1345_c0_g1_i1.p1,Neva_DN167_c0_g1_i8.p1,Neno_DN3461_c0_g1_i10.p1,Hyva_DN2026_c0_g1_i1.p1,Sama_DN12432_c0_g1_i1.p1,Cyca_DN28171_c0_g1_i1.p1,Chfl_DN2103_c0_g1_i4.p1,Chfu_DN9454_c0_g1_i1.p1
OG0000645,Shad_tr6235_c0_g1_i3.p1,Sgig_tr11874_c0_g1_i1.p1,Hmag_tr15031_c0_g2_i1.p1,Hcri_tr4287_c3_g1_i4.p1,Smer_tr15069_c0_g2_i2.p1,Haur_tr10311_c0_g2_i2.p1,Equa_tr9535_c2_g1_i1.p1,Hetdac_DN7445_c0_g1_i2.p1,"Macdac_DN48793_c0_g3_i1.p1, Macdac_DN48793_c0_g2_i1.p1",Oula_DN17072_c0_g1_i7.p1,Acte_DN19559_c0_g1_i3.p1,Gafa_DN15790_c0_g1_i1.p1,Ando_DN20975_c0_g1_i1.p1,Neva_DN7982_c0_g1_i10.p1,Neno_DN3061_c0_g1_i3.p1,Hyva_DN12802_c0_g1_i3.p1,Sama_DN7158_c0_g1_i1.p1,Cyca_DN16286_c0_g1_i3.p1,Chfl_DN11245_c0_g2_i1.p1,Chfu_DN8717_c0_g1_i1.p1
OG0000686,Shad_tr143_c3_g1_i6.p1,Sgig_tr569_c2_g1_i5.p1,Hmag_tr2817_c1_g1_i4.p1,Hcri_tr9565_c0_g1_i9.p1,Smer_tr22901_c0_g1_i10.p1,Haur_tr8545_c0_g1_i6.p1,Equa_tr3483_c0_g1_i6.p1,Hetdac_DN717_c0_g1_i12.p1,Macdac_DN2570_c0_g2_i7.p1,"Oula_DN3729_c1_g2_i8.p1, Oula_DN17086_c0_g1_i1.p1",Acte_DN5761_c0_g1_i14.p1,Gafa_DN5876_c0_g1_i18.p1,Ando_DN6288_c0_g1_i4.p1,"Neva_DN59368_c0_g1_i5.p1, Neva_DN2264_c6_g1_i1.p1",Neno_DN14005_c0_g1_i5.p1,Hyva_DN415_c0_g1_i3.p1,Sama_DN3919_c0_g2_i1.p1,Cyca_DN18663_c0_g2_i1.p1,Chfl_DN1277_c1_g2_i1.p1,Chfu_DN5885_c0_g1_i1.p1
OG0000686,Shad_tr2455_c3_g1_i3.p1,Sgig_tr9138_c1_g1_i6.p1,Hmag_tr27544_c0_g1_i6.p1,Hcri_tr44426_c0_g1_i7.p1,Smer_tr1902_c1_g1_i5.p1,Haur_tr13769_c0_g1_i3.p1,Equa_tr58868_c0_g2_i4.p1,Hetdac_DN4309_c0_g1_i4.p1,Macdac_DN1137_c0_g2_i9.p1,Oula_DN5287_c1_g1_i2.p1,Acte_DN15923_c0_g2_i2.p1,Gafa_DN3593_c0_g1_i4.p1,Ando_DN4699_c0_g1_i1.p1,Neva_DN4430_c0_g2_i1.p1,Neno_DN1933_c1_g1_i5.p1,Hyva_DN6273_c0_g1_i1.p1,Sama_DN5819_c0_g1_i1.p1,"Cyca_DN7434_c0_g1_i1.p1, Cyca_DN15554_c0_g1_i1.p1",Chfl_DN17751_c0_g1_i1.p1,Chfu_DN12732_c0_g1_i1.p1
